Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
460,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,33,31.0,11,53,28,52.8,1.71,0.90,0.21,0.39,13.1,0,0,1,10.3,9.3,0.18,+0.7,+1.7
461,Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,33,1.7,0,4,0,0.0,2.31,0.00,0.00,,12.3,0,0,0,0.9,0.9,0.22,-0.9,-0.9
462,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,21,25.9,0,15,2,13.3,0.58,0.08,0.00,0.00,22.3,0,0,0,0.7,0.7,0.05,-0.7,-0.7
463,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,20,24.6,0,10,1,10.0,0.41,0.04,0.00,0.00,13.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7
464,Isaac Carcelen,es ESP,"DF,MF",Cádiz,es La Liga,28,17.2,0,11,4,36.4,0.64,0.23,0.00,0.00,26.8,1,0,0,0.4,0.4,0.04,-0.4,-0.4
465,Cárdenas,es ESP,GK,Levante,es La Liga,24,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
466,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,23,14.8,4,26,12,46.2,1.75,0.81,0.15,0.33,15.4,0,0,0,2.9,2.9,0.11,+1.1,+1.1
467,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,24,17.5,0,14,6,42.9,0.80,0.34,0.00,0.00,22.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4
468,Carlo,es ESP,MF,Villarreal,es La Liga,20,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
469,Diego Carlos,br BRA,DF,Sevilla,es La Liga,28,32.9,3,30,10,33.3,0.91,0.30,0.10,0.30,14.6,1,0,0,2.1,2.1,0.07,+0.9,+0.9
470,Carmona,es ESP,DF,Sevilla,es La Liga,19,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
471,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,es La Liga,27,28.7,6,48,9,18.8,1.67,0.31,0.08,0.44,18.2,0,2,2,5.3,3.8,0.08,+0.7,+0.2
472,Guido Carrillo,ar ARG,FW,Elche,es La Liga,30,13.0,2,23,10,43.5,1.77,0.77,0.09,0.20,11.3,0,0,0,2.6,2.6,0.11,-0.6,-0.6
473,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,29,17.2,1,10,2,20.0,0.58,0.12,0.10,0.50,19.9,0,0,0,0.5,0.5,0.05,+0.5,+0.5
474,William Carvalho,pt POR,MF,Betis,es La Liga,29,20.1,2,33,10,30.3,1.65,0.50,0.06,0.20,16.8,0,0,0,3.1,3.1,0.10,-1.1,-1.1
475,Nicolò Casale,it ITA,DF,Hellas Verona,it Serie A,23,28.7,0,10,0,0.0,0.35,0.00,0.00,,12.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
476,Casemiro,br BRA,MF,Real Madrid,es La Liga,29,28.5,1,41,9,22.0,1.44,0.32,0.02,0.11,25.1,1,0,0,2.5,2.5,0.06,-1.5,-1.5
477,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,23,37.5,4,37,13,35.1,0.99,0.35,0.11,0.31,17.9,0,0,0,2.7,2.7,0.07,+1.3,+1.3
478,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
479,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,23,8.9,2,11,7,63.6,1.24,0.79,0.18,0.29,26.8,0,0,0,0.6,0.6,0.06,+1.4,+1.4
480,Francesco Cassata,it ITA,MF,Genoa,it Serie A,24,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
481,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,25,23.6,1,7,3,42.9,0.30,0.13,0.14,0.33,15.2,0,0,0,0.7,0.7,0.10,+0.3,+0.3
482,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
483,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26,27.9,1,16,4,25.0,0.57,0.14,0.06,0.25,10.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2
484,Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,26,1.4,0,2,0,0.0,1.44,0.00,0.00,,14.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
485,Gonzalo Castro,de GER,"MF,FW",Arminia,de Bundesliga,34,4.8,1,8,2,25.0,1.65,0.41,0.13,0.50,20.9,2,0,0,0.8,0.8,0.10,+0.2,+0.2
486,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,11.4,2,10,5,50.0,0.88,0.44,0.20,0.40,18.9,0,0,0,1.0,1.0,0.10,+1.0,+1.0
487,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,24,15.5,1,15,2,13.3,0.97,0.13,0.07,0.50,17.3,1,0,0,1.0,1.0,0.07,0.0,0.0
488,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,26,19.0,1,12,4,33.3,0.63,0.21,0.08,0.25,28.0,3,0,0,0.4,0.4,0.04,+0.6,+0.6
489,Catena,es ESP,DF,Rayo Vallecano,es La Liga,26,36.0,2,23,6,26.1,0.64,0.17,0.09,0.33,10.8,0,0,0,1.4,1.4,0.06,+0.6,+0.6
490,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,32,26.6,0,3,0,0.0,0.11,0.00,0.00,,10.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
491,Edinson Cavani,uy URU,FW,Manchester Utd,eng Premier League,34,8.5,2,18,6,33.3,2.11,0.70,0.11,0.33,12.6,0,0,0,3.4,3.4,0.20,-1.4,-1.4
492,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,24,3.1,0,10,4,40.0,3.26,1.30,0.00,0.00,20.1,1,0,0,0.7,0.7,0.07,-0.7,-0.7
493,Pietro Ceccaroni,it ITA,DF,Venezia,it Serie A,25,34.7,2,19,6,31.6,0.55,0.17,0.11,0.33,11.1,0,0,0,2.3,2.3,0.12,-0.3,-0.3
494,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,29,26.2,1,11,2,18.2,0.42,0.08,0.09,0.50,11.4,0,0,0,1.7,1.7,0.15,-0.7,-0.7
495,Emil Ceide,no NOR,"FW,MF",Sassuolo,it Serie A,19,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
496,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,30.0,2,23,3,13.0,0.77,0.10,0.09,0.67,19.5,0,0,0,1.1,1.1,0.05,+0.9,+0.9
497,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,17.6,4,15,7,46.7,0.85,0.40,0.27,0.57,20.8,0,0,0,0.7,0.7,0.05,+3.3,+3.3
498,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,16.1,1,6,1,16.7,0.37,0.06,0.17,1.00,11.0,0,0,0,0.4,0.4,0.07,+0.6,+0.6
499,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,27,20.0,4,22,9,40.9,1.10,0.45,0.18,0.44,16.2,0,0,0,3.1,3.1,0.16,+0.9,+0.9
500,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,17.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
501,Damir Ceter,co COL,FW,Cagliari,it Serie A,23,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
502,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,5.4,0,3,1,33.3,0.55,0.18,0.00,0.00,13.1,0,0,0,0.0,0.0,0.01,0.0,0.0
503,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
504,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
505,Nassim Chadli,fr FRA,"MF,DF",Troyes,fr Ligue 1,20,1.1,0,2,0,0.0,1.87,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
506,Kayky Chagas,br BRA,FW,Manchester City,eng Premier League,18,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
507,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
508,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,16.1,3,9,7,77.8,0.56,0.43,0.33,0.43,18.8,0,0,0,1.1,1.1,0.13,+1.9,+1.9
509,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1.9,0,2,0,0.0,1.06,0.00,0.00,,20.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
510,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,9.2,1,3,1,33.3,0.32,0.11,0.33,1.00,14.6,0,0,0,0.2,0.2,0.06,+0.8,+0.8
511,Dylan Chambost,fr FRA,"MF,FW",Troyes,fr Ligue 1,23,8.4,0,10,1,10.0,1.20,0.12,0.00,0.00,20.6,1,0,0,0.6,0.6,0.06,-0.6,-0.6
512,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,13.5,0,13,3,23.1,0.97,0.22,0.00,0.00,15.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
513,Chapela,es ESP,"MF,FW",Cádiz,es La Liga,22,4.4,0,3,0,0.0,0.68,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
514,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,29.8,3,14,6,42.9,0.47,0.20,0.21,0.50,13.7,0,0,0,1.4,1.4,0.10,+1.6,+1.6
515,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,30.2,5,31,10,32.3,1.03,0.33,0.16,0.50,19.0,0,0,0,1.4,1.4,0.05,+3.6,+3.6
516,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,2.4,0,3,0,0.0,1.23,0.00,0.00,,19.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
517,Justin Che,us USA,"FW,DF",Hoffenheim,de Bundesliga,17,0.5,0,1,0,0.0,2.20,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
518,Chema,es ESP,MF,Getafe,es La Liga,29,0.5,0,1,0,0.0,2.00,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.03,0.0,0.0
519,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,17,4.9,0,14,3,21.4,2.86,0.61,0.00,0.00,21.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6
520,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,30,6.3,0,10,4,40.0,1.60,0.64,0.00,0.00,16.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9
521,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
522,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,15.0,0,4,0,0.0,0.27,0.00,0.00,,10.8,0,0,0,0.8,0.8,0.20,-0.8,-0.8
523,Federico Chiesa,it ITA,"MF,FW",Juventus,it Serie A,23,9.6,2,28,9,32.1,2.92,0.94,0.07,0.22,16.9,0,0,0,2.2,2.2,0.08,-0.2,-0.2
524,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,6.0,3,13,6,46.2,2.16,1.00,0.23,0.50,17.7,0,0,0,0.9,0.9,0.07,+2.1,+2.1
525,Chiquinho,pt POR,"DF,FW",Wolves,eng Premier League,21,2.3,0,5,2,40.0,2.16,0.87,0.00,0.00,9.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
526,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,25.6,0,9,2,22.2,0.35,0.08,0.00,0.00,16.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
527,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,29.3,3,21,6,28.6,0.72,0.20,0.14,0.50,21.2,0,0,0,1.0,1.0,0.05,+2.0,+2.0
528,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,32.6,1,18,3,16.7,0.55,0.09,0.06,0.33,20.9,0,0,0,0.9,0.9,0.05,+0.1,+0.1
529,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,eng Premier League,23,3.2,0,1,0,0.0,0.32,0.00,0.00,,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0
530,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,16.6,0,5,0,0.0,0.30,0.00,0.00,,19.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6
531,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,22.8,0,10,1,10.0,0.44,0.04,0.00,0.00,24.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
532,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,17,3.3,0,4,1,25.0,1.20,0.30,0.00,0.00,17.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6
533,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,22,14.8,3,32,7,21.9,2.16,0.47,0.09,0.43,16.3,0,0,0,4.6,4.6,0.14,-1.6,-1.6
534,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,20.3,0,9,2,22.2,0.44,0.10,0.00,0.00,10.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7
535,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,it Serie A,19,2.5,0,3,1,33.3,1.19,0.40,0.00,0.00,22.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
536,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,16.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
537,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,12.2,2,19,5,26.3,1.56,0.41,0.11,0.40,26.8,2,0,0,1.7,1.7,0.09,+0.3,+0.3
538,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,0.4,1,3,1,33.3,7.11,2.37,0.33,1.00,12.4,0,0,0,0.6,0.6,0.20,+0.4,+0.4
539,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
540,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,11.3,0,7,1,14.3,0.62,0.09,0.00,0.00,7.8,0,0,0,1.1,1.1,0.15,-1.1,-1.1
541,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,2.3,0,6,1,16.7,2.58,0.43,0.00,0.00,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
542,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,33.8,5,40,16,40.0,1.18,0.47,0.13,0.31,22.1,12,0,0,3.0,3.0,0.07,+2.0,+2.0
543,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,16.8,0,2,0,0.0,0.12,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
544,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,18.0,0,12,7,58.3,0.67,0.39,0.00,0.00,21.0,0,0,0,0.7,0.7,0.06,-0.7,-0.7
545,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,15.0,0,3,2,66.7,0.20,0.13,0.00,0.00,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
546,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,37.3,4,12,4,33.3,0.32,0.11,0.33,1.00,12.5,0,0,0,2.8,2.8,0.23,+1.2,+1.2
547,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,25,10.3,1,12,3,25.0,1.16,0.29,0.08,0.33,17.4,0,0,0,0.7,0.7,0.06,+0.3,+0.3
548,Coke,es ESP,DF,Levante,es La Liga,34,1.3,1,1,1,100.0,0.76,0.76,1.00,1.00,2.4,0,0,0,0.6,0.6,0.63,+0.4,+0.4
549,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,29.5,1,8,1,12.5,0.27,0.03,0.13,1.00,18.3,0,0,0,1.2,1.2,0.15,-0.2,-0.2
550,Álex Collado,es ESP,"MF,FW",Granada,es La Liga,22,11.3,2,17,8,47.1,1.50,0.71,0.12,0.25,25.2,1,0,0,0.8,0.8,0.05,+1.2,+1.2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
551,Ebrima Colley,gm GAM,"FW,MF",Spezia,it Serie A,21,4.4,0,12,5,41.7,2.74,1.14,0.00,0.00,21.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
552,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,30.5,0,11,1,9.1,0.36,0.03,0.00,0.00,10.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2
553,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,18.6,2,15,5,33.3,0.81,0.27,0.13,0.40,9.3,0,0,0,1.5,1.5,0.10,+0.5,+0.5
554,Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,de Bundesliga,25,15.1,6,46,20,43.5,3.05,1.32,0.13,0.30,17.2,0,0,0,4.0,4.0,0.09,+2.0,+2.0
555,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,4.5,0,3,1,33.3,0.66,0.22,0.00,0.00,8.8,0,0,0,0.4,0.4,0.12,-0.4,-0.4
556,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,29.8,1,32,5,15.6,1.07,0.17,0.03,0.20,13.3,1,0,0,3.7,3.7,0.11,-2.7,-2.7
557,Diego Conde,es ESP,GK,Getafe,es La Liga,22,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
558,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,21,1.7,0,2,0,0.0,1.15,0.00,0.00,,15.5,0,0,0,0.4,0.4,0.18,-0.4,-0.4
559,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,36.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
560,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,15.0,0,5,1,20.0,0.33,0.07,0.00,0.00,15.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
561,Andrea Conti,it ITA,"DF,MF",Sampdoria,it Serie A,27,2.6,1,4,1,25.0,1.54,0.38,0.25,1.00,12.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6
562,Andrea Conti,it ITA,DF,Milan,it Serie A,27,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
563,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,20.2,0,6,1,16.7,0.30,0.05,0.00,0.00,10.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4
564,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,0.2,0,1,0,0.0,5.63,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0
565,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2.8,0,1,0,0.0,0.36,0.00,0.00,,9.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
566,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,9.2,2,5,2,40.0,0.54,0.22,0.40,1.00,13.2,0,0,0,0.3,0.3,0.06,+1.7,+1.7
567,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,14.7,0,11,3,27.3,0.75,0.20,0.00,0.00,27.7,4,0,0,0.4,0.4,0.04,-0.4,-0.4
568,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,23,3.6,0,7,1,14.3,1.92,0.27,0.00,0.00,10.9,0,0,0,0.7,0.7,0.10,-0.7,-0.7
569,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,18.6,1,7,1,14.3,0.38,0.05,0.14,1.00,18.0,0,0,0,0.7,0.7,0.10,+0.3,+0.3
570,Maxwel Cornet,ci CIV,"FW,MF",Burnley,eng Premier League,24,19.6,9,46,22,47.8,2.34,1.12,0.20,0.41,16.9,4,0,1,6.7,5.9,0.13,+2.3,+3.1
571,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
572,Jesús Corona,mx MEX,"FW,DF",Sevilla,es La Liga,28,12.9,2,12,3,25.0,0.93,0.23,0.17,0.67,13.1,0,0,0,1.6,1.6,0.13,+0.4,+0.4
573,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,26,20.6,12,50,23,46.0,2.42,1.12,0.24,0.52,17.0,0,0,0,7.3,7.3,0.15,+4.7,+4.7
574,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,11.4,6,35,16,45.7,3.07,1.40,0.17,0.38,13.0,0,0,0,4.6,4.6,0.13,+1.4,+1.4
575,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,15.7,0,3,1,33.3,0.19,0.06,0.00,0.00,20.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
576,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,28,8.1,0,2,0,0.0,0.25,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
577,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,20,16.3,3,25,8,32.0,1.54,0.49,0.12,0.38,19.9,0,0,0,2.1,2.1,0.08,+0.9,+0.9
578,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,0.2,0,1,0,0.0,4.09,0.00,0.00,,23.3,0,0,0,0.0,0.0,0.01,0.0,0.0
579,Hélder Costa,ao ANG,"MF,FW",Valencia,es La Liga,27,12.4,0,9,2,22.2,0.72,0.16,0.00,0.00,17.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3
580,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,20.3,0,11,2,18.2,0.54,0.10,0.00,0.00,19.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8
581,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
582,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,24.5,0,11,4,36.4,0.45,0.16,0.00,0.00,17.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8
583,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,9.4,5,26,10,38.5,2.75,1.06,0.19,0.50,9.2,0,0,0,4.7,4.7,0.18,+0.3,+0.3
584,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,25.9,0,22,7,31.8,0.85,0.27,0.00,0.00,25.7,0,0,0,1.0,1.0,0.04,-1.0,-1.0
585,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,9.0,2,10,4,40.0,1.11,0.45,0.20,0.50,19.6,0,0,0,1.4,1.4,0.14,+0.6,+0.6
586,Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,de Bundesliga,20,12.0,0,13,3,23.1,1.08,0.25,0.00,0.00,16.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8
587,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
588,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,29,14.8,5,43,16,37.2,2.91,1.08,0.12,0.31,21.2,6,0,0,3.8,3.8,0.09,+1.2,+1.2
589,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,29,5.6,2,23,6,26.1,4.12,1.07,0.04,0.17,19.0,2,1,1,3.1,2.3,0.10,-1.1,-1.3
590,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,30.8,2,6,3,50.0,0.19,0.10,0.33,0.67,14.5,0,0,0,1.6,1.6,0.26,+0.4,+0.4
591,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
592,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,30.3,2,18,3,16.7,0.59,0.10,0.11,0.67,20.5,8,0,0,1.1,1.1,0.06,+0.9,+0.9
593,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,1.6,0,1,0,0.0,0.64,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
594,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,18.0,6,17,0,0.0,0.95,0.00,0.00,,32.5,0,6,7,5.8,0.3,0.02,+0.2,-0.3
595,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,29.8,2,40,5,12.5,1.34,0.17,0.05,0.40,17.0,0,0,0,2.2,2.2,0.06,-0.2,-0.2
596,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,0.2,0,1,0,0.0,5.29,0.00,0.00,,33.6,0,0,0,0.0,0.0,0.01,0.0,0.0
597,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,26,1.1,0,3,1,33.3,2.65,0.88,0.00,0.00,14.1,0,0,0,0.5,0.5,0.18,-0.5,-0.5
598,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,25,20.9,3,32,12,37.5,1.53,0.57,0.09,0.25,22.4,0,0,0,2.2,2.2,0.07,+0.8,+0.8
599,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,0.2,0,1,0,0.0,6.00,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.15,-0.1,-0.1
600,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,21.5,0,3,0,0.0,0.14,0.00,0.00,,17.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
