Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
509,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,2,2,170,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,7,5,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.08,0.04,0.08
510,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,11,9,831,9.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,3,31,1,0.11,0.00,0.11,0.11,0.11,0.02,0.01,0.03,0.02,0.03
511,Dylan Chambost,fr FRA,"MF,FW",Troyes,fr Ligue 1,23,19,9,753,8.4,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.1,7,47,20,0.00,0.12,0.12,0.00,0.12,0.07,0.07,0.13,0.07,0.13
512,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,17,15,1212,13.5,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.2,16,40,63,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
513,Chapela,es ESP,"MF,FW",Cádiz,es La Liga,22,9,4,398,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,12,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
514,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,32,31,2686,29.8,3,0,3,3,0,0,6,1,1.4,1.4,0.4,1.8,9,83,5,0.10,0.00,0.10,0.10,0.10,0.05,0.01,0.06,0.05,0.06
515,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,34,31,2717,30.2,5,2,7,5,0,0,4,0,1.4,1.4,3.8,5.2,19,93,85,0.17,0.07,0.23,0.17,0.23,0.05,0.13,0.17,0.05,0.17
516,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,3,2,220,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,12,5,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.23,0.10,0.23
517,Justin Che,us USA,"FW,DF",Hoffenheim,de Bundesliga,17,2,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23
518,Chema,es ESP,MF,Getafe,es La Liga,29,1,1,45,0.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09
519,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,17,16,3,440,4.9,0,1,1,0,0,0,1,0,0.6,0.6,0.7,1.3,30,23,51,0.00,0.20,0.20,0.00,0.20,0.12,0.15,0.27,0.12,0.27
520,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,30,17,5,563,6.3,0,1,1,0,0,0,1,0,0.9,0.9,0.4,1.3,14,19,36,0.00,0.16,0.16,0.00,0.16,0.14,0.06,0.20,0.14,0.20
521,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
522,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,21,16,1354,15.0,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,21,74,5,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
523,Federico Chiesa,it ITA,"MF,FW",Juventus,it Serie A,23,14,11,863,9.6,2,2,4,2,0,0,0,0,2.2,2.2,1.2,3.4,36,32,59,0.21,0.21,0.42,0.21,0.42,0.23,0.12,0.35,0.23,0.35
524,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,7,6,542,6.0,3,1,4,3,0,0,0,0,0.9,0.9,0.8,1.7,14,18,46,0.50,0.17,0.66,0.50,0.66,0.15,0.13,0.28,0.15,0.28
525,Chiquinho,pt POR,"DF,FW",Wolves,eng Premier League,21,8,1,208,2.3,0,3,3,0,0,0,0,0,0.6,0.6,0.7,1.3,10,7,35,0.00,1.30,1.30,0.00,1.30,0.26,0.30,0.56,0.26,0.56
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
526,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,29,27,2300,25.6,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.5,4,52,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
527,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,31,31,2637,29.3,3,1,4,3,0,0,6,0,1.0,1.0,1.3,2.2,13,216,34,0.10,0.03,0.14,0.10,0.14,0.03,0.04,0.08,0.03,0.08
528,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,36,33,2935,32.6,1,1,2,1,0,0,5,0,0.9,0.9,0.7,1.6,5,91,20,0.03,0.03,0.06,0.03,0.06,0.03,0.02,0.05,0.03,0.05
529,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,eng Premier League,23,6,4,285,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
530,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,19,17,1496,16.6,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,14,81,5,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
531,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,27,22,2054,22.8,0,0,0,0,0,0,5,0,0.4,0.4,0.5,0.9,8,79,9,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
532,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,17,12,2,301,3.3,0,1,1,0,0,0,0,0,0.6,0.6,1.0,1.6,9,7,14,0.00,0.30,0.30,0.00,0.30,0.19,0.28,0.47,0.19,0.47
533,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,22,27,12,1333,14.8,3,3,6,3,0,0,4,0,4.6,4.6,4.6,9.3,89,41,164,0.20,0.20,0.41,0.20,0.41,0.31,0.31,0.63,0.31,0.63
534,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,25,20,1830,20.3,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,17,47,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
535,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,it Serie A,19,10,1,227,2.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,10,6,12,0.00,0.40,0.40,0.00,0.40,0.04,0.08,0.12,0.04,0.12
536,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,17,17,1457,16.2,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00
537,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,31,11,1097,12.2,2,1,3,2,0,0,5,0,1.7,1.7,0.5,2.2,8,55,6,0.16,0.08,0.25,0.16,0.25,0.14,0.04,0.18,0.14,0.18
538,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,3,0,38,0.4,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,2,1,4,2.37,0.00,2.37,2.37,2.37,1.45,0.00,1.45,1.45,1.45
539,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
540,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,13,12,1014,11.3,0,1,1,0,0,0,2,1,1.1,1.1,0.3,1.4,2,17,6,0.00,0.09,0.09,0.00,0.09,0.10,0.03,0.12,0.10,0.12
541,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,10,0,209,2.3,0,2,2,0,0,0,1,0,0.4,0.4,1.2,1.6,5,7,13,0.00,0.86,0.86,0.00,0.86,0.17,0.53,0.70,0.17,0.70
542,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,37,35,3046,33.8,5,11,16,5,0,0,3,0,3.0,3.0,7.0,10.0,110,140,303,0.15,0.33,0.47,0.15,0.47,0.09,0.21,0.30,0.09,0.30
543,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,19,18,1514,16.8,0,0,0,0,0,0,6,0,0.1,0.1,0.8,1.0,45,66,56,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
544,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,28,20,1616,18.0,0,2,2,0,0,0,2,0,0.7,0.7,2.1,2.8,8,64,40,0.00,0.11,0.11,0.00,0.11,0.04,0.12,0.15,0.04,0.15
545,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,16,15,1351,15.0,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,14,36,25,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.04,0.01,0.04
546,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,38,38,3361,37.3,4,0,4,4,0,0,4,0,2.8,2.8,0.1,2.8,6,35,3,0.11,0.00,0.11,0.11,0.11,0.07,0.00,0.08,0.07,0.08
547,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,25,24,9,930,10.3,1,1,2,1,0,0,3,1,0.7,0.7,1.5,2.1,28,22,62,0.10,0.10,0.19,0.10,0.19,0.07,0.14,0.21,0.07,0.21
548,Coke,es ESP,DF,Levante,es La Liga,34,6,1,118,1.3,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,1,8,5,0.76,0.00,0.76,0.76,0.76,0.48,0.04,0.52,0.48,0.52
549,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,30,30,2656,29.5,1,0,1,1,0,0,4,0,1.2,1.2,0.8,2.0,40,96,77,0.03,0.00,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.07
550,Álex Collado,es ESP,"MF,FW",Granada,es La Liga,22,17,13,1020,11.3,2,1,3,2,0,0,1,0,0.8,0.8,1.0,1.8,20,38,32,0.18,0.09,0.26,0.18,0.26,0.07,0.09,0.16,0.07,0.16
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
551,Ebrima Colley,gm GAM,"FW,MF",Spezia,it Serie A,21,11,3,394,4.4,0,0,0,0,0,0,1,0,0.9,0.9,1.5,2.4,17,13,27,0.00,0.00,0.00,0.00,0.00,0.20,0.34,0.54,0.20,0.54
552,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,32,31,2745,30.5,0,0,0,0,0,0,6,1,1.2,1.2,0.0,1.2,12,83,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
553,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,19,18,1670,18.6,2,0,2,2,0,0,2,1,1.5,1.5,1.5,3.0,7,44,8,0.11,0.00,0.11,0.11,0.11,0.08,0.08,0.16,0.08,0.16
554,Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,de Bundesliga,25,21,16,1359,15.1,6,2,8,6,0,0,1,1,4.0,4.0,3.0,7.0,83,55,233,0.40,0.13,0.53,0.40,0.53,0.26,0.20,0.46,0.26,0.46
555,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,8,5,408,4.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,15,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09
556,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,35,32,2682,29.8,1,2,3,1,0,0,12,1,3.7,3.7,2.0,5.7,46,165,50,0.03,0.07,0.10,0.03,0.10,0.12,0.07,0.19,0.12,0.19
557,Diego Conde,es ESP,GK,Getafe,es La Liga,22,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
558,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,21,4,1,156,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,1,7,0.00,0.00,0.00,0.00,0.00,0.21,0.06,0.26,0.21,0.26
559,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,37,37,3322,36.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
560,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,17,17,1347,15.0,0,1,1,0,0,0,2,0,0.2,0.2,2.1,2.3,31,37,71,0.00,0.07,0.07,0.00,0.07,0.01,0.14,0.15,0.01,0.15
561,Andrea Conti,it ITA,"DF,MF",Sampdoria,it Serie A,27,7,2,234,2.6,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,3,2,13,0.38,0.00,0.38,0.38,0.38,0.14,0.00,0.14,0.14,0.14
562,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
563,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,21,21,1814,20.2,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,7,46,2,0.00,0.05,0.05,0.00,0.05,0.02,0.01,0.02,0.02,0.02
564,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
565,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,4,3,249,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
566,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,20,8,830,9.2,2,1,3,2,0,0,3,0,0.3,0.3,0.8,1.1,14,56,39,0.22,0.11,0.33,0.22,0.33,0.03,0.08,0.12,0.03,0.12
567,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,28,13,1324,14.7,0,3,3,0,0,0,0,1,0.4,0.4,0.6,1.0,29,57,72,0.00,0.20,0.20,0.00,0.20,0.03,0.04,0.07,0.03,0.07
568,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,23,13,2,328,3.6,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,6,9,16,0.00,0.00,0.00,0.00,0.00,0.20,0.02,0.22,0.20,0.22
569,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,20,20,1670,18.6,1,0,1,1,0,0,4,0,0.7,0.7,0.3,1.0,12,46,12,0.05,0.00,0.05,0.05,0.05,0.04,0.02,0.05,0.04,0.05
570,Maxwel Cornet,ci CIV,"FW,MF",Burnley,eng Premier League,24,26,21,1766,19.6,9,1,10,9,0,1,2,0,6.7,5.9,1.7,7.7,28,30,125,0.46,0.05,0.51,0.46,0.51,0.34,0.09,0.43,0.30,0.39
571,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,1,1,63,0.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,4,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
572,Jesús Corona,mx MEX,"FW,DF",Sevilla,es La Liga,28,18,12,1157,12.9,2,4,6,2,0,0,2,0,1.6,1.6,3.1,4.6,37,54,130,0.16,0.31,0.47,0.16,0.47,0.12,0.24,0.36,0.12,0.36
573,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,26,36,21,1856,20.6,12,5,17,12,0,0,3,1,7.3,7.3,3.7,11.0,38,65,149,0.58,0.24,0.82,0.58,0.82,0.35,0.18,0.53,0.35,0.53
574,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,26,12,1025,11.4,6,1,7,6,0,0,2,0,4.6,4.6,2.2,6.8,41,38,93,0.53,0.09,0.61,0.53,0.61,0.40,0.19,0.60,0.40,0.60
575,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,19,18,1414,15.7,0,1,1,0,0,0,5,0,0.3,0.3,1.1,1.4,27,53,66,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
576,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,28,11,7,725,8.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.3,12,30,29,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
577,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,20,33,16,1464,16.3,3,5,8,3,0,0,2,0,2.1,2.1,3.5,5.7,56,96,99,0.18,0.31,0.49,0.18,0.49,0.13,0.22,0.35,0.13,0.35
578,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
579,Hélder Costa,ao ANG,"MF,FW",Valencia,es La Liga,27,22,13,1118,12.4,0,1,1,0,0,0,3,0,0.3,0.3,1.8,2.1,39,34,80,0.00,0.08,0.08,0.00,0.08,0.03,0.14,0.17,0.03,0.17
580,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,25,21,1828,20.3,0,4,4,0,0,0,5,1,0.8,0.8,2.4,3.2,39,68,108,0.00,0.20,0.20,0.00,0.20,0.04,0.12,0.16,0.04,0.16
581,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
582,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,28,25,2209,24.5,0,4,4,0,0,0,5,1,0.8,0.8,2.1,2.9,51,113,119,0.00,0.16,0.16,0.00,0.16,0.03,0.08,0.12,0.03,0.12
583,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,21,9,850,9.4,5,0,5,5,0,0,1,0,4.7,4.7,1.3,6.0,5,13,29,0.53,0.00,0.53,0.53,0.53,0.50,0.13,0.63,0.50,0.63
584,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,31,29,2332,25.9,0,0,0,0,0,0,3,0,1.0,1.0,0.3,1.2,39,82,38,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
585,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,12,9,808,9.0,2,0,2,2,0,0,1,0,1.4,1.4,0.2,1.6,16,37,30,0.22,0.00,0.22,0.22,0.22,0.15,0.02,0.17,0.15,0.17
586,Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,de Bundesliga,20,21,11,1079,12.0,0,1,1,0,0,0,8,0,0.8,0.8,0.6,1.4,27,14,88,0.00,0.08,0.08,0.00,0.08,0.07,0.05,0.12,0.07,0.12
587,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
588,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,29,19,16,1329,14.8,5,3,8,5,0,0,0,0,3.8,3.8,2.9,6.7,48,94,62,0.34,0.20,0.54,0.34,0.54,0.25,0.20,0.45,0.25,0.45
589,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,29,12,5,503,5.6,2,0,2,1,1,1,1,0,3.1,2.3,0.3,2.5,22,35,49,0.36,0.00,0.36,0.18,0.18,0.55,0.04,0.60,0.41,0.46
590,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,34,32,2770,30.8,2,2,4,2,0,0,2,1,1.6,1.6,0.6,2.1,47,78,38,0.06,0.06,0.13,0.06,0.13,0.05,0.02,0.07,0.05,0.07
591,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
592,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,31,31,2726,30.3,2,3,5,2,0,0,3,0,1.1,1.1,3.2,4.2,54,186,99,0.07,0.10,0.17,0.07,0.17,0.04,0.10,0.14,0.04,0.14
593,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,5,1,141,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
594,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,20,18,1618,18.0,6,1,7,0,6,7,4,0,5.8,0.3,1.1,1.4,33,70,32,0.33,0.06,0.39,0.00,0.06,0.32,0.06,0.38,0.02,0.08
595,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,34,29,2678,29.8,2,0,2,2,0,0,9,0,2.2,2.2,2.6,4.8,31,231,24,0.07,0.00,0.07,0.07,0.07,0.07,0.09,0.16,0.07,0.16
596,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.03,0.39,0.41,0.03,0.41
597,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,26,4,0,102,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,2,9,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47
598,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,25,34,22,1881,20.9,3,1,4,3,0,0,3,0,2.2,2.2,0.8,3.0,34,69,66,0.14,0.05,0.19,0.14,0.19,0.11,0.04,0.15,0.11,0.15
599,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,1,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.89,0.89,0.89
600,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,23,22,1934,21.5,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,16,80,12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
601,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,33,33,28,2487,27.6,4,3,7,4,0,0,9,0,1.7,1.7,5.1,6.7,93,169,175,0.14,0.11,0.25,0.14,0.25,0.06,0.18,0.24,0.06,0.24
602,Cucho,co COL,"FW,MF",Watford,eng Premier League,22,25,11,1147,12.7,5,2,7,5,0,0,3,0,2.5,2.5,1.9,4.3,22,39,85,0.39,0.16,0.55,0.39,0.55,0.19,0.15,0.34,0.19,0.34
603,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,35,35,3089,34.3,1,1,2,1,0,0,6,0,0.7,0.7,2.7,3.4,104,191,208,0.03,0.03,0.06,0.03,0.06,0.02,0.08,0.10,0.02,0.10
604,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,23,1,0,23,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.62,0.31,0.93,0.62,0.93
605,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,32,31,2683,29.8,1,0,1,1,0,0,6,2,0.9,0.9,0.1,1.0,4,61,6,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.04,0.03,0.04
606,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,13,13,918,10.2,0,0,0,0,0,0,2,0,0.6,0.6,1.3,1.9,10,37,22,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.18,0.06,0.18
607,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,3.46,3.46,0.00,3.46
608,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,4,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12
609,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,29,8,1063,11.8,6,4,10,6,0,0,3,0,5.8,5.8,2.2,8.0,16,20,61,0.51,0.34,0.85,0.51,0.85,0.49,0.19,0.68,0.49,0.68
610,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1,1,64,0.7,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,2,1,1,0.00,1.41,1.41,0.00,1.41,0.40,1.24,1.64,0.40,1.64
611,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,28,15,1401,15.6,3,0,3,3,0,0,1,0,3.7,3.7,0.9,4.6,20,16,139,0.19,0.00,0.19,0.19,0.19,0.24,0.06,0.30,0.24,0.30
612,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,24,17,1490,16.6,2,3,5,2,0,0,3,0,0.8,0.8,2.9,3.7,8,96,32,0.12,0.18,0.30,0.12,0.30,0.05,0.18,0.23,0.05,0.23
613,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,17,16,1402,15.6,0,1,1,0,0,0,4,0,0.1,0.1,0.4,0.5,19,87,3,0.00,0.06,0.06,0.00,0.06,0.01,0.02,0.03,0.01,0.03
614,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,4,1,131,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
