player,xg_plus_minus,touches_live_ball,through_balls,interceptions,shots_blocked,sca_shots,sca_passes_live,progressive_passes_received,passes_progressive_distance,passes_pct_short,xg_plus_minus score,touches_live_ball score,through_balls score,interceptions score,shots_blocked score,sca_shots score,sca_passes_live score,progressive_passes_received score,passes_progressive_distance score,passes_pct_short score,Segment K-Means PFA,year,league,minutes
"Luis Alberto, 2019",2.0306532663316585,78.96482412060301,0.542713567839196,0.45226130653266333,0.135678391959799,0.45226130653266333,4.658291457286432,5.969849246231156,286.32663316582915,4.05678391959799,0.0005108195777559325,-0.006381606758096735,0.0032877008738807488,0.0075210668865271415,0.0022803643964195977,0.0032585240595488936,-0.0035304857387159307,-0.0056981279260096334,0.005859724665908488,0.0003292926904957551,3,2019,Serie A,1990.0
"Miiko Albornoz, 2019",0.2548192771084337,62.566265060240966,0.0,0.8674698795180724,0.16265060240963855,0.10843373493975905,1.463855421686747,4.066265060240964,242.51204819277106,4.73855421686747,-0.005423641418690276,0.009084401109991976,-0.009797439065701912,-0.019932840765076298,0.00034878585471741767,-0.0026979473227481308,0.013455475719443118,0.0027495278606260985,-0.0075918215467858175,-0.002664336603854677,3,2019,Bundesliga,1660.0
"Marc Albrighton, 2019",1.739076923076923,55.66153846153846,0.49846153846153846,1.2738461538461539,0.16615384615384615,0.16615384615384615,2.0492307692307694,9.526153846153846,163.21846153846153,4.342153846153846,0.0036098474991787966,-0.006668548599603717,0.007140756985465868,0.013006605957612568,8.186722751996903e-05,0.0021139945318394506,-0.008594154265542156,-0.003404354303249136,0.005601714313419557,0.0017835883364604632,4,2019,Premier League,1625.0
"Thiago Alcántara, 2019",-0.7325581395348837,105.77242524916943,0.11212624584717608,1.6445182724252494,0.14950166112956811,0.03737541528239203,2.6536544850498336,2.0930232558139537,451.71926910299004,3.5020764119601333,-0.01835750976469228,0.02398828899269683,-0.030761224870969005,-0.05865016918319625,0.0037169428390418555,-0.004795673557122581,0.041146235282133105,0.005102086138898032,-0.019221797007798996,-0.008910110064987157,1,2019,Bundesliga,2408.0
"Rubén Alcaraz, 2019",-0.0967741935483871,65.05040322580645,0.06048387096774194,1.1491935483870968,0.3024193548387097,0.0907258064516129,1.3004032258064515,0.6350806451612903,237.67137096774192,2.7883064516129035,-0.009101720948439033,0.014955521693736179,-0.01641654003278161,-0.03284003786335894,0.0006302325402645207,-0.004488937734087785,0.022281675953225943,0.004630318593433351,-0.012244902634779594,-0.00436108906080803,3,2019,La Liga,2976.0
"Carles Aleñá, 2019",1.3704866562009417,90.98901098901098,0.42386185243328095,0.282574568288854,0.0,0.141287284144427,3.532182103610675,5.368916797488226,269.5761381475667,13.33751962323391,-0.00417780206767662,0.0037225905179250765,-0.006132388080695757,-0.012039544688092063,0.0014960752150021102,0.0005419109461948458,0.008603732882289777,-0.0003375565664707227,-0.0030437215911777483,-0.002218303613400922,3,2019,La Liga,637.0
"Allan, 2019",-0.010321100917431191,88.8302752293578,0.2408256880733945,1.2385321100917432,0.44724770642201833,0.06880733944954129,2.5802752293577984,1.548165137614679,321.26146788990826,3.2167431192660554,-0.01625782012400137,0.023854201715791418,-0.028138293301404,-0.055217097787719945,0.0022233784560675377,-0.005926752383224489,0.038037338282990454,0.006289316298485152,-0.01926768275930266,-0.007820049852939685,3,2019,Serie A,2616.0
"Dele Alli, 2019",0.0,65.0958904109589,0.8876712328767123,0.936986301369863,0.24657534246575344,0.24657534246575344,2.219178082191781,7.545205479452054,141.43561643835616,4.32986301369863,0.004724459844729952,-0.012236991225848466,0.010317324702539033,0.02223623891612691,0.0013433811535372338,0.004787394173779945,-0.013876363573373058,-0.006041989214883879,0.010907389390928342,0.0024932802842459628,4,2019,Premier League,1825.0
"Miguel Almirón, 2019",0.0,45.05928853754941,0.11857707509881424,0.9486166007905139,0.11857707509881424,0.3557312252964427,3.2015810276679844,5.33596837944664,89.1699604743083,9.296442687747035,0.01071656739538463,-0.01811541813355519,0.019388841426046723,0.039449343319806526,-0.0004700622369374563,0.005168081704792131,-0.02642678282675959,-0.0059917450678586125,0.014967228405744007,0.005215212759830563,2,2019,Premier League,759.0
"Júnior Alonso, 2019",-0.05037313432835821,64.8134328358209,0.0,0.8395522388059701,0.503731343283582,0.0,1.007462686567164,3.1902985074626864,256.0634328358209,15.078358208955223,-0.010483464194474946,0.021920342426528964,-0.02079402712535538,-0.04303056422204133,-0.0012621879300360843,-0.007258554962009326,0.02763452940313538,0.009953801973845627,-0.018697423318716638,-0.0052475931453488806,3,2019,La Liga,536.0
"Sergio Álvarez, 2019",1.2881197380729654,52.114125350795135,0.0,1.431244153414406,0.33676333021515437,0.0,0.42095416276894293,0.25257249766136575,163.16183348924227,7.130963517305894,-0.008907117399575518,0.019866790812656705,-0.01789076422765339,-0.03899807928955675,-0.001491020541893578,-0.007231408829248482,0.024942385960360712,0.008297517972961417,-0.01700082989055303,-0.004424203179066926,4,2019,La Liga,1069.0
"Dani Alves, 2019",0.0,96.82490752157831,1.1652281134401972,0.4438964241676942,0.27743526510480887,0.055487053020961775,2.996300863131936,7.268803945745993,345.1849568434032,5.171393341553637,-0.01058395500177656,0.008854683006636168,-0.015552539033776845,-0.02835785906595394,0.0038913844978655807,0.0006123583895657008,0.021040876402053814,-0.0008780601892722633,-0.006128511277510471,-0.005001762177319577,1,2019,Ligue 1,1622.0
"Ibrahim Amadou, 2019",2.267716535433071,53.26771653543307,0.0,1.2992125984251968,0.47244094488188976,0.11811023622047244,0.9448818897637795,1.5354330708661417,154.60629921259843,10.795275590551181,-0.00619431256383138,0.01739109067129261,-0.013741686822532979,-0.031712300343617085,-0.002428827659682025,-0.007200171079714589,0.019546487545663474,0.00822374431042655,-0.015214006644203882,-0.0031394988032249498,4,2019,La Liga,762.0
"Romain Amalfitano, 2019",-0.12490087232355274,50.2101506740682,0.1070578905630452,1.6772402854877082,0.4639175257731959,0.035685963521015066,1.2846946867565423,2.2125297383029343,157.33941316415545,3.036875495638382,-0.006841520162915946,0.012965078551720494,-0.012937140383031702,-0.02664729998061665,-0.000239880550329517,-0.0043840934385502755,0.01763633154089423,0.004843443739937261,-0.01069806186686541,-0.0032364030540836283,4,2019,Ligue 1,2522.0
"Amath, 2019",-0.5568862275449102,34.76047904191617,0.08982035928143711,0.8982035928143712,0.0,0.35928143712574845,2.0658682634730536,6.4670658682634725,71.67664670658682,6.9880239520958085,0.011475979508159708,-0.01904757693041425,0.02060212094094822,0.04185954484771218,-0.0006667973731907731,0.005310849268763176,-0.02812612373402775,-0.00607717491827989,0.01572021648235109,0.005585381910000449,2,2019,La Liga,1002.0
"Nadiem Amiri, 2019",2.6856763925729443,55.9814323607427,0.23872679045092837,0.8355437665782494,0.0,0.11936339522546419,2.506631299734748,4.297082228116711,166.3925729442971,10.838196286472149,0.0034216661585460295,-0.0038369969809735733,0.005826905909973646,0.008917268477731837,-0.000881599539964471,0.0007736995631385402,-0.006626307007446935,-0.0013999563367040554,0.002698961103681159,0.0014887382727742822,0,2019,Bundesliga,754.0
"Felipe Anderson, 2019",-0.0354912914886625,68.5869208018403,0.6506736772921459,1.2126191258626355,0.0,0.14788038120276042,2.8097272428524485,7.482747288859678,191.0318764377259,2.4991784423266514,0.003228859510791187,-0.011670246155606422,0.008422149583952742,0.01892167445635084,0.002281698700131421,0.005348019916795156,-0.011187868013231137,-0.006921320813709302,0.010426359639419593,0.0016880772035397507,0,2019,Premier League,3043.0
"Benjamin André, 2019",0.1587174348697395,67.95991983967936,0.18036072144288576,1.9478957915831663,0.21643286573146292,0.036072144288577156,1.8036072144288577,3.1022044088176353,180.82965931863728,3.0949899799599194,-0.005568987068894129,0.007929655196504827,-0.009452143978368572,-0.018840769219179043,0.0008743242071699435,-0.0019047343107403795,0.013049868089016863,0.001713685471070707,-0.00637252324551252,-0.002666780670853339,0,2019,Ligue 1,2495.0
"Cristian Ansaldi, 2019",0.0,57.72551189817377,0.14941892639734367,0.7470946319867183,0.1992252351964582,0.1992252351964582,1.992252351964582,5.3790813503043715,221.737686773658,4.348090758162701,-0.0007595097811228847,0.00013042759641962966,-0.0009433497370826497,-0.0013857826240757261,0.0005376459940914703,0.00012592602826888257,0.001322884507808037,-0.0006422224418889147,4.8756728780249634e-05,-0.0003163478579102593,0,2019,Serie A,1807.0
"Michail Antonio, 2019",0.0,50.07132667617689,0.21398002853067047,0.7703281027104137,0.12838801711840228,0.34236804564907275,1.7118402282453637,8.730385164051356,86.66191155492155,3.393723252496433,0.011467681632792857,-0.019796270233887234,0.02097699829166893,0.042621100576424806,-0.00030918691927057826,0.005448679890739027,-0.02828563622089923,-0.007127351515551845,0.016548564730552526,0.005699577195816159,2,2019,Premier League,2103.0
"Antoñito, 2019",0.2077294685990338,52.65700483091788,0.04830917874396135,0.8695652173913043,0.3864734299516908,0.0,1.8357487922705313,6.570048309178745,205.9903381642512,4.314009661835748,-0.005031282656938909,0.009289071324591626,-0.009309977573327296,-0.01936093819003481,-3.027424325572108e-05,-0.0029284947510024085,0.012838179277617073,0.003253586098295693,-0.0077552441148527615,-0.0024240818682123564,0,2019,La Liga,1863.0
"Vitorino Antunes, 2019",-0.07427785419532325,60.123796423658874,0.0,1.7744154057771664,0.28885832187070154,0.12379642365887208,1.5268225584594224,2.2283356258596974,308.62448418156805,3.334250343878954,-0.00915333047630642,0.014946073848868731,-0.016485043999693014,-0.032861536189540866,0.0006974674115336226,-0.0044478991000150465,0.022331266421684925,0.004593092199579536,-0.012282287401708782,-0.0044070837366881775,3,2019,La Liga,2181.0
"Anuar, 2019",-0.6910268270120259,42.7104532839963,0.08325624421831637,0.9158186864014801,0.08325624421831637,0.0,0.7493061979648474,1.2488436632747455,92.0814061054579,6.252543940795559,-0.0004752540268915422,0.002125056618052775,-0.0014091594076825673,-0.003265462754358924,-0.0005707779687667087,-0.0008803766310694052,0.0017670248608858137,0.0015633126391694674,-0.0018848533384973802,-0.0002644065993228606,2,2019,La Liga,1081.0
"Dennis Aogo, 2019",-0.0351219512195122,57.42439024390244,0.0,0.7902439024390244,0.08780487804878048,0.17560975609756097,1.3170731707317074,1.1414634146341465,175.17073170731706,8.218536585365854,-0.0039679551771994994,0.007821266280152133,-0.007727124745421849,-0.01597446763166484,-0.0002669123330779017,-0.002546916917061085,0.010391928136010623,0.0032169950001778584,-0.0067062439761948756,-0.0020259707789610725,0,2019,Bundesliga,1025.0
"Houssem Aouar, 2019",0.0,72.24109768049657,0.23521724926494608,0.9408689970597843,0.17641293694870955,0.32342371773930084,2.8520091473374714,4.792551453773277,219.04606337798106,2.6167918980725253,-0.00020233155035576282,-0.0034208827523814623,0.0010363806018734364,0.0037715408834992016,0.0015813476192011145,0.0017698087508718151,-0.0013941397886673575,-0.0031212044093131526,0.0033094292963789618,2.011437169073216e-05,0,2019,Ligue 1,3061.0
"Mauro Arambarri, 2019",0.1210762331838565,36.827354260089685,0.06726457399103139,1.0089686098654709,0.3026905829596413,0.06726457399103139,0.7062780269058296,0.8071748878923767,110.48206278026905,2.5056053811659194,-0.0022486417438510225,0.006463971161255741,-0.005064559031864828,-0.011581237895726184,-0.0009504579450272375,-0.0029757313820792217,0.007229315154240389,0.003001207534943123,-0.00546768282788945,-0.0010227354568869006,4,2019,La Liga,2676.0
"Charles Aránguiz, 2019",-0.2522474881015336,89.8572184029614,0.09518773135906927,1.189846641988366,0.09518773135906927,0.1427815970386039,3.0460074034902167,2.998413537810682,367.8529878371232,4.416710735060814,-0.011254814483259646,0.013498060952963808,-0.018381917950825784,-0.034628616056847895,0.0027994099198551873,-0.002239134453248207,0.024656062547359515,0.0020429689885021318,-0.010722848400403969,-0.0054783163783708715,1,2019,Bundesliga,1891.0
"Luiz Araújo, 2019",-0.8297055057618439,50.24327784891165,0.23047375160051214,0.34571062740076824,0.11523687580025607,0.23047375160051214,2.65044814340589,5.185659411011524,125.49295774647887,9.783610755441742,0.006415708635833018,-0.012041321945999,0.011981668328688605,0.02536014373369084,0.00012039527338866398,0.004004990571713296,-0.016797095528165922,-0.0040102673589485546,0.010098945150923083,0.00312019897893907,4,2019,Ligue 1,781.0
"Stuart Armstrong, 2019",-0.3833798882681564,52.60474860335195,0.0,0.7541899441340782,0.0,0.3142458100558659,2.702513966480447,5.656424581005587,123.93854748603353,5.10963687150838,0.007972417085495178,-0.015091407264535337,0.01501502096192188,0.03133570067641993,0.0003553934621606237,0.004654828546851694,-0.020495631238119483,-0.005841982967601207,0.012603546003617492,0.0039034100809600216,4,2019,Premier League,1432.0
"Maximilian Arnold, 2019",-0.0031337047353760445,55.40389972144847,0.12534818941504178,1.0967966573816157,0.31337047353760444,0.1880222841225627,1.2848189415041782,2.600974930362117,192.15877437325906,2.6855849582172704,-0.002120015122401007,0.0038363241386200103,-0.004000989188697312,-0.008007355930946793,3.9324777509134744e-05,-0.0016323362624594325,0.0055203089344493415,0.0011233731932855093,-0.0030350997379838505,-0.0009125808516376268,0,2019,Bundesliga,2872.0
"Harry Arter, 2019",0.15773660490736105,39.929894842263394,0.13520280420630948,0.9464196294441662,0.2253380070105158,0.0901352028042063,1.4421632448673007,1.0365548322483726,114.96745117676514,3.8848272408612923,-0.0016853204808775918,0.0041879717903452445,-0.0035099255962881886,-0.008019759791695707,-0.0004656652184680128,-0.0017376061091587806,0.005085536952754944,0.0017257415795100288,-0.0035092717864864506,-0.0007859448877040649,4,2019,Premier League,1997.0
"Takuma Asano, 2019",0.12875536480686695,32.57510729613734,0.0,0.2575107296137339,0.0,0.5150214592274678,0.7725321888412017,7.5965665236051505,42.8755364806867,10.21030042918455,0.01339977366093486,-0.018349306023150384,0.022523856574257248,0.044016968931192814,-0.0023262332655011016,0.003827812370203972,-0.03054828365531625,-0.004183695116085804,0.014645097468955736,0.006430639982934376,2,2019,Bundesliga,699.0
"Santiago Ascacíbar, 2019",-0.3521416803953871,51.968698517298186,0.03706754530477759,1.5939044481054365,0.37067545304777594,0.18533772652388797,1.4456342668863262,1.0378912685337727,139.33690280065898,3.1025535420098844,-0.004548583859768191,0.008662940723951415,-0.008729316154614782,-0.017637628200219586,-0.00015618315769747745,-0.003156165951223646,0.011763043556630841,0.003265189478691162,-0.007111776736332714,-0.0021212769817820945,4,2019,Bundesliga,2428.0
"Iago Aspas, 2019",0.0,44.94002665482008,0.2798756108396268,0.639715681919147,0.0,0.19991115059973344,3.638382940915149,8.036428254109286,90.79964460239894,3.402487783207463,0.012837700754189902,-0.025200005758762776,0.024808963445187064,0.05114568212949926,0.0008573862078878504,0.008290350810406728,-0.03337617048606072,-0.010345231847373767,0.021261443526225075,0.0063423833450846874,2,2019,La Liga,2251.0
"Christian Atsu, 2019",0.3677160080375083,38.338914936369726,0.18084393837910245,0.42196918955123913,0.18084393837910245,0.24112525117213662,1.929002009377093,4.340254521098459,56.72471533824515,5.455458807769592,0.008460146735366282,-0.01283684942371006,0.01485052521284465,0.02911736948648998,-0.0009574293139294277,0.003038551012246163,-0.019802882371276084,-0.003971553282404413,0.010570539532281018,0.004175106481349174,2,2019,Premier League,1493.0
"Ezequiel Ávila, 2019",-0.013520280420630946,39.56935403104657,0.27040560841261896,0.585878818227341,0.0901352028042063,0.27040560841261896,1.6224336504757138,5.903855783675513,91.30696044066099,2.789684526790185,0.010259983868561449,-0.017729531255691204,0.01880642780295549,0.03799822198994181,-0.0003002829998072754,0.004886366315039464,-0.025234671735064957,-0.006463437528185318,0.014878782959836275,0.005117054009687589,2,2019,La Liga,1997.0
"Floyd Ayité, 2019",3.327731092436975,51.42857142857142,0.0,1.3235294117647058,0.18907563025210083,0.18907563025210083,2.457983193277311,8.319327731092438,126.49159663865545,16.65756302521008,0.004152154792743593,-0.00037789045589018175,0.0053611942654581725,0.0060964236856434146,-0.002756146331942956,-0.0014490682076204078,-0.005975713666486073,0.001984132143521154,-0.0008356157244516868,0.00169944195887696,4,2019,Premier League,476.0
"Ryan Babel, 2019",0.0,46.690647482014384,0.2158273381294964,0.4316546762589928,0.0,0.28776978417266186,2.2302158273381294,7.841726618705036,110.86330935251799,6.3381294964028765,0.009591627258681037,-0.017093876324082477,0.017783594258492758,0.036141684097503575,-7.73599711021835e-05,0.005189628802848638,-0.02401192633124315,-0.006228932678719757,0.01421139794928403,0.0046727572869357985,4,2019,Premier League,1251.0
"Juninho Bacuna, 2019",0.12110481586402266,63.10198300283286,0.3824362606232295,1.529745042492918,0.06373937677053824,0.0,1.9121813031161474,1.9121813031161474,230.03541076487252,5.4178470254957505,-0.004740661496334452,0.005310512207359173,-0.007467889993205887,-0.014532763422688989,0.0012412658725344432,-0.0005319701401909064,0.01030777152438726,0.00047253353739392257,-0.00410111412097766,-0.002303861751587427,0,2019,Premier League,1412.0
"Leandro Bacuna, 2019",-1.5240641711229945,38.02139037433155,0.16042780748663102,2.406417112299465,0.32085561497326204,0.16042780748663102,0.8021390374331551,0.8021390374331551,120.80213903743316,12.88235294117647,-0.002185197728270874,0.006771884873395433,-0.00546505805655102,-0.010954654229442745,-0.0013111026124850442,-0.0026241676482902567,0.0063980846498116585,0.004824278239368594,-0.005835666177168235,-0.0011200576802342865,4,2019,Premier League,561.0
"Milan Badelj, 2019",0.48115687992988604,81.56003505696758,0.0,2.602979842243646,0.7099035933391761,0.0,2.0508326029798423,0.946538124452235,339.09728308501315,6.941279579316388,-0.01842520415843286,0.032180725006825124,-0.03390006300954194,-0.06855396605720715,0.0004954403761135923,-0.009802404355840262,0.04584895010732259,0.011212646245590792,-0.02668334689603296,-0.008926516133716542,1,2019,Serie A,1141.0
"Daniel Baier, 2019",0.0,62.088809946714036,0.09591474245115453,1.9182948490230907,0.2557726465364121,0.06394316163410302,1.7584369449378332,1.0870337477797514,239.17939609236237,2.6728241563055057,-0.0079720472587887,0.012309371018478772,-0.014020014523170175,-0.027921426918886383,0.0008730182646103698,-0.003411714053505632,0.01912876333633904,0.003351618180597744,-0.010001353625221374,-0.0038184358184320086,3,2019,Bundesliga,2815.0
"Marvin Bakalorz, 2019",0.0,37.285714285714285,0.0,1.7142857142857144,0.24489795918367346,0.0,0.7959183673469389,2.4489795918367347,63.795918367346935,5.240816326530612,0.0001618581993394342,0.0030561684109131405,-0.0009226378378936203,-0.003457116377617782,-0.0013417477480713606,-0.0019195310998480417,0.0014903889724120316,0.002389628462999987,-0.0028360155733744004,6.985177997162894e-05,2,2019,Bundesliga,1470.0
"Tiemoué Bakayoko, 2019",-0.05867014341590612,65.67144719687093,0.0,1.9556714471968708,0.19556714471968709,0.03911342894393742,2.346805736636245,1.7601043024771839,223.9243807040417,3.4889178617992176,-0.007274618533115826,0.01056405583763434,-0.012517434136693564,-0.024653666002608307,0.0010924700254913166,-0.0025966324301005435,0.01703248209631488,0.0025728522915201587,-0.008603313005694495,-0.0035264243779365868,0,2019,Serie A,2301.0
"Ridle Baku, 2019",-1.3735325506937033,53.596584845250796,0.0,0.768409818569904,0.096051227321238,0.0,1.92102454642476,3.073639274279616,145.80576307363927,7.76093916755603,-0.001798200955040149,0.002064094289424343,-0.003013931400618209,-0.004926695819672903,0.00042552738678097957,1.4451610636491593e-06,0.0034175920296852947,0.0009399287136515221,-0.0016806652707528618,-0.0009262733524815296,4,2019,Bundesliga,937.0
"Florent Balmont, 2019",0.11710037174721188,67.41635687732342,0.16728624535315983,0.5018587360594795,0.16728624535315983,0.0,2.258364312267658,1.0873605947955391,287.9832713754647,7.820631970260223,-0.011004094855632474,0.016959887694611656,-0.01931773668926228,-0.03860293611168921,0.0011361073624500306,-0.004116693246155029,0.02616184187815957,0.005041271051988972,-0.013978109933258353,-0.005434411955399163,3,2019,Ligue 1,1076.0
"Jonathan Bamba, 2019",0.0,48.08588548601865,0.5093209054593875,1.2283621837549934,0.02996005326231691,0.11984021304926765,2.4866844207723036,7.939414114513982,109.77363515312915,2.561584553928096,0.00839136972175607,-0.017669483678232716,0.01677889857979937,0.0346451707522138,0.000972595258041269,0.006203169661720642,-0.02238821461470032,-0.0077829988463755505,0.015120054442174714,0.004195208797031907,4,2019,Ligue 1,3004.0
"Yacine Bammou, 2019",-0.4582881906825569,43.97616468039003,0.0,0.8775731310942578,0.2925243770314193,0.09750812567713976,1.657638136511376,6.1430119176598055,62.69772481040087,8.580715059588298,0.0035187162729853113,-0.0034050364349233584,0.0053832632992915595,0.010232434903658135,-0.0011905031165785655,0.0003363506830863234,-0.007540905561647393,0.0003230582883292208,0.002540320168266005,0.0016826436449765185,2,2019,Ligue 1,923.0
"Éver Banega, 2019",0.0,85.20809898762654,0.20247469066366705,0.9448818897637795,0.1687289088863892,0.10123734533183353,3.340832395950506,1.9572553430821147,462.58717660292467,3.0438695163104614,-0.01479958492675041,0.018590573690090376,-0.02441843611250675,-0.04669101521700765,0.003319005149950908,-0.00350699873954317,0.03300133426932514,0.0031697206538578585,-0.014765539116096496,-0.007152572630477174,1,2019,La Liga,2667.0
"Léo Baptistão, 2019",0.0218978102189781,41.167883211678834,0.14598540145985403,0.5839416058394161,0.0,0.43795620437956206,1.897810218978102,7.08029197080292,69.56204379562044,5.9635036496350375,0.014729379177756734,-0.0244954009439206,0.0265143085566778,0.05355504032890689,-0.0007949394797528463,0.006610122362237069,-0.03586864130143981,-0.008235242196601333,0.020270366241301442,0.007219982096746638,2,2019,La Liga,1233.0
"Danilo Barbosa, 2019",-0.01744186046511628,51.74418604651162,0.11627906976744186,0.872093023255814,0.11627906976744186,0.23255813953488372,1.3372093023255813,3.662790697674419,117.5,5.1976744186046515,0.001810196880601919,-0.002457282691357047,0.0030221562223366662,0.005828444934874945,-0.00031458215741648587,0.0003725548043652359,-0.00399825704434803,-0.0006884708546686045,0.0019915610403115733,0.0008901030741641511,4,2019,Ligue 1,1548.0
"Enis Bardhi, 2019",-0.04125528913963329,49.63328631875882,0.09520451339915374,0.9837799717912553,0.09520451339915374,0.12693935119887165,1.9992947813822286,4.062059238363893,130.5571227080395,2.595909732016925,0.0026435356100491564,-0.0054527270512897295,0.005240662123476791,0.010749310950014844,0.0003229760779728646,0.0016987340382695728,-0.006866622150854082,-0.0025947900653155716,0.004650269615739258,0.00134308489189249,4,2019,La Liga,2836.0
"Nicolò Barella, 2019",-0.12166076601223046,70.15770840038623,0.17380109430318635,1.1007402639201802,0.05793369810106212,0.14483424525265529,2.578049565497264,4.026392018023817,195.14966205342776,2.5548760862568396,-0.0022965235309110833,0.0001377723076997792,-0.002686499555600069,-0.0040881468873744465,0.001650946176778899,0.0010194096852160891,0.003738268746574918,-0.0018732658761829008,0.00025863292923706876,-0.0010728838154715529,0,2019,Serie A,3107.0
"Philipp Bargfrede, 2019",-0.3253012048192771,60.88971269694161,0.0,2.83595922150139,0.917516218721038,0.0,1.0843373493975905,0.5004633920296571,263.9944392956441,6.9481000926784064,-0.017714973411996727,0.033807354287116745,-0.03380561178158261,-0.0688761294695416,-0.0007415045904158784,-0.011207739191659575,0.04538251471732412,0.013424499814632819,-0.0281336286394207,-0.008521096627126778,3,2019,Bundesliga,1079.0
