Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2455,Janni Serra,de GER,FW,Arminia,de Bundesliga,23,12.4,261,247,11,1,0,1,1,4,0,0,0,0,160,3,9
2456,Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,0.8,38,37,1,0,0,0,0,1,0,0,0,0,30,0,0
2457,Nicolás Serrano,es ESP,"MF,FW",Athletic Club,es La Liga,18,3.5,129,116,11,2,0,0,22,2,5,3,2,0,86,2,8
2458,Zidan Sertdemir,dk DEN,"MF,FW",Leverkusen,de Bundesliga,16,0.2,7,4,3,0,0,0,3,0,3,3,0,0,5,0,0
2459,Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,eng Premier League,21,11.6,428,357,69,2,0,1,38,65,2,0,0,0,315,2,15
2460,Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1.1,31,31,0,0,0,0,0,0,0,0,0,0,21,0,1
2461,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,16.7,1008,865,139,87,4,10,54,3,49,20,9,3,813,4,14
2462,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,28,11.7,583,531,51,5,4,7,18,46,0,0,0,0,482,1,11
2463,Jamie Shackleton,eng ENG,"DF,MF",Leeds United,eng Premier League,21,7.9,409,347,62,3,0,0,4,59,0,0,0,0,353,0,6
2464,Xherdan Shaqiri,ch SUI,"FW,MF",Lyon,fr Ligue 1,29,7.5,349,312,36,3,4,4,38,4,29,14,7,0,259,1,8
2465,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,17.8,1193,963,223,15,3,6,109,153,55,18,30,0,944,7,26
2466,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,22.0,948,861,84,36,4,17,43,3,27,14,8,1,743,3,10
2467,Aimar Sher,se SWE,MF,Spezia,it Serie A,18,0.5,21,21,0,0,0,0,0,0,0,0,0,0,19,0,1
2468,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,26,8.7,225,217,6,0,1,0,11,3,0,0,0,0,152,2,9
2469,Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
2470,Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2471,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
2472,Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2473,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,10.5,755,635,115,16,2,7,23,97,2,0,1,0,588,5,7
2474,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,0.9,23,23,0,0,0,0,0,0,0,0,0,0,19,0,1
2475,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,4.7,183,179,3,3,0,0,0,0,0,0,0,0,142,1,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2476,Arnór Sigurðsson,is ISL,"FW,MF",Venezia,it Serie A,22,2.0,53,49,3,0,0,0,3,0,1,0,1,0,39,1,0
2477,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,19,1.9,96,77,19,2,0,0,5,17,0,0,0,0,59,0,6
2478,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,12.0,603,577,24,22,0,13,6,2,0,0,0,0,512,2,10
2479,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,23.1,568,520,44,1,4,1,7,6,0,0,0,0,412,4,17
2480,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,26,31.7,1977,1887,87,26,6,5,58,28,16,1,0,0,1728,3,32
2481,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,29.6,1873,1518,346,54,1,10,127,256,36,21,5,0,1405,9,32
2482,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,19.1,1054,1015,34,16,3,4,30,3,15,7,4,0,912,5,22
2483,Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,6.4,138,125,13,0,1,0,2,0,0,0,0,0,93,0,6
2484,Gabriel Silva,br BRA,"DF,MF",Saint-Étienne,fr Ligue 1,30,7.9,332,227,103,6,0,0,7,97,0,0,0,0,237,2,12
2485,Jonathan Silva,ar ARG,"DF,FW",Getafe,es La Liga,27,2.5,94,81,13,1,0,0,10,12,0,0,0,0,62,0,5
2486,Rui Silva,pt POR,GK,Betis,es La Liga,27,21.8,735,467,266,90,0,1,0,0,0,0,0,0,524,2,0
2487,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,36,29.4,2634,2565,62,55,1,4,2,3,0,0,0,0,2436,7,7
2488,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,35.0,942,587,342,90,0,0,0,0,0,0,0,0,642,13,0
2489,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,21,22.3,1402,1350,46,37,0,6,6,5,0,0,0,0,1205,6,4
2490,Giovanni Simeone,ar ARG,FW,Hellas Verona,it Serie A,26,29.5,679,628,49,0,4,5,26,0,0,0,0,0,465,2,36
2491,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,26,0.1,4,4,0,0,0,0,1,0,0,0,0,0,2,0,1
2492,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,18,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1
2493,Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,0.7,12,12,0,0,0,0,0,0,0,0,0,0,7,0,0
2494,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,26,25.9,829,694,135,35,2,5,207,19,81,42,30,1,521,0,32
2495,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,34.0,937,629,306,63,0,2,0,0,0,0,0,0,682,2,1
2496,Xavi Simons,nl NED,"MF,FW",Paris S-G,fr Ligue 1,18,1.5,60,60,0,0,0,1,1,0,0,0,0,0,48,0,0
2497,Wilfried Singo,ci CIV,DF,Torino,it Serie A,20,29.0,1397,1127,263,16,1,7,80,247,0,0,0,0,1065,7,44
2498,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,26,3.9,204,166,37,2,0,0,7,34,1,1,0,0,164,1,2
2499,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1.0,47,38,9,3,0,0,0,0,0,0,0,0,39,0,0
2500,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,19,0.2,16,13,3,0,0,0,1,3,0,0,0,0,13,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2501,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,37.0,1182,799,380,117,0,3,0,0,0,0,0,0,777,3,2
2502,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,4.8,217,212,2,2,3,0,6,0,0,0,0,0,183,3,8
2503,Ibrahima Sissoko,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,23,25.6,1040,1020,16,11,2,5,21,4,0,0,0,0,826,4,18
2504,Moussa Sissoko,fr FRA,MF,Watford,eng Premier League,31,35.8,1188,1148,36,20,5,8,26,14,0,0,0,0,922,4,27
2505,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,0.5,12,7,5,0,0,0,0,5,0,0,0,0,9,0,0
2506,Sambou Sissoko,fr FRA,"MF,DF",Reims,fr Ligue 1,22,2.0,101,76,24,4,0,1,1,20,0,0,0,0,71,1,2
2507,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,3.1,107,57,50,10,0,0,0,0,0,0,0,0,66,0,0
2508,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,20.2,958,913,43,39,2,9,6,4,0,0,0,0,805,2,11
2509,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,20,15.0,851,836,15,15,3,4,6,0,0,0,0,0,763,0,10
2510,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,13.0,556,538,16,14,0,5,0,2,0,0,0,0,392,2,1
2511,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,36.0,1253,835,415,121,0,5,0,0,0,0,0,0,944,3,1
2512,Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,it Serie A,21,8.3,400,333,65,6,1,0,37,42,17,7,0,0,304,2,7
2513,Robert Skov,dk DEN,"FW,DF",Hoffenheim,de Bundesliga,25,4.1,165,137,26,5,1,3,18,10,8,4,3,0,120,2,1
2514,Milan Škriniar,sk SVK,DF,Inter,it Serie A,26,35.0,2134,2051,82,49,3,17,3,30,0,0,0,0,1982,1,6
2515,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,33,6.4,186,175,10,0,6,0,1,1,0,0,0,0,144,1,2
2516,William Smallbone,ie IRL,"MF,FW",Southampton,eng Premier League,21,1.5,39,33,5,1,0,0,4,1,0,0,0,0,20,1,3
2517,Chris Smalling,eng ENG,DF,Roma,it Serie A,31,23.2,1053,1020,31,25,0,0,2,5,0,0,0,0,932,2,5
2518,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,21,21.3,823,778,41,6,4,3,45,7,25,19,3,0,682,4,17
2519,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,16.5,1112,917,190,26,1,9,100,133,31,24,0,0,873,5,21
2520,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,29,28.5,1661,1285,368,46,2,1,66,321,1,0,0,0,1237,8,42
2521,Rubén Sobrino,es ESP,MF,Valencia,es La Liga,29,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2522,Rubén Sobrino,es ESP,"FW,MF",Cádiz,es La Liga,29,20.7,498,476,18,3,1,2,14,6,0,0,0,0,356,4,22
2523,Alex Sola,es ESP,"DF,FW",Real Sociedad,es La Liga,22,0.5,24,18,6,1,0,0,0,5,0,0,0,0,17,0,2
2524,Augusto Solari,ar ARG,"MF,DF",Celta Vigo,es La Liga,29,7.9,446,413,30,3,1,1,49,23,4,1,2,0,286,3,18
2525,Roberto Soldado,es ESP,FW,Levante,es La Liga,36,7.4,147,131,16,0,1,3,1,1,0,0,0,0,98,0,6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2526,Carlos Soler,es ESP,MF,Valencia,es La Liga,24,27.5,982,764,211,121,3,22,147,3,85,35,40,1,659,7,18
2527,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,33.0,1439,1118,316,95,0,4,0,0,0,0,0,0,1096,5,0
2528,Son,es ESP,DF,Levante,es La Liga,27,21.9,1073,857,206,8,3,16,45,196,2,1,0,0,789,10,24
2529,Brandon Soppy,fr FRA,"DF,MF",Udinese,it Serie A,19,8.6,236,205,30,5,0,1,13,24,1,0,0,0,167,1,18
2530,David Soria,es ESP,GK,Getafe,es La Liga,28,37.9,1185,716,464,172,0,8,0,0,0,0,0,0,647,5,0
2531,Roberto Soriano,it ITA,MF,Bologna,it Serie A,30,29.1,1270,1245,18,9,12,6,34,9,0,0,0,0,1019,7,27
2532,Alberto Soro,es ESP,"MF,FW",Granada,es La Liga,22,6.4,179,168,11,2,1,0,15,5,2,0,2,0,125,0,6
2533,Borna Sosa,hr CRO,"DF,FW",Stuttgart,de Bundesliga,23,27.8,1779,1385,388,77,3,11,239,244,67,14,50,0,1294,6,35
2534,Hugo Sotelo,es ESP,FW,Celta Vigo,es La Liga,17,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2535,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,30,27.6,1206,1147,54,8,4,37,48,16,1,0,0,0,911,5,29
2536,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22,13.8,386,380,5,1,0,3,47,3,0,0,0,0,296,1,15
2537,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,26,34.0,1361,1337,24,20,0,21,13,4,0,0,0,0,1036,0,34
2538,Matìas Soulé,ar ARG,FW,Juventus,it Serie A,18,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
2539,Sambou Soumano,sn SEN,"FW,MF",Lorient,fr Ligue 1,20,5.0,93,84,9,0,0,1,4,1,0,0,0,0,55,0,4
2540,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29,25.2,1043,989,53,41,1,3,2,12,0,0,0,0,930,1,11
2541,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,22,12.2,542,539,2,1,0,5,4,1,0,0,0,0,444,1,6
2542,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29,25.9,1190,926,260,10,2,4,77,250,0,0,0,0,846,4,45
2543,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,26.8,1231,1208,19,14,5,5,9,5,0,0,0,0,1012,4,27
2544,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19,11.0,573,554,18,11,0,10,3,7,0,0,0,0,476,1,4
2545,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,27.7,1935,1877,52,44,2,16,5,4,0,0,0,0,1630,6,11
2546,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,28,1.4,74,58,15,0,0,0,4,15,0,0,0,0,63,1,2
2547,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,5.0,135,97,38,10,0,0,0,0,0,0,0,0,104,0,1
2548,Tony Springett,eng ENG,"MF,FW",Norwich City,eng Premier League,18,1.6,38,38,0,0,0,0,2,0,0,0,0,0,25,0,3
2549,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,6.7,296,280,16,15,0,1,6,0,0,0,0,0,228,0,6
2550,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,22,20.7,955,902,49,22,3,4,53,1,26,15,10,0,671,4,28
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2551,Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,27,15.4,669,510,158,23,1,13,65,123,12,7,5,0,471,1,12
2552,Luca Stanga,it ITA,DF,Milan,it Serie A,19,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
2553,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,21,7.2,587,522,65,4,0,4,10,60,1,0,1,0,508,0,10
2554,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,26,22.6,1009,954,51,48,1,6,0,3,0,0,0,0,829,4,7
2555,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1.0,38,32,6,0,0,0,0,0,0,0,0,0,34,0,0
2556,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1.0,38,29,9,3,0,0,0,0,0,0,0,0,30,0,0
2557,Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,29,10.7,429,378,44,0,1,5,25,37,2,1,1,0,317,7,11
2558,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1.0,39,30,9,2,0,0,0,0,0,0,0,0,34,0,0
2559,Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,22,11.9,411,377,32,13,4,0,41,4,15,12,3,0,295,2,11
2560,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,25,10.0,690,568,122,27,0,24,18,93,2,1,1,0,564,0,8
2561,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32,1.4,57,57,0,0,0,1,0,0,0,0,0,0,46,0,1
2562,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,27,9.0,474,451,21,13,0,3,0,8,0,0,0,0,361,2,6
2563,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,26,23.6,880,863,11,3,4,2,50,4,2,1,0,0,714,6,30
2564,Finley Stevens,wls WAL,DF,Brentford,eng Premier League,18,0.2,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0
2565,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,20,18.8,968,949,16,6,1,1,17,5,4,3,0,0,798,3,15
2566,Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,32,18.1,817,789,26,8,7,0,14,4,3,0,2,0,665,2,19
2567,Riccardo Stivanello,it ITA,DF,Bologna,it Serie A,17,0.5,12,11,1,1,0,0,0,0,0,0,0,0,9,0,1
2568,Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,27,4.7,329,294,35,13,1,1,31,7,15,8,6,0,244,0,4
2569,Petar Stojanović,si SVN,DF,Empoli,it Serie A,25,30.4,1721,1370,346,41,4,7,68,302,3,0,0,0,1337,5,41
2570,John Stones,eng ENG,DF,Manchester City,eng Premier League,27,12.4,1001,964,35,13,0,6,3,21,0,0,0,0,911,2,6
2571,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,23.0,737,583,154,35,0,2,0,0,0,0,0,0,614,0,1
2572,Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31,10.4,530,478,52,48,0,5,4,3,0,0,0,0,432,0,4
2573,Dávid Strelec,sk SVK,"FW,MF",Spezia,it Serie A,20,5.6,141,140,1,0,1,0,5,1,0,0,0,0,99,0,3
2574,Tobias Strobl,de GER,"MF,DF",Augsburg,de Bundesliga,31,3.6,94,91,3,3,0,2,2,0,0,0,0,0,65,0,3
2575,Kevin Strootman,nl NED,MF,Cagliari,it Serie A,31,7.1,368,348,19,17,1,2,2,1,1,0,1,0,297,1,6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2576,Pascal Struijk,nl NED,"DF,MF",Leeds United,eng Premier League,21,22.8,1278,1219,56,35,1,12,0,21,0,0,0,0,1089,3,12
2577,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,30,7.6,277,205,69,4,1,0,20,57,8,7,1,0,206,3,2
2578,Leo Štulac,si SVN,MF,Empoli,it Serie A,26,9.3,483,427,48,28,2,1,25,0,20,5,11,0,379,8,6
2579,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,28,19.6,607,582,21,7,0,2,37,8,6,1,5,0,376,4,27
2580,Damián Suárez,uy URU,DF,Getafe,es La Liga,33,30.1,1475,1081,390,67,1,50,130,300,23,13,7,0,997,4,36
2581,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27,31.3,2054,1827,221,71,19,21,129,12,85,40,33,0,1639,6,43
2582,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,34,20.4,502,459,38,0,7,4,6,0,0,0,0,0,363,5,10
2583,Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,34,7.9,331,318,12,12,0,2,0,0,0,0,0,0,257,1,1
2584,Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,25,10.1,277,270,1,0,8,2,6,1,0,0,0,0,173,6,12
2585,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,25,20.4,1767,1701,62,36,1,22,6,24,1,0,0,0,1586,4,10
2586,Kamaldeen Sulemana,gh GHA,"MF,FW",Rennes,fr Ligue 1,19,11.3,350,345,4,1,1,11,28,1,1,0,1,0,266,1,11
2587,Crysencio Summerville,nl NED,"MF,FW",Leeds United,eng Premier League,19,1.4,70,69,1,0,0,0,3,1,0,0,0,0,51,0,3
2588,Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,21,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
2589,Suso,es ESP,FW,Sevilla,es La Liga,27,4.3,184,173,10,2,3,2,12,3,5,2,0,0,140,1,5
2590,Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,21,10.2,482,441,41,12,0,4,10,29,0,0,0,0,369,0,10
2591,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,22,28.5,1037,976,58,21,6,11,50,4,29,8,7,1,766,3,27
2592,Michael Svoboda,at AUT,DF,Venezia,it Serie A,22,13.7,623,597,26,25,0,10,1,1,0,0,0,0,508,0,12
2593,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21,1.7,77,76,1,1,0,0,1,0,0,0,0,0,54,0,1
2594,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,27,4.4,74,67,7,0,0,0,11,0,0,0,0,0,41,0,5
2595,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,es La Liga,27,2.8,70,62,6,0,0,0,5,1,1,0,1,0,45,2,4
2596,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33,2.9,77,74,1,0,0,0,0,1,0,0,0,0,40,2,4
2597,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,33.0,1011,781,227,55,0,4,0,0,0,0,0,0,830,3,3
2598,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,20,17.1,965,849,112,38,4,5,91,16,56,23,24,0,742,4,12
2599,Jakob Sørensen,dk DEN,"MF,DF",Norwich City,eng Premier League,23,6.7,309,299,9,4,0,5,2,4,1,0,1,0,251,1,4
2600,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,25,19.6,459,430,28,1,1,1,9,2,1,0,0,0,331,1,16
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2601,Tachi,es ESP,DF,Alavés,es La Liga,23,2.7,94,79,14,9,0,4,2,5,0,0,0,0,59,1,0
2602,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,32.0,1913,1861,51,31,5,6,2,4,0,0,0,0,1685,1,8
2603,Waniss Taibi,fr FRA,"MF,FW",Angers,fr Ligue 1,19,1.5,72,66,6,0,0,0,0,6,0,0,0,0,55,0,0
2604,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,28,23.6,1253,1219,30,21,4,19,9,9,0,0,0,0,1075,4,18
2605,Adrien Tameze,cm CMR,"MF,DF",Hellas Verona,it Serie A,27,28.6,1295,1217,74,33,3,10,31,41,0,0,0,0,1028,4,20
2606,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22,8.2,407,352,55,5,0,3,11,50,0,0,0,0,333,0,2
2607,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,15.7,862,814,41,39,3,12,3,1,0,0,0,0,683,7,13
2608,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,20.2,1433,1353,77,35,1,8,0,2,0,0,0,0,1265,3,12
2609,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29,29.2,2048,1806,237,127,3,48,135,15,95,60,29,0,1689,5,17
2610,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,25,15.9,823,680,142,14,1,10,59,120,8,0,1,7,592,1,18
2611,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,25,16.0,789,566,218,25,3,3,76,157,36,25,10,0,566,5,17
2612,Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
2613,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,34.5,1190,1160,25,21,1,34,1,4,0,0,0,0,816,5,7
2614,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,6.0,204,160,44,8,0,1,0,0,0,0,0,0,160,0,0
2615,Niklas Tauer,de GER,"DF,MF",Mainz 05,de Bundesliga,20,5.4,199,187,12,2,0,0,1,10,0,0,0,0,146,0,3
2616,Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,21,13.1,727,613,113,13,0,9,40,100,0,0,0,0,581,1,26
2617,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,27,30.3,1375,1070,294,14,0,7,104,280,0,0,0,0,968,11,39
2618,Loum Tchaouna,fr FRA,"FW,MF",Rennes,fr Ligue 1,17,1.0,38,34,4,2,0,0,4,1,1,1,0,0,24,0,1
2619,Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23,2.3,96,92,4,2,0,1,2,0,2,1,0,0,84,0,0
2620,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,21,32.5,2091,2020,64,62,6,13,17,2,0,0,0,0,1795,7,24
2621,Mathys Tel,fr FRA,"FW,MF",Rennes,fr Ligue 1,16,0.6,26,25,1,0,0,1,6,0,1,1,0,0,16,0,0
2622,Jordan Tell,gp GLP,FW,Clermont Foot,fr Ligue 1,24,3.2,89,84,5,0,0,1,2,2,0,0,0,0,75,0,5
2623,Nathan Tella,eng ENG,"MF,FW",Southampton,eng Premier League,22,8.9,177,168,8,0,1,1,12,3,2,0,0,0,103,1,8
2624,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,28,18.4,1205,988,212,23,2,1,127,138,51,23,24,0,898,5,22
2625,Cristian Tello,es ESP,FW,Betis,es La Liga,29,9.1,362,355,5,1,0,2,16,2,2,1,1,0,273,2,10
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
2626,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,25,11.9,485,369,116,2,0,2,24,114,0,0,0,0,305,0,14
2627,Marc Tenas,es ESP,"FW,MF",Alavés,es La Liga,20,0.6,21,21,0,0,0,0,2,0,0,0,0,0,14,0,1
2628,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,35.0,1281,1014,263,57,0,2,0,1,0,0,0,0,1113,4,1
2629,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,18,0.1,5,3,2,0,0,0,0,2,0,0,0,0,3,0,0
2630,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,31.8,1531,1250,276,106,0,5,0,0,0,0,0,0,1217,5,3
2631,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,24,30.9,959,931,21,3,5,11,28,2,0,0,0,0,757,7,20
2632,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,3.0,238,196,41,7,0,0,20,23,11,1,5,0,196,1,4
2633,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,3.9,179,174,3,3,0,2,2,0,0,0,0,0,150,2,2
2634,Tanner Tessmann,us USA,MF,Venezia,it Serie A,19,7.6,227,219,6,5,0,6,4,0,0,0,0,0,164,2,7
2635,Tetê,br BRA,"FW,MF",Lyon,fr Ligue 1,21,6.5,242,225,17,5,1,1,20,1,11,4,3,0,189,0,6
2636,Cedric Teuchert,de GER,"MF,FW",Union Berlin,de Bundesliga,24,1.2,28,26,1,0,1,0,1,0,0,0,0,0,19,1,1
2637,Arthur Theate,be BEL,DF,Bologna,it Serie A,21,26.9,1488,1418,69,45,2,13,18,23,0,0,0,0,1231,1,16
2638,Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,19,13.2,404,388,13,2,2,3,57,11,0,0,0,0,232,3,35
2639,Sada Thioub,sn SEN,FW,Angers,fr Ligue 1,26,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
2640,Sada Thioub,sn SEN,"DF,MF",Saint-Étienne,fr Ligue 1,26,10.6,524,448,73,2,2,4,32,70,1,0,1,0,408,3,6
