Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
485,Gonzalo Castro,de GER,"MF,FW",Arminia,de Bundesliga,34,4.8,169,136,31,13,2,2,21,0,11,5,6,0,112,2,7
486,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,11.4,610,515,95,6,1,1,14,89,0,0,0,0,509,0,11
487,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,24,15.5,539,499,37,16,4,11,40,6,13,1,10,0,404,3,20
488,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,26,19.0,1401,1294,103,51,6,10,66,1,51,19,27,0,1201,4,11
489,Catena,es ESP,DF,Rayo Vallecano,es La Liga,26,36.0,1723,1620,96,94,2,36,2,2,0,0,0,0,1393,7,18
490,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,32,26.6,953,896,55,11,0,13,4,44,0,0,0,0,767,2,5
491,Edinson Cavani,uy URU,FW,Manchester Utd,eng Premier League,34,8.5,233,224,9,2,0,5,2,1,0,0,0,0,176,0,3
492,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,24,3.1,262,257,5,4,2,4,1,1,0,0,0,0,240,0,2
493,Pietro Ceccaroni,it ITA,DF,Venezia,it Serie A,25,34.7,1720,1614,105,59,0,1,12,44,0,0,0,0,1414,1,29
494,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,29,26.2,1216,1157,55,37,2,8,5,18,0,0,0,0,954,4,13
495,Emil Ceide,no NOR,"FW,MF",Sassuolo,it Serie A,19,0.6,26,23,3,0,0,0,0,1,1,0,0,0,11,0,6
496,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,30.0,1755,1453,291,22,3,22,66,269,0,0,0,0,1390,11,34
497,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,17.6,769,633,135,8,0,4,48,127,0,0,0,0,591,1,17
498,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,16.1,802,763,34,28,0,8,7,6,0,0,0,0,671,5,9
499,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,27,20.0,763,714,45,8,0,0,78,8,29,13,12,1,560,4,31
500,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,17.0,,,,,,,0,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
501,Damir Ceter,co COL,FW,Cagliari,it Serie A,23,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
502,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,5.4,258,230,25,18,0,4,1,7,0,0,0,0,206,3,0
503,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,2.3,158,149,9,7,0,1,0,1,0,0,0,0,124,0,0
504,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,0.1,6,6,0,0,0,1,0,0,0,0,0,0,6,0,0
505,Nassim Chadli,fr FRA,"MF,DF",Troyes,fr Ligue 1,20,1.1,43,36,7,1,0,0,5,5,1,1,0,0,26,0,3
506,Kayky Chagas,br BRA,FW,Manchester City,eng Premier League,18,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
507,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,0.2,6,5,1,0,0,0,0,1,0,0,0,0,2,0,0
508,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,16.1,1283,1246,36,27,3,3,4,9,0,0,0,0,1158,1,7
509,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1.9,97,81,15,4,0,0,3,11,0,0,0,0,77,1,2
510,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,9.2,483,476,6,4,1,0,2,2,0,0,0,0,399,1,7
511,Dylan Chambost,fr FRA,"MF,FW",Troyes,fr Ligue 1,23,8.4,492,467,23,14,2,2,21,0,9,7,1,0,379,2,7
512,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,13.5,562,420,140,3,0,4,30,136,1,1,0,0,352,2,23
513,Chapela,es ESP,"MF,FW",Cádiz,es La Liga,22,4.4,87,86,1,0,0,2,12,0,1,1,0,0,52,0,5
514,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,29.8,1287,1219,65,62,0,25,3,3,0,0,0,0,1044,3,7
515,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,30.2,1049,978,64,26,2,8,79,13,25,21,4,0,785,7,23
516,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,2.4,96,85,11,2,0,4,4,9,0,0,0,0,76,0,4
517,Justin Che,us USA,"FW,DF",Hoffenheim,de Bundesliga,17,0.5,27,20,7,1,0,1,2,6,0,0,0,0,22,0,2
518,Chema,es ESP,MF,Getafe,es La Liga,29,0.5,15,14,1,1,0,1,0,0,0,0,0,0,11,0,0
519,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,17,4.9,262,219,42,3,2,4,27,11,25,13,7,0,196,1,5
520,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,30,6.3,171,157,14,5,1,0,27,3,6,1,1,0,104,0,13
521,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,15.0,949,892,51,29,0,6,1,11,0,0,0,0,783,6,5
523,Federico Chiesa,it ITA,"MF,FW",Juventus,it Serie A,23,9.6,288,250,35,1,0,2,32,14,18,10,4,0,218,3,7
524,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,6.0,347,266,80,11,0,0,32,44,25,17,2,0,268,1,9
525,Chiquinho,pt POR,"DF,FW",Wolves,eng Premier League,21,2.3,108,100,8,0,0,0,25,8,0,0,0,0,70,0,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
526,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,25.6,1342,1275,65,57,0,16,0,3,0,0,0,0,1224,2,8
527,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,29.3,1719,1635,79,56,4,36,8,5,3,2,1,0,1457,5,26
528,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,32.6,1289,1248,36,32,2,12,20,3,1,0,1,0,1081,5,16
529,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,eng Premier League,23,3.2,156,145,11,4,0,1,0,7,0,0,0,0,128,0,4
530,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,16.6,1336,1289,46,33,1,4,1,13,0,0,0,0,1201,1,5
531,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,22.8,935,917,16,14,0,2,3,2,0,0,0,0,739,2,17
532,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,17,3.3,121,118,2,1,0,0,0,0,0,0,0,0,98,1,3
533,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,22,14.8,465,455,6,0,9,3,16,5,1,0,0,0,337,4,17
534,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,20.3,807,776,28,22,0,8,2,6,0,0,0,0,677,3,5
535,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,it Serie A,19,2.5,66,62,3,1,0,0,9,1,1,0,1,0,45,1,3
536,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,16.2,447,303,142,48,0,1,0,0,0,0,0,0,299,2,0
537,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,12.2,523,510,12,10,2,12,0,2,0,0,0,0,435,1,7
538,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,0.4,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0
539,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
540,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,11.3,370,360,7,5,0,0,1,2,0,0,0,0,290,3,2
541,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,2.3,103,94,9,1,0,0,9,3,5,2,3,0,88,0,3
542,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,33.8,1883,1348,522,46,4,8,348,291,185,59,95,0,1243,13,36
543,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,16.8,878,712,161,15,1,4,47,144,2,1,0,0,668,5,23
544,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,18.0,658,569,87,27,1,3,54,6,32,19,9,2,479,2,12
545,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,15.0,727,561,164,14,1,1,17,150,0,0,0,0,561,2,17
546,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,37.3,1692,1654,35,35,2,2,2,0,0,0,0,0,1514,3,5
547,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,25,10.3,325,302,23,5,0,0,24,17,0,0,0,0,224,0,8
548,Coke,es ESP,DF,Levante,es La Liga,34,1.3,69,54,15,3,0,1,0,12,0,0,0,0,57,0,1
549,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,29.5,1255,981,269,11,0,5,41,258,0,0,0,0,914,5,23
550,Álex Collado,es ESP,"MF,FW",Granada,es La Liga,22,11.3,365,314,47,17,2,0,42,5,19,11,8,0,268,4,14
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
551,Ebrima Colley,gm GAM,"FW,MF",Spezia,it Serie A,21,4.4,127,115,10,3,2,0,18,2,5,2,2,0,80,2,6
552,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,30.5,1448,1351,95,59,0,8,1,3,0,0,0,0,1211,2,5
553,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,18.6,652,626,23,7,1,4,3,16,0,0,0,0,448,3,3
554,Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,de Bundesliga,25,15.1,707,675,29,2,4,4,79,20,7,4,0,0,547,3,14
555,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,4.5,201,193,8,7,0,5,0,1,0,0,0,0,169,0,0
556,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,29.8,1481,1422,52,43,3,23,10,0,0,0,0,0,1214,7,30
557,Diego Conde,es ESP,GK,Getafe,es La Liga,22,0.1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0
558,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,21,1.7,19,18,1,0,0,0,0,0,0,0,0,0,14,0,0
559,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,36.9,1469,1084,381,135,1,2,0,0,0,0,0,0,1161,4,0
560,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,15.0,614,480,132,4,0,3,41,128,0,0,0,0,447,2,21
561,Andrea Conti,it ITA,"DF,MF",Sampdoria,it Serie A,27,2.6,82,68,14,0,0,0,0,14,0,0,0,0,62,0,3
562,Andrea Conti,it ITA,DF,Milan,it Serie A,27,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0
563,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,20.2,1183,1151,30,25,1,7,1,5,0,0,0,0,981,2,8
564,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
565,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2.8,98,98,0,0,0,0,0,0,0,0,0,0,77,0,0
566,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,9.2,480,469,7,2,2,7,1,2,0,0,0,0,408,4,11
567,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,14.7,548,381,167,13,0,2,79,143,11,0,9,0,367,0,25
568,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,23,3.6,51,46,5,0,0,1,3,3,0,0,0,0,34,0,0
569,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,18.6,577,567,7,3,0,5,8,1,0,0,0,0,423,3,10
570,Maxwel Cornet,ci CIV,"FW,MF",Burnley,eng Premier League,24,19.6,437,393,44,3,3,3,55,5,34,26,4,0,281,0,24
571,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,0.7,40,37,3,1,1,0,3,2,0,0,0,0,33,0,0
572,Jesús Corona,mx MEX,"FW,DF",Sevilla,es La Liga,28,12.9,603,556,45,2,1,6,52,31,12,0,10,0,466,2,13
573,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,26,20.6,638,608,27,2,6,1,34,2,15,5,5,0,465,3,21
574,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,11.4,344,335,7,3,1,1,1,1,1,0,0,0,280,2,6
575,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,15.7,658,520,137,6,1,7,48,131,0,0,0,0,453,1,19
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
576,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,28,8.1,319,247,71,1,0,0,22,70,0,0,0,0,213,1,10
577,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,20,16.3,798,758,35,12,6,2,35,8,15,4,8,0,646,5,19
578,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
579,Hélder Costa,ao ANG,"MF,FW",Valencia,es La Liga,27,12.4,302,285,14,2,1,1,46,3,9,4,0,0,191,3,12
580,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,20.3,1010,796,212,11,2,5,75,201,0,0,0,0,724,2,24
581,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,25.0,905,589,315,96,1,7,0,1,0,0,0,0,632,1,0
582,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,24.5,1439,1135,294,17,0,1,107,276,1,1,0,0,990,10,44
583,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,9.4,191,178,11,0,0,0,3,1,0,0,0,0,111,2,4
584,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,25.9,834,809,22,15,0,3,13,5,0,0,0,0,677,3,19
585,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,9.0,331,327,3,2,0,1,8,1,0,0,0,0,250,1,15
586,Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,de Bundesliga,20,12.0,326,282,43,1,2,1,14,38,0,0,0,0,239,1,10
587,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,36.0,1137,897,238,39,0,3,0,0,0,0,0,0,936,2,0
588,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,29,14.8,655,615,35,7,3,2,18,3,6,3,3,0,531,5,9
589,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,29,5.6,325,305,19,7,2,0,19,3,9,2,5,0,268,1,3
590,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,30.8,1377,1247,129,22,0,5,24,106,0,0,0,0,1115,1,14
591,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,35.0,1216,752,454,138,0,2,0,0,0,0,0,0,775,10,0
592,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,30.3,2096,1736,350,67,0,6,145,232,51,11,40,0,1656,10,44
593,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,1.6,106,104,1,1,0,2,1,0,0,0,0,0,75,1,1
594,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,18.0,1008,836,161,52,2,6,50,92,7,3,4,0,774,11,13
595,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,29.8,1818,1734,79,71,3,18,14,8,0,0,0,0,1484,5,18
596,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,0.2,11,9,2,0,0,0,2,2,0,0,0,0,10,0,0
597,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,26,1.1,21,17,4,0,0,0,0,0,0,0,0,0,13,0,1
598,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,25,20.9,677,650,25,4,0,3,30,21,0,0,0,0,494,2,31
599,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
600,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,21.5,949,863,84,24,1,5,8,60,0,0,0,0,770,2,9
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
601,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,33,27.6,1877,1648,224,57,1,31,134,112,55,26,22,1,1585,5,16
602,Cucho,co COL,"FW,MF",Watford,eng Premier League,22,12.7,394,359,35,7,1,5,52,5,16,6,8,0,239,0,18
603,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,34.3,2356,1994,356,17,5,12,115,334,5,3,0,0,1890,6,76
604,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,23,0.3,21,18,3,1,0,0,2,0,2,1,1,0,15,0,1
605,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,29.8,1108,1047,53,32,0,23,5,21,0,0,0,0,742,8,13
606,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,10.2,370,340,30,11,3,4,18,4,11,5,5,0,285,0,4
607,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,0.1,11,11,0,0,1,0,0,0,0,0,0,0,10,0,0
608,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2.0,105,103,2,0,2,1,2,0,2,2,0,0,96,0,0
609,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,11.8,216,203,12,0,5,1,7,2,0,0,0,0,151,1,7
610,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,0.7,13,9,4,0,0,0,0,0,0,0,0,0,11,0,1
611,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,15.6,248,226,20,1,0,2,21,2,0,0,0,0,161,2,9
612,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,16.6,933,835,96,39,3,10,70,3,52,16,31,0,750,2,15
613,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,15.6,1080,1030,48,46,2,7,3,1,0,0,0,0,879,2,15
614,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1.5,54,34,20,2,0,0,5,18,0,0,0,0,26,0,1
615,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,11.1,736,711,25,18,1,5,7,7,0,0,0,0,642,0,10
616,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,4.4,162,142,19,2,0,1,23,3,14,9,2,0,114,1,6
617,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,20,9.3,330,307,23,5,1,9,20,4,14,5,4,0,267,0,4
618,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,12.5,896,880,13,12,1,3,1,1,0,0,0,0,786,3,3
619,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,29,14.6,497,460,37,0,8,2,4,3,0,0,0,0,365,0,23
620,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1.8,139,126,13,1,0,0,8,12,0,0,0,0,125,0,2
621,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,2.0,79,55,24,4,0,0,0,0,0,0,0,0,66,0,0
622,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,18.4,1063,1031,28,13,15,12,29,2,13,5,5,0,833,4,24
623,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,12.9,223,204,19,0,1,0,1,2,0,0,0,0,165,0,9
624,Stuart Dallas,nir NIR,"DF,MF",Leeds United,eng Premier League,30,32.4,1685,1355,322,45,7,9,101,224,53,35,11,1,1306,8,44
625,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,20.0,1193,1001,189,16,2,9,58,171,2,0,2,0,934,3,19
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
626,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,21,6.4,264,251,6,1,1,2,5,4,1,0,0,0,196,7,7
627,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,14.4,877,781,96,16,0,7,7,80,0,0,0,0,771,0,5
628,Danilo,br BRA,"DF,MF",Juventus,it Serie A,30,21.0,1480,1288,184,41,2,5,13,142,0,0,0,0,1270,8,15
629,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,24,16.4,380,352,26,0,1,4,27,3,13,5,2,0,278,2,11
630,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,31.0,1875,1814,57,51,0,7,1,5,0,0,0,0,1615,4,10
631,Dante,br BRA,DF,Nice,fr Ligue 1,37,31.9,2406,2352,53,49,0,17,3,4,0,0,0,0,2175,1,10
632,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,0.7,40,38,2,2,0,1,0,0,0,0,0,0,38,0,0
633,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,8.4,375,338,34,21,0,4,8,6,7,3,4,0,265,3,2
634,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,34.7,1733,1627,98,47,8,33,70,5,30,12,14,0,1427,8,25
635,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,19.8,946,847,94,37,2,9,64,14,29,9,18,0,680,5,35
636,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,8.0,250,151,98,36,0,4,0,0,0,0,0,0,155,1,0
637,Matteo Darmian,it ITA,DF,Inter,it Serie A,31,16.7,671,545,123,3,2,1,37,120,0,0,0,0,534,3,22
638,Josh Dasilva,eng ENG,"MF,FW",Brentford,eng Premier League,22,2.9,93,88,5,2,0,0,4,2,0,0,0,0,75,0,2
639,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,31.2,658,618,28,1,2,1,6,7,0,0,0,0,504,12,17
640,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,19.3,1322,1147,175,24,4,7,41,151,0,0,0,0,1106,0,24
641,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,28.2,1648,1567,80,34,1,19,19,46,0,0,0,0,1391,1,28
642,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,2.6,82,81,0,0,1,0,0,0,0,0,0,0,60,1,8
643,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
644,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,13.3,600,578,19,12,0,1,6,7,0,0,0,0,511,3,8
645,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,30.6,1285,1254,26,21,0,13,1,3,0,0,0,0,1035,5,8
646,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,24.5,1568,1389,169,49,20,19,180,20,96,44,15,3,1170,10,29
647,Konrad De La Fuente,us USA,"FW,MF",Marseille,fr Ligue 1,20,8.7,230,224,5,0,2,2,19,5,0,0,0,0,180,1,6
648,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,2.0,74,72,2,2,0,0,0,0,0,0,0,0,55,0,0
649,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
650,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,23.9,1407,1265,134,68,21,31,92,17,46,9,32,0,1106,8,24
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
651,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,13.0,681,562,115,13,1,8,52,93,9,7,2,0,541,4,16
652,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,25.5,1353,1111,235,19,0,3,57,216,0,0,0,0,990,7,32
653,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
654,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,0.3,7,7,0,0,0,0,0,0,0,0,0,0,3,0,0
655,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,30,15.1,386,355,31,1,6,1,1,2,3,1,0,0,330,0,6
656,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,23.7,774,753,16,14,0,11,12,0,1,1,0,0,590,5,21
657,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,25,0.3,16,13,3,3,0,0,0,0,0,0,0,0,12,0,1
658,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,25,10.8,434,401,32,15,3,3,45,4,13,10,3,0,312,1,15
659,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,25.7,1156,910,243,11,3,3,111,231,1,0,0,0,849,3,35
660,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,17.2,810,789,15,12,2,7,14,3,0,0,0,0,619,6,15
661,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,0.2,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
662,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
663,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,19,2.9,85,82,3,1,1,2,3,1,0,0,0,0,62,0,3
664,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,3.7,123,102,20,3,0,0,3,17,0,0,0,0,86,1,4
665,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,27.2,694,644,47,1,6,7,51,5,0,0,0,0,402,3,18
666,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,3.0,96,86,10,0,0,1,14,0,2,1,1,0,54,0,5
667,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,7.4,309,304,4,3,2,0,1,1,0,0,0,0,259,1,5
668,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,24.5,442,402,37,4,5,2,2,6,0,0,0,0,291,3,19
669,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,15.7,824,754,67,9,11,10,144,11,47,16,24,0,601,3,25
670,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2.1,80,71,9,1,0,0,2,3,5,0,0,0,71,0,1
671,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,21.3,801,760,41,39,0,8,0,2,0,0,0,0,683,0,4
672,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,22.8,1413,1207,201,71,6,21,152,10,116,56,45,1,1070,5,21
673,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,9.7,171,164,5,0,0,0,6,2,0,0,0,0,104,2,12
674,Diego Demme,de GER,MF,Napoli,it Serie A,29,7.7,596,589,7,6,1,3,7,1,0,0,0,0,539,0,3
