Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
78,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,10.7,610,517,90,11,0,3,24,75,4,0,4,0,493,3,21
79,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,17.4,698,681,16,14,0,8,9,2,0,0,0,0,531,1,6
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,21.6,1107,1049,54,51,0,26,5,3,0,0,0,0,907,4,8
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,18.1,931,894,33,29,0,11,8,2,0,0,0,0,790,4,4
82,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,10.0,449,438,11,1,0,1,3,9,0,0,0,0,403,0,5
83,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,16.7,691,677,13,11,0,5,4,2,0,0,0,0,582,1,11
84,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1.3,57,52,4,0,0,0,5,4,0,0,0,0,44,1,1
85,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,0.5,14,11,3,0,0,0,1,3,0,0,0,0,9,0,1
86,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,8.0,493,453,38,2,0,0,1,36,0,0,0,0,414,2,8
87,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,9.0,442,362,79,6,0,3,10,73,0,0,0,0,343,1,14
88,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,8.4,243,229,13,1,1,2,19,2,3,3,0,0,164,1,15
89,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,0.0,5,3,2,0,0,0,0,2,0,0,0,0,5,0,0
90,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,21.0,1139,1036,96,41,3,3,68,7,44,15,19,0,930,7,24
91,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,23.2,1087,1002,83,18,0,15,19,60,5,5,0,0,870,2,14
92,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,27.1,1378,1314,61,38,0,33,16,5,0,0,0,0,1210,3,18
93,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,8.9,230,223,7,7,0,0,2,0,0,0,0,0,180,0,2
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,30.3,1993,1902,83,68,0,35,12,15,0,0,0,0,1609,8,13
95,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,2.1,117,110,7,6,0,2,0,1,0,0,0,0,105,0,1
96,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,0.8,32,25,7,0,0,0,2,7,0,0,0,0,23,0,1
97,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
98,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
99,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,12.5,247,221,25,0,0,0,2,0,0,0,0,0,168,1,6
100,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,2.0,40,29,11,2,0,0,0,0,0,0,0,0,34,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
101,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,32.1,2040,2005,30,28,0,16,14,2,0,0,0,0,1703,5,35
102,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,28.1,1442,1408,25,20,2,12,17,2,0,0,0,0,1127,9,21
103,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,18.6,890,871,18,15,0,9,9,3,0,0,0,0,780,1,11
104,Ángel,es ESP,GK,Granada,es La Liga,18,1.0,31,12,19,2,0,0,0,0,0,0,0,0,14,0,0
105,José Ángel,es ESP,DF,Eibar,es La Liga,30,10.0,692,552,135,19,0,9,59,115,1,0,0,0,510,5,15
106,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1.5,54,53,0,0,0,0,0,0,0,0,0,0,39,1,0
107,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,24.0,1500,1207,284,44,1,4,184,193,47,23,15,0,1057,9,36
108,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
109,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,21.6,997,757,239,32,0,26,177,185,22,3,16,0,674,1,28
111,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,30.1,2097,1993,100,60,1,6,11,40,0,0,0,0,1835,4,22
112,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,21.9,494,481,11,1,0,3,31,8,0,0,0,0,316,2,20
113,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,0.3,16,16,0,0,0,0,2,0,0,0,0,0,9,0,0
114,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2.6,122,109,13,6,0,1,0,7,0,0,0,0,108,0,0
115,Houssem Aouar,fr FRA,"MF,FW",Lyon,fr Ligue 1,22,19.8,991,945,41,14,2,5,19,7,8,2,1,0,833,5,23
116,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,19.2,818,680,136,45,4,14,130,5,77,26,38,3,571,2,22
117,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,17.3,868,676,189,13,0,2,47,176,0,0,0,0,628,3,18
118,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,0.3,19,15,4,0,0,0,0,4,0,0,0,0,13,0,0
119,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,33.1,1093,964,123,51,2,36,123,2,68,41,13,0,739,6,14
120,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,18.5,1168,1122,44,35,0,5,4,9,0,0,0,0,998,2,19
121,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,16.6,606,588,16,4,1,11,27,8,4,3,0,0,455,2,17
122,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,27.0,1590,1562,26,24,1,7,2,2,0,0,0,0,1321,2,9
123,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,16.8,1075,1037,37,28,0,6,0,9,0,0,0,0,985,1,4
124,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,31.2,1932,1652,278,88,0,82,43,190,0,0,0,0,1459,2,21
125,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,36.0,1014,663,348,97,0,0,0,0,0,0,0,0,746,3,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
126,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1.0,57,49,8,1,0,0,2,7,0,0,0,0,47,0,0
127,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,3.3,68,59,9,0,0,0,2,0,0,0,0,0,38,0,3
128,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,0.5,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
129,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,0.1,5,3,1,1,0,1,0,0,0,0,0,0,3,1,0
130,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,30.7,1298,1203,89,14,2,4,40,16,2,0,0,0,1021,6,52
131,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,28.7,1664,1395,259,140,3,20,139,11,105,53,33,0,1323,10,19
132,Toluwalase Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,1.2,37,35,2,0,0,1,1,0,0,0,0,0,26,0,1
133,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,1.5,89,86,2,0,1,0,1,2,0,0,0,0,72,1,3
134,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,6.5,246,193,53,7,0,0,0,0,0,0,0,0,202,0,0
135,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,20.2,890,853,31,26,1,10,13,3,2,1,1,0,749,6,12
136,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,2.5,114,102,12,1,0,0,7,10,1,0,0,0,95,0,1
137,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,8.5,358,332,25,23,0,4,4,2,0,0,0,0,291,1,12
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,36.0,1308,947,358,75,0,6,0,0,0,0,0,0,1022,3,0
139,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,20.8,1012,948,60,11,1,12,97,20,29,9,5,0,798,4,32
140,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,1.1,19,19,0,0,0,0,1,0,0,0,0,0,10,0,0
141,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,31.8,1275,1209,55,19,9,11,28,12,2,1,1,0,983,11,34
142,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,9.2,181,171,9,1,0,2,6,2,0,0,0,0,118,1,5
143,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,10.6,630,533,97,11,1,5,51,86,0,0,0,0,496,0,14
144,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,9.3,341,340,1,1,0,3,4,0,0,0,0,0,271,0,3
145,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,25.9,674,651,14,0,1,3,38,3,0,0,0,0,499,9,12
146,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,37.0,1247,873,372,113,0,1,0,0,0,0,0,0,877,2,0
147,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,35.7,2061,1701,357,42,0,5,148,315,0,0,0,0,1564,3,62
148,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,0.4,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0
149,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,21.7,1177,854,317,55,0,5,193,191,71,29,39,0,762,6,31
150,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,17.8,980,823,157,4,1,1,35,153,0,0,0,0,772,0,32
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
151,Charlie Austin,eng ENG,"FW,MF",West Brom,eng Premier League,31,1.5,34,32,1,0,0,0,0,0,0,0,0,0,23,1,1
152,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,26,2.2,54,53,1,0,0,3,2,0,0,0,0,0,31,0,1
153,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,15.1,295,289,5,0,1,0,4,1,0,0,0,0,194,1,7
154,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,5.6,204,156,48,1,0,0,10,47,0,0,0,0,136,0,8
155,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,23.3,667,656,10,3,1,3,31,2,0,0,0,0,519,1,30
156,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,8.8,567,530,36,8,0,1,3,28,0,0,0,0,515,1,3
157,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,37.8,2770,2407,355,56,4,50,82,299,0,0,0,0,2161,8,46
158,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,1.1,37,35,2,1,0,0,1,1,0,0,0,0,29,0,0
159,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,24.3,2081,1892,185,32,3,0,37,153,0,0,0,0,1787,4,31
160,Ludovic Baal,gf GUF,"DF,MF",Brest,fr Ligue 1,34,3.3,253,233,20,6,0,3,2,14,0,0,0,0,212,0,1
161,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,8.7,168,153,14,0,2,2,7,1,0,0,0,0,105,1,5
162,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,29.0,1961,1925,33,29,1,15,5,1,0,0,0,0,1672,3,11
163,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,26.8,1597,1520,70,54,3,26,15,3,2,1,1,0,1295,7,25
164,Édgar Badía,es ESP,GK,Elche,es La Liga,28,30.0,1150,776,373,88,0,0,0,0,0,0,0,0,865,1,0
165,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,31.9,2450,2400,46,41,1,28,3,5,0,0,0,0,2124,4,7
166,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,1.5,56,52,3,3,0,0,4,0,0,0,0,0,43,1,1
167,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,es La Liga,20,6.0,212,196,16,3,1,3,12,5,8,4,1,0,169,0,3
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,18.0,333,303,28,0,1,0,20,1,0,0,0,0,234,2,19
169,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,22,23.8,962,859,98,11,1,15,155,24,62,17,26,0,668,5,45
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,10.2,564,552,11,10,0,1,0,1,0,0,0,0,497,1,3
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,1.0,37,28,9,2,0,0,0,0,0,0,0,0,23,0,0
172,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,21.8,1228,1198,27,27,1,4,2,0,0,0,0,0,1080,3,16
173,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,18.8,1334,1203,131,17,0,2,51,114,0,0,0,0,1177,0,13
174,Ridle Baku,de GER,"FW,DF",Wolfsburg,de Bundesliga,22,29.8,1484,1263,217,10,0,4,102,203,4,1,0,0,1095,4,49
175,Ridle Baku,de GER,DF,Mainz 05,de Bundesliga,22,2.0,91,73,18,1,0,0,6,17,0,0,0,0,63,0,3
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
176,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,17,0.6,40,40,0,0,0,0,0,0,0,0,0,0,34,0,1
177,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,28,13.3,488,463,22,22,1,9,3,0,0,0,0,0,362,3,4
178,Keita Baldé,sn SEN,FW,Sampdoria,it Serie A,25,13.3,315,292,23,1,0,0,8,2,2,2,0,0,230,0,9
179,George Baldock,gr GRE,DF,Sheffield Utd,eng Premier League,27,31.0,1153,954,197,5,1,1,62,192,0,0,0,0,888,2,47
180,Gareth Bale,wls WAL,FW,Tottenham,eng Premier League,31,10.2,416,386,29,7,2,12,40,9,13,11,1,0,285,1,14
181,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,18.8,951,757,190,20,0,1,44,170,0,0,0,0,715,4,31
182,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,18.2,1064,1006,58,40,0,13,1,18,0,0,0,0,921,0,10
183,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,23,7.4,432,353,78,7,0,0,39,71,0,0,0,0,349,1,9
184,Botond Balogh,hu HUN,DF,Parma,it Serie A,18,1.8,79,75,4,1,0,0,0,3,0,0,0,0,59,0,0
185,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,30,15.0,875,680,194,16,1,2,48,178,0,0,0,0,650,1,23
186,Jonathan Bamba,fr FRA,MF,Lille,fr Ligue 1,24,33.2,1680,1483,184,53,4,8,146,55,75,35,37,1,1305,13,42
187,Robson Bambu,br BRA,DF,Nice,fr Ligue 1,22,11.6,827,787,40,27,0,6,1,13,0,0,0,0,720,0,13
