Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
650,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,7.2,374,351,23,4,0,3,35,7,11,5,5,0,267,0,12
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,0.1,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
652,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,19.8,830,686,141,7,0,2,85,134,0,0,0,0,601,3,21
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,14.3,828,803,20,18,1,6,7,2,0,0,0,0,684,5,12
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,0.4,6,2,4,0,0,0,0,0,0,0,0,0,5,0,0
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,10.1,517,389,126,5,0,1,30,121,0,0,0,0,380,2,11
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,2.9,143,121,22,6,0,0,1,16,0,0,0,0,112,0,2
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,27.6,905,826,77,6,3,10,106,8,9,4,2,0,530,2,32
659,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,3.0,233,223,10,1,0,1,7,9,0,0,0,0,204,0,3
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1.1,32,30,1,0,0,0,0,0,0,0,0,0,20,1,0
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,7.5,138,129,9,1,0,1,1,1,0,0,0,0,96,0,1
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,19.7,1019,958,59,6,3,2,75,20,30,8,8,0,832,2,25
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,10.4,625,605,20,15,0,4,1,5,0,0,0,0,587,0,2
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,19.4,1217,1086,121,48,3,17,85,15,57,26,23,0,935,10,24
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,16.6,258,246,11,0,2,0,9,1,0,0,0,0,133,1,15
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,17.7,1254,1225,23,22,2,5,5,1,0,0,0,0,1110,6,22
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,29.0,1692,1655,36,34,0,7,2,2,0,0,0,0,1598,1,6
668,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,27.8,1212,1194,18,17,1,15,8,1,0,0,0,0,1032,0,16
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,5.8,108,94,13,2,0,2,2,0,0,0,0,0,75,1,3
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,5.3,137,125,12,0,0,0,10,2,0,0,0,0,95,0,10
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1.3,82,73,9,5,0,1,0,4,0,0,0,0,64,0,6
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,12.4,411,330,78,9,1,6,23,69,0,0,0,0,290,3,17
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,0.9,16,15,1,1,0,0,2,0,0,0,0,0,10,0,2
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,2.1,99,86,12,0,0,0,1,12,0,0,0,0,81,1,4
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,15.1,839,812,24,24,0,8,0,0,0,0,0,0,724,3,4
677,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,1.1,40,38,2,2,0,0,0,0,0,0,0,0,35,0,1
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,21.2,1294,1148,144,4,1,0,37,140,0,0,0,0,1142,2,31
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,17.8,275,249,26,0,1,5,4,2,0,0,0,0,187,0,7
681,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,6.6,248,219,29,2,2,0,30,6,18,9,4,0,166,0,14
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,9.7,299,287,10,0,1,5,8,0,0,0,0,0,150,2,9
683,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,0.9,44,36,8,0,1,0,4,0,4,0,0,0,33,0,1
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,5.6,134,126,8,0,0,0,11,0,0,0,0,0,81,0,5
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,5.3,97,85,12,0,0,0,3,0,0,0,0,0,74,0,2
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,36.0,2586,2187,395,74,2,10,72,321,0,0,0,0,2228,4,54
687,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,20.6,1220,1072,140,28,16,17,188,31,79,39,24,0,885,8,28
688,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,0.2,7,5,1,0,0,0,1,1,0,0,0,0,4,1,0
689,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,3.2,74,71,3,0,0,0,1,0,0,0,0,0,55,0,4
690,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,32.6,621,577,42,0,1,6,14,1,0,0,0,0,488,2,15
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,0.2,10,10,0,0,0,0,2,0,0,0,0,0,5,0,1
692,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,26.5,946,922,18,1,1,12,123,15,1,0,0,0,712,6,40
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,13.2,241,239,1,0,0,2,4,1,0,0,0,0,149,1,3
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,23.1,997,959,31,30,0,12,1,1,0,0,0,0,841,7,8
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,16.6,1187,1116,69,24,0,4,12,45,0,0,0,0,1099,2,6
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,1.8,64,63,0,0,1,0,0,0,0,0,0,0,52,1,2
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,25.8,563,547,15,0,1,9,17,2,0,0,0,0,371,1,21
699,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,25,1.6,34,31,3,0,0,0,0,0,0,0,0,0,17,0,3
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,11.3,600,586,11,9,0,2,7,2,0,0,0,0,503,3,4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,4.9,288,275,12,12,0,4,3,0,0,0,0,0,247,1,4
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,0.0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
703,Grady Diangana,eng ENG,"MF,FW",West Brom,eng Premier League,22,13.7,360,347,11,2,1,2,20,2,4,2,0,1,260,2,14
704,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,2.2,84,78,6,0,0,0,14,2,4,0,0,0,57,0,3
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,31.6,2722,2665,52,46,1,5,2,2,0,0,0,0,2531,5,10
706,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,4.3,161,154,5,0,0,1,12,5,0,0,0,0,114,2,4
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,7.3,403,397,6,4,1,1,0,2,0,0,0,0,362,0,3
708,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,20,13.6,488,456,29,6,1,0,16,3,15,6,3,0,415,3,8
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,9.2,391,298,91,13,0,2,33,74,4,0,3,0,258,2,8
710,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,10.8,412,374,36,12,1,3,35,9,14,3,10,0,296,2,17
711,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,1.4,19,15,4,0,0,0,1,1,0,0,0,0,14,0,0
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,28.0,1802,1757,43,37,1,21,5,6,0,0,0,0,1493,2,13
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,5.2,211,206,5,3,0,3,0,0,0,0,0,0,185,0,1
714,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,29.8,1736,1373,355,64,0,8,215,247,44,23,17,1,1231,8,52
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,16.5,794,635,159,8,0,0,37,151,0,0,0,0,602,0,23
716,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,5.9,175,169,5,0,1,1,9,4,1,0,0,0,128,1,6
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,29.0,1859,1472,378,112,0,17,262,147,119,38,74,0,1298,9,43
718,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,23.8,800,780,15,8,3,5,27,6,0,0,0,0,634,5,23
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,0.2,15,15,0,0,0,0,0,0,0,0,0,0,12,0,1
720,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,1.2,23,23,0,0,0,0,0,0,0,0,0,0,18,0,0
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,12.6,739,714,25,16,1,2,2,9,0,0,0,0,638,0,5
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,19.4,390,356,34,0,2,1,38,1,0,0,0,0,235,0,22
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,15.3,585,572,12,11,0,0,0,1,0,0,0,0,480,1,5
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,25.8,882,864,12,12,1,11,10,0,0,0,0,0,605,6,15
725,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,22.5,985,948,35,15,0,6,39,10,10,1,5,1,770,2,21
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1.5,52,39,13,1,0,0,0,0,0,0,0,0,41,0,0
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,22.3,1558,1491,62,27,0,17,4,35,0,0,0,0,1336,5,6
730,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,9.7,711,630,79,8,0,1,6,71,0,0,0,0,614,2,8
731,Djené,tg TOG,DF,Getafe,es La Liga,28,32.7,1042,965,74,51,0,5,10,23,0,0,0,0,757,3,6
732,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,13.8,407,386,19,3,0,1,9,14,0,0,0,0,290,2,20
733,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,16.9,757,679,76,22,0,4,5,54,0,0,0,0,606,2,11
734,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,25,28.4,1351,1307,42,39,1,12,8,2,1,0,1,0,1134,2,8
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,29.2,1798,1706,91,40,0,10,9,51,0,0,0,0,1568,1,17
736,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,34.7,1071,714,355,122,0,5,0,0,0,0,0,0,585,2,0
737,Ritsu Doan,jp JPN,"MF,FW",Arminia,de Bundesliga,22,30.8,838,690,145,76,4,10,138,11,57,27,21,1,518,3,32
738,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,5.9,171,165,6,0,0,1,4,3,0,0,0,0,123,0,11
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,13.8,841,700,139,7,0,4,31,132,0,0,0,0,657,2,20
740,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,18,25.7,969,958,7,3,4,3,57,4,0,0,0,0,773,4,27
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,21.4,313,269,42,0,0,1,3,0,0,0,0,0,251,2,6
742,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,5.0,177,163,13,3,0,0,13,1,8,3,3,0,150,1,4
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,28.0,894,552,337,94,0,1,0,0,0,0,0,0,612,5,0
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,4.0,157,156,1,1,0,0,0,0,0,0,0,0,126,0,1
745,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,13.9,716,679,33,29,1,3,11,3,0,0,0,0,614,4,7
746,John Donald,es ESP,"DF,MF",Elche,es La Liga,19,0.6,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0
747,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,0.7,29,27,2,0,0,0,0,0,0,0,0,0,15,0,0
748,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1.1,24,24,0,0,0,0,5,0,0,0,0,0,12,0,2
749,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,37.0,1232,957,271,64,0,4,0,0,0,0,0,0,979,4,1
750,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,22.2,1559,1526,28,26,1,6,2,2,0,0,0,0,1332,5,10
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
751,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,9.1,304,295,7,1,1,0,0,1,0,0,0,0,196,2,4
752,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,27.1,1354,1339,11,10,3,4,9,0,1,0,0,0,1141,4,28
753,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,29.2,1453,1432,17,16,1,19,3,0,0,0,0,0,1252,4,21
754,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,3.7,198,159,39,4,0,0,8,35,0,0,0,0,152,0,3
755,Mahamadou Doucouré,ml MLI,"FW,MF",Nîmes,fr Ligue 1,20,0.5,12,11,1,0,0,0,1,0,0,0,0,0,9,0,0
756,Cheick Doukouré,ci CIV,"MF,FW",Levante,es La Liga,27,1.1,43,42,1,1,0,0,0,0,0,0,0,0,36,0,2
757,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,8.7,415,412,3,3,1,2,0,0,0,0,0,0,382,0,3
758,Moussa Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,25,10.0,397,377,18,7,0,3,34,0,11,6,4,0,317,2,10
759,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,24.7,1272,1022,249,10,0,4,64,239,0,0,0,0,1009,1,27
760,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,12.6,1076,994,82,27,1,16,12,54,0,0,0,0,952,0,8
761,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,35.0,1055,669,380,120,0,2,0,0,0,0,0,0,699,6,0
762,Denis Drăguș,ro ROU,"FW,MF",Crotone,it Serie A,21,2.0,69,67,2,0,0,2,2,0,0,0,0,0,48,0,2
763,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
764,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1.9,55,52,3,3,0,0,0,0,0,0,0,0,44,0,1
765,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,26,11.8,639,605,31,6,1,2,29,5,20,11,3,0,549,3,10
766,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,30,13.7,547,520,26,6,1,2,37,19,0,0,0,0,414,1,17
767,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,15.0,358,211,146,38,0,2,0,0,0,0,0,0,225,1,1
768,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,26.3,964,915,46,40,0,8,1,6,0,0,0,0,742,3,9
769,Léo Duarte,br BRA,DF,Milan,it Serie A,24,0.2,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,22.9,1235,1186,47,39,1,12,1,2,0,0,0,0,1028,2,2
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,28.3,1348,1029,315,55,1,11,110,240,20,7,10,2,938,4,29
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,32.3,2283,1797,476,70,0,9,212,316,90,1,59,0,1785,10,45
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,13.0,438,272,166,44,0,4,0,0,0,0,0,0,322,0,1
774,Ondrej Duda,sk SVK,"FW,MF",Köln,de Bundesliga,25,28.2,1253,1073,167,57,5,23,133,3,77,26,40,0,888,13,32
775,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,0.7,48,33,15,0,0,0,0,15,0,0,0,0,36,0,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
776,Haris Duljević,ba BIH,"MF,FW",Nîmes,fr Ligue 1,26,8.6,300,283,15,4,2,4,18,3,2,2,0,0,223,2,5
777,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,13.9,575,516,54,12,0,1,10,42,0,0,0,0,423,5,7
778,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1.8,90,84,5,4,0,2,1,0,0,0,0,0,67,1,1
779,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,11.9,598,584,13,10,1,5,12,3,0,0,0,0,482,1,10
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,32.6,2240,2153,83,71,0,22,1,12,0,0,0,0,2000,4,4
781,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,3.0,153,153,0,0,0,0,0,0,0,0,0,0,105,0,1
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,16.4,732,576,155,3,1,3,48,152,0,0,0,0,504,1,18
783,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
784,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,22.5,1361,1297,61,42,0,14,10,19,0,0,0,0,1135,3,10
785,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,12.6,705,604,98,19,1,7,65,4,53,5,36,0,576,3,13
786,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,20.3,512,464,42,0,0,8,16,3,0,0,0,0,338,6,23
787,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,0.6,27,27,0,0,0,0,0,0,0,0,0,0,20,0,4
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,2.9,151,134,16,5,0,0,4,11,0,0,0,0,129,1,3
789,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,38.0,1972,1894,75,69,0,10,2,6,0,0,0,0,1666,3,7
790,Simone Edera,it ITA,"DF,MF",Torino,it Serie A,23,0.6,22,17,5,4,0,0,5,0,1,0,1,0,17,0,1
791,Ederson,br BRA,GK,Manchester City,eng Premier League,26,36.0,1122,897,223,70,0,5,0,0,0,0,0,0,939,2,1
792,Kyle Edwards,eng ENG,"MF,FW",West Brom,eng Premier League,22,1.3,35,35,0,0,0,0,1,0,0,0,0,0,31,0,1
793,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,29.2,1135,1109,22,18,0,6,4,4,0,0,0,0,923,4,5
794,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,22,0.4,16,16,0,0,0,0,1,0,0,0,0,0,11,0,0
795,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,32.7,1367,1331,33,20,5,10,17,11,1,0,0,0,1034,3,31
796,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,0.2,5,4,1,0,0,0,0,0,1,0,0,0,4,0,1
797,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,12.6,584,448,136,11,0,1,38,125,0,0,0,0,431,0,16
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,25.5,1049,990,59,57,0,6,2,2,0,0,0,0,878,0,9
799,Hugo Ekitike,fr FRA,"FW,MF",Reims,fr Ligue 1,18,1.0,30,27,3,0,0,1,0,0,0,0,0,0,25,0,0
800,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,1.7,55,54,1,0,0,1,2,0,0,0,0,0,41,0,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
801,Niclas Eliasson,se SWE,"MF,FW",Nîmes,fr Ligue 1,24,20.0,530,415,112,41,0,1,142,14,57,27,26,0,307,3,11
802,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,20,8.2,355,348,6,3,0,0,5,2,1,0,0,0,319,1,5
803,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,9.3,618,491,126,18,0,4,39,108,0,0,0,0,468,1,6
804,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,17.2,1019,995,21,17,0,6,2,4,0,0,0,0,944,3,7
805,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,20.9,1245,1191,53,37,2,12,5,16,0,0,0,0,1058,1,2
806,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,28.2,1902,1857,44,38,0,5,0,6,0,0,0,0,1734,1,19
807,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,5.2,165,152,10,10,0,0,0,0,0,0,0,0,127,3,0
808,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,23,16.0,450,418,27,3,2,1,6,0,0,0,0,0,324,5,22
809,Emerson,br BRA,DF,Betis,es La Liga,21,33.2,1936,1573,357,46,0,4,90,311,0,0,0,0,1533,6,52
810,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,28,3.9,86,77,9,0,0,0,2,2,0,0,0,0,58,0,1
811,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,2.4,111,108,3,3,0,1,0,0,0,0,0,0,90,0,3
812,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,25.7,396,361,32,0,0,2,13,3,0,0,0,0,260,3,10
813,Keita Endo,jp JPN,"MF,FW",Union Berlin,de Bundesliga,22,5.1,111,111,0,0,0,0,9,0,0,0,0,0,75,0,4
814,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,32.8,1830,1794,31,25,4,4,2,6,0,0,0,0,1526,5,32
815,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,15.6,450,424,22,0,0,6,8,1,0,0,0,0,338,4,10
816,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,15.4,1061,942,113,36,0,9,103,1,75,26,37,0,863,6,13
817,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,20.0,1075,1011,62,57,0,13,2,5,0,0,0,0,911,2,4
818,Patrick Erras,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,0.3,31,30,1,0,0,0,0,0,0,0,0,0,18,0,0
819,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,8.1,481,474,6,5,0,2,4,0,0,0,0,0,422,1,6
820,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,5.0,159,97,61,28,0,0,0,0,0,0,0,0,78,1,0
821,Dani Escriche,es ESP,"FW,MF",Huesca,es La Liga,22,9.5,271,263,7,0,1,1,8,2,1,0,0,0,194,1,10
822,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,6.3,401,328,71,16,1,3,21,50,5,0,3,0,340,2,4
823,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,28.9,1043,772,262,23,0,15,80,239,0,0,0,0,650,9,28
824,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,2.6,99,96,2,1,0,3,3,1,0,0,0,0,81,1,2
825,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,19.6,923,848,67,26,0,9,91,8,33,0,24,0,679,8,23
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
826,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,13.0,662,559,102,9,1,3,65,93,0,0,0,0,516,1,29
827,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1.0,36,27,9,0,0,0,5,9,0,0,0,0,23,0,1
828,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,9.8,319,302,15,15,0,7,0,0,0,0,0,0,198,2,4
829,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,27.5,1854,1814,38,36,1,4,0,2,0,0,0,0,1592,2,5
830,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,27.3,1162,1092,61,20,2,9,84,4,35,18,17,0,853,9,20
831,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,it Serie A,28,8.1,357,330,26,11,0,11,33,3,12,6,4,0,256,1,9
832,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,28.4,1188,1046,134,36,1,4,86,6,63,26,13,9,945,8,25
833,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1.0,25,16,9,2,0,0,0,0,0,0,0,0,22,0,0
834,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35,35.0,1015,633,377,105,0,1,0,0,0,0,0,0,622,5,0
835,Fabinho,br BRA,"DF,MF",Liverpool,eng Premier League,26,28.5,2117,2080,36,29,0,6,1,7,0,0,0,0,1910,1,5
836,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,16.7,881,688,191,13,1,2,32,177,1,1,0,0,675,2,14
837,Cesc Fàbregas,es ESP,"MF,FW",Monaco,fr Ligue 1,33,9.7,809,711,96,33,2,7,69,5,56,24,21,2,634,2,15
