Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
132,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,20-213,22,410,19,12.0,4.6,3,58,0,19,12,12,1.82,8,7,+1,+0.22,-0.80,11.7,5.5,+6.2,+1.37,+0.59
133,Felipe Anderson,br BRA,FW,Lazio,it Serie A,30-053,38,2958,78,86.5,32.9,35,82,23,3,28,0,1.95,48,24,+24,+0.73,-0.44,44.1,35.7,+8.3,+0.25,-0.03
134,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32-308,34,2916,86,85.3,32.4,33,88,28,1,23,0,1.76,55,35,+20,+0.62,+0.44,58.6,32.6,+26.0,+0.80,+0.41
135,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27-341,34,1446,43,42.3,16.1,16,74,2,18,15,0,1.38,14,26,-12,-0.75,-1.11,16.7,30.4,-13.7,-0.85,-0.99
136,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,28-258,29,2406,83,78.6,26.7,28,85,24,1,15,0,1.55,50,38,+12,+0.45,+1.00,40.9,34.9,+6.0,+0.23,-0.13
137,Matteo Angeli,it ITA,DF,Bologna,it Serie A,20-159,0,,,,,0,,0,0,,3,,,,,,,,,,,
138,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,26-154,33,2617,79,85.5,29.1,30,86,23,3,13,0,1.09,38,51,-13,-0.45,-1.26,39.9,45.6,-5.7,-0.20,-0.73
139,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,29-084,15,585,39,17.1,6.5,7,70,2,8,12,15,1.13,7,15,-8,-1.23,-1.14,5.2,10.1,-4.9,-0.75,-0.61
140,Samuele Angori,it ITA,DF,Empoli,it Serie A,19-243,0,,,,,0,,0,0,,2,,,,,,,,,,,
141,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,23-188,30,1257,42,36.8,14.0,11,76,4,19,22,8,0.97,9,29,-20,-1.43,-0.85,13.6,26.0,-12.4,-0.89,-0.35
142,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,20-293,2,52,26,1.5,0.6,0,,0,2,26,13,1.50,2,1,+1,+1.73,+2.13,1.0,1.0,0.0,-0.08,-0.13
143,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26-322,34,2934,86,95.9,32.6,34,86,27,0,,0,0.97,44,54,-10,-0.31,+1.12,44.6,44.0,+0.7,+0.02,-1.19
144,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22-335,2,98,49,2.9,1.1,1,90,1,1,8,19,1.50,0,2,-2,-1.84,-1.73,0.0,2.3,-2.3,-3.86,-3.62
145,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18-314,2,46,23,1.3,0.5,0,,0,2,23,4,0.00,1,1,0,0.00,+0.61,1.1,0.7,+0.4,+0.76,+1.30
146,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22-359,16,593,37,17.3,6.6,6,70,1,10,18,21,1.75,7,6,+1,+0.15,-0.77,8.2,7.3,+0.9,+0.14,-0.15
147,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33-071,33,1829,55,53.5,20.3,21,75,2,12,22,1,1.09,23,29,-6,-0.30,+0.10,25.9,29.3,-3.4,-0.17,-0.14
148,Antony,br BRA,FW,Manchester Utd,eng Premier League,23-103,25,1802,72,52.7,20.0,23,76,6,2,30,0,1.88,29,21,+8,+0.40,+0.01,32.5,25.2,+7.3,+0.36,-0.19
149,Valentin Antov,bg BUL,DF,Monza,it Serie A,22-210,9,305,34,8.9,3.4,2,75,1,7,22,28,0.89,6,8,-2,-0.59,-0.53,3.7,4.0,-0.3,-0.10,+0.05
150,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29-120,29,1981,68,64.7,22.0,22,81,10,7,29,2,1.21,32,40,-8,-0.36,+1.64,29.3,38.3,-9.0,-0.41,+0.99
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
151,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,28-143,3,210,70,6.1,2.3,3,70,1,0,,3,0.33,2,5,-3,-1.29,-0.53,1.6,4.4,-2.9,-1.22,-0.57
152,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,24-342,16,526,33,15.4,5.8,6,57,0,10,18,10,1.88,8,6,+2,+0.34,-0.16,7.9,7.4,+0.4,+0.07,-0.21
153,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20-327,11,250,23,7.3,2.8,1,73,0,10,18,14,0.82,3,5,-2,-0.72,-0.75,3.5,2.9,+0.5,+0.19,+0.59
154,Ayman Aourir,de GER,MF,Leverkusen,de Bundesliga,18-244,0,,,,,0,,0,0,,1,,,,,,,,,,,
155,Arvin Appiah,eng ENG,MF,Almería,es La Liga,22-153,0,,,,,0,,0,0,,3,,,,,,,,,,,
156,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30-363,15,795,53,23.2,8.8,9,76,3,6,18,0,0.87,8,16,-8,-0.91,-0.56,10.0,12.5,-2.4,-0.28,-0.03
157,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18-345,5,66,13,1.9,0.7,0,,0,5,13,0,0.80,1,1,0,0.00,+0.48,1.3,1.3,0.0,-0.07,+0.19
158,Ylies Aradj,fr FRA,DF,Toulouse,fr Ligue 1,18-002,0,,,,,0,,0,0,,2,,,,,,,,,,,
159,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27-250,13,992,76,29.0,11.0,13,76,5,0,,0,1.08,11,18,-7,-0.64,-0.49,11.5,13.2,-1.7,-0.16,+0.13
160,Egoitz Arana,es ESP,GK,Real Sociedad,es La Liga,21-108,0,,,,,0,,0,0,,5,,,,,,,,,,,
161,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,34-051,10,493,49,16.1,5.5,4,60,0,6,42,0,0.80,7,10,-3,-0.55,-0.93,7.4,8.6,-1.2,-0.22,-0.57
162,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24-092,22,1800,82,52.6,20.0,21,85,16,1,24,2,2.45,42,5,+37,+1.85,+1.13,44.4,14.0,+30.4,+1.52,+0.86
163,Matías Árbol,es ESP,GK,Sevilla,es La Liga,20-268,0,,,,,0,,0,0,,12,,,,,,,,,,,
164,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21-321,6,49,8,1.4,0.5,0,,0,6,8,8,1.17,0,1,-1,-1.84,-2.00,0.2,0.4,-0.1,-0.25,-0.19
165,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,19-207,4,128,32,3.7,1.4,1,66,0,3,21,17,0.25,2,2,0,0.00,+0.27,0.9,2.2,-1.3,-0.91,-0.59
166,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30-100,5,309,62,9.0,3.4,2,90,2,3,43,30,0.80,5,7,-2,-0.58,-0.26,5.3,7.5,-2.2,-0.64,-0.59
167,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26-321,21,1224,58,35.8,13.6,13,77,3,8,28,8,0.57,13,24,-11,-0.81,+0.26,13.5,16.6,-3.1,-0.23,+0.60
168,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,26-117,30,1335,45,39.0,14.8,14,73,0,16,20,4,0.80,17,24,-7,-0.47,+0.82,13.8,24.0,-10.2,-0.69,-0.13
169,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,31-069,32,1408,44,41.2,15.6,14,70,0,18,24,3,0.56,12,34,-22,-1.41,-0.74,16.3,28.9,-12.6,-0.81,-0.33
170,Marko Arnautović,at AUT,FW,Bologna,it Serie A,34-049,21,1531,73,44.8,17.0,18,81,10,3,22,2,1.24,22,24,-2,-0.12,-0.40,19.8,21.2,-1.4,-0.08,+0.09
171,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29-011,32,2767,86,90.4,30.7,32,86,24,0,,0,1.47,53,44,+9,+0.29,+0.29,46.8,45.3,+1.5,+0.05,+0.51
172,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,19-062,1,2,2,0.1,0.0,0,,0,1,2,7,3.00,1,0,+1,+45.00,+44.55,0.6,0.0,+0.6,+50.45,+50.22
173,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,21-250,2,19,10,0.6,0.2,0,,0,2,10,1,1.50,0,1,-1,-4.74,-5.80,0.9,0.1,+0.8,+3.81,+2.86
174,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,28-247,29,2565,88,75.0,28.5,29,88,28,0,,7,1.14,27,33,-6,-0.21,+0.11,39.2,39.1,+0.1,0.00,+0.34
175,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,19-286,1,15,15,0.4,0.2,0,,0,1,15,3,0.00,0,1,-1,-6.00,-5.23,0.0,0.8,-0.8,-4.79,-4.12
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
176,Tolgay Arslan,de GER,MF,Udinese,it Serie A,32-295,36,1208,34,35.3,13.4,12,60,0,24,21,0,1.28,12,16,-4,-0.30,-0.42,16.7,17.7,-1.1,-0.08,+0.07
177,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,20-122,7,133,19,3.9,1.5,0,,0,7,19,19,2.00,2,2,0,0.00,-0.08,2.6,3.0,-0.5,-0.31,-0.20
178,Arthur,br BRA,FW,Fiorentina,it Serie A,25-043,28,1432,51,41.9,15.9,15,77,5,13,21,6,1.50,25,17,+8,+0.50,+0.41,24.6,18.1,+6.5,+0.41,+0.18
179,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,25-033,12,483,40,14.1,5.4,5,81,3,7,11,26,0.92,1,15,-14,-2.61,-2.33,3.8,12.0,-8.2,-1.53,-1.17
180,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28-209,25,1713,69,56.0,19.0,21,75,4,4,33,0,0.88,24,38,-14,-0.74,+0.47,26.8,37.4,-10.6,-0.56,+0.45
181,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,26-102,13,727,56,21.3,8.1,7,74,3,6,35,3,0.31,6,11,-5,-0.62,+0.32,10.4,14.4,-4.0,-0.50,+0.28
182,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-344,10,900,90,26.3,10.0,10,90,10,0,,20,0.80,7,21,-14,-1.40,-0.83,8.8,18.1,-9.3,-0.93,-0.32
183,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,27-137,31,1442,47,42.2,16.0,15,80,7,16,16,6,1.90,34,16,+18,+1.12,+0.17,38.7,16.0,+22.7,+1.42,+0.79
184,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,21-205,0,,,,,0,,0,0,,3,,,,,,,,,,,
185,Harrison Ashby,sct SCO,DF,Newcastle Utd,eng Premier League,21-205,0,,,,,0,,0,0,,2,,,,,,,,,,,
186,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,22-149,21,728,35,21.3,8.1,7,63,0,14,21,15,1.19,9,10,-1,-0.12,+0.28,8.6,10.7,-2.1,-0.26,-0.12
187,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,20-303,8,167,21,5.5,1.9,0,,0,8,21,2,0.38,1,3,-2,-1.08,-0.86,3.2,2.7,+0.5,+0.25,+0.37
188,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-090,20,589,29,17.2,6.5,5,69,1,15,16,18,2.05,9,10,-1,-0.15,-1.11,10.7,7.8,+2.9,+0.44,-0.47
189,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-310,37,2868,78,83.9,31.9,31,89,27,6,20,0,1.16,36,46,-10,-0.31,-0.31,37.9,37.5,+0.3,+0.01,+0.52
190,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-350,12,261,22,7.6,2.9,2,81,1,10,10,9,2.42,5,3,+2,+0.69,-0.11,4.6,1.5,+3.1,+1.07,+0.67
191,Ander Astralaga,es ESP,GK,Barcelona,es La Liga,19-096,0,,,,,0,,0,0,,2,,,,,,,,,,,
192,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,27-021,18,779,43,22.8,8.7,8,66,2,10,25,2,1.56,10,6,+4,+0.46,+0.22,13.8,8.9,+4.9,+0.57,+0.30
193,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-286,7,174,25,5.1,1.9,2,64,0,5,9,5,1.00,0,5,-5,-2.59,-2.72,1.9,4.0,-2.1,-1.11,-1.42
194,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21-013,0,,,,,0,,0,0,,8,,,,,,,,,,,
195,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-354,15,554,37,16.2,6.2,5,62,0,10,24,5,1.07,3,8,-5,-0.81,-0.69,6.0,8.5,-2.5,-0.41,-0.39
196,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-354,1,9,9,0.3,0.1,0,,0,1,9,2,1.00,0,0,0,0.00,-1.32,0.4,0.1,+0.3,+2.87,+1.76
197,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-140,25,2250,90,65.8,25.0,25,90,25,0,,0,0.48,11,39,-28,-1.12,+0.34,21.4,37.7,-16.3,-0.65,+0.57
198,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-281,37,3061,83,89.5,34.0,35,85,28,2,45,1,0.51,23,64,-41,-1.21,+0.30,31.0,59.4,-28.4,-0.84,+0.10
199,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,29-047,3,77,26,2.3,0.9,1,44,0,2,17,9,1.67,1,0,+1,+1.17,+1.06,2.5,0.8,+1.6,+1.92,+2.02
200,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,29-047,4,132,33,3.9,1.5,1,71,0,3,20,6,0.00,1,4,-3,-2.05,-1.96,1.2,2.6,-1.5,-1.00,-0.73
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
201,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-165,24,1943,81,56.8,21.6,22,84,16,2,45,0,1.38,24,31,-7,-0.32,+1.08,22.7,32.7,-10.0,-0.46,+0.45
202,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,24-150,0,,,,,0,,0,0,,15,,,,,,,,,,,
203,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,32-098,23,1290,56,37.7,14.3,16,72,0,7,19,12,0.83,15,26,-11,-0.77,-0.05,15.1,20.5,-5.4,-0.37,+0.08
204,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,29-121,29,1709,59,50.0,19.0,23,68,1,6,23,3,1.31,18,17,+1,+0.05,+0.37,19.2,20.2,-1.0,-0.05,+0.22
205,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-269,24,1794,75,52.5,19.9,19,88,18,5,23,11,0.63,11,40,-29,-1.45,-0.24,19.0,28.4,-9.4,-0.47,0.00
206,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-299,27,1404,52,41.1,15.6,17,71,0,10,19,2,0.93,19,29,-10,-0.64,+0.25,17.9,25.9,-8.1,-0.52,+0.24
207,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,19-244,3,67,22,2.0,0.7,1,45,0,2,11,12,2.00,2,2,0,0.00,-0.51,2.7,1.5,+1.3,+1.72,+1.13
208,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,21-118,16,567,35,18.5,6.3,3,78,1,13,26,9,0.75,5,12,-7,-1.11,-0.06,8.3,9.7,-1.4,-0.22,+0.36
209,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,33-172,13,316,24,9.2,3.5,1,78,0,12,20,5,0.69,5,10,-5,-1.42,-0.70,4.7,7.2,-2.6,-0.73,-0.09
210,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31-269,38,2714,71,79.4,30.2,31,82,17,7,24,0,1.18,32,41,-9,-0.30,-0.30,29.7,40.2,-10.5,-0.35,-0.57
211,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-209,10,545,55,15.9,6.1,5,90,5,5,19,8,1.40,6,11,-5,-0.83,-0.54,5.7,7.3,-1.6,-0.26,-0.37
212,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-286,29,2054,71,60.1,22.8,22,89,21,7,14,4,0.79,27,48,-21,-0.92,-0.33,27.7,43.5,-15.8,-0.69,-0.43
213,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,22-058,1,1,1,0.0,0.0,0,,0,1,1,10,3.00,0,0,0,0.00,-0.24,0.0,0.0,0.0,0.00,-0.25
214,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,28-157,23,927,40,30.3,10.3,8,81,3,15,19,3,1.22,13,17,-4,-0.39,-0.89,17.8,13.6,+4.2,+0.41,+0.22
215,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-283,25,1527,61,44.6,17.0,16,82,12,9,23,6,1.12,17,21,-4,-0.24,0.00,22.5,27.1,-4.6,-0.27,-0.34
216,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-153,1,1,1,0.0,0.0,0,,0,1,1,18,3.00,0,0,0,0.00,-0.68,0.0,0.0,0.0,0.00,-0.75
217,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,es La Liga,27-136,29,1705,59,49.9,18.9,20,76,10,9,21,6,1.45,14,24,-10,-0.53,-0.74,16.6,25.5,-8.9,-0.46,-0.33
218,Srđan Babić,rs SRB,DF,Almería,es La Liga,27-046,34,2998,88,87.7,33.3,33,89,32,1,45,3,1.15,42,56,-14,-0.42,+0.01,39.5,51.7,-12.2,-0.37,+0.67
219,Loïc Bade,fr FRA,DF,Nott'ham Forest,eng Premier League,23-057,0,,,,,0,,0,0,,1,,,,,,,,,,,
220,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23-057,19,1449,76,42.4,16.1,16,88,15,3,11,1,1.84,24,16,+8,+0.50,+1.18,21.9,19.1,+2.8,+0.17,+0.66
221,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,23-057,1,90,90,2.6,1.0,1,90,1,0,,4,3.00,2,1,+1,+1.00,+0.22,1.2,1.4,-0.2,-0.25,-0.72
222,Édgar Badía,es ESP,GK,Elche,es La Liga,31-115,36,3240,90,94.7,36.0,36,90,36,0,,0,0.69,29,63,-34,-0.94,+0.56,35.8,67.0,-31.2,-0.87,-0.21
223,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,22-073,11,905,82,26.5,10.1,10,90,10,1,5,7,1.55,11,9,+2,+0.20,+0.59,14.0,12.3,+1.7,+0.17,+0.34
224,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,22-073,11,839,76,24.5,9.3,9,87,8,2,27,2,1.55,20,15,+5,+0.54,+0.29,14.5,15.2,-0.7,-0.07,-0.41
225,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21-322,35,1947,56,56.9,21.6,19,81,9,16,26,0,1.71,32,23,+9,+0.42,-0.19,36.3,30.6,+5.7,+0.26,-0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
226,Jaime Báez,uy URU,DF,Cremonese,it Serie A,28-043,2,96,48,2.8,1.1,1,61,0,1,35,13,0.00,0,2,-2,-1.87,-1.04,0.6,1.5,-0.9,-0.84,-0.12
227,Miguel Baeza,es ESP,MF,Celta Vigo,es La Liga,23-072,0,,,,,0,,0,0,,3,,,,,,,,,,,
228,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,19-085,0,,,,,0,,0,0,,12,,,,,,,,,,,
229,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,25-302,33,1967,60,57.5,21.9,26,70,4,7,21,0,1.61,27,32,-5,-0.23,-0.85,30.7,35.5,-4.8,-0.22,-0.38
230,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,29-056,17,543,32,15.9,6.0,5,64,1,12,19,7,2.06,8,10,-2,-0.33,-1.24,10.5,8.1,+2.4,+0.40,-0.24
231,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-340,2,126,63,3.7,1.4,1,90,1,1,36,14,0.50,2,3,-1,-0.71,+0.02,1.8,1.5,+0.3,+0.20,+0.65
232,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-162,7,51,7,1.5,0.6,0,,0,7,7,8,1.71,2,2,0,0.00,+0.11,0.8,1.6,-0.7,-1.26,-1.00
233,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-228,11,526,48,15.4,5.8,6,78,0,5,12,10,2.09,11,4,+7,+1.20,+0.54,12.5,6.6,+6.0,+1.02,+0.53
234,Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,24-099,19,940,49,27.5,10.4,8,80,4,11,27,1,1.21,8,14,-6,-0.57,-0.36,8.9,18.6,-9.7,-0.93,-0.58
235,Nedim Bajrami,al ALB,"FW,MF",Sassuolo,it Serie A,24-099,18,819,46,23.9,9.1,7,71,1,11,29,0,1.39,9,19,-10,-1.10,-0.96,11.7,11.9,-0.2,-0.02,-0.09
236,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,32-057,3,59,20,1.7,0.7,0,,0,3,20,2,2.33,1,1,0,0.00,-0.72,1.5,1.6,-0.1,-0.14,-0.75
237,Elias Bakatukanda,de GER,MF,Köln,de Bundesliga,19-055,0,,,,,0,,0,0,,2,,,,,,,,,,,
238,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-294,3,41,14,1.2,0.5,0,,0,3,14,30,2.00,1,1,0,0.00,-0.56,0.8,1.0,-0.2,-0.54,-1.01
239,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,22-352,28,1659,59,54.2,18.4,19,80,11,9,15,4,1.50,33,28,+5,+0.27,+0.08,25.1,22.9,+2.2,+0.12,-0.29
240,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,25-060,33,2580,78,84.3,28.7,29,86,23,4,25,0,1.48,52,41,+11,+0.38,+0.76,44.3,42.9,+1.4,+0.05,+0.32
241,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,20-076,26,1772,68,51.8,19.7,24,72,6,2,28,5,1.15,17,23,-6,-0.30,+0.02,18.9,26.2,-7.3,-0.37,+0.30
242,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-232,33,2471,75,72.3,27.5,30,81,21,3,9,4,2.45,48,15,+33,+1.20,-0.41,53.8,25.9,+27.9,+1.02,-0.35
243,Ibrahima Baldé,fr FRA,FW,Lens,fr Ligue 1,20-141,0,,,,,0,,0,0,,1,,,,,,,,,,,
244,Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20-362,31,2153,69,63.0,23.9,25,83,13,6,15,1,0.65,28,52,-24,-1.00,-0.15,22.7,45.6,-22.9,-0.95,+0.19
245,Gabriele Baldi,it ITA,GK,Roma,it Serie A,18-287,0,,,,,0,,0,0,,1,,,,,,,,,,,
246,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-155,19,478,25,14.0,5.3,5,72,0,14,9,13,2.05,9,4,+5,+0.94,+0.45,9.0,4.8,+4.2,+0.80,+0.07
247,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-098,3,115,38,3.4,1.3,1,69,0,2,23,27,1.00,1,3,-2,-1.57,-1.73,0.8,1.5,-0.6,-0.50,-0.99
248,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-132,35,2639,75,77.2,29.3,30,82,24,5,36,1,1.89,51,31,+20,+0.68,-0.12,48.4,33.6,+14.8,+0.51,-0.42
249,Dominic Ballard,eng ENG,"FW,MF",Southampton,eng Premier League,18-067,2,26,13,0.8,0.3,0,,0,2,13,0,0.50,0,0,0,0.00,+0.98,0.1,1.2,-1.0,-3.63,-3.04
250,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-157,37,3232,87,94.5,35.9,37,87,31,0,,0,1.30,43,47,-4,-0.11,+1.80,38.8,45.7,-7.0,-0.19,-0.65
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
251,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-155,10,523,52,15.3,5.8,5,90,5,5,15,24,1.80,6,8,-2,-0.34,-1.06,8.4,7.6,+0.9,+0.15,-0.37
252,Kofi Balmer,nir NIR,DF,Crystal Palace,eng Premier League,22-261,0,,,,,0,,0,0,,3,,,,,,,,,,,
253,Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21-339,37,2999,81,87.7,33.3,34,86,19,3,29,0,1.35,42,37,+5,+0.15,+1.22,56.9,45.2,+11.7,+0.35,+0.96
254,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,33-043,21,1364,65,39.9,15.2,12,90,12,9,32,14,0.52,17,36,-19,-1.25,+0.02,16.9,23.5,-6.6,-0.44,+0.19
255,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,27-073,34,2783,82,81.4,30.9,32,86,23,2,24,0,1.76,54,41,+13,+0.42,-0.71,54.6,34.6,+20.0,+0.65,-0.51
256,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-275,28,1515,54,44.3,16.8,18,70,2,10,26,0,0.82,23,31,-8,-0.48,+0.56,21.9,28.1,-6.2,-0.37,+0.28
257,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,22-129,36,1635,45,47.8,18.2,19,69,3,17,19,1,0.97,14,20,-6,-0.33,+0.02,15.9,21.4,-5.5,-0.30,-0.27
258,Mauro Bandeira,pt POR,MF,Arsenal,eng Premier League,19-201,0,,,,,0,,0,0,,2,,,,,,,,,,,
259,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,28-070,35,2265,65,66.2,25.2,28,74,3,7,26,1,1.17,24,27,-3,-0.12,+0.58,24.9,34.7,-9.8,-0.39,+0.37
260,Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,30-285,28,1726,62,50.5,19.2,24,69,1,4,19,1,1.29,28,30,-2,-0.10,+0.64,20.6,28.7,-8.2,-0.43,+0.05
261,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,25-060,23,618,27,18.1,6.9,4,68,0,19,18,5,1.35,12,6,+6,+0.87,+0.68,9.8,8.1,+1.6,+0.24,+0.07
