Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
20,Che Adams,sct SCO,FW,Southampton,eng Premier League,26-328,22.1,498,490,7,0,6,7,12,4,0,0,0,0,330,1,17
21,Tyler Adams,us USA,MF,Leeds United,eng Premier League,24-112,24.0,1343,1271,72,58,1,2,2,14,0,0,0,0,1108,0,24
22,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30-014,7.2,179,159,19,0,1,1,13,6,0,0,0,0,123,1,8
23,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25-255,23.2,1300,1235,58,47,2,12,2,7,0,0,0,0,1066,7,10
24,Martin Adeline,fr FRA,"MF,FW",Reims,fr Ligue 1,19-186,1.2,41,38,3,1,0,0,0,1,1,0,0,0,29,0,1
25,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21-139,15.4,457,431,23,3,2,1,25,12,8,7,1,0,335,3,21
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
26,Amine Adli,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23-027,15.9,565,535,23,4,3,2,18,5,8,2,2,0,427,7,19
27,Yacine Adli,fr FRA,"MF,FW",Milan,it Serie A,22-312,1.6,76,72,4,1,0,1,6,1,2,0,2,0,49,0,5
28,Michel Aebischer,ch SUI,"FW,MF",Bologna,it Serie A,26-151,17.1,674,641,30,10,0,3,21,13,4,1,3,0,557,3,16
29,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,it Serie A,20-138,9.1,193,185,8,2,0,1,4,5,0,0,0,0,146,0,4
30,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,25-354,26.5,1493,1433,56,50,7,18,2,4,0,0,0,0,1281,4,11
31,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,22-162,7.5,241,169,72,10,0,0,0,0,0,0,0,0,171,0,0
32,Lucien Agoume,fr FRA,MF,Troyes,fr Ligue 1,21-117,12.2,744,720,21,15,3,8,9,2,4,3,0,0,619,3,12
33,Felix Agu,de GER,"DF,FW",Werder Bremen,de Bundesliga,23-252,0.5,25,19,6,0,0,0,1,6,0,0,0,0,16,0,2
34,Álvaro Aguado,es ESP,MF,Valladolid,es La Liga,27-036,21.0,1142,1040,95,50,3,39,57,5,35,3,24,0,930,7,17
35,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,24-204,23.7,735,711,17,2,5,1,34,7,5,3,2,0,531,7,39
36,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,27-068,17.7,763,723,36,29,0,21,0,0,0,0,0,0,599,4,5
37,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,30-041,13.0,847,696,149,18,0,3,39,131,0,0,0,0,696,2,22
38,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,eng Premier League,21-069,1.0,46,45,1,0,0,0,2,0,0,0,0,0,37,0,0
39,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,21-069,15.5,529,514,13,4,2,1,6,5,0,0,0,0,449,2,13
40,Amar Ahmed,se SWE,FW,Troyes,fr Ligue 1,19-107,0.2,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
41,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,29-078,14.4,592,576,16,13,3,6,5,1,0,0,0,0,447,0,11
42,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27-250,34.7,1766,1710,51,42,0,5,2,8,0,0,0,0,1525,5,13
43,Ola Aina,ng NGA,DF,Torino,it Serie A,26-241,9.7,544,432,108,8,0,3,35,97,3,0,0,0,402,4,17
44,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,22-000,12.0,578,487,89,5,0,2,21,81,3,1,2,0,470,2,18
45,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,22-163,18.4,817,715,100,24,1,6,4,67,0,0,0,0,646,2,13
46,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25-050,8.5,345,293,51,7,0,4,6,44,0,0,0,0,259,1,8
47,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,29-101,8.6,255,242,10,1,3,3,0,0,0,0,0,0,178,3,1
48,Ludovic Ajorque,fr FRA,"FW,MF",Mainz 05,de Bundesliga,29-101,13.5,415,398,14,1,1,5,4,2,0,0,0,0,243,3,11
49,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27-322,25.4,2056,1999,55,28,0,8,6,27,0,0,0,0,1912,2,8
50,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,28-108,20.8,1813,1685,126,35,1,6,15,91,0,0,0,0,1639,2,26
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
51,Sergio Akieme,es ESP,DF,Almería,es La Liga,25-172,25.5,1061,824,230,25,3,13,70,205,0,0,0,0,821,7,20
52,Babatunde Akinsola,ng NGA,FW,Valladolid,es La Liga,20-088,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
53,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,21-101,4.5,168,161,5,1,0,0,10,3,1,1,0,0,130,2,6
54,Paul Akouokou,ci CIV,"MF,DF",Betis,es La Liga,25-168,5.0,174,168,4,2,1,2,0,2,0,0,0,0,160,2,3
55,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",Empoli,it Serie A,30-238,15.1,406,396,9,7,1,3,11,2,0,0,0,0,302,1,20
56,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28-048,21.7,1024,966,56,30,1,14,8,26,0,0,0,0,814,2,18
57,David Alaba,at AUT,DF,Real Madrid,es La Liga,30-347,20.4,1189,1082,98,45,4,3,26,46,3,3,0,0,1042,9,11
58,Ángel Alarcón,es ESP,"MF,FW",Barcelona,es La Liga,19-022,0.3,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
59,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,24-138,2.5,95,88,7,5,1,3,6,0,2,1,1,0,78,0,0
60,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,de Bundesliga,30-241,3.7,85,80,5,0,0,0,0,0,0,0,0,0,56,0,1
61,Jordi Alba,es ESP,DF,Barcelona,es La Liga,34-077,15.8,1460,1277,178,40,4,8,91,137,1,0,0,0,1217,5,24
62,Luis Alberto,es ESP,MF,Lazio,it Serie A,30-251,27.1,1988,1732,246,81,14,7,147,7,117,55,49,0,1640,10,30
63,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37-275,23.5,1472,1428,42,34,0,15,1,0,0,0,0,0,1303,2,7
64,Marc Albrighton,eng ENG,"FW,MF",Leicester City,eng Premier League,33-200,2.6,148,130,17,1,1,0,28,7,7,1,3,2,89,1,10
65,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,32-056,13.9,1097,1063,31,23,8,15,3,6,0,0,0,0,946,3,22
66,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,eng Premier League,20-188,11.4,290,279,9,1,2,4,4,1,0,0,0,0,222,2,10
67,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32-036,22.7,1046,978,63,44,6,27,44,0,15,9,2,2,827,5,17
68,Omar Alderete,py PAR,DF,Getafe,es La Liga,26-162,22.7,877,826,37,30,1,25,7,7,0,0,0,0,509,14,13
69,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,28-116,14.6,392,365,25,5,1,0,108,13,7,2,4,0,219,2,26
70,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,20-220,4.5,145,96,48,13,0,0,0,0,0,0,0,0,95,1,0
71,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,25-152,23.5,809,782,21,8,3,10,43,2,9,5,4,0,607,6,18
72,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24-242,32.5,2912,2393,509,70,26,59,252,341,98,16,74,1,2188,10,37
73,Alejandro Alfaro,es ESP,MF,Elche,es La Liga,20-356,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74,Ángel Algobia,es ESP,MF,Getafe,es La Liga,23-348,12.6,521,502,17,15,0,5,11,0,1,1,0,0,420,2,8
75,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,19-138,6.5,165,158,6,0,0,0,30,0,2,1,1,0,108,1,6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
76,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21-323,2.0,101,84,17,0,0,0,7,17,0,0,0,0,74,0,2
77,Alisson,br BRA,GK,Liverpool,eng Premier League,30-247,37.0,1453,1199,250,57,0,2,0,0,0,0,0,0,1241,4,1
78,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,fr Ligue 1,28-099,24.9,848,789,58,7,0,3,65,50,0,0,0,0,658,1,32
79,Dele Alli,eng ENG,MF,Everton,eng Premier League,27-056,0.4,15,13,2,1,0,0,0,0,0,0,0,0,12,0,0
80,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,23-007,28.2,1402,1226,164,72,7,12,127,13,63,22,17,0,1110,12,18
81,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,29-116,27.7,982,946,30,0,3,4,26,18,11,0,0,0,811,6,29
82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32-160,13.0,1005,956,47,16,1,11,23,16,12,6,4,0,896,2,8
83,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33-329,15.1,686,527,157,8,0,0,27,149,0,0,0,0,448,2,21
84,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,de Bundesliga,30-098,2.6,91,84,5,3,1,1,2,0,2,1,1,0,64,2,1
85,Carlos Álvarez,es ESP,FW,Sevilla,es La Liga,19-304,0.1,,,,,,,0,,,,,,,,
86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,23-074,16.7,579,431,147,6,0,2,23,141,0,0,0,0,350,1,16
87,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,23-126,16.3,503,478,21,2,7,3,26,4,4,3,0,0,395,4,17
88,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,it Serie A,22-018,4.1,84,76,8,0,0,1,4,0,3,0,3,0,68,0,1
89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,28-133,25.9,1392,1308,80,72,5,35,9,2,0,0,0,0,1123,4,12
90,Ibrahim Amadou,fr FRA,"DF,MF",Angers,fr Ligue 1,30-061,4.7,190,186,4,4,0,0,1,0,0,0,0,0,161,0,5
91,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,26-203,3.0,83,80,3,0,0,1,2,2,0,0,0,0,63,0,1
92,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,28-167,17.9,1114,1092,20,15,2,2,0,5,0,0,0,0,1015,2,2
93,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26-325,13.6,299,278,20,1,1,1,16,8,0,0,0,0,215,1,16
94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,29-089,2.2,96,69,27,1,0,0,6,26,0,0,0,0,51,0,5
95,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,19-001,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,25-118,26.3,1110,869,238,14,1,2,39,222,2,0,1,0,830,3,31
97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21-154,0.6,16,9,7,0,0,0,0,3,0,0,0,0,11,0,1
98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,21-154,23.2,1032,948,81,33,0,0,5,48,0,0,0,0,821,3,23
99,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,26-222,10.9,507,472,32,14,4,4,16,4,9,2,7,0,423,3,15
100,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16-323,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
101,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,22-265,29.3,1548,1426,116,46,3,17,11,47,0,0,0,0,1254,6,20
102,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,26-289,22.2,1490,1396,91,80,1,22,26,9,1,0,0,0,1323,3,25
103,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,19-023,3.3,185,174,11,0,0,1,14,11,0,0,0,0,155,0,5
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27-006,30.9,1972,1840,123,107,4,44,10,13,1,0,0,0,1561,9,13
105,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,20-212,4.6,198,193,3,0,1,0,9,2,1,0,0,0,150,2,10
106,Felipe Anderson,br BRA,FW,Lazio,it Serie A,30-052,32.9,1410,1370,34,2,4,8,50,21,3,1,2,0,1093,6,41
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32-307,32.4,2324,2262,54,49,8,23,14,5,0,0,0,0,1942,8,31
108,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27-340,16.1,428,391,35,0,0,4,1,0,0,0,0,0,320,2,16
109,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,28-257,26.7,1455,1404,49,42,0,4,4,5,0,0,0,0,1218,2,12
110,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,26-153,29.1,1544,1160,366,42,1,16,179,276,48,18,23,0,1012,18,40
111,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,29-083,6.5,260,190,70,3,0,2,12,67,0,0,0,0,153,0,13
112,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,23-187,14.0,526,480,45,9,2,5,43,21,14,9,1,1,387,1,18
113,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,20-292,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,0
114,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26-321,32.6,2059,1854,201,64,4,21,31,136,0,0,0,0,1629,4,31
115,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22-334,1.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
116,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18-313,0.5,10,9,1,1,0,0,1,0,0,0,0,0,8,0,1
117,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22-358,6.6,420,418,2,2,1,0,0,0,0,0,0,0,380,0,5
118,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33-070,20.3,348,335,12,1,1,1,35,8,0,0,0,0,186,1,18
119,Antony,br BRA,FW,Manchester Utd,eng Premier League,23-102,20.0,819,804,15,1,3,2,32,13,1,0,0,0,651,0,29
120,Valentin Antov,bg BUL,DF,Monza,it Serie A,22-209,3.4,229,213,16,4,0,1,2,12,0,0,0,0,201,0,1
121,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29-119,22.0,712,513,195,3,2,2,63,180,4,0,0,0,432,4,32
122,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,28-142,2.3,40,39,1,0,0,0,1,1,0,0,0,0,30,0,4
123,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,24-341,5.8,370,361,9,4,1,3,6,1,3,0,0,0,299,0,9
124,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20-326,2.8,154,133,21,8,0,4,17,3,8,2,4,0,115,0,4
125,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30-362,8.8,468,393,74,5,0,0,21,69,0,0,0,0,339,1,8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
126,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18-344,0.7,27,26,1,1,0,1,2,0,0,0,0,0,19,0,2
127,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27-249,11.0,421,355,66,44,0,6,42,0,22,14,7,1,326,0,7
128,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,34-050,5.5,311,290,20,12,0,0,12,1,7,4,3,0,248,1,3
129,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24-091,20.0,1287,1207,75,41,2,19,5,25,0,0,0,0,1139,5,6
130,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21-320,0.5,12,11,1,1,0,0,1,0,0,0,0,0,8,0,1
131,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,19-206,1.4,17,15,2,0,0,0,1,1,0,0,0,0,10,0,1
132,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30-099,3.4,92,59,32,2,0,0,0,0,0,0,0,0,67,1,0
133,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26-320,13.6,385,376,9,0,0,0,8,2,0,0,0,0,280,0,16
134,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,26-116,14.8,302,267,35,0,0,4,14,3,0,0,0,0,220,0,21
135,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,31-068,15.6,676,634,40,4,3,3,37,14,2,0,2,0,531,2,24
136,Marko Arnautović,at AUT,FW,Bologna,it Serie A,34-048,17.0,467,420,40,0,3,0,9,4,0,0,0,0,328,7,15
137,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29-010,30.7,1642,1335,296,177,6,32,154,9,87,57,28,0,1269,11,9
138,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,19-061,0.0,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0
139,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,21-249,0.2,11,9,2,0,0,0,1,0,2,1,0,0,9,0,0
140,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,28-246,28.5,1046,805,241,59,0,3,0,0,0,0,0,0,871,0,1
141,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,19-285,0.2,5,5,0,0,0,1,1,0,0,0,0,0,0,0,2
142,Tolgay Arslan,de GER,MF,Udinese,it Serie A,32-294,13.4,605,556,48,27,0,15,28,6,14,7,1,0,485,1,14
143,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,20-121,1.5,47,47,0,0,0,0,0,0,0,0,0,0,37,0,3
144,Arthur,br BRA,FW,Fiorentina,it Serie A,25-042,15.9,271,253,16,0,1,1,4,3,0,0,0,0,183,2,14
145,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,25-032,5.4,226,188,35,7,0,3,14,26,2,1,1,0,150,3,16
146,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28-208,19.0,342,336,4,1,2,0,28,2,1,0,0,0,237,2,16
147,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,26-101,8.1,435,412,21,11,0,4,5,5,5,0,3,0,358,2,9
148,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-343,10.0,353,234,118,26,0,2,0,0,0,0,0,0,233,1,1
149,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,27-136,16.0,802,722,76,18,5,7,82,8,48,25,7,0,650,4,28
150,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,22-148,8.1,269,234,34,11,0,8,19,5,15,7,6,0,165,1,8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
151,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,20-302,1.9,63,62,1,0,0,0,3,0,0,0,0,0,37,0,4
152,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-089,6.5,457,426,30,13,1,5,21,1,16,5,9,0,402,1,4
153,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-309,31.9,1227,1146,75,23,15,15,45,11,23,8,6,0,936,6,33
154,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-349,2.9,155,127,27,5,0,0,4,22,0,0,0,0,127,1,2
155,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,27-020,8.7,509,432,77,11,1,1,40,66,0,0,0,0,408,0,19
156,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-285,1.9,48,48,0,0,0,1,1,0,0,0,0,0,41,0,1
157,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-353,6.2,111,101,10,0,0,0,3,0,0,0,0,0,82,0,5
158,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-353,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
159,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-139,25.0,919,628,286,86,0,0,0,0,0,0,0,0,617,5,2
160,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-280,34.0,1774,1408,365,49,0,5,170,295,21,6,15,0,1283,1,71
161,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,29-046,0.9,43,34,9,1,0,0,5,8,0,0,0,0,26,0,0
162,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,29-046,1.5,70,60,10,0,0,0,6,10,0,0,0,0,49,0,0
163,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-164,21.6,943,758,183,16,1,0,40,167,0,0,0,0,667,2,28
164,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,32-097,14.3,597,530,64,20,4,18,65,10,24,13,7,0,451,3,15
165,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,29-120,19.0,526,478,43,10,2,24,81,8,15,6,7,0,287,5,21
166,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-268,19.9,714,693,21,21,0,1,0,0,0,0,0,0,607,0,2
167,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-298,15.6,223,220,3,0,2,1,3,1,0,0,0,0,143,0,9
168,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,19-243,0.7,23,22,0,0,1,0,0,0,0,0,0,0,20,1,0
169,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,21-117,6.3,280,220,56,4,1,1,23,51,1,0,0,0,178,4,13
170,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,33-171,3.5,73,68,5,0,0,0,1,0,1,0,0,0,53,0,0
171,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31-268,30.2,875,860,13,3,5,1,43,9,0,0,0,0,676,2,34
172,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-208,6.1,332,311,20,15,0,7,0,2,0,0,0,0,288,1,2
173,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-285,22.8,1132,912,212,22,0,11,62,190,0,0,0,0,786,8,46
174,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,22-057,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,28-156,10.3,247,232,13,0,2,0,0,1,0,0,0,0,162,2,10
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
176,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-282,17.0,1065,893,169,30,0,0,26,139,0,0,0,0,872,3,14
177,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-152,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,es La Liga,27-135,18.9,584,571,10,9,1,7,0,1,0,0,0,0,476,3,9
179,Srđan Babić,rs SRB,DF,Almería,es La Liga,27-045,33.3,1373,1295,71,65,1,12,2,5,0,0,0,0,1172,7,9
180,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23-056,16.1,847,829,15,12,0,0,4,2,0,0,0,0,735,3,9
181,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,23-056,1.0,59,59,0,0,0,0,0,0,0,0,0,0,52,0,0
