Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
474,José Carlos Lazo,es ESP,"MF,FW",Almería,es La Liga,27-110,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
475,José Carlos Lazo,es ESP,"MF,FW",Espanyol,es La Liga,27-110,1.8,35,31,3,0,0,0,4,1,2,0,0,0,25,1,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
476,Carmona,es ESP,"MF,DF",Elche,es La Liga,21-128,6.5,186,157,28,2,0,1,12,26,0,0,0,0,129,1,9
477,Carmona,es ESP,DF,Sevilla,es La Liga,21-128,5.9,330,297,32,7,0,2,11,24,0,0,0,0,269,1,3
478,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22-340,27.0,954,648,300,97,0,6,0,0,0,0,0,0,565,6,0
479,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,es La Liga,29-275,25.7,1091,929,156,27,4,7,107,66,63,37,9,0,863,6,31
480,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31-146,19.8,1333,1185,146,15,2,10,49,131,0,0,0,0,1133,2,27
481,Fabio Carvalho,pt POR,"MF,FW",Liverpool,eng Premier League,20-280,3.9,143,140,2,0,0,0,2,1,0,0,0,0,117,1,3
482,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,24-039,1.5,53,29,23,9,0,0,0,0,0,0,0,0,21,1,0
483,William Carvalho,pt POR,MF,Betis,es La Liga,31-060,27.1,1745,1696,43,42,13,19,5,1,0,0,0,0,1510,6,20
484,Nicolò Casale,it ITA,DF,Lazio,it Serie A,25-112,27.1,1616,1535,79,72,2,9,0,3,0,0,0,0,1485,2,8
485,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-103,23.6,1439,1408,24,22,12,13,19,1,0,0,0,0,1114,7,29
486,Casemiro,br BRA,MF,Real Madrid,es La Liga,31-103,0.1,8,8,0,0,0,1,0,0,0,0,0,0,7,0,0
487,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,25-303,20.2,1006,809,194,18,2,6,46,176,0,0,0,0,777,3,24
488,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,23-148,0.1,6,3,3,0,0,0,0,3,0,0,0,0,6,0,0
489,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,27-183,36.2,1836,1545,287,17,3,2,58,270,0,0,0,0,1470,4,43
490,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,33-161,15.7,807,729,73,41,4,10,38,8,18,11,6,0,624,5,12
491,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30-346,34.0,1585,1210,374,116,0,11,0,0,0,0,0,0,1220,1,0
492,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,24-246,28.9,397,352,41,0,4,1,10,1,0,0,0,0,244,4,19
493,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28-131,28.5,1373,1305,66,34,0,6,13,32,0,0,0,0,1130,2,6
494,Samu Castillejo,es ESP,"FW,MF",Valencia,es La Liga,28-139,15.1,622,551,68,19,2,6,87,8,40,21,10,0,474,3,15
495,Jonny Castro,es ESP,DF,Wolves,eng Premier League,29-095,14.0,832,698,132,12,3,1,18,120,0,0,0,0,701,2,23
496,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,26-109,8.0,241,224,16,10,1,1,12,1,3,0,2,0,188,1,6
497,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28-304,21.4,1325,1245,76,40,3,5,44,3,33,6,20,0,1147,4,14
498,Catena,es ESP,DF,Rayo Vallecano,es La Liga,28-221,34.5,1825,1719,97,92,2,49,1,3,0,0,0,0,1505,9,7
499,Yoann Cathline,fr FRA,"FW,MF",Lorient,fr Ligue 1,20-319,12.1,361,327,33,6,1,0,48,20,7,2,4,0,241,1,21
500,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26-110,24.7,1126,1057,69,44,1,10,3,3,0,0,0,0,996,0,11
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
501,Edinson Cavani,uy URU,FW,Valencia,es La Liga,36-112,16.1,354,325,26,0,4,4,3,0,0,0,0,0,263,3,7
502,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,26-303,17.4,1504,1437,57,26,6,26,16,20,9,2,2,0,1362,10,25
503,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,27-167,0.5,14,10,4,1,0,0,0,3,0,0,0,0,10,0,0
504,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,31-026,15.8,623,572,51,20,0,2,6,28,0,0,0,0,479,0,15
505,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,29-081,20.1,394,370,20,0,0,2,15,5,1,0,0,0,226,4,17
506,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,21-276,5.7,169,166,3,0,1,0,6,3,0,0,0,0,123,0,11
507,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26-109,16.7,927,733,192,12,0,4,42,180,0,0,0,0,697,2,20
508,Álex Centelles,es ESP,DF,Almería,es La Liga,25-210,12.5,577,446,130,24,0,4,46,106,0,0,0,0,412,1,20
509,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27-141,18.8,945,794,149,8,2,1,67,141,0,0,0,0,715,2,22
510,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,24-153,5.0,195,156,39,11,0,0,0,0,0,0,0,0,148,0,0
511,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,29-011,21.0,874,771,99,12,1,1,113,43,44,9,27,0,620,4,30
512,Julio César Enciso,py PAR,"FW,MF",Brighton,eng Premier League,19-134,9.0,258,249,8,0,3,1,12,3,0,0,0,0,179,1,5
513,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,28-078,6.0,,,,,,,0,,,,,,,,
514,Julian Chabot,de GER,DF,Köln,de Bundesliga,25-114,20.0,1184,1106,76,43,1,3,3,1,0,0,0,0,975,2,5
515,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,25-060,3.7,138,134,4,3,0,0,1,0,0,0,0,0,120,0,0
516,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,18-021,6.5,465,453,12,2,0,1,0,10,0,0,0,0,430,0,1
517,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,20-190,26.0,1018,975,37,8,6,13,57,14,8,1,4,0,742,6,33
518,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,28-176,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
519,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23-336,17.9,1200,1132,66,23,0,4,13,43,0,0,0,0,1051,2,11
520,Calum Chambers,eng ENG,"DF,MF",Aston Villa,eng Premier League,28-137,3.9,207,191,13,4,0,1,4,9,0,0,0,0,157,3,1
521,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,33-069,1.0,61,43,17,0,0,0,3,17,0,0,0,0,36,1,2
522,Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,fr Ligue 1,34-161,2.8,89,78,11,0,0,2,1,1,0,0,0,0,79,0,2
523,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-166,27.7,1318,1236,78,76,0,23,6,2,0,0,0,0,1060,4,6
524,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,19-213,0.3,25,22,3,1,0,0,0,1,0,0,0,0,23,0,1
525,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,32-091,27.0,1068,1010,51,33,5,8,29,12,6,4,2,0,875,7,31
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
526,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25-057,4.1,178,155,22,0,1,3,13,19,2,0,1,0,126,1,12
527,Ivane Chegra,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,19-095,2.1,40,37,3,0,1,0,4,0,3,0,3,0,21,0,2
528,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,25-302,0.4,19,19,0,0,1,0,0,0,0,0,0,0,14,0,0
529,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,19-293,20.8,1094,989,101,19,13,8,91,19,55,18,27,0,844,4,22
530,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,28-135,2.3,118,99,19,0,0,0,5,19,0,0,0,0,102,0,2
531,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-212,32.0,1010,854,154,49,2,2,0,0,0,0,0,0,779,2,0
532,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,18-001,0.7,22,20,2,2,0,1,0,0,0,0,0,0,15,0,1
533,Federico Chiesa,it ITA,"DF,MF",Juventus,it Serie A,25-224,9.5,338,306,32,5,1,5,43,20,7,0,5,0,246,0,15
534,Ben Chilwell,eng ENG,"DF,MF",Chelsea,eng Premier League,26-167,15.6,977,774,198,25,2,5,92,121,52,25,20,0,762,5,18
535,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,33-204,10.9,410,386,24,21,1,1,0,0,0,0,0,0,344,0,2
536,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26-014,22.5,1360,1284,71,49,1,17,13,3,0,0,0,0,1163,5,15
537,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-255,27.3,1092,1033,55,40,5,11,33,4,11,4,6,0,867,4,19
538,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,27-057,19.6,1507,1445,62,48,3,14,1,10,0,0,0,0,1416,0,7
539,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,24-076,33.0,1218,858,354,119,0,3,0,0,0,0,0,0,777,6,0
540,Ryan Christie,sct SCO,"MF,FW",Bournemouth,eng Premier League,28-104,20.4,651,621,28,3,6,7,32,4,20,11,5,0,521,2,16
541,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,19-229,3.9,203,202,1,0,0,2,3,0,0,0,0,0,179,0,6
542,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,24-015,26.0,908,873,30,3,9,4,28,15,12,3,0,0,697,5,32
543,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22-330,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23-093,10.7,440,412,25,23,0,5,0,2,0,0,0,0,364,3,5
545,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,31-075,7.5,420,369,48,25,1,0,22,1,10,0,8,0,326,3,9
546,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,21-135,3.1,113,101,11,1,0,0,10,9,1,1,0,0,75,1,6
547,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37-310,11.8,195,185,9,0,2,1,2,0,0,0,0,0,120,1,7
548,Tio Cipot,si SVN,"FW,DF",Spezia,it Serie A,20-047,1.5,59,53,6,1,1,0,7,4,1,1,0,0,40,0,4
549,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,29-082,14.2,700,676,21,20,0,15,3,1,0,0,0,0,575,3,12
550,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,20-302,0.4,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
551,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,28-117,30.6,1335,1132,200,23,1,2,98,145,32,0,26,0,1061,3,16
552,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18-119,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
553,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,25-000,0.7,25,25,0,0,0,1,1,0,0,0,0,0,20,0,2
554,Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,fr Ligue 1,25-000,6.7,240,236,3,0,2,0,7,0,3,2,0,0,201,1,6
555,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-254,28.8,1461,1223,233,15,8,6,110,211,7,1,5,0,1091,5,39
556,Carlos Clerc,es ESP,"DF,MF",Elche,es La Liga,31-105,29.3,1397,1124,267,30,1,8,89,234,3,0,3,0,1040,6,36
557,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,32-062,18.2,832,674,156,7,0,3,21,149,0,0,0,0,654,2,12
558,Conor Coady,eng ENG,DF,Everton,eng Premier League,30-101,23.3,1209,1169,35,31,1,10,1,3,0,0,0,0,1025,5,1
559,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,19-169,0.4,12,11,1,0,0,0,0,1,0,0,0,0,11,0,0
560,Marcus Coco,fr FRA,"FW,MF",Nantes,fr Ligue 1,26-347,7.1,244,225,18,3,0,0,24,11,4,0,4,0,175,1,9
561,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,31-106,6.5,353,340,12,4,0,4,5,8,0,0,0,0,287,1,3
562,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,33-225,5.5,143,139,4,2,0,0,1,1,0,0,0,0,119,0,3
563,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34-238,18.4,789,615,174,10,0,3,22,164,0,0,0,0,597,0,20
564,David Čolina,hr CRO,"DF,FW",Augsburg,de Bundesliga,22-322,1.8,71,53,18,1,0,1,6,17,0,0,0,0,41,0,5
565,Álex Collado,es ESP,MF,Elche,es La Liga,24-045,8.1,336,317,19,3,1,5,18,4,12,7,1,0,276,0,13
566,Diego Collado,es ESP,FW,Villarreal,es La Liga,22-148,0.1,7,7,0,0,0,0,2,0,0,0,0,0,5,0,1
567,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,30-225,15.4,714,681,32,22,0,4,0,3,0,0,0,0,615,1,1
568,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,22-037,20.2,1138,1112,23,17,0,9,0,6,0,0,0,0,1001,3,5
569,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,21-090,16.8,332,316,13,0,0,9,10,2,0,0,0,0,208,3,14
570,Andrea Colpani,it ITA,MF,Monza,it Serie A,24-026,10.5,409,374,30,4,3,8,33,3,22,4,18,0,319,5,9
571,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,20-100,13.6,1165,1096,64,27,2,1,1,11,0,0,0,0,1027,5,6
572,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,26-358,15.7,806,788,15,1,4,8,74,12,2,0,1,0,640,3,20
573,Eray Cömert,ch SUI,DF,Valencia,es La Liga,25-122,18.6,945,890,53,44,0,24,1,0,0,0,0,0,815,2,6
574,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,26-244,27.2,1240,1199,37,31,0,10,17,2,0,0,0,0,1024,4,24
575,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36-130,35.0,1427,1042,383,98,0,2,0,0,0,0,0,0,1130,2,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
576,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,25-074,14.6,754,613,138,12,2,5,37,126,0,0,0,0,591,3,30
577,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,29-096,0.3,11,7,4,0,0,0,0,4,0,0,0,0,6,0,0
578,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26-123,19.1,751,692,56,32,1,3,45,0,15,15,0,0,593,3,20
579,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,32-048,10.6,459,445,13,11,0,6,1,2,0,0,0,0,369,1,2
580,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,31-280,15.8,789,756,33,29,0,8,1,4,0,0,0,0,620,0,3
581,Copete,es ESP,DF,Mallorca,es La Liga,23-239,24.5,880,829,43,36,0,14,9,7,0,0,0,0,668,8,21
582,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19-160,13.1,557,499,55,12,0,2,3,43,0,0,0,0,403,3,10
583,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32-024,8.3,311,300,7,7,1,3,5,0,0,0,0,0,265,4,5
584,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,32-217,8.7,371,299,71,5,0,0,43,59,7,0,5,0,257,1,11
585,Alex Cordaz,it ITA,GK,Inter,it Serie A,40-156,0.3,20,15,5,0,0,0,0,0,0,0,0,0,11,0,1
586,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,26-252,2.7,97,93,2,0,0,0,6,1,0,0,0,0,72,2,7
587,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,30-151,1.2,42,40,2,1,0,1,3,1,0,0,0,0,33,0,2
588,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28-089,16.2,520,493,23,2,2,5,22,2,9,1,5,0,406,4,16
589,Joaquín Correa,ar ARG,FW,Inter,it Serie A,28-297,10.6,283,274,6,1,4,1,2,3,0,0,0,0,224,3,13
590,Thierry Correia,pt POR,DF,Valencia,es La Liga,24-089,22.3,1363,1136,224,28,1,7,87,196,0,0,0,0,1047,3,34
591,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,22-132,0.1,6,6,0,0,0,0,1,0,0,0,0,0,5,0,0
592,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29-328,13.7,607,460,144,0,0,3,52,143,1,0,1,0,372,3,20
593,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,22-152,15.6,761,739,18,5,3,1,52,6,7,4,2,0,615,4,13
594,Diego Costa,es ESP,FW,Wolves,eng Premier League,34-242,13.8,221,204,17,1,1,0,6,0,1,0,0,0,158,0,13
595,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35-080,28.9,1165,946,210,12,0,9,75,198,0,0,0,0,854,9,31
596,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22-066,4.6,230,225,5,4,0,0,0,1,0,0,0,0,194,0,3
597,Nuno da Costa,cv CPV,"FW,MF",Auxerre,fr Ligue 1,32-116,22.3,381,364,17,1,3,4,15,0,0,0,0,0,261,0,10
598,Samu Costa,pt POR,MF,Almería,es La Liga,22-191,22.1,1097,1048,41,37,4,12,8,4,0,0,0,0,864,8,28
599,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35-338,19.0,593,373,218,81,0,3,0,0,0,0,0,0,414,2,0
600,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30-288,23.7,1174,907,260,16,0,0,113,244,0,0,0,0,730,7,47
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
601,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27-057,32.1,1174,1149,23,20,3,5,10,3,0,0,0,0,978,2,26
602,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,19-235,0.5,46,46,0,0,0,0,0,0,0,0,0,0,45,0,1
603,Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,de Bundesliga,22-108,3.6,141,126,14,3,0,1,10,10,1,1,0,0,98,1,13
604,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,31-026,31.0,1136,942,192,40,0,3,0,0,0,0,0,0,980,2,1
605,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,37-078,21.6,1197,1133,59,57,6,7,5,2,0,0,0,0,1006,5,15
606,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,30-359,8.8,384,352,30,13,5,1,19,5,6,3,1,0,288,2,7
607,Yan Couto,br BRA,"DF,MF",Girona,es La Liga,21-003,12.9,598,525,72,5,0,5,63,66,1,1,0,0,444,1,17
608,Conor Coventry,ie IRL,"MF,FW",West Ham,eng Premier League,23-073,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,24-149,14.2,592,498,90,8,1,2,14,82,0,0,0,0,429,4,16
610,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,24-149,1.1,44,41,3,1,0,0,0,2,0,0,0,0,33,0,0
611,Alessio Cragno,it ITA,GK,Monza,it Serie A,28-343,1.0,31,24,7,1,0,0,0,0,0,0,0,0,29,0,0
612,Matthew Craig,sct SCO,MF,Tottenham,eng Premier League,20-051,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
613,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,33-173,24.8,1448,1157,288,40,1,5,133,192,56,5,44,1,1127,3,35
614,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,28-095,32.6,1679,1611,63,60,6,31,11,3,0,0,0,0,1381,5,19
615,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,27-200,3.3,111,110,1,1,0,0,0,0,0,0,0,0,79,0,4
616,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30-313,22.9,985,791,188,16,0,1,35,168,0,0,0,0,746,6,21
617,Juan Cruz,es ESP,FW,Betis,es La Liga,23-042,2.0,39,38,1,1,0,0,6,0,0,0,0,0,25,0,2
618,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,35-011,23.1,1323,1126,193,29,0,28,83,128,36,12,21,0,1113,4,17
619,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24-319,18.6,1293,1093,192,28,0,2,44,151,13,8,3,0,1090,8,26
620,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23-201,5.6,384,366,17,9,1,7,1,2,0,0,0,0,334,1,3
621,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,26-173,2.4,92,67,24,1,0,1,1,23,0,0,0,0,76,1,2
622,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,23-294,6.9,223,201,22,10,3,5,20,3,7,4,3,0,176,0,6
623,Matheus Cunha,br BRA,FW,Wolves,eng Premier League,24-010,10.7,234,214,19,1,1,0,8,3,0,0,0,0,171,1,7
624,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,es La Liga,24-010,4.2,85,77,6,0,1,1,3,1,0,0,0,0,64,2,3
625,Curro,es ESP,MF,Almería,es La Liga,27-154,0.5,28,24,3,1,0,0,1,0,2,0,1,0,21,1,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
626,Marco D'Alessandro,it ITA,"DF,FW",Monza,it Serie A,32-109,3.2,115,100,14,2,0,0,13,12,0,0,0,0,79,1,3
627,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,34-270,8.1,557,530,26,13,0,2,9,13,0,0,0,0,493,1,2
628,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,18-273,3.5,84,80,4,0,1,0,7,1,3,0,0,0,61,0,1
629,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,35-020,3.8,254,238,16,2,0,3,2,14,0,0,0,0,217,0,3
630,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,31-023,10.4,287,277,9,0,1,1,6,3,0,0,0,0,204,1,8
631,Andréa Dacourt,fr FRA,MF,Nice,fr Ligue 1,17-311,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24-270,10.6,496,395,99,5,0,0,35,93,1,0,0,0,401,2,14
633,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,25-071,8.0,280,203,77,23,0,0,0,0,0,0,0,0,185,0,0
634,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,27-156,3.7,259,253,4,2,1,1,3,0,2,0,2,0,213,2,7
635,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,24-240,13.2,295,264,29,0,5,0,8,10,0,0,0,0,195,2,11
636,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22-307,26.1,522,516,4,0,0,4,18,2,0,0,0,0,327,2,32
637,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24-080,23.9,1441,1216,219,17,3,20,44,202,0,0,0,0,1141,6,35
638,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,19-058,1.8,65,63,1,0,0,0,2,1,0,0,0,0,52,1,2
639,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22-338,11.0,407,387,14,8,5,2,29,1,2,1,1,0,275,6,12
640,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22-040,24.4,1127,1078,46,37,0,10,0,9,0,0,0,0,969,3,11
641,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,22-040,1.0,63,50,13,2,0,1,2,11,0,0,0,0,57,0,1
642,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,22-038,10.8,235,225,7,0,2,1,3,2,0,0,0,0,148,3,18
643,Danilo,br BRA,DF,Juventus,it Serie A,31-326,35.4,2225,2015,202,56,4,18,18,127,0,0,0,0,1884,8,19
644,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,eng Premier League,26-126,1.9,56,56,0,0,0,0,2,0,0,0,0,0,39,0,4
645,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,26-126,5.3,95,83,12,1,0,0,6,2,2,0,0,0,70,0,1
646,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18-343,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
647,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24-260,35.9,2336,2230,106,79,1,1,0,7,0,0,0,0,2103,0,11
648,Dante,br BRA,DF,Nice,fr Ligue 1,39-231,36.7,2643,2550,88,69,4,12,2,9,0,0,0,0,2376,5,14
649,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,21-114,10.5,378,359,17,14,1,7,1,2,1,1,0,0,225,2,6
650,Sergi Darder,es ESP,MF,Espanyol,es La Liga,29-166,36.9,1628,1381,237,109,14,19,181,11,93,39,37,3,1181,10,40
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
651,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,24-031,14.6,690,661,27,27,0,7,1,0,0,0,0,0,547,2,4
652,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,32-302,0.3,12,10,2,1,0,0,0,0,1,0,0,0,8,0,0
653,Matteo Darmian,it ITA,DF,Inter,it Serie A,33-186,22.5,1376,1246,127,18,2,16,28,109,0,0,0,0,1190,3,17
654,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,24-226,15.4,617,591,25,8,1,1,33,11,6,4,0,0,491,1,17
655,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23-143,35.2,875,817,52,1,6,1,7,5,0,0,0,0,716,6,32
656,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22-216,22.7,1567,1378,181,26,2,9,25,155,0,0,0,0,1361,8,22
