Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2539,Pablo Piatti,ar ARG,"MF,FW",Elche,es La Liga,31,9,361,40,10.6,4.0,3,68,0,6,26,1,1.11,3,5,-2,-0.50,+0.06,4.9,3.3,+1.6,+0.41,+1.37
2540,Cristiano Piccini,it ITA,DF,Atalanta,it Serie A,27,1,59,59,1.7,0.7,0,,0,1,59,2,1.00,0,0,0,0.00,-1.15,0.5,0.3,+0.1,+0.22,-0.68
2541,Cristiano Piccini,it ITA,DF,Valencia,es La Liga,27,3,67,22,2.0,0.7,0,,0,3,22,5,1.33,0,0,0,0.00,+0.08,0.8,1.1,-0.3,-0.40,-0.15
2542,Stefano Piccinini,it ITA,DF,Sassuolo,it Serie A,17,0,,,,,0,,0,0,,3,,,,,,,,,,,
2543,Roberto Piccoli,it ITA,FW,Spezia,it Serie A,19,20,703,35,20.6,7.8,8,63,1,12,17,12,0.60,10,16,-6,-0.77,-0.30,10.7,13.1,-2.4,-0.31,+0.23
2544,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,26,31,2742,88,80.2,30.5,31,88,30,0,,2,1.61,38,39,-1,-0.03,-0.03,35.7,38.5,-2.8,-0.09,+0.12
2545,Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,31,6,318,53,9.3,3.5,4,75,0,2,10,17,2.17,5,4,+1,+0.28,-0.88,6.9,3.6,+3.3,+0.94,+0.49
2546,Amos Pieper,de GER,DF,Arminia,de Bundesliga,22,30,2682,89,87.6,29.8,30,89,28,0,,0,1.03,22,47,-25,-0.84,-0.60,29.5,48.7,-19.1,-0.64,+0.49
2547,Alexandre Pierre,ht HAI,GK,Strasbourg,fr Ligue 1,19,0,,,,,0,,,0,,8,,,,,,,,,,,
2548,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,22,29,2305,79,67.4,25.6,28,82,16,1,10,3,1.10,30,47,-17,-0.66,-0.74,29.8,40.4,-10.7,-0.42,-0.63
2549,Erik Pieters,nl NED,"DF,MF",Burnley,eng Premier League,31,20,1266,63,37.0,14.1,13,84,10,7,25,12,1.25,15,19,-4,-0.28,+0.47,15.2,20.8,-5.7,-0.40,0.00
2550,Niccolò Pietra,it ITA,MF,Spezia,it Serie A,16,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2551,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,32,33,2575,78,75.3,28.6,31,81,15,2,28,0,1.12,29,40,-11,-0.38,+0.68,32.3,33.4,-1.1,-0.04,+0.62
2552,Andrea Pinamonti,it ITA,FW,Inter,it Serie A,21,8,169,21,4.9,1.9,1,64,0,7,15,20,2.75,9,0,+9,+4.79,+3.55,6.1,0.7,+5.4,+2.86,+2.06
2553,Simone Pinna,it ITA,DF,Cagliari,it Serie A,22,0,,,,,0,,0,0,,9,,,,,,,,,,,
2554,Yeremi Pino,es ESP,"FW,MF",Villarreal,es La Liga,17,24,797,33,23.3,8.9,6,68,1,18,22,5,1.50,14,8,+6,+0.68,+0.33,13.2,11.0,+2.2,+0.25,-0.15
2555,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,30,1,23,23,0.7,0.3,0,,0,1,23,34,3.00,2,2,0,0.00,-1.03,0.5,0.7,-0.2,-0.82,-1.76
2556,Théo Pionnier,fr FRA,DF,Nice,fr Ligue 1,18,0,,,,,0,,,0,,6,,,,,,,,,,,
2557,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,33,18,1481,82,43.3,16.5,18,82,13,0,,1,1.53,34,22,+12,+0.73,-0.90,30.9,16.5,+14.5,+0.88,+0.04
2558,Lorenzo Pirola,it ITA,DF,Inter,it Serie A,18,0,,,,,0,,0,0,,2,,,,,,,,,,,
2559,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,34,5,228,46,6.7,2.5,2,84,1,3,20,11,0.80,1,4,-3,-1.18,-0.82,2.5,5.5,-3.1,-1.21,-0.88
2560,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,35,11,455,41,14.9,5.1,5,73,3,6,15,17,3.00,11,3,+8,+1.58,+0.86,10.5,6.0,+4.4,+0.88,+0.18
2561,Eugenio Pizzuto,mx MEX,MF,Lille,fr Ligue 1,18,0,,,,,0,,,0,,9,,,,,,,,,,,
2562,Marko Pjaca,hr CRO,"FW,MF",Genoa,it Serie A,25,35,1418,41,41.5,15.8,15,66,3,20,22,0,1.09,20,29,-9,-0.57,-0.48,17.2,27.3,-10.0,-0.64,-0.11
2563,Miralem Pjanić,ba BIH,MF,Barcelona,es La Liga,30,19,627,33,18.3,7.0,6,67,1,13,17,17,2.00,10,6,+4,+0.57,-0.81,13.7,6.8,+6.9,+0.99,+0.16
2564,Óscar Plano,es ESP,"MF,FW",Valladolid,es La Liga,29,36,2517,70,73.6,28.0,30,81,11,6,17,0,0.83,24,43,-19,-0.68,-0.28,28.4,37.3,-8.9,-0.32,+0.07
2565,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,28,16,1071,67,35.0,11.9,12,78,6,4,33,7,1.13,17,13,+4,+0.34,+1.01,13.7,15.3,-1.6,-0.13,+0.05
2566,Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,27,29,1803,62,58.9,20.0,19,80,7,10,28,1,1.41,39,28,+11,+0.55,+0.76,29.6,25.6,+4.1,+0.20,-0.17
2567,Dani Plomer,es ESP,FW,Granada,es La Liga,21,1,45,45,1.3,0.5,0,,0,1,45,1,0.00,0,0,0,0.00,+0.48,0.8,1.4,-0.6,-1.20,-0.81
2568,Tommaso Pobega,it ITA,MF,Spezia,it Serie A,21,20,1229,61,35.9,13.7,17,68,1,3,26,12,1.35,21,21,0,0.00,+0.82,17.4,20.4,-3.0,-0.22,+0.42
2569,Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,24,24,1661,69,48.6,18.5,22,73,3,2,28,0,1.46,16,24,-8,-0.43,-0.02,16.9,20.0,-3.1,-0.17,+0.34
2570,Suf Podgoreanu,il ISR,FW,Roma,it Serie A,18,0,,,,,0,,0,0,,9,,,,,,,,,,,
2571,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,eng Premier League,27,26,1897,73,55.5,21.1,21,85,17,5,23,3,1.81,36,26,+10,+0.47,-0.65,30.8,25.7,+5.1,+0.24,-0.55
2572,Joel Pohjanpalo,fi FIN,FW,Union Berlin,de Bundesliga,25,19,851,45,27.8,9.5,10,68,1,9,19,1,1.42,18,11,+7,+0.74,+0.74,16.1,9.8,+6.2,+0.66,+0.75
2573,Joel Pohjanpalo,fi FIN,MF,Leverkusen,de Bundesliga,25,1,6,6,0.2,0.1,0,,0,1,6,0,1.00,0,0,0,0.00,-0.41,0.0,0.0,0.0,0.00,-0.21
2574,Andrea Poli,it ITA,MF,Bologna,it Serie A,30,18,383,21,11.2,4.3,4,55,0,14,12,13,1.28,10,9,+1,+0.23,+0.68,6.6,7.7,-1.1,-0.27,-0.07
2575,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,26,37,1908,52,55.8,21.2,22,72,4,15,22,1,2.00,49,26,+23,+1.08,-0.22,36.8,23.9,+12.9,+0.61,-0.12
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2576,Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,25,0,,,,,0,,,0,,33,,,,,,,,,,,
2577,Jorge Pombo,es ESP,"FW,MF",Cádiz,es La Liga,26,12,523,44,15.3,5.8,5,73,2,7,22,25,0.83,5,7,-2,-0.34,+0.28,4.4,9.2,-4.9,-0.84,-0.34
2578,Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,22,10,575,58,18.8,6.4,7,77,2,3,11,11,1.90,14,5,+9,+1.41,+0.87,9.2,8.8,+0.4,+0.07,-0.17
2579,Pere Pons,es ESP,MF,Alavés,es La Liga,27,22,1186,54,34.7,13.2,12,81,6,10,22,3,0.87,13,23,-10,-0.76,-0.32,14.9,14.6,+0.3,+0.02,+0.33
2580,Fabio Ponsi,it ITA,DF,Fiorentina,it Serie A,19,0,,,,,0,,0,0,,5,,,,,,,,,,,
2581,Nick Pope,eng ENG,GK,Burnley,eng Premier League,28,32,2880,90,84.2,32.0,32,90,32,0,,0,1.22,31,37,-6,-0.19,+2.48,32.8,44.6,-11.8,-0.37,+0.23
2582,Manolo Portanova,it ITA,"MF,FW",Genoa,it Serie A,20,3,66,22,1.9,0.7,0,,0,3,22,10,1.00,2,2,0,0.00,+0.30,1.4,1.9,-0.5,-0.63,-0.06
2583,Manolo Portanova,it ITA,MF,Juventus,it Serie A,20,2,70,35,2.0,0.8,1,55,0,1,15,14,2.00,2,1,+1,+1.29,+0.26,1.7,1.3,+0.4,+0.56,-0.37
2584,Francisco Portillo,es ESP,"MF,FW",Getafe,es La Liga,30,16,418,26,12.2,4.6,3,75,1,13,15,19,0.81,5,6,-1,-0.22,+0.20,6.0,6.5,-0.5,-0.11,+0.05
2585,Portu,es ESP,"FW,MF",Real Sociedad,es La Liga,28,37,2184,59,63.9,24.3,24,78,7,13,23,1,1.59,35,26,+9,+0.37,-0.50,33.0,28.0,+5.0,+0.21,-1.00
2586,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,26,2119,82,69.2,23.5,25,84,19,1,15,0,1.27,37,35,+2,+0.08,+0.47,35.0,33.8,+1.2,+0.05,+0.28
2587,Sergio Postigo,es ESP,DF,Levante,es La Liga,31,22,1623,74,47.5,18.0,19,84,15,3,10,7,1.18,22,28,-6,-0.33,-0.08,20.8,21.8,-0.9,-0.05,+0.55
2588,Andreas Poulsen,dk DEN,DF,M'Gladbach,de Bundesliga,20,0,,,,,0,,0,0,,3,,,,,,,,,,,
2589,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26,27,1354,50,44.2,15.0,14,77,7,13,22,3,1.96,28,15,+13,+0.86,+0.07,27.6,14.3,+13.3,+0.88,-0.27
2590,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,27,14,491,35,14.4,5.5,4,83,1,10,16,18,1.21,6,6,0,0.00,+0.43,6.6,4.9,+1.7,+0.31,+0.71
2591,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,21,0,,,,,0,,,0,,38,,,,,,,,,,,
2592,Darío Poveda,es ESP,FW,Getafe,es La Liga,23,1,5,5,0.1,0.1,0,,0,1,5,3,1.00,0,0,0,0.00,+0.40,0.0,0.0,0.0,+0.08,+0.24
2593,Alejandro Pozo Pozo,es ESP,"DF,MF",Sevilla,es La Liga,21,0,,,,,0,,0,0,,3,,,,,,,,,,,
2594,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,es La Liga,21,30,2190,73,64.0,24.3,24,87,21,6,19,0,0.63,17,38,-21,-0.86,-0.72,27.0,34.0,-7.0,-0.29,-0.76
2595,Prados,es ESP,MF,Athletic Club,es La Liga,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
2596,Dennis Praet,be BEL,MF,Leicester City,eng Premier League,26,15,718,48,21.0,8.0,10,66,0,5,12,10,2.07,12,11,+1,+0.13,-0.44,11.3,8.8,+2.5,+0.31,+0.07
2597,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,26,14,353,25,10.3,3.9,3,68,0,11,14,22,1.21,7,10,-3,-0.76,-0.59,7.3,6.4,+0.9,+0.23,+0.19
2598,Nik Prelec,si SVN,FW,Sampdoria,it Serie A,19,0,,,,,0,,0,0,,4,,,,,,,,,,,
2599,Nicolas de Préville,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,29,33,1611,49,47.1,17.9,15,71,0,18,30,2,1.18,20,28,-8,-0.45,-0.15,21.9,26.9,-5.0,-0.28,+0.04
2600,Isaac Price,nir NIR,MF,Everton,eng Premier League,16,0,,,,,0,,,0,,2,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2601,Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,28,28,2517,90,82.3,28.0,28,90,27,0,,1,1.00,20,43,-23,-0.82,-0.33,27.5,50.0,-22.5,-0.80,-0.58
2602,Sebastian Prödl,at AUT,"DF,MF",Udinese,it Serie A,33,0,,,,,0,,0,0,,3,,,,,,,,,,,
2603,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,25,24,1816,76,59.3,20.2,21,82,8,3,34,0,1.54,30,27,+3,+0.15,-0.14,26.7,23.9,+2.8,+0.14,+0.04
2604,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,28,7,213,30,6.2,2.4,2,67,0,5,16,14,1.57,2,2,0,0.00,+0.17,2.7,2.9,-0.2,-0.07,-0.51
2605,Ivan Provedel,it ITA,GK,Spezia,it Serie A,26,29,2610,90,76.3,29.0,29,90,29,0,,2,0.97,38,55,-17,-0.59,-0.25,35.0,48.2,-13.2,-0.45,+0.14
2606,Ruben Providence,fr FRA,FW,Roma,it Serie A,19,0,,,,,0,,0,0,,9,,,,,,,,,,,
2607,Lorenzo Prso,fr FRA,DF,Nice,fr Ligue 1,19,0,,,,,0,,,0,,2,,,,,,,,,,,
2608,Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,28,35,2170,62,63.5,24.1,22,81,14,13,30,0,1.23,24,40,-16,-0.66,-0.52,23.6,34.4,-10.8,-0.45,-0.14
2609,Riqui Puig,es ESP,"MF,FW",Barcelona,es La Liga,20,14,292,21,8.5,3.2,2,73,1,12,12,23,2.14,10,4,+6,+1.85,+0.67,6.4,4.6,+1.8,+0.55,-0.34
2610,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,26,31,2002,65,58.5,22.2,21,85,16,10,23,3,1.13,28,30,-2,-0.09,+0.54,23.9,34.5,-10.5,-0.47,-0.09
2611,Jorge Pulido,es ESP,DF,Huesca,es La Liga,29,33,2885,87,84.4,32.1,32,89,29,1,39,3,0.94,30,45,-15,-0.47,+0.20,32.4,40.8,-8.4,-0.26,-0.07
2612,Christian Pulisic,us USA,"FW,MF",Chelsea,eng Premier League,21,27,1738,64,50.8,19.3,18,84,12,9,25,2,1.63,25,21,+4,+0.21,-0.76,31.9,17.9,+13.9,+0.72,-0.25
2613,Ignacio Pussetto,ar ARG,FW,Udinese,it Serie A,24,11,754,69,22.0,8.4,9,77,4,2,30,0,1.36,11,10,+1,+0.12,+0.69,9.9,6.0,+4.0,+0.47,+0.84
2614,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,37,33,2204,67,64.4,24.5,25,80,8,8,24,4,1.21,35,32,+3,+0.12,+0.49,28.7,35.8,-7.1,-0.29,-0.02
2615,Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,26,28,1476,53,48.2,16.4,18,72,3,10,18,2,1.00,24,31,-7,-0.43,+0.14,23.5,27.3,-3.8,-0.23,-0.32
2616,Domingos Quina,pt POR,MF,Granada,es La Liga,20,8,341,43,10.0,3.8,5,60,0,3,14,8,0.75,5,8,-3,-0.79,-0.35,3.9,4.3,-0.5,-0.12,+0.31
2617,Quini,es ESP,DF,Granada,es La Liga,30,19,1191,63,34.8,13.2,12,86,11,7,22,3,1.00,19,28,-9,-0.68,-0.32,15.4,21.2,-5.7,-0.43,-0.06
2618,Quique,es ESP,"FW,MF",Eibar,es La Liga,30,12,167,14,4.9,1.9,0,,0,12,14,21,0.17,2,4,-2,-1.08,-0.50,2.5,2.4,+0.1,+0.05,+0.07
2619,Dani Raba,es ESP,"MF,FW",Villarreal,es La Liga,24,5,150,30,4.4,1.7,1,61,0,4,22,18,1.20,3,2,+1,+0.60,+0.19,2.4,0.8,+1.6,+0.99,+0.66
2620,Simone Rabbi,it ITA,"FW,DF",Bologna,it Serie A,18,4,35,9,1.0,0.4,0,,0,4,9,9,0.50,1,1,0,0.00,+0.37,1.7,0.7,+0.9,+2.41,+2.64
2621,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,25,34,2313,68,67.6,25.7,25,84,18,9,24,1,2.03,49,28,+21,+0.82,-0.65,43.9,28.8,+15.1,+0.59,-1.03
2622,Uroš Račić,rs SRB,MF,Valencia,es La Liga,22,31,2187,71,63.9,24.3,25,83,15,6,19,2,1.26,28,35,-7,-0.29,-0.58,28.6,30.1,-1.5,-0.06,+0.54
2623,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,21,1890,90,55.3,21.0,21,90,21,0,,13,0.57,16,33,-17,-0.81,+1.01,19.6,36.4,-16.8,-0.80,+0.49
2624,Anthony Racioppi,ch SUI,GK,Lyon,fr Ligue 1,21,0,,,,,0,,,0,,3,,,,,,,,,,,
2625,Bogdan Racovitan,ro ROU,DF,Dijon,fr Ligue 1,20,0,,,,,0,,,0,,6,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2626,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,27,21,1121,53,32.8,12.5,13,78,8,8,14,4,1.10,18,22,-4,-0.32,-0.05,14.7,15.4,-0.7,-0.05,+0.43
2627,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,24,12,396,33,11.6,4.4,4,65,0,8,17,4,1.42,7,3,+4,+0.91,+0.82,5.4,5.9,-0.5,-0.11,-0.11
2628,Nemanja Radonjić,rs SRB,"FW,MF",Hertha BSC,de Bundesliga,24,12,611,51,20.0,6.8,5,78,2,7,31,1,1.17,8,6,+2,+0.29,+0.77,9.4,7.3,+2.1,+0.31,+0.59
2629,Aleksandar Radovanović,rs SRB,DF,Lens,fr Ligue 1,26,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,0,4,-4,-4.00,-4.14,0.4,2.5,-2.1,-2.07,-2.39
2630,Ivan Radovanović,rs SRB,"DF,MF",Genoa,it Serie A,31,33,2232,68,65.3,24.8,24,85,19,9,23,4,1.18,29,33,-4,-0.16,+0.37,23.1,38.3,-15.2,-0.61,-0.12
2631,Ionuț Radu,ro ROU,GK,Inter,it Serie A,23,2,135,68,3.9,1.5,1,90,1,1,45,33,3.00,5,1,+4,+2.67,+1.30,3.1,1.6,+1.5,+1.03,+0.13
2632,Reinaldo Radu,ro ROU,DF,Parma,it Serie A,18,0,,,,,0,,0,0,,3,,,,,,,,,,,
2633,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,33,31,2458,79,71.9,27.3,30,81,19,1,14,0,1.90,46,36,+10,+0.37,+0.74,42.4,31.7,+10.8,+0.39,+0.38
2634,Boris Radunović,rs SRB,GK,Atalanta,it Serie A,24,0,,,,,0,,0,0,,2,,,,,,,,,,,
2635,Sidney Raebiger,de GER,MF,RB Leipzig,de Bundesliga,15,0,,,,,0,,0,0,,2,,,,,,,,,,,
2636,Rafa,es ESP,GK,Granada,es La Liga,16,0,,,,,0,,0,0,,1,,,,,,,,,,,
2637,Rafael,br BRA,GK,Spezia,it Serie A,38,3,207,69,6.1,2.3,2,90,2,1,27,11,1.33,3,5,-2,-0.87,-0.37,3.0,6.3,-3.4,-1.46,-1.03
2638,Hamza Rafia,tn TUN,MF,Juventus,it Serie A,21,0,,,,,0,,0,0,,3,,,,,,,,,,,
2639,Rafinha,br BRA,MF,Barcelona,es La Liga,27,0,,,,,0,,0,0,,1,,,,,,,,,,,
2640,Rafinha,br BRA,"MF,FW",Paris S-G,fr Ligue 1,27,23,1361,59,39.8,15.1,15,74,2,8,31,4,2.09,31,8,+23,+1.52,-0.01,28.8,18.0,+10.8,+0.71,-0.54
2641,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,16,1,1,1,0.0,0.0,0,,0,1,1,0,1.00,0,0,0,0.00,+0.37,0.2,0.0,+0.2,+15.86,+16.07
2642,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,24,37,3285,89,96.1,36.5,37,89,36,0,,0,1.14,41,49,-8,-0.22,-0.22,30.7,57.5,-26.8,-0.73,-1.08
2643,Jesuran Rak Sakyi,eng ENG,"FW,MF",Crystal Palace,eng Premier League,17,0,,,,,0,,,0,,3,,,,,,,,,,,
2644,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,32,37,2233,60,65.3,24.8,25,77,7,12,26,0,2.00,38,21,+17,+0.69,+0.46,36.2,23.6,+12.6,+0.51,-0.02
2645,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,27,5,304,61,8.9,3.4,3,84,2,2,27,12,0.80,3,7,-4,-1.18,-0.98,2.8,6.7,-3.8,-1.14,-0.99
2646,Benito Raman,be BEL,"FW,MF",Schalke 04,de Bundesliga,25,25,1246,50,40.7,13.8,13,74,3,12,23,4,0.36,8,35,-27,-1.95,-0.26,11.1,26.3,-15.2,-1.10,+0.16
2647,Gastón Ramírez,uy URU,"FW,MF",Sampdoria,it Serie A,29,25,969,39,28.3,10.8,10,62,1,15,23,10,1.24,16,19,-3,-0.28,-0.32,13.2,15.8,-2.7,-0.25,+0.05
2648,Sandro Ramírez,es ESP,FW,Huesca,es La Liga,25,20,1285,64,37.6,14.3,16,73,3,4,29,3,0.95,15,14,+1,+0.07,+0.91,13.6,13.7,0.0,0.00,+0.40
2649,Pablo Ramon,es ESP,DF,Real Madrid,es La Liga,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
2650,Santi Ramos Mingo,ar ARG,DF,Barcelona,es La Liga,18,0,,,,,0,,0,0,,3,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2651,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,34,15,1275,85,37.3,14.2,15,85,13,0,,1,2.20,25,13,+12,+0.85,-0.29,25.8,14.7,+11.2,+0.79,+0.25
2652,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,38,3420,90,100.0,38.0,38,90,38,0,,0,0.61,20,63,-43,-1.13,,32.6,62.2,-29.6,-0.78,
2653,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,29,22,1089,50,31.8,12.1,13,67,1,9,24,8,2.18,31,11,+20,+1.65,+0.92,27.4,14.2,+13.2,+1.09,+0.25
2654,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19,22,626,28,18.3,7.0,6,70,0,16,13,8,1.45,9,10,-1,-0.14,-0.47,10.0,10.1,-0.1,-0.01,-0.06
2655,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,19,1,90,90,2.6,1.0,1,90,1,0,,13,0.00,0,9,-9,-9.00,-8.68,0.5,4.7,-4.2,-4.19,-3.99
2656,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,33,3,270,90,7.9,3.0,3,90,3,0,,24,2.00,5,3,+2,+0.67,+0.30,6.2,2.0,+4.3,+1.43,+1.36
2657,Mathyas Randriamamy,mg MAD,GK,Paris S-G,fr Ligue 1,17,0,,,,,0,,,0,,1,,,,,,,,,,,
2658,Antonio Ranieri,it ITA,MF,Crotone,it Serie A,17,0,,,,,0,,0,0,,4,,,,,,,,,,,
2659,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,32,8,703,88,20.6,7.8,8,88,7,0,,29,2.75,24,7,+17,+2.18,+0.95,17.2,7.6,+9.6,+1.23,+0.41
2660,Filippo Ranocchia,it ITA,MF,Juventus,it Serie A,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
2661,Raphinha,br BRA,"MF,FW",Leeds United,eng Premier League,23,30,2360,79,69.0,26.2,26,87,19,4,24,0,1.67,44,34,+10,+0.38,+0.55,37.9,40.1,-2.3,-0.09,-0.09
2662,Raphinha,br BRA,"FW,MF",Rennes,fr Ligue 1,23,6,404,67,11.8,4.5,5,77,1,1,21,0,2.33,8,6,+2,+0.45,+0.15,5.3,3.9,+1.5,+0.33,+0.08
2663,Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
2664,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,22,37,2920,79,85.4,32.4,33,85,22,4,26,1,1.92,57,39,+18,+0.55,-1.43,47.8,34.5,+13.3,+0.41,-0.54
2665,Milot Rashica,xk KVX,"FW,MF",Werder Bremen,de Bundesliga,24,24,1462,61,47.8,16.2,14,83,6,10,30,1,0.83,19,28,-9,-0.55,+0.12,16.4,27.8,-11.4,-0.70,-0.20
2666,Giacomo Raspadori,it ITA,"FW,MF",Sassuolo,it Serie A,20,27,1232,46,36.0,13.7,13,74,4,14,19,8,1.56,23,16,+7,+0.51,+0.47,23.0,20.1,+2.9,+0.21,+0.21
2667,Andrei Ratiu,ro ROU,DF,Villarreal,es La Liga,22,0,,,,,0,,0,0,,4,,,,,,,,,,,
2668,Nicola Rauti,it ITA,FW,Torino,it Serie A,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
2669,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,20,4,360,90,10.5,4.0,4,90,4,0,,18,0.25,3,10,-7,-1.75,-1.54,6.5,7.8,-1.3,-0.32,-0.13
2670,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,31,0,,,,,0,,0,0,,34,,,,,,,,,,,
2671,Tim Ream,us USA,DF,Fulham,eng Premier League,32,7,630,90,18.4,7.0,7,90,7,0,,31,0.29,3,13,-10,-1.43,-0.91,6.2,10.9,-4.7,-0.67,-0.43
2672,Ante Rebić,hr CRO,FW,Milan,it Serie A,26,27,1776,66,51.9,19.7,20,79,10,7,27,0,2.00,44,18,+26,+1.32,+0.93,41.4,22.6,+18.8,+0.95,+0.68
2673,Rebollo,es ESP,GK,Betis,es La Liga,20,0,,,,,0,,0,0,,17,,,,,,,,,,,
2674,Arkadiusz Reca,pl POL,DF,Crotone,it Serie A,25,30,2313,77,67.6,25.7,28,81,20,2,23,0,0.50,32,57,-25,-0.97,+0.82,26.9,43.2,-16.4,-0.64,+0.51
2675,Recio,es ESP,MF,Eibar,es La Liga,29,17,734,43,21.5,8.2,8,71,3,9,18,13,0.47,7,14,-7,-0.86,-0.32,11.7,10.6,+1.1,+0.13,+0.18
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2676,Salahaldin Reda,eg EGY,FW,Udinese,it Serie A,17,0,,,,,0,,0,0,,1,,,,,,,,,,,
2677,Daishawn Redan,nl NED,"FW,MF",Hertha BSC,de Bundesliga,19,7,102,15,3.3,1.1,0,,0,7,15,6,0.29,0,4,-4,-3.53,-3.32,1.6,2.6,-1.0,-0.86,-0.72
