Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
771,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,21-011,14.3,0,0,0,16,36,0,24,5,16,0,0,0,89,3,10,23.1
772,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,25-244,2.2,0,0,0,2,4,0,0,0,0,0,0,0,3,3,4,42.9
773,Kasper Dolberg,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,25-244,4.5,0,0,0,5,6,2,1,0,5,0,0,0,6,9,9,50.0
774,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22-116,1.2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,100.0
775,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24-344,25.5,10,0,0,43,32,2,19,21,49,0,1,0,167,37,27,57.8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
776,John Donald,es ESP,"MF,DF",Elche,es La Liga,22-281,12.1,3,1,0,23,8,0,0,14,11,0,0,0,52,28,17,62.2
777,Giulio Donati,it ITA,DF,Monza,it Serie A,33-122,4.7,4,2,1,7,6,0,9,4,1,0,0,0,21,4,3,57.1
778,Kyliane Dong,fr FRA,"MF,FW",Troyes,fr Ligue 1,18-253,2.4,0,0,0,1,2,3,6,1,1,0,0,0,5,0,3,0.0
779,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,22-128,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
780,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24-102,37.9,3,0,0,1,4,0,0,0,0,0,1,0,44,7,1,87.5
781,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25-143,5.4,1,0,0,10,6,0,1,6,12,0,0,0,38,5,7,41.7
782,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,25-170,37.9,5,0,0,26,40,1,5,32,30,0,2,0,191,100,76,56.8
783,Jodel Dossou,bj BEN,"MF,DF",Clermont Foot,fr Ligue 1,31-082,2.9,0,0,0,3,3,3,10,1,4,0,0,0,7,1,4,20.0
784,Lohann Doucet,fr FRA,"MF,FW",Nantes,fr Ligue 1,20-266,1.0,0,0,0,2,0,0,0,2,0,0,0,0,11,0,2,0.0
785,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,30-157,17.0,6,1,0,21,4,8,8,13,20,0,1,0,100,13,30,30.2
786,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23-150,30.8,10,1,1,38,13,0,6,56,46,0,0,0,220,30,29,50.8
787,Ckene Doucouré,km COM,"FW,MF",Lorient,fr Ligue 1,21-060,1.5,0,0,0,8,9,0,0,1,2,1,0,0,5,5,6,45.5
788,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,18-004,12.4,5,0,0,37,28,4,30,13,18,0,0,0,64,10,13,43.5
789,Guela Doué,fr FRA,"FW,MF",Rennes,fr Ligue 1,20-233,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
790,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19-318,25.5,5,0,0,30,27,0,11,27,24,0,0,0,148,29,37,43.9
791,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,20-109,12.8,0,0,0,15,9,0,9,13,16,0,0,0,83,7,22,24.1
792,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,26-256,19.9,2,1,0,27,20,3,48,27,31,0,0,0,118,18,14,56.3
793,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,24-138,8.5,2,0,0,8,12,0,3,7,9,0,0,0,44,9,12,42.9
794,Kami Doyle,eng ENG,MF,Southampton,eng Premier League,17-310,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
795,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,25-292,32.7,1,0,0,0,6,0,0,1,0,0,0,0,38,8,1,88.9
796,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,21-181,0.8,0,0,0,1,0,0,1,1,4,0,0,0,5,1,0,100.0
797,Dion Drena Beljo,hr CRO,FW,Augsburg,de Bundesliga,21-098,12.5,2,0,0,26,10,7,5,1,6,0,0,0,38,47,56,45.6
798,Dominick Drexler,de GER,"MF,FW",Schalke 04,de Bundesliga,33-012,15.2,3,1,0,26,24,2,47,8,17,0,0,0,89,22,28,44.0
799,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28-089,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0
800,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34-143,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
801,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29-092,31.7,4,0,0,3,17,12,164,9,3,1,0,0,98,25,34,42.4
802,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28-184,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0
803,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,28-184,7.7,4,0,0,16,18,1,12,2,8,0,0,0,43,5,11,31.3
804,Shane Duffy,ie IRL,"DF,FW",Fulham,eng Premier League,31-157,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7
805,Rémy Dugimont,fr FRA,"FW,MF",Auxerre,fr Ligue 1,36-341,1.3,1,0,0,5,1,2,0,0,1,0,0,0,11,7,9,43.8
806,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27-050,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0
807,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30-089,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.3
808,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31-198,36.0,4,0,0,18,27,1,2,34,19,0,4,1,253,68,47,59.1
809,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,30-095,38.0,2,0,0,1,4,0,0,0,0,0,1,0,27,9,0,100.0
810,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,19-176,1.5,1,0,0,9,3,3,2,2,2,0,0,0,5,7,10,41.2
811,Pablo Durán,es ESP,"MF,DF",Celta Vigo,es La Liga,22-133,0.4,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0
812,Julien Duranville,be BEL,MF,Dortmund,de Bundesliga,17-033,0.3,0,0,0,1,1,0,7,0,1,0,0,0,1,0,0,
813,Hugo Duro,es ESP,FW,Valencia,es La Liga,23-209,15.4,5,0,0,20,35,3,2,2,12,0,0,0,37,32,61,34.4
814,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25-330,27.9,2,0,0,39,20,4,85,28,38,2,0,0,159,33,22,60.0
815,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,29-204,19.3,5,0,0,10,56,5,82,8,4,2,0,0,81,4,16,20.0
816,Edin Džeko,ba BIH,FW,Inter,it Serie A,37-082,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8
817,Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,eng Premier League,19-276,0.4,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,
818,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,20-309,4.6,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,60.0
819,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24-088,10.3,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.7
820,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27-173,21.4,0,0,0,12,17,3,28,12,14,0,0,0,91,19,32,37.3
821,Ederson,br BRA,GK,Manchester City,eng Premier League,29-294,35.0,3,0,0,1,4,0,0,1,1,0,1,0,35,8,1,88.9
822,Éderson,br BRA,MF,Atalanta,it Serie A,23-335,24.6,4,0,0,28,43,0,15,36,34,0,1,0,168,20,21,48.8
823,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,25-142,20.0,3,0,0,28,17,13,4,3,13,0,0,0,55,41,77,34.7
824,Samuel Edozie,eng ENG,"FW,MF",Southampton,eng Premier League,20-130,6.3,0,0,0,1,22,1,11,6,10,1,0,0,30,6,12,33.3
825,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26-181,27.2,6,0,0,31,21,1,12,36,29,0,0,0,142,57,50,53.3
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
826,Lilian Egloff,de GER,"MF,FW",Stuttgart,de Bundesliga,20-291,2.7,1,0,0,3,5,0,2,1,10,0,0,0,13,3,4,42.9
827,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,31-092,10.7,6,0,0,7,8,0,3,6,8,0,0,0,67,3,5,37.5
828,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,28-013,17.1,7,0,0,33,20,1,37,10,31,0,0,0,84,15,17,46.9
829,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,28-013,0.7,0,0,0,2,2,0,0,2,0,0,0,0,5,1,0,100.0
830,Julian Eitschberger,de GER,FW,Hertha BSC,de Bundesliga,19-094,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
831,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,de Bundesliga,25-156,9.9,0,0,0,2,10,1,16,4,4,0,0,0,66,5,3,62.5
832,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33-314,19.3,6,1,1,32,28,0,4,26,20,0,0,0,126,36,21,63.2
833,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20-352,12.8,0,0,0,15,13,7,2,9,4,0,0,0,42,8,12,40.0
834,Emmanuel Ekong,se SWE,"FW,MF",Empoli,it Serie A,20-347,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0
835,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,21-041,4.7,0,0,0,3,7,3,7,2,0,0,0,0,17,8,11,42.1
836,Alberth Elis,hn HON,"MF,FW",Brest,fr Ligue 1,27-115,2.9,0,0,0,8,5,1,2,1,3,0,0,0,17,3,12,20.0
837,Mikael Ellertsson,is ISL,"MF,DF",Spezia,it Serie A,21-088,1.9,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0
838,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,20-064,17.9,2,0,0,14,25,2,34,15,18,0,0,0,122,4,16,20.0
839,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,23-256,18.1,5,0,0,22,14,3,30,11,13,0,0,0,77,5,14,26.3
840,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30-331,1.3,0,0,0,1,1,0,0,0,1,0,0,0,10,0,2,0.0
841,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29-071,16.1,5,1,0,21,9,1,9,20,17,0,0,0,58,18,23,43.9
842,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,26-250,31.4,2,0,0,24,11,1,0,35,24,0,0,0,149,71,48,59.7
843,Rodrigo Ely,br BRA,DF,Almería,es La Liga,29-216,35.1,10,1,1,25,14,2,3,31,21,0,0,1,142,79,38,67.5
844,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,28-307,24.1,4,0,0,41,18,3,34,27,28,0,0,0,132,37,44,45.7
845,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31-031,16.4,5,1,1,22,30,10,127,9,27,0,0,0,100,8,30,21.1
846,Adri Embarba,es ESP,FW,Espanyol,es La Liga,31-031,0.4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0
847,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26-113,20.7,3,0,0,50,56,14,4,5,9,2,1,0,59,33,47,41.3
848,Emerson,br BRA,DF,Tottenham,eng Premier League,24-144,19.3,2,1,0,21,33,0,46,18,33,0,0,0,102,28,27,50.9
849,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26-006,18.5,4,0,0,10,11,21,4,4,8,0,0,0,28,60,90,40.0
850,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,30-118,32.5,3,0,0,40,55,3,7,26,37,1,0,0,231,74,54,57.8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
851,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,19-272,16.0,5,0,0,26,20,0,101,15,9,0,0,0,74,10,15,40.0
852,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31-113,22.8,3,0,0,13,10,3,81,11,18,0,0,0,151,9,13,40.9
853,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25-134,25.9,2,0,0,21,12,0,2,31,16,0,0,1,126,49,40,55.1
854,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,20-084,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
855,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,30-072,6.2,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0
856,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30-072,12.5,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1
857,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,33-278,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0
858,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,31-153,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4
859,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33-331,13.6,5,0,0,12,10,0,0,12,2,0,1,0,66,53,28,65.4
860,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,22-243,10.8,5,1,1,11,24,2,54,11,12,0,0,0,63,7,4,63.6
861,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21-012,18.3,3,0,0,18,7,0,1,34,13,0,0,1,96,31,26,54.4
862,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25-137,29.7,4,0,0,42,26,11,101,37,31,1,1,0,191,36,28,56.3
863,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,35-155,11.7,1,0,0,9,7,1,0,18,5,0,0,0,60,26,13,66.7
864,Edu Expósito,es ESP,MF,Espanyol,es La Liga,26-310,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.8
865,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,24-343,29.3,3,0,0,27,57,4,78,13,24,1,0,0,180,19,32,37.3
866,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21-353,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
867,Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,es La Liga,23-147,5.7,2,0,0,11,9,3,33,5,12,0,0,1,39,1,6,14.3
868,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,es La Liga,21-172,16.7,4,2,1,27,34,2,76,4,19,0,0,0,71,3,17,15.0
869,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38-050,34.6,1,0,0,0,4,0,0,0,0,0,0,0,17,15,1,93.8
870,Fabinho,br BRA,MF,Liverpool,eng Premier League,29-227,29.7,11,0,0,53,24,0,5,37,38,0,0,0,180,30,21,58.8
871,Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,32-333,2.5,1,1,0,3,1,0,6,3,2,0,0,0,12,4,3,57.1
872,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,23-186,14.5,2,0,0,22,18,1,10,26,21,1,1,0,80,8,8,50.0
873,Wout Faes,be BEL,DF,Leicester City,eng Premier League,25-065,31.0,6,1,1,23,17,0,0,41,33,0,0,2,184,58,41,58.6
874,Wout Faes,be BEL,DF,Reims,fr Ligue 1,25-065,3.0,2,0,0,2,3,0,0,7,1,0,0,1,15,4,6,40.0
875,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22-115,16.9,3,0,0,20,23,1,23,8,19,1,0,0,102,1,7,12.5
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
876,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,34-253,11.4,0,0,0,0,1,0,0,0,0,0,0,0,21,2,0,100.0
877,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,24-328,13.8,0,0,0,12,35,1,26,1,8,1,0,0,62,0,10,0.0
878,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24-328,3.3,0,0,0,7,4,0,17,0,3,0,0,0,16,2,1,66.7
879,Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,es La Liga,37-117,6.8,4,0,0,16,14,12,0,2,4,0,0,0,19,23,26,46.9
880,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28-056,38.0,2,0,0,1,5,0,0,2,0,0,1,0,45,12,2,85.7
881,Fali,es ESP,"DF,MF",Cádiz,es La Liga,29-299,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0
882,Fallou Fall,sn SEN,DF,Reims,fr Ligue 1,19-053,0.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
883,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,20-198,0.3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,
884,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31-225,16.5,7,0,0,21,11,4,37,15,24,0,0,0,85,14,21,40.0
885,Ansu Fati,es ESP,FW,Barcelona,es La Liga,20-219,15.5,3,0,0,18,13,10,9,5,9,0,0,0,65,7,14,33.3
886,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18-363,8.0,1,1,0,17,16,0,10,9,14,0,0,0,47,3,14,17.6
887,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,24-131,0.4,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,100.0
888,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36-082,11.9,2,1,0,11,6,0,4,28,12,0,3,0,74,36,13,73.5
889,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20-083,9.2,4,0,0,20,13,0,11,7,17,0,0,0,55,14,30,31.8
890,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,34-157,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2
891,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29-324,10.7,4,1,0,21,39,7,48,1,5,1,0,0,31,8,11,42.1
892,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,34-022,15.8,4,0,0,15,11,4,2,36,23,0,0,0,108,52,30,63.4
893,Felipe,br BRA,DF,Atlético Madrid,es La Liga,34-022,2.2,0,0,0,4,3,0,0,0,2,0,0,0,16,6,6,50.0
894,Luiz Felipe,it ITA,DF,Betis,es La Liga,26-077,19.6,3,3,0,10,10,0,2,28,23,0,0,0,80,31,36,46.3
895,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,23-209,10.5,1,1,0,15,29,7,19,1,7,0,0,0,23,3,14,17.6
896,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,23-209,7.2,5,0,0,16,23,3,8,3,7,0,0,0,18,7,8,46.7
897,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25-271,16.1,3,1,0,21,13,0,1,29,20,0,0,0,85,43,46,48.3
898,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32-125,12.6,0,0,0,6,8,0,31,20,9,0,0,0,61,9,6,60.0
899,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18-231,10.6,1,0,0,9,11,5,2,2,3,0,0,0,25,9,14,39.1
900,Lewis Ferguson,sct SCO,"MF,FW",Bologna,it Serie A,23-287,25.7,4,0,0,50,41,6,13,19,25,0,0,0,106,27,36,42.9
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
901,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28-272,36.8,6,0,0,42,39,15,140,25,42,1,0,0,222,18,43,29.5
902,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27-053,27.1,4,0,0,29,14,0,80,54,25,0,0,0,228,38,42,47.5
903,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32-035,21.0,1,0,0,0,0,0,0,2,1,0,0,0,27,3,1,75.0
904,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,30-235,17.5,0,0,0,7,14,0,37,8,7,0,0,0,77,12,30,28.6
905,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,25-055,11.0,1,0,0,0,2,0,0,0,0,0,0,0,15,2,1,66.7
906,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27-016,7.0,6,0,0,17,15,9,0,1,4,0,0,0,35,25,23,52.1
907,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22-141,17.2,3,0,0,11,22,1,14,16,27,0,0,0,118,7,10,41.2
908,Federico Fernández,ar ARG,DF,Elche,es La Liga,34-106,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3
909,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,27-007,24.0,4,0,0,16,11,3,1,27,28,0,1,1,93,52,29,64.2
910,Fernando,es ESP,GK,Almería,es La Liga,32-362,36.5,3,0,0,0,6,0,0,1,0,0,0,0,35,2,1,66.7
911,Fernando,br BRA,"MF,DF",Sevilla,es La Liga,35-317,17.5,3,1,0,17,9,0,2,24,23,0,0,1,99,20,13,60.6
912,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28-341,9.6,3,0,0,12,7,0,4,19,5,0,1,0,62,21,15,58.3
913,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28-341,11.2,3,0,0,8,13,0,6,25,23,0,0,0,70,15,6,71.4
914,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,25-137,1.5,0,0,0,2,4,0,1,1,2,0,1,0,7,5,3,62.5
915,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31-087,30.4,7,1,1,47,61,1,30,26,35,0,2,0,278,17,25,40.5
916,Fidel,es ESP,"MF,FW",Elche,es La Liga,33-223,19.0,5,0,0,10,19,9,57,5,10,0,0,0,101,3,9,25.0
917,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24-359,0.5,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,
918,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,33-145,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
919,Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,31-248,13.5,0,0,0,9,6,5,12,7,12,0,0,0,64,15,30,33.3
920,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,26-289,15.2,6,1,0,24,8,0,12,24,25,1,1,0,87,17,16,51.5
921,Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,22-238,5.6,2,0,0,8,5,0,12,5,6,1,1,0,24,2,6,25.0
922,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29-359,34.0,0,0,0,0,3,0,0,0,0,0,0,0,69,7,0,100.0
923,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,23-037,5.7,1,0,0,6,4,0,1,4,3,0,0,0,32,14,7,66.7
924,Alexis Flips,fr FRA,"FW,MF",Reims,fr Ligue 1,23-140,22.0,3,1,0,23,24,2,139,24,30,0,0,0,159,13,34,27.7
925,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32-088,2.3,1,0,0,2,1,0,22,4,4,0,0,0,14,1,0,100.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
926,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,23-010,20.5,1,0,0,10,29,6,91,5,10,1,0,0,91,19,26,42.2
927,Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,20-167,0.8,0,0,0,3,3,1,1,0,1,0,0,0,6,0,0,
928,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,28-031,34.1,2,0,0,22,44,3,54,19,13,1,0,0,196,22,15,59.5
929,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,22-172,2.0,1,0,0,2,3,1,0,9,2,0,0,0,10,5,6,45.5
930,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,22-172,13.1,3,0,0,11,22,0,3,20,18,0,1,0,67,30,17,63.8
931,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,22-290,11.0,2,0,0,0,1,0,0,1,0,0,0,0,16,5,0,100.0
932,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24-148,34.3,4,2,1,50,39,2,7,56,41,0,0,1,265,23,19,54.8
933,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28-255,22.0,0,0,0,27,22,3,57,33,22,0,0,0,148,12,13,48.0
934,José Fonte,pt POR,DF,Lille,fr Ligue 1,39-167,28.8,7,0,0,26,9,0,3,25,17,0,1,1,138,61,30,67.0
935,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,27-105,16.7,0,0,0,14,7,1,60,14,15,0,0,0,130,11,25,30.6
936,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,31-227,16.5,2,0,0,22,25,7,17,3,11,0,0,0,59,12,17,41.4
937,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,31-242,5.3,0,0,0,6,5,0,20,4,9,0,0,0,37,2,6,25.0
938,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,35-082,13.5,1,0,0,0,2,0,0,0,0,0,0,0,15,2,0,100.0
939,Philipp Förster,de GER,MF,Bochum,de Bundesliga,28-123,14.5,4,0,0,28,13,0,77,6,19,1,0,0,90,7,10,41.2
940,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,31-051,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
941,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,25-156,2.1,1,0,0,3,1,1,4,0,5,0,1,0,12,2,2,50.0
942,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,30-076,19.3,4,0,0,28,14,1,86,14,19,0,0,0,111,18,19,48.6
943,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25-146,21.8,6,0,0,40,9,0,10,20,48,0,1,0,125,36,22,62.1
944,Raphael Framberger,de GER,"DF,FW",Augsburg,de Bundesliga,27-274,2.0,0,0,0,4,0,0,4,2,6,0,0,0,8,5,2,71.4
945,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22-326,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
