Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
37,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,30-041,13.0,18,1.38,14,1,0,1,1,1,2,0.15,2,0,0,0,0,0
38,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,eng Premier League,21-069,1.0,2,1.91,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
39,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,21-069,15.5,38,2.45,31,0,3,2,1,1,7,0.45,7,0,0,0,0,0
40,Amar Ahmed,se SWE,FW,Troyes,fr Ligue 1,19-107,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
41,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,29-078,14.4,28,1.94,21,1,0,1,2,3,2,0.14,2,0,0,0,0,0
42,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27-250,34.7,10,0.29,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0
43,Ola Aina,ng NGA,DF,Torino,it Serie A,26-241,9.7,27,2.77,21,2,3,0,1,0,3,0.31,2,0,1,0,0,0
44,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,22-000,12.0,23,1.93,14,2,4,1,2,0,0,0.00,0,0,0,0,0,0
45,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,22-163,18.4,11,0.60,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
46,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25-050,8.5,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
47,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,29-101,8.6,22,2.57,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0
48,Ludovic Ajorque,fr FRA,"FW,MF",Mainz 05,de Bundesliga,29-101,13.5,34,2.53,26,0,0,5,3,0,3,0.22,2,0,0,1,0,0
49,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27-322,25.4,23,0.91,22,0,0,1,0,0,0,0.00,0,0,0,0,0,0
50,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,28-108,20.8,24,1.15,20,1,0,2,0,1,2,0.10,2,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
51,Sergio Akieme,es ESP,DF,Almería,es La Liga,25-172,25.5,36,1.41,29,1,1,3,0,2,3,0.12,2,0,1,0,0,0
52,Babatunde Akinsola,ng NGA,FW,Valladolid,es La Liga,20-088,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
53,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,21-101,4.5,9,2.01,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
54,Paul Akouokou,ci CIV,"MF,DF",Betis,es La Liga,25-168,5.0,2,0.40,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0
55,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",Empoli,it Serie A,30-238,15.1,28,1.86,18,0,3,2,2,3,5,0.33,3,0,1,1,0,0
56,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28-048,21.7,17,0.79,14,0,3,0,0,0,1,0.05,1,0,0,0,0,0
57,David Alaba,at AUT,DF,Real Madrid,es La Liga,30-347,20.4,27,1.32,23,3,0,1,0,0,4,0.20,3,0,0,1,0,0
58,Ángel Alarcón,es ESP,"MF,FW",Barcelona,es La Liga,19-022,0.3,1,3.60,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
59,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,24-138,2.5,4,1.61,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0
60,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,de Bundesliga,30-241,3.7,8,2.17,6,0,1,1,0,0,2,0.54,1,0,0,1,0,0
61,Jordi Alba,es ESP,DF,Barcelona,es La Liga,34-077,15.8,59,3.74,52,5,1,1,0,0,6,0.38,5,1,0,0,0,0
62,Luis Alberto,es ESP,MF,Lazio,it Serie A,30-251,27.1,115,4.24,80,30,0,4,0,1,15,0.55,13,2,0,0,0,0
63,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37-275,23.5,12,0.51,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0
64,Marc Albrighton,eng ENG,"FW,MF",Leicester City,eng Premier League,33-200,2.6,7,2.66,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
65,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,32-056,13.9,41,2.94,33,0,3,1,1,3,2,0.14,2,0,0,0,0,0
66,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,eng Premier League,20-188,11.4,22,1.92,14,0,2,3,2,1,4,0.35,3,0,0,1,0,0
67,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32-036,22.7,47,2.07,34,9,1,1,2,0,2,0.09,2,0,0,0,0,0
68,Omar Alderete,py PAR,DF,Getafe,es La Liga,26-162,22.7,24,1.06,22,0,0,2,0,0,3,0.13,3,0,0,0,0,0
69,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,28-116,14.6,40,2.75,27,3,3,5,2,0,0,0.00,0,0,0,0,0,0
70,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,20-220,4.5,1,0.22,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
71,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,25-152,23.5,44,1.87,30,2,1,2,9,0,4,0.17,4,0,0,0,0,0
72,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24-242,32.5,124,3.82,81,34,3,5,1,0,17,0.52,14,2,1,0,0,0
73,Alejandro Alfaro,es ESP,MF,Elche,es La Liga,20-356,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Ángel Algobia,es ESP,MF,Getafe,es La Liga,23-348,12.6,16,1.27,13,0,1,2,0,0,1,0.08,1,0,0,0,0,0
75,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,19-138,6.5,19,2.90,12,1,2,2,1,1,2,0.31,2,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
76,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21-323,2.0,8,3.87,7,0,1,0,0,0,1,0.48,1,0,0,0,0,0
77,Alisson,br BRA,GK,Liverpool,eng Premier League,30-247,37.0,3,0.08,3,0,0,0,0,0,2,0.05,2,0,0,0,0,0
78,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,fr Ligue 1,28-099,24.9,48,1.93,39,1,3,2,3,0,2,0.08,1,0,0,1,0,0
79,Dele Alli,eng ENG,MF,Everton,eng Premier League,27-056,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
80,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,23-007,28.2,91,3.22,67,17,1,1,2,3,5,0.18,3,2,0,0,0,0
81,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,29-116,27.7,87,3.14,63,2,10,9,3,0,13,0.47,5,1,5,2,0,0
82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32-160,13.0,14,1.08,13,0,0,1,0,0,1,0.08,1,0,0,0,0,0
83,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33-329,15.1,19,1.25,15,1,1,1,0,1,0,0.00,0,0,0,0,0,0
84,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,de Bundesliga,30-098,2.6,8,3.03,6,1,0,0,0,1,1,0.38,1,0,0,0,0,0
85,Carlos Álvarez,es ESP,FW,Sevilla,es La Liga,19-304,0.1,,,,,,,,,,,,,,,,
86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,23-074,16.7,16,0.96,9,5,0,1,0,1,1,0.06,1,0,0,0,0,0
87,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,23-126,16.3,52,3.20,39,0,6,5,2,0,5,0.31,2,0,1,1,1,0
88,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,it Serie A,22-018,4.1,9,2.20,3,0,2,3,1,0,2,0.49,1,0,0,1,0,0
89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,28-133,25.9,28,1.08,24,1,0,1,1,1,2,0.08,2,0,0,0,0,0
90,Ibrahim Amadou,fr FRA,"DF,MF",Angers,fr Ligue 1,30-061,4.7,3,0.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
91,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,26-203,3.0,11,3.69,5,0,4,0,0,2,2,0.67,1,0,1,0,0,0
92,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,28-167,17.9,15,0.84,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0
93,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26-325,13.6,24,1.76,11,0,5,4,3,1,3,0.22,1,0,1,0,1,0
94,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,29-089,2.2,2,0.90,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0
95,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,19-001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
96,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,25-118,26.3,45,1.71,34,3,2,4,0,2,3,0.11,1,0,0,2,0,0
97,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21-154,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Bruno Amione,ar ARG,DF,Sampdoria,it Serie A,21-154,23.2,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0
99,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,26-222,10.9,36,3.32,23,4,4,1,4,0,5,0.46,3,0,1,0,1,0
100,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16-323,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
101,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,22-265,29.3,40,1.36,33,0,0,4,2,1,4,0.14,4,0,0,0,0,0
102,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,26-289,22.2,44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1
103,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,19-023,3.3,4,1.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27-006,30.9,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0
105,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,20-212,4.6,22,4.83,16,0,2,0,4,0,1,0.22,1,0,0,0,0,0
106,Felipe Anderson,br BRA,FW,Lazio,it Serie A,30-052,32.9,99,3.01,79,1,10,6,3,0,15,0.46,8,0,4,2,1,0
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32-307,32.4,70,2.16,62,0,0,3,3,2,6,0.19,5,0,0,0,1,0
108,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27-340,16.1,32,1.99,26,0,2,2,2,0,4,0.25,2,0,0,2,0,0
109,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,28-257,26.7,45,1.68,37,0,0,4,1,3,4,0.15,3,0,0,0,0,1
110,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,26-153,29.1,88,3.03,61,20,1,2,3,1,10,0.34,8,1,0,1,0,0
111,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,29-083,6.5,5,0.77,3,0,1,0,0,1,2,0.31,1,0,0,0,0,1
112,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,23-187,14.0,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0
113,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,20-292,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
114,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26-321,32.6,39,1.20,28,4,2,5,0,0,5,0.15,3,0,0,2,0,0
115,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22-334,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
116,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18-313,0.5,1,1.91,1,0,0,0,0,0,1,1.91,1,0,0,0,0,0
117,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22-358,6.6,9,1.37,7,0,1,0,1,0,3,0.46,2,0,1,0,0,0
118,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33-070,20.3,39,1.92,24,0,6,4,5,0,9,0.44,6,0,2,1,0,0
119,Antony,br BRA,FW,Manchester Utd,eng Premier League,23-102,20.0,74,3.69,61,0,5,3,4,1,7,0.35,6,0,1,0,0,0
120,Valentin Antov,bg BUL,DF,Monza,it Serie A,22-209,3.4,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0
121,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29-119,22.0,79,3.59,46,16,5,3,9,0,12,0.54,7,1,2,0,2,0
122,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,28-142,2.3,4,1.71,2,0,1,0,0,1,1,0.43,0,0,1,0,0,0
123,Houssem Aouar,fr FRA,MF,Lyon,fr Ligue 1,24-341,5.8,15,2.57,9,0,3,3,0,0,2,0.34,2,0,0,0,0,0
124,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20-326,2.8,5,1.80,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0
125,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30-362,8.8,11,1.25,8,1,2,0,0,0,1,0.11,1,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
126,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18-344,0.7,6,8.18,5,0,1,0,0,0,1,1.36,1,0,0,0,0,0
127,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27-249,11.0,25,2.27,8,14,1,1,0,1,3,0.27,2,1,0,0,0,0
128,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,34-050,5.5,10,1.83,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
129,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24-091,20.0,18,0.90,15,0,0,3,0,0,6,0.30,5,0,0,1,0,0
130,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21-320,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
131,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,19-206,1.4,3,2.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
132,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30-099,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26-320,13.6,27,1.99,23,0,1,1,1,1,2,0.15,1,0,1,0,0,0
134,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,26-116,14.8,24,1.62,19,0,2,1,1,1,2,0.13,1,0,0,0,0,1
135,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,31-068,15.6,50,3.20,39,1,0,6,4,0,2,0.13,1,0,0,0,1,0
136,Marko Arnautović,at AUT,FW,Bologna,it Serie A,34-048,17.0,44,2.58,36,0,3,2,3,0,5,0.29,3,0,1,0,1,0
137,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29-010,30.7,82,2.67,41,35,1,3,2,0,10,0.33,5,3,0,1,1,0
138,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,19-061,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
139,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,21-249,0.2,3,14.21,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
140,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,28-246,28.5,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
141,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,19-285,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
142,Tolgay Arslan,de GER,MF,Udinese,it Serie A,32-294,13.4,44,3.28,30,5,3,1,4,1,0,0.00,0,0,0,0,0,0
143,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,20-121,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
144,Arthur,br BRA,FW,Fiorentina,it Serie A,25-042,15.9,36,2.26,26,0,2,5,3,0,2,0.13,1,0,0,1,0,0
145,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,25-032,5.4,10,1.86,7,2,1,0,0,0,0,0.00,0,0,0,0,0,0
146,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28-208,19.0,56,2.94,39,1,2,7,6,1,8,0.42,6,0,1,1,0,0
147,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,26-101,8.1,25,3.09,17,1,0,7,0,0,3,0.37,1,0,0,2,0,0
148,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33-343,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
149,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,27-136,16.0,76,4.74,47,16,6,4,3,0,12,0.75,7,2,2,0,1,0
150,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,22-148,8.1,15,1.85,9,4,0,0,2,0,1,0.12,1,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
151,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,20-302,1.9,8,4.29,6,0,0,0,1,1,1,0.54,1,0,0,0,0,0
152,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21-089,6.5,22,3.36,11,9,1,0,1,0,1,0.15,1,0,0,0,0,0
153,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35-309,31.9,141,4.42,110,8,5,8,9,1,8,0.25,8,0,0,0,0,0
154,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-349,2.9,4,1.37,3,1,0,0,0,0,1,0.34,1,0,0,0,0,0
155,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,27-020,8.7,31,3.58,22,0,4,2,2,1,2,0.23,1,0,1,0,0,0
156,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-285,1.9,5,2.60,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
157,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-353,6.2,8,1.30,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0
158,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-353,0.1,1,10.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
159,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-139,25.0,5,0.20,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
160,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-280,34.0,77,2.26,54,16,2,1,3,1,7,0.21,6,1,0,0,0,0
161,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,29-046,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
162,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,29-046,1.5,2,1.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
163,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-164,21.6,26,1.20,21,2,0,0,2,1,1,0.05,0,1,0,0,0,0
164,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,32-097,14.3,54,3.77,35,12,3,3,0,1,7,0.49,3,2,0,2,0,0
165,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,29-120,19.0,41,2.16,28,2,4,4,2,1,2,0.11,1,0,0,1,0,0
166,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-268,19.9,3,0.15,1,1,0,1,0,0,1,0.05,0,0,0,1,0,0
167,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-298,15.6,25,1.60,18,0,2,2,2,1,4,0.26,2,0,1,1,0,0
168,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,19-243,0.7,4,5.37,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
