Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
582,Sergi Darder,es ESP,MF,Espanyol,es La Liga,24,30.1,86,2.86,61,9,5,7,3,1,4,0.13,2,1,0,1,0,0
583,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,4.2,12,2.87,12,0,0,0,0,0,1,0.24,1,0,0,0,0,0
584,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
585,Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,de Bundesliga,17,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
586,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,25,20.5,37,1.81,26,4,0,3,1,3,3,0.15,2,0,0,0,0,1
587,Tom Davies,eng ENG,MF,Everton,eng Premier League,20,10.9,12,1.10,10,0,1,0,1,0,1,0.09,1,0,0,0,0,0
588,Steven Davis,nir NIR,MF,Southampton,eng Premier League,33,1.1,8,7.35,8,0,0,0,0,0,1,0.92,1,0,0,0,0,0
589,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,27,10.8,75,6.92,52,12,6,2,3,0,6,0.55,4,1,0,0,1,0
590,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,13.0,8,0.61,6,0,0,0,1,1,0,0.00,0,0,0,0,0,0
591,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,5.5,5,0.92,3,1,0,1,0,0,1,0.18,1,0,0,0,0,0
592,Rodrigo De Paul,ar ARG,"MF,FW",Udinese,it Serie A,24,35.4,184,5.19,124,37,12,6,5,0,14,0.40,8,4,1,1,0,0
593,Daniele De Rossi,it ITA,MF,Roma,it Serie A,35,14.1,38,2.70,36,0,0,0,1,1,5,0.35,4,0,0,0,1,0
594,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,25,19.4,38,1.96,31,0,1,2,3,1,3,0.15,2,0,0,0,1,0
595,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,30,26.8,60,2.24,52,5,0,3,0,0,8,0.30,6,2,0,0,0,0
596,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,13.2,22,1.67,22,0,0,0,0,0,3,0.23,3,0,0,0,0,0
597,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,21.6,45,2.09,34,5,1,3,2,0,3,0.14,2,1,0,0,0,0
598,Troy Deeney,eng ENG,FW,Watford,eng Premier League,30,28.3,76,2.69,60,0,1,8,6,1,7,0.25,6,0,0,1,0,0
599,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,35,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
600,Steven Defour,be BEL,MF,Burnley,eng Premier League,30,5.0,6,1.20,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
601,Grégoire Defrel,mq MTQ,"FW,MF",Sampdoria,it Serie A,27,26.0,82,3.15,64,1,4,5,6,2,10,0.38,7,0,2,0,1,0
602,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,22,5.0,9,1.80,7,0,0,2,0,0,1,0.20,1,0,0,0,0,0
603,Alessandro Deiola,it ITA,"MF,FW",Parma,it Serie A,22,6.1,6,0.99,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
604,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,14.9,53,3.55,34,5,6,5,3,0,6,0.40,4,1,0,1,0,0
605,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,25.4,42,1.66,33,0,2,3,1,3,10,0.39,7,0,0,3,0,0
606,Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24,3.0,9,3.00,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
607,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,11.5,6,0.52,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0
608,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1.2,4,3.27,2,0,1,1,0,0,1,0.82,1,0,0,0,0,0
609,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,34.6,114,3.29,76,9,17,6,5,1,9,0.26,9,0,0,0,0,0
610,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,8.1,14,1.74,14,0,0,0,0,0,2,0.25,2,0,0,0,0,0
611,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,31,5.7,7,1.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
612,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,22,22.4,64,2.86,41,0,6,8,9,0,8,0.36,5,0,1,1,1,0
613,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,21,18.5,80,4.33,60,10,6,2,2,0,12,0.65,8,3,1,0,0,0
614,Jessy Deminguet,fr FRA,MF,Caen,fr Ligue 1,20,14.1,21,1.49,16,1,2,1,1,0,3,0.21,3,0,0,0,0,0
615,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,14.0,7,0.50,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0
616,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,22.4,143,6.38,81,38,10,7,2,5,12,0.54,7,3,1,1,0,0
617,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,26,22.8,65,2.85,54,6,0,1,4,0,4,0.18,3,0,0,1,0,0
618,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,30.6,16,0.52,13,0,0,3,0,0,1,0.03,1,0,0,0,0,0
619,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,23,16.3,27,1.66,22,0,1,3,1,0,1,0.06,1,0,0,0,0,0
620,Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21,27.4,57,2.08,47,5,0,3,2,0,4,0.15,4,0,0,0,0,0
621,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,11.9,21,1.77,18,0,0,1,2,0,1,0.08,1,0,0,0,0,0
622,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,4.9,15,3.06,11,0,0,4,0,0,3,0.61,1,0,0,2,0,0
623,Kiril Despodov,bg BUL,"FW,MF",Cagliari,it Serie A,21,1.2,1,0.86,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
624,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,31,3.9,5,1.28,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
625,Mattia Destro,it ITA,FW,Bologna,it Serie A,27,5.5,7,1.28,4,0,0,3,0,0,2,0.37,1,0,0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
626,Gerard Deulofeu,es ESP,"FW,MF",Watford,eng Premier League,24,23.0,87,3.79,64,3,16,1,1,2,17,0.74,7,2,8,0,0,0
627,Jacopo Dezi,it ITA,MF,Parma,it Serie A,26,1.0,1,1.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
628,Federico Di Francesco,it ITA,"FW,MF",Sassuolo,it Serie A,24,11.9,28,2.35,25,0,0,0,3,0,6,0.50,5,0,0,0,1,0
629,Antonio Di Gaudio,it ITA,FW,Parma,it Serie A,28,7.8,9,1.16,5,0,1,1,2,0,1,0.13,0,0,0,0,1,0
630,Giovanni Di Lorenzo,it ITA,"DF,FW",Empoli,it Serie A,24,37.0,82,2.22,66,5,6,3,2,0,12,0.32,9,0,2,1,0,0
631,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,30,25.8,103,3.99,69,15,9,6,4,0,26,1.01,15,4,4,2,1,0
632,Franco Di Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
633,Franco Di Santo,ar ARG,"MF,FW",Schalke 04,de Bundesliga,29,2.7,5,1.84,3,0,0,0,1,1,1,0.37,1,0,0,0,0,0
634,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,21,8.3,24,2.89,11,0,8,2,3,0,3,0.36,0,0,1,1,1,0
635,Fousseni Diabaté,ml MLI,FW,Leicester City,eng Premier League,22,0.6,2,3.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
636,Moussa Diaby,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,19,12.7,34,2.68,27,1,6,0,0,0,10,0.79,8,0,2,0,0,0
637,Adama Diakhaby,fr FRA,"FW,MF",Huddersfield,eng Premier League,22,6.1,15,2.45,9,0,2,2,1,1,1,0.16,0,0,0,1,0,0
638,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,17.6,11,0.63,8,0,0,3,0,0,1,0.06,1,0,0,0,0,0
639,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,7.0,5,0.71,4,1,0,0,0,0,1,0.14,0,1,0,0,0,0
640,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,26.4,21,0.79,17,0,0,3,1,0,2,0.08,1,0,0,1,0,0
641,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,5.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
642,Mustapha Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,5.1,2,0.40,2,0,0,0,0,0,1,0.20,1,0,0,0,0,0
643,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,31,24.1,33,1.37,20,0,4,3,5,1,0,0.00,0,0,0,0,0,0
644,Grady Diangana,eng ENG,"MF,FW",West Ham,eng Premier League,20,6.8,28,4.14,20,2,3,1,2,0,1,0.15,1,0,0,0,0,0
645,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1.8,3,1.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
646,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,21,7.3,21,2.86,16,0,2,1,0,2,1,0.14,1,0,0,0,0,0
647,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,18,4.2,21,5.03,11,0,7,0,3,0,3,0.72,1,0,2,0,0,0
648,Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
649,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,32.7,21,0.64,17,1,3,0,0,0,1,0.03,1,0,0,0,0,0
650,Lorenzo Dickmann,it ITA,"DF,MF",SPAL,it Serie A,21,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
651,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,28,10.6,62,5.84,37,13,3,2,6,1,4,0.38,3,0,1,0,0,0
652,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,23.4,45,1.92,32,7,0,0,5,1,3,0.13,3,0,0,0,0,0
653,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,8.3,4,0.48,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
654,Eric Dier,eng ENG,"MF,DF",Tottenham,eng Premier League,24,16.7,22,1.31,19,0,0,0,2,1,2,0.12,2,0,0,0,0,0
655,Tim Dierßen,de GER,MF,Hannover 96,de Bundesliga,22,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
656,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,32.9,111,3.37,63,40,2,4,0,2,9,0.27,6,2,0,1,0,0
657,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,25,22.5,42,1.87,30,7,1,0,3,1,2,0.09,1,0,0,0,1,0
658,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,20,10.0,35,3.51,23,0,5,2,4,1,5,0.50,4,0,0,1,0,0
659,Federico Dimarco,it ITA,"DF,MF",Parma,it Serie A,20,9.9,18,1.82,10,4,2,1,1,0,2,0.20,0,0,1,0,1,0
660,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,21.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
661,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,14.9,48,3.21,44,0,0,0,1,3,6,0.40,6,0,0,0,0,0
662,Ismaël Diomandé,ci CIV,"MF,DF",Caen,fr Ligue 1,25,14.4,16,1.11,16,0,0,0,0,0,1,0.07,1,0,0,0,0,0
663,Federico Dionisi,it ITA,"FW,MF",Frosinone,it Serie A,31,2.3,10,4.41,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0
664,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,17.7,39,2.21,28,0,1,2,8,0,4,0.23,3,0,1,0,0,0
665,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,33.0,7,0.21,5,0,2,0,0,0,2,0.06,2,0,0,0,0,0
666,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,26.1,59,2.26,49,0,3,2,5,0,1,0.04,0,0,0,1,0,0
667,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,18,8.2,20,2.43,12,1,3,2,2,0,0,0.00,0,0,0,0,0,0
668,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,9.9,14,1.41,10,1,2,1,0,0,1,0.10,1,0,0,0,0,0
669,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,2.4,2,0.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
670,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
671,Djené,tg TOG,DF,Getafe,es La Liga,26,33.1,22,0.67,14,2,3,0,2,1,4,0.12,1,0,1,0,2,0
672,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,15.4,8,0.52,7,0,1,0,0,0,2,0.13,2,0,0,0,0,0
673,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
674,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,30.6,22,0.72,18,0,0,1,1,2,2,0.07,2,0,0,0,0,0
675,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1.9,3,1.54,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
676,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,20.1,16,0.80,13,0,0,2,0,1,6,0.30,4,0,0,2,0,0
677,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
678,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,24.0,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
679,Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,26,34.9,95,2.72,70,6,3,8,6,2,10,0.29,7,0,1,0,2,0
680,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1.0,4,4.09,1,3,0,0,0,0,1,1.02,0,1,0,0,0,0
681,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
682,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,6.9,20,2.88,15,3,0,0,1,1,2,0.29,1,1,0,0,0,0
683,Ji Dong-won,kr KOR,"MF,FW",Augsburg,de Bundesliga,27,9.9,33,3.33,23,0,2,2,4,2,4,0.40,2,0,0,1,0,1
684,Anastasios Donis,gr GRE,"FW,MF",Stuttgart,de Bundesliga,21,10.7,21,1.97,14,0,4,2,0,1,3,0.28,2,0,1,0,0,0
685,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,34.3,8,0.23,6,2,0,0,0,0,1,0.03,1,0,0,0,0,0
686,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1.7,2,1.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
687,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,0.9,1,1.15,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
688,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,20,11.8,14,1.18,11,1,0,1,1,0,0,0.00,0,0,0,0,0,0
689,Mathieu Dossevi,tg TOG,"FW,MF",Toulouse,fr Ligue 1,30,27.4,96,3.50,64,19,8,0,5,0,5,0.18,3,1,1,0,0,0
690,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,25,34.0,83,2.44,72,2,4,5,0,0,9,0.26,5,1,1,2,0,0
691,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,3.5,2,0.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
692,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,23,17.8,61,3.43,39,0,9,1,12,0,8,0.45,4,0,2,0,2,0
693,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,6.0,4,0.67,1,0,0,2,1,0,2,0.33,1,0,0,1,0,0
694,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,6.7,3,0.45,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
695,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,14.8,9,0.61,7,0,0,1,1,0,1,0.07,1,0,0,0,0,0
696,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
697,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,14.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
698,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,24,22.7,92,4.05,70,9,7,5,1,0,15,0.66,14,1,0,0,0,0
699,Luke Dreher,eng ENG,FW,Crystal Palace,eng Premier League,19,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
700,Josip Drmić,ch SUI,FW,M'Gladbach,de Bundesliga,25,2.5,4,1.62,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
701,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
702,Óscar Duarte,cr CRC,"DF,MF",Espanyol,es La Liga,29,7.3,6,0.82,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
703,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,30.8,55,1.79,38,3,0,6,8,0,3,0.10,2,0,0,1,0,0
704,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,23,22.7,55,2.42,41,3,2,5,3,1,7,0.31,7,0,0,0,0,0
705,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,29,38.0,5,0.13,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
706,Marvin Ducksch,de GER,FW,Düsseldorf,de Bundesliga,24,9.1,37,4.05,28,2,0,5,0,2,3,0.33,3,0,0,0,0,0
707,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,23,28.5,93,3.27,59,14,5,10,4,1,12,0.42,7,1,0,2,1,1
708,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,26,34.3,24,0.70,18,1,0,2,2,1,3,0.09,2,0,0,0,1,0
709,Demeaco Duhaney,eng ENG,DF,Huddersfield,eng Premier League,19,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
710,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,26,22.1,26,1.18,21,3,0,2,0,0,1,0.05,1,0,0,0,0,0
711,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,25,20.5,63,3.07,56,0,4,3,0,0,8,0.39,6,0,1,1,0,0
712,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,26,35.0,21,0.60,20,0,0,0,1,0,2,0.06,2,0,0,0,0,0
713,Maxime Dupé,fr FRA,GK,Nantes,fr Ligue 1,25,10.4,2,0.19,0,2,0,0,0,0,1,0.10,0,1,0,0,0,0
714,Erik Durm,de GER,DF,Huddersfield,eng Premier League,26,22.8,37,1.62,30,1,3,1,1,1,2,0.09,2,0,0,0,0,0
715,Jimmy Durmaz,se SWE,"MF,FW",Toulouse,fr Ligue 1,29,21.1,86,4.07,48,19,11,5,3,0,5,0.24,2,1,0,1,1,0
716,Riza Durmisi,dk DEN,DF,Lazio,it Serie A,24,3.6,16,4.42,14,0,0,0,0,2,2,0.55,2,0,0,0,0,0
717,Hugo Duro,es ESP,"MF,FW",Getafe,es La Liga,18,4.6,5,1.08,1,0,0,0,3,1,1,0.22,0,0,0,0,1,0
718,Raphael Dwamena,gh GHA,FW,Levante,es La Liga,22,2.5,5,2.03,4,0,0,0,1,0,2,0.81,1,0,0,0,1,0
719,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,24,23.7,115,4.84,70,20,12,4,9,0,15,0.63,10,0,2,1,2,0
720,Edin Džeko,ba BIH,FW,Roma,it Serie A,32,28.7,108,3.77,73,0,15,11,8,1,16,0.56,13,0,2,0,1,0
721,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,32,19.4,61,3.14,46,3,2,3,7,0,7,0.36,6,1,0,0,0,0
722,Félix Eboa Eboa,cm CMR,DF,Guingamp,fr Ligue 1,21,27.0,7,0.26,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
723,Dennis Eckert,de GER,FW,Celta Vigo,es La Liga,21,2.4,6,2.51,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
724,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,eng Premier League,30,37.5,24,0.64,17,3,0,3,1,0,4,0.11,3,0,0,1,0,0
725,Simone Edera,it ITA,MF,Torino,it Serie A,21,0.9,5,5.84,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
726,Simone Edera,it ITA,FW,Bologna,it Serie A,21,2.2,8,3.67,4,1,3,0,0,0,0,0.00,0,0,0,0,0,0
727,Ederson,br BRA,GK,Manchester City,eng Premier League,24,38.0,5,0.13,2,3,0,0,0,0,1,0.03,0,1,0,0,0,0
728,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,12.4,30,2.43,20,0,5,3,2,0,7,0.57,4,0,1,2,0,0
729,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,21,33.9,90,2.65,76,0,5,4,2,3,9,0.27,7,0,2,0,0,0
730,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,29,29.4,56,1.90,43,2,4,3,2,2,4,0.14,1,0,1,1,1,0
731,Josip Elez,hr CRO,DF,Hannover 96,de Bundesliga,24,7.2,5,0.69,4,0,1,0,0,0,1,0.14,1,0,0,0,0,0
732,Harvey Elliott,eng ENG,MF,Fulham,eng Premier League,15,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
733,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,26,4.2,9,2.13,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
734,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,24,25.0,25,1.00,20,0,1,1,1,2,2,0.08,1,0,0,1,0,0
735,Gorka Elustondo,es ESP,"MF,DF",Rayo Vallecano,es La Liga,31,3.2,4,1.26,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
736,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,21,29.1,21,0.72,18,1,0,1,0,1,5,0.17,5,0,0,0,0,0
737,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,24,4.8,5,1.05,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
738,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,23,8.8,34,3.86,16,7,4,3,3,1,1,0.11,1,0,0,0,0,0
739,Adri Embarba,es ESP,"MF,FW",Rayo Vallecano,es La Liga,26,25.4,93,3.67,42,32,8,4,6,1,10,0.39,6,1,2,0,1,0
740,Breel Embolo,ch SUI,FW,Schalke 04,de Bundesliga,21,14.9,48,3.21,26,0,6,3,13,0,9,0.60,3,0,2,2,2,0
741,Emerson,br BRA,"FW,DF",Betis,es La Liga,19,3.5,7,1.99,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0
742,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,21,23.4,39,1.67,22,1,7,1,7,1,4,0.17,2,1,1,0,0,0
743,Björn Engels,be BEL,DF,Reims,fr Ligue 1,23,33.0,26,0.79,23,0,0,2,1,0,2,0.06,2,0,0,0,0,0
744,Sergi Enrich,es ESP,FW,Eibar,es La Liga,28,28.7,71,2.47,53,0,4,8,5,1,8,0.28,3,0,0,3,2,0
745,Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,28,7.0,17,2.42,9,5,1,0,2,0,1,0.14,0,0,0,0,1,0
746,Christian Eriksen,dk DEN,MF,Tottenham,eng Premier League,26,30.8,143,4.64,97,27,4,10,3,2,16,0.52,12,4,0,0,0,0
747,Patrick Erras,de GER,MF,Nürnberg,de Bundesliga,23,13.6,20,1.47,19,0,0,1,0,0,2,0.15,1,0,0,1,0,0
748,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,25,19.9,38,1.91,29,0,0,6,3,0,5,0.25,4,0,0,1,0,0
749,Sergio Escudero,es ESP,"DF,FW",Sevilla,es La Liga,28,17.2,33,1.92,26,2,2,1,2,0,2,0.12,2,0,0,0,0,0
750,Bernardo Espinosa,co COL,DF,Girona,es La Liga,29,30.3,18,0.59,16,0,0,2,0,0,2,0.07,1,0,0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
751,Michael Esser,de GER,GK,Hannover 96,de Bundesliga,30,32.0,12,0.37,10,2,0,0,0,0,0,0.00,0,0,0,0,0,0
752,Alexander Esswein,de GER,"MF,FW",Stuttgart,de Bundesliga,28,13.9,46,3.30,33,2,3,3,4,1,4,0.29,2,0,0,1,1,0
753,Neil Etheridge,ph PHI,GK,Cardiff City,eng Premier League,28,38.0,11,0.29,7,4,0,0,0,0,0,0.00,0,0,0,0,0,0
754,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,31,22.6,66,2.92,36,27,0,3,0,0,3,0.13,0,3,0,0,0,0
755,Xabier Etxeita,es ESP,DF,Huesca,es La Liga,30,29.7,17,0.57,11,1,0,4,0,1,0,0.00,0,0,0,0,0,0
