Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
596,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,36.0,64,51,19,40,5,25,66,37.9,41,45,4,41,40,104,27,0
597,Mickaël Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,11.4,24,11,2,15,7,10,33,30.3,23,13,1,12,3,27,4,0
598,Mickaël Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
599,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21,23.9,36,16,10,19,7,13,49,26.5,36,29,2,27,31,67,9,0
600,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,8.9,26,19,17,9,0,9,14,64.3,5,10,2,8,18,44,19,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
601,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
602,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,2.2,4,3,1,2,1,1,2,50.0,1,1,0,1,1,5,0,0
603,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
604,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,4.6,9,4,5,3,1,2,4,50.0,2,13,8,5,5,14,6,1
605,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,25.1,48,24,33,13,2,23,42,54.8,19,25,9,16,53,101,109,0
606,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,13.0,19,10,7,7,5,11,19,57.9,8,6,1,5,17,36,27,0
607,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,7.8,15,9,6,7,2,6,15,40.0,9,9,7,2,4,19,15,0
608,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,29.6,22,13,13,8,1,12,18,66.7,6,17,13,4,44,66,99,1
609,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,28,11.1,6,3,3,1,2,1,13,7.7,12,6,0,6,9,15,7,0
610,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,12.4,11,8,5,3,3,5,16,31.3,11,7,1,6,13,24,16,0
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,15.1,23,11,4,17,2,14,19,73.7,5,18,5,13,16,39,18,1
612,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
613,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,14.0,30,18,9,20,1,14,38,36.8,24,23,5,18,18,48,11,1
614,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
615,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,37.9,74,45,46,22,6,30,88,34.1,58,41,3,38,44,118,52,1
616,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,12.1,32,17,23,6,3,17,34,50.0,17,18,5,13,25,57,42,0
617,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,19.7,42,21,14,20,8,22,70,31.4,48,40,4,36,24,66,17,0
618,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,16.4,23,15,15,5,3,10,21,47.6,11,17,6,11,14,37,32,0
619,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,32.4,62,31,37,16,9,35,66,53.0,31,32,12,20,66,128,68,2
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,15.0,6,4,5,1,0,4,11,36.4,7,16,14,2,18,24,59,1
621,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,0.8,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
622,Dante,br BRA,DF,Nice,fr Ligue 1,36,8.6,10,5,6,4,0,3,7,42.9,4,6,4,2,10,20,20,0
623,Andrea Danzi,it ITA,DF,Hellas Verona,it Serie A,21,1.2,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1,0
624,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,3.6,5,2,3,1,1,3,10,30.0,7,3,0,3,8,13,0,1
625,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,18,9.1,17,10,10,6,1,9,16,56.3,7,7,3,4,16,33,31,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,21.1,34,19,11,19,4,9,31,29.0,22,34,2,32,27,61,18,0
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17,0
628,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,2.3,6,5,3,3,0,4,7,57.1,3,2,0,2,6,12,7,0
629,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,12.9,30,16,12,7,11,16,28,57.1,12,9,2,7,17,47,35,0
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,26.2,17,10,5,5,7,9,24,37.5,15,19,1,18,3,20,9,0
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,19.6,39,27,16,17,6,28,40,70.0,12,21,1,20,28,67,33,1
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,15.0,27,17,10,11,6,13,30,43.3,17,10,5,5,18,45,49,2
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,15.8,31,18,17,12,2,16,39,41.0,23,15,9,6,34,65,21,2
634,Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,3.1,2,1,1,0,1,0,1,0.0,1,1,0,1,0,2,2,0
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,0.4,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,0,0
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,20.7,42,28,30,10,2,14,24,58.3,10,28,19,9,27,69,62,1
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,21.4,11,8,7,4,0,5,12,41.7,7,26,22,4,32,43,88,3
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,22.2,34,21,6,18,10,13,48,27.1,35,26,1,25,9,43,10,0
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,9.5,15,10,6,9,0,4,5,80.0,1,16,9,7,18,33,41,0
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,35.6,41,24,17,22,2,15,60,25.0,45,32,1,31,17,58,20,1
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,16.3,29,17,15,11,3,18,27,66.7,9,13,4,9,27,56,44,0
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,23.8,34,24,18,13,3,16,37,43.2,21,37,10,27,30,64,62,3
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,5.5,11,6,8,3,0,6,15,40.0,9,8,1,7,6,17,16,0
645,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,19.5,47,32,20,22,5,16,49,32.7,33,20,3,17,20,67,30,4
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,23.4,58,33,37,17,4,40,62,64.5,22,27,9,18,45,103,61,0
647,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,14.8,13,8,5,5,3,5,13,38.5,8,9,0,9,7,20,5,0
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,4.0,6,3,2,3,1,5,13,38.5,8,3,1,2,3,9,1,0
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,6.8,13,5,5,4,4,8,23,34.8,15,7,2,5,11,24,11,0
650,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,7.2,30,11,5,14,11,5,25,20.0,20,6,0,6,3,33,4,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,0.1,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
652,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,19.8,32,18,19,11,2,20,35,57.1,15,22,5,17,24,56,30,1
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,14.3,40,30,15,20,5,11,31,35.5,20,28,10,18,22,62,15,1
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,10.1,8,5,5,1,2,7,13,53.8,6,12,5,7,17,25,19,1
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,2.9,1,0,1,0,0,1,3,33.3,2,8,5,3,7,8,9,1
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,27.6,12,7,1,9,2,8,18,44.4,10,11,1,10,4,16,34,0
659,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,3.0,5,2,3,2,0,1,3,33.3,2,2,0,2,4,9,8,1
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,7.5,2,2,0,1,1,0,4,0.0,4,4,2,2,5,7,9,0
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,19.7,14,9,4,9,1,6,17,35.3,11,10,0,10,9,23,3,1
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,10.4,12,9,8,4,0,5,13,38.5,8,16,9,7,21,33,40,0
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,19.4,46,31,15,26,5,19,38,50.0,19,21,4,17,8,54,6,1
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,16.6,15,9,4,6,5,2,16,12.5,14,29,5,24,0,15,27,0
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,17.7,56,32,26,22,8,23,63,36.5,40,14,1,13,11,67,15,1
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,29.0,25,16,16,9,0,6,13,46.2,7,36,25,11,27,52,91,1
668,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,27.8,54,29,29,22,3,31,60,51.7,29,38,15,23,27,81,52,2
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,5.8,4,2,0,3,1,0,3,0.0,3,2,0,2,1,5,2,0
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,5.3,13,7,6,5,2,1,6,16.7,5,6,0,6,0,13,0,1
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1.3,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,12.4,25,13,15,6,4,15,32,46.9,17,16,4,12,12,37,38,0
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,0.9,1,0,0,1,0,0,2,0.0,2,0,0,0,1,2,1,0
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,2.1,3,2,0,1,2,1,2,50.0,1,4,0,4,3,6,2,0
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,15.1,8,4,3,5,0,1,3,33.3,2,12,8,4,27,35,73,0
677,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,1.1,1,1,1,0,0,0,0,,0,2,1,1,2,3,8,0
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
679,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,21.2,31,16,23,6,2,18,32,56.3,14,25,4,21,10,41,24,1
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,17.8,6,3,0,3,3,2,9,22.2,7,11,0,11,4,10,8,0
681,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,6.6,2,2,1,1,0,2,12,16.7,10,2,0,2,3,5,0,0
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,9.7,6,4,3,1,2,2,13,15.4,11,9,0,9,9,15,13,0
683,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,0.9,4,3,0,2,2,3,6,50.0,3,2,0,2,0,4,0,0
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,5.6,1,2,0,1,0,0,3,0.0,3,1,0,1,0,1,5,0
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,5.3,2,2,1,0,1,1,3,33.3,2,2,0,2,0,2,5,0
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,36.0,79,50,54,21,4,43,75,57.3,32,37,13,24,35,114,64,1
687,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,20.6,26,17,6,8,12,11,45,24.4,34,14,1,13,6,32,7,0
688,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
689,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,3.2,2,2,1,1,0,0,4,0.0,4,5,0,5,0,2,4,0
690,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,32.6,23,12,3,11,9,4,22,18.2,18,19,5,14,12,35,37,1
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,0.2,2,0,0,2,0,0,0,,0,2,0,2,0,2,0,0
692,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,26.5,10,6,4,5,1,6,20,30.0,14,11,0,11,12,22,5,0
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,13.2,4,3,3,0,1,1,4,25.0,3,2,1,1,1,5,16,0
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,23.1,16,8,10,6,0,8,12,66.7,4,28,21,7,27,43,102,1
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,16.6,16,11,9,5,2,8,13,61.5,5,15,8,7,25,41,36,0
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,1.8,3,3,1,2,0,0,0,,0,2,1,1,0,3,1,0
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,25.8,11,6,3,6,2,7,18,38.9,11,12,2,10,13,24,12,0
699,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,25,1.6,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,5,0
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,11.3,29,16,11,17,1,9,16,56.3,7,10,1,9,10,39,12,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,4.9,14,9,2,9,3,4,8,50.0,4,4,0,4,3,17,3,0
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
703,Grady Diangana,eng ENG,"MF,FW",West Brom,eng Premier League,22,13.7,35,19,19,9,7,19,43,44.2,24,16,2,14,16,51,9,0
704,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,2.2,0,0,0,0,0,0,7,0.0,7,6,1,5,4,4,1,0
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,31.6,24,13,13,8,3,4,16,25.0,12,31,23,8,35,59,92,0
706,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,4.3,4,3,1,1,2,1,3,33.3,2,5,1,4,4,8,1,0
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,7.3,10,8,4,6,0,2,8,25.0,6,11,2,9,12,22,4,0
708,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,20,13.6,18,10,7,7,4,10,23,43.5,13,10,0,10,2,20,2,0
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,9.2,21,10,13,6,2,10,19,52.6,9,14,8,6,16,37,39,0
710,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,10.8,16,6,2,9,5,7,12,58.3,5,10,0,10,3,19,8,0
711,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,1.4,5,3,3,2,0,2,4,50.0,2,2,0,2,0,5,0,0
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,28.0,23,14,13,10,0,11,18,61.1,7,37,31,6,23,46,123,3
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,5.2,5,4,5,0,0,3,5,60.0,2,10,6,4,13,18,21,0
714,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,29.8,63,38,40,16,7,29,54,53.7,25,42,4,38,31,94,87,0
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,16.5,21,14,15,5,1,12,21,57.1,9,17,2,15,17,38,35,0
716,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,5.9,5,3,2,2,1,1,6,16.7,5,5,0,5,4,9,3,0
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,29.0,32,19,23,7,2,13,28,46.4,15,18,9,9,47,79,50,1
718,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,23.8,38,25,14,19,5,15,45,33.3,30,17,1,16,14,52,9,0
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
720,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,1.2,1,1,1,0,0,0,1,0.0,1,4,0,4,2,3,1,0
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,12.6,10,7,8,1,1,5,14,35.7,9,19,15,4,33,43,53,1
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,19.4,15,10,3,9,3,4,18,22.2,14,6,3,3,5,20,16,0
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,15.3,20,14,12,8,0,7,18,38.9,11,32,22,10,22,42,59,0
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,25.8,43,29,15,22,6,12,41,29.3,29,23,5,18,39,82,34,1
725,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,22.5,49,34,17,25,7,18,53,34.0,35,25,1,24,31,80,15,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,22.3,29,20,17,12,0,20,35,57.1,15,18,11,7,26,55,66,1
730,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,9.7,22,13,14,5,3,15,23,65.2,8,10,4,6,9,31,23,0
731,Djené,tg TOG,DF,Getafe,es La Liga,28,32.7,61,39,31,26,4,26,34,76.5,8,24,11,13,42,103,96,0
732,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,13.8,52,27,27,17,8,28,63,44.4,35,24,2,22,10,62,14,0
733,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,16.9,39,28,30,8,1,10,20,50.0,10,35,20,15,28,67,73,0
734,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,25,28.4,60,41,45,13,2,32,52,61.5,20,28,10,18,91,151,104,0
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,29.2,41,29,27,12,2,17,34,50.0,17,34,20,14,62,103,89,1
736,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,34.7,4,3,4,0,0,2,4,50.0,2,0,0,0,0,4,16,2
737,Ritsu Doan,jp JPN,"MF,FW",Arminia,de Bundesliga,22,30.8,53,31,22,19,12,19,52,36.5,33,42,1,41,31,84,11,0
738,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,5.9,12,5,6,2,4,7,14,50.0,7,5,0,5,10,22,3,0
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,13.8,29,15,15,10,4,13,33,39.4,20,20,5,15,23,52,46,0
740,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,18,25.7,44,25,9,24,11,11,26,42.3,15,18,1,17,11,55,1,0
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,21.4,6,2,1,3,2,2,11,18.2,9,11,2,9,6,12,19,1
742,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,5.0,7,2,6,0,1,4,8,50.0,4,3,0,3,5,12,2,0
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,28.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,16,2
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,4.0,5,4,4,1,0,3,6,50.0,3,5,3,2,6,11,24,0
745,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,13.9,48,28,26,17,5,15,37,40.5,22,26,7,19,24,72,20,0
746,John Donald,es ESP,"DF,MF",Elche,es La Liga,19,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
747,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,0.7,1,1,1,0,0,0,0,,0,1,0,1,2,3,0,0
748,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1.1,4,1,2,0,2,1,1,100.0,0,0,0,0,0,4,0,0
749,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,37.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,23,2
750,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,22.2,25,15,19,5,1,13,19,68.4,6,27,19,8,26,51,74,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
751,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,9.1,3,2,1,1,1,2,5,40.0,3,5,1,4,2,5,8,0
752,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,27.1,52,32,25,19,8,14,43,32.6,29,24,7,17,39,91,31,1
753,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,29.2,87,47,40,42,5,32,65,49.2,33,20,4,16,52,139,26,1
754,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,3.7,11,8,7,4,0,4,9,44.4,5,2,0,2,4,15,11,0
755,Mahamadou Doucouré,ml MLI,"FW,MF",Nîmes,fr Ligue 1,20,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
756,Cheick Doukouré,ci CIV,"MF,FW",Levante,es La Liga,27,1.1,5,4,2,1,2,3,4,75.0,1,2,0,2,3,8,0,0
757,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,8.7,15,8,6,7,2,5,13,38.5,8,6,3,3,7,22,9,0
758,Moussa Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,25,10.0,10,6,4,4,2,4,22,18.2,18,5,1,4,10,20,4,0
759,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,24.7,48,33,25,19,4,22,36,61.1,14,18,4,14,42,90,50,0
760,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,12.6,11,7,5,5,1,9,13,69.2,4,17,5,12,13,24,33,0
761,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,35.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,13,1
762,Denis Drăguș,ro ROU,"FW,MF",Crotone,it Serie A,21,2.0,3,1,0,0,3,0,4,0.0,4,4,0,4,1,4,0,0
763,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
764,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1.9,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,7,0
765,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,26,11.8,13,6,5,6,2,5,20,25.0,15,4,0,4,14,27,0,0
766,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,30,13.7,36,26,15,18,3,12,30,40.0,18,5,1,4,14,50,15,0
767,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2
768,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,26.3,32,20,18,12,2,14,21,66.7,7,29,20,9,29,61,86,0
769,Léo Duarte,br BRA,DF,Milan,it Serie A,24,0.2,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,22.9,22,13,17,5,0,10,18,55.6,8,23,15,8,36,58,97,1
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,28.3,55,30,28,21,6,23,52,44.2,29,44,6,38,66,121,72,0
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,32.3,38,26,19,16,3,18,36,50.0,18,27,9,18,31,69,69,2
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
