Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1255,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,27,31.3,1477,5,72,627,797,129,1473,80,46,57.5,34,42.5,787,4829,2364,80,53,33,88,69,971,235
1256,Rani Khedira,de GER,"DF,MF",Augsburg,de Bundesliga,24,29.2,1594,151,748,744,114,27,1594,6,2,33.3,4,66.7,784,3732,1589,14,9,1,20,9,902,27
1257,Sami Khedira,de GER,MF,Juventus,it Serie A,31,7.8,438,14,68,257,119,28,438,1,0,0.0,1,100.0,277,1127,468,9,10,2,8,4,322,32
1258,Isaac Kiese Thelin,se SWE,"FW,MF",Leverkusen,de Bundesliga,26,2.0,61,4,6,31,24,8,61,1,1,100.0,0,0.0,21,58,7,0,0,0,8,4,51,8
1259,Kike,es ESP,FW,Eibar,es La Liga,28,14.4,598,6,29,216,355,90,598,14,6,42.9,8,57.1,330,1289,340,13,12,7,61,28,475,128
1260,Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
1261,Joshua Kimmich,de GER,"DF,MF",Bayern Munich,de Bundesliga,23,34.0,3311,88,651,1673,1016,53,3311,62,38,61.3,24,38.7,1948,11570,5837,128,103,9,41,25,2315,252
1262,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,22.3,1676,98,542,1058,88,7,1676,13,5,38.5,8,61.5,1071,5924,3373,23,24,1,8,12,1233,6
1263,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,26,32.9,1289,26,142,563,626,160,1283,126,65,51.6,61,48.4,926,7079,3563,131,87,46,113,96,983,248
1264,Sofian Kiyine,ma MAR,"MF,DF",Chievo,it Serie A,20,9.1,498,14,100,246,161,17,498,43,28,65.1,15,34.9,312,2139,1198,35,24,9,23,15,329,42
1265,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,22.3,1171,186,722,425,28,20,1171,0,0,,0,,572,2394,1186,2,1,0,4,1,642,2
1266,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,31.3,1588,61,294,837,474,37,1588,27,17,63.0,10,37.0,731,3142,1336,28,33,4,43,18,966,112
1267,Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,25,4.9,203,0,35,76,96,27,203,5,3,60.0,2,40.0,115,647,301,8,4,4,12,5,139,37
1268,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,13.7,755,91,385,355,22,4,755,1,1,100.0,0,0.0,407,2613,1581,14,12,1,6,4,449,3
1269,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,2.2,91,7,13,47,33,11,91,5,3,60.0,2,40.0,52,251,87,2,5,1,7,3,69,11
1270,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,22.3,1284,74,366,571,360,40,1284,16,7,43.8,9,56.3,444,2858,1585,43,31,10,11,8,596,109
1271,Justin Kluivert,nl NED,FW,Roma,it Serie A,19,14.9,650,8,73,220,369,59,650,54,24,44.4,29,53.7,424,3325,1748,68,41,22,44,23,467,168
1272,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,6.6,333,24,95,170,73,6,333,20,10,50.0,10,50.0,180,1371,688,23,14,3,8,4,157,25
1273,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,31.0,2358,234,1235,1082,54,25,2358,10,8,80.0,2,20.0,1500,8782,5327,28,12,1,11,5,1603,7
1274,Anthony Knockaert,fr FRA,"MF,FW",Brighton,eng Premier League,26,20.4,960,16,173,404,410,50,960,64,31,48.4,33,51.6,568,3891,1758,56,31,19,52,31,595,119
1275,Törles Knöll,de GER,"FW,MF",Nürnberg,de Bundesliga,20,4.1,133,1,17,65,53,16,133,8,5,62.5,3,37.5,61,244,103,4,3,0,16,4,81,18
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1276,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1.0,47,42,47,0,0,0,47,0,0,,0,,26,203,111,0,0,0,0,0,22,0
1277,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,15.4,564,492,560,4,0,0,564,1,1,100.0,0,0.0,316,1668,928,0,0,0,0,0,236,0
1278,Robin Koch,de GER,"MF,DF",Freiburg,de Bundesliga,22,21.1,1101,108,427,621,56,11,1101,10,7,70.0,3,30.0,496,2454,1374,5,6,1,11,14,665,6
1279,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,24,1.8,65,0,5,34,27,6,65,2,1,50.0,1,50.0,38,126,29,1,1,0,7,5,56,16
1280,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,24,10.8,646,32,161,373,118,14,646,9,4,44.4,5,55.6,247,1350,663,16,15,4,10,11,388,17
1281,Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1.9,83,9,44,37,2,2,83,0,0,,0,,34,228,145,0,0,0,0,0,45,0
1282,Koke,es ESP,MF,Atlético Madrid,es La Liga,26,28.7,2335,48,398,1248,697,27,2335,17,13,76.5,4,23.5,1293,4773,2184,24,30,4,30,39,1689,72
1283,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,32.3,2377,125,645,1061,698,40,2374,55,31,56.4,24,43.6,1225,7207,4656,105,70,16,28,17,1482,177
1284,Sead Kolašinac,ba BIH,"DF,MF",Arsenal,eng Premier League,25,21.0,1416,40,330,602,492,79,1416,24,13,54.2,11,45.8,658,3388,2102,74,38,24,31,17,862,179
1285,Randal Kolo Muani,fr FRA,FW,Nantes,fr Ligue 1,19,1.4,51,2,5,22,26,8,51,4,1,25.0,3,75.0,33,202,82,3,3,2,6,9,38,15
1286,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,35.4,2316,149,990,1078,261,32,2316,19,12,63.2,7,36.8,1060,5902,4016,43,22,2,22,5,1484,56
1287,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,13.6,1349,88,462,848,42,10,1349,4,3,75.0,1,25.0,905,4951,2821,17,15,0,5,0,1069,3
1288,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,20.0,1279,75,431,587,291,4,1279,53,25,47.2,28,52.8,552,4511,2779,88,62,2,35,15,592,57
1289,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,27.0,1362,113,588,727,64,22,1362,26,22,84.6,4,15.4,579,4084,2569,33,16,1,19,10,646,5
1290,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,25,20.8,596,15,45,266,291,77,593,24,15,62.5,9,37.5,374,1875,631,25,10,17,67,25,464,133
1291,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,25,13.8,914,49,221,595,105,12,914,24,22,91.7,2,8.3,525,3155,1324,14,16,0,15,20,643,10
1292,Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,17,0.8,50,0,5,42,3,0,50,0,0,,0,,40,151,37,0,0,0,5,2,45,3
1293,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,23.9,1266,99,590,647,41,15,1266,10,8,80.0,2,20.0,760,5060,3004,33,11,1,14,9,816,6
1294,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,19.0,1313,53,390,664,270,5,1313,27,17,63.0,10,37.0,672,3636,2335,49,57,0,17,9,742,76
1295,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,30.2,1634,138,748,724,175,30,1634,18,10,55.6,8,44.4,762,3209,1869,25,23,4,17,4,919,42
1296,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,de Bundesliga,28,7.3,280,3,31,101,153,21,280,22,14,63.6,8,36.4,176,1931,1055,36,19,13,11,4,204,51
1297,Pascal Köpke,de GER,"FW,MF",Hertha BSC,de Bundesliga,22,0.8,41,0,2,20,19,5,41,1,1,100.0,0,0.0,31,211,101,8,3,4,3,6,33,5
1298,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,11.2,685,43,216,305,170,7,685,11,4,36.4,7,63.6,255,1238,748,19,18,3,14,3,325,44
1299,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,14.8,1056,130,548,494,23,12,1056,1,1,100.0,0,0.0,569,3249,1690,8,2,0,4,3,698,3
1300,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,25,32.8,2007,53,390,860,800,93,2007,93,58,62.4,35,37.6,860,6888,4237,156,76,47,58,46,969,225
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1301,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,20,34.1,1386,30,134,527,746,173,1386,83,43,51.8,40,48.2,829,4641,2110,74,50,22,102,80,1084,271
1302,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,32.5,985,817,981,4,0,0,985,1,1,100.0,0,0.0,471,2950,1902,0,0,0,0,0,342,0
1303,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,34.8,2902,221,1054,1758,117,32,2902,20,11,55.0,9,45.0,1956,10351,6642,53,39,2,17,9,2082,15
1304,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,37.0,2420,245,1228,1143,79,24,2420,15,13,86.7,2,13.3,1377,8121,5465,32,15,1,15,9,1478,3
1305,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,21.1,1021,49,236,593,205,35,1021,23,12,52.2,11,47.8,435,2438,1188,19,13,6,24,22,574,31
1306,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,19.3,1699,25,196,977,546,29,1699,55,42,76.4,13,23.6,1110,6040,3061,59,71,5,26,38,1405,66
1307,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1.9,112,0,4,45,65,9,110,10,4,40.0,6,60.0,64,394,154,5,4,3,6,9,86,28
1308,Dawid Kownacki,pl POL,"MF,FW",Düsseldorf,de Bundesliga,21,6.4,235,7,42,116,79,24,235,13,5,38.5,8,61.5,125,780,349,13,4,7,4,8,145,34
1309,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,3.5,134,113,132,2,0,0,134,0,0,,0,,70,430,197,0,0,0,0,0,54,0
1310,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,33.0,1793,123,580,854,377,21,1793,22,8,36.4,14,63.6,698,3444,1963,53,27,6,34,13,803,74
1311,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,8.8,461,58,272,181,12,3,461,3,3,100.0,0,0.0,236,982,551,6,2,0,0,0,299,1
1312,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,27,26.6,1347,23,136,541,684,151,1341,52,28,53.8,24,46.2,836,5935,3333,129,80,41,44,50,987,198
1313,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,12.6,898,33,200,593,111,14,898,16,9,56.3,7,43.8,439,2239,1170,15,9,1,24,16,573,17
1314,Vasyl Kravets,ua UKR,"DF,FW",Leganés,es La Liga,20,5.3,282,10,64,112,109,7,282,10,7,70.0,3,30.0,143,711,373,8,7,2,7,5,155,41
1315,Ladislav Krejčí,cz CZE,"DF,MF",Bologna,it Serie A,26,11.8,707,25,171,318,222,19,707,7,3,42.9,4,57.1,365,2284,1317,34,23,8,16,6,445,62
1316,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,11.7,661,39,187,422,56,8,661,7,4,57.1,3,42.9,347,1451,710,7,5,0,13,5,387,0
1317,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,24.7,2388,34,381,1473,550,14,2388,17,14,82.4,3,17.6,1547,7440,3909,56,61,4,16,11,1833,39
1318,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,30.8,1702,60,260,779,690,101,1702,76,47,61.8,29,38.2,1121,7981,4178,130,104,22,70,38,1296,191
1319,Max Kruse,de GER,"FW,MF",Werder Bremen,de Bundesliga,30,31.5,2084,11,112,1058,935,100,2081,55,37,67.3,18,32.7,1222,6946,2610,76,78,19,76,44,1576,312
1320,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,25,13.2,714,53,232,360,129,9,714,9,6,66.7,3,33.3,229,1256,611,9,2,2,13,4,302,41
1321,Yuya Kubo,jp JPN,"FW,MF",Nürnberg,de Bundesliga,24,15.1,595,7,74,314,217,32,595,29,12,41.4,17,58.6,359,2398,961,30,17,10,43,29,441,95
1322,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,17.1,805,54,178,457,182,20,804,33,15,45.5,18,54.5,418,2072,923,21,23,3,24,28,491,49
1323,Dejan Kulusevski,se SWE,MF,Atalanta,it Serie A,18,1.2,73,0,2,37,34,4,73,2,2,100.0,0,0.0,66,381,206,9,4,2,6,2,68,11
1324,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,21.2,1408,73,336,904,205,7,1408,33,24,72.7,9,27.3,780,4139,1997,34,35,2,18,23,858,10
1325,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,28.4,1658,56,270,867,540,52,1658,35,24,68.6,11,31.4,1027,6065,3326,103,74,13,30,21,1214,111
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1326,Layvin Kurzawa,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,25,11.2,679,20,135,298,251,35,679,22,12,54.5,10,45.5,307,1162,639,18,15,8,17,9,421,110
1327,Rafał Kurzawa,pl POL,FW,Amiens,fr Ligue 1,25,2.7,164,5,23,88,54,2,164,4,1,25.0,3,75.0,81,390,135,2,2,0,9,8,104,20
1328,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,18,4.7,150,1,16,77,63,9,150,15,12,80.0,3,20.0,90,663,382,15,10,6,13,15,99,24
1329,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,22.7,1606,56,393,797,438,8,1606,41,23,56.1,18,43.9,695,3105,1842,37,35,1,30,15,775,108
1330,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,0.0,3,0,2,1,0,0,3,0,0,,0,,1,2,0,0,0,0,0,2,1,0
1331,Antonino La Gumina,it ITA,"FW,MF",Empoli,it Serie A,22,12.1,267,5,15,92,166,56,267,31,17,54.8,14,45.2,175,1016,299,13,5,7,33,15,188,70
1332,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,eng Premier League,27,4.5,176,4,19,88,74,9,176,17,7,41.2,10,58.8,124,1127,502,19,15,3,11,21,128,18
1333,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1.0,35,1,5,17,15,4,35,5,1,20.0,4,80.0,22,117,64,2,1,1,4,2,19,1
1334,Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24,32.2,1336,24,103,605,647,134,1336,97,42,43.3,55,56.7,770,4842,2715,100,62,27,89,60,1016,246
1335,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,27.8,1149,32,92,433,639,178,1149,69,46,66.7,23,33.3,649,3180,1197,45,30,22,69,61,886,265
1336,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,33.5,1099,979,1094,6,0,0,1099,2,2,100.0,0,0.0,543,3064,1867,0,0,0,1,0,411,0
1337,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,36.0,1692,237,936,715,57,34,1692,0,0,,0,,672,3285,1900,11,5,0,6,3,808,11
1338,Abdou Lahat Diakhate,sn SEN,MF,Parma,it Serie A,19,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
1339,Konrad Laimer,at AUT,"MF,DF",RB Leipzig,de Bundesliga,21,20.8,1132,23,201,565,384,50,1132,55,32,58.2,23,41.8,469,2780,1273,39,34,14,44,41,597,104
1340,Diego Lainez,mx MEX,"FW,MF",Betis,es La Liga,18,3.9,199,1,10,53,137,15,199,33,16,48.5,17,51.5,163,1153,488,17,13,6,17,9,168,43
1341,Kenny Lala,fr FRA,"DF,FW",Strasbourg,fr Ligue 1,26,34.0,2574,87,568,1249,792,27,2573,83,36,43.4,47,56.6,1437,9115,5216,132,114,5,67,48,1541,169
1342,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,30,5.2,384,4,39,182,163,26,384,11,8,72.7,3,27.3,243,1061,519,18,9,5,10,10,282,39
1343,Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,26,10.8,586,4,51,248,297,56,586,34,20,58.8,14,41.2,396,2303,1023,34,29,15,29,20,427,95
1344,Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,1.8,45,1,2,17,26,10,45,2,1,50.0,1,50.0,15,115,31,1,2,1,5,0,29,12
1345,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,17.7,739,80,400,321,22,9,739,7,4,57.1,3,42.9,321,1773,1020,6,6,0,10,2,353,2
1346,Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,13.9,917,48,236,489,198,23,917,10,2,20.0,8,80.0,435,2259,1201,23,12,4,4,2,579,59
1347,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,15.7,1137,92,457,642,43,17,1137,2,2,100.0,0,0.0,680,4474,2922,30,8,0,5,0,767,5
1348,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,7.6,538,6,46,345,156,18,538,18,13,72.2,5,27.8,350,1998,1012,22,25,5,15,12,435,28
1349,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,28,4.5,146,1,11,49,87,31,146,5,4,80.0,1,20.0,74,304,149,5,2,2,11,7,107,21
1350,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,34.0,3319,177,985,2151,191,31,3319,6,3,50.0,3,50.0,2510,14137,10671,94,81,1,11,2,2617,9
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1351,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,34.2,1834,271,931,872,40,22,1834,4,3,75.0,1,25.0,916,5283,3295,18,3,2,5,1,997,6
1352,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1.0,46,1,5,25,17,2,46,0,0,,0,,26,230,149,6,1,1,1,0,24,2
1353,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,27.3,765,39,87,351,341,120,764,23,9,39.1,14,60.9,382,2343,1126,50,30,22,80,24,481,144
1354,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,30.5,1497,272,901,546,58,32,1497,1,1,100.0,0,0.0,544,2567,967,5,5,2,9,5,702,9
1355,Paul Lasne,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,19.9,1215,24,252,675,301,21,1215,23,12,52.2,11,47.8,621,3496,1429,28,29,5,37,16,769,72
1356,Toni Lato,es ESP,DF,Valencia,es La Liga,20,3.0,217,16,76,104,38,5,217,2,1,50.0,1,50.0,96,344,138,2,3,0,3,0,109,10
1357,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,20.7,1304,43,229,753,333,36,1304,32,16,50.0,16,50.0,762,3580,1651,22,24,3,39,24,872,67
1358,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,2.9,256,20,91,160,5,1,256,0,0,,0,,147,909,640,3,2,0,2,0,182,1
1359,Armand Lauriente,fr FRA,MF,Rennes,fr Ligue 1,19,0.0,8,0,0,4,4,3,8,0,0,,0,,7,65,49,2,2,1,2,0,7,2
1360,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,10.2,678,35,163,385,137,1,678,13,11,84.6,2,15.4,324,1952,1230,29,18,0,8,9,368,21
1361,Wesley Lautoa,nc NCL,"DF,MF",Dijon,fr Ligue 1,30,33.6,1968,169,851,1062,79,17,1968,17,13,76.5,4,23.5,1087,6872,4266,46,26,2,16,9,1210,8
1362,Diego Laxalt,uy URU,"DF,MF",Milan,it Serie A,25,7.2,483,11,124,232,130,14,483,11,6,54.5,5,45.5,254,1448,763,21,11,4,11,11,295,51
1363,Miguel Layún,mx MEX,"MF,DF",Villarreal,es La Liga,30,5.6,340,10,57,133,152,5,340,11,5,45.5,6,54.5,158,861,424,10,7,0,14,7,213,45
1364,Valentino Lazaro,at AUT,"DF,FW",Hertha BSC,de Bundesliga,22,30.5,1954,80,419,956,605,42,1954,66,34,51.5,32,48.5,1013,5273,2664,73,65,13,42,24,1065,168
1365,Darko Lazović,rs SRB,"DF,FW",Genoa,it Serie A,27,28.2,1318,43,253,504,584,80,1318,75,36,48.0,39,52.0,701,5714,3413,120,75,34,40,17,780,169
1366,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,24,31.5,1812,64,351,721,776,65,1812,118,64,54.2,54,45.8,1201,10569,6455,239,140,42,60,42,1260,234
1367,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,2.3,77,1,6,41,31,12,76,11,6,54.5,5,45.5,43,254,52,1,2,1,3,5,56,12
1368,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,25.0,1794,195,879,813,109,18,1794,15,10,66.7,5,33.3,740,3671,2128,16,16,1,11,6,1059,15
1369,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,3.2,250,17,112,133,5,4,250,1,1,100.0,0,0.0,167,909,518,0,0,0,2,0,179,0
1370,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,31.2,1577,65,361,1005,221,45,1577,8,2,25.0,6,75.0,605,2562,950,9,10,2,20,14,844,28
1371,James Lea Siliki,cm CMR,"MF,FW",Rennes,fr Ligue 1,22,13.6,606,14,99,290,235,33,606,33,12,36.4,21,63.6,390,2449,1371,37,36,10,32,12,430,75
1372,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,14.3,374,16,36,160,180,52,374,17,9,52.9,8,47.1,217,1158,503,17,16,10,25,27,287,76
1373,Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,27,10.5,522,17,63,254,214,41,522,26,11,42.3,15,57.7,344,2030,922,36,22,6,34,18,371,92
1374,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,37.0,1381,1132,1365,16,0,0,1381,1,1,100.0,0,0.0,692,4871,2678,0,1,0,0,1,531,0
1375,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,26.6,1760,67,363,1057,356,39,1760,30,15,50.0,15,50.0,868,4150,2023,35,39,10,32,25,1279,81
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
1376,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,24,20.0,1171,123,511,517,152,13,1171,12,8,66.7,4,33.3,484,2606,1396,17,12,2,17,7,584,40
1377,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,26,11.8,337,7,55,120,170,63,337,18,9,50.0,9,50.0,175,1099,630,29,7,16,26,11,218,81
1378,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,30.7,1880,82,592,875,436,32,1879,48,25,52.1,23,47.9,878,5762,3236,85,55,13,39,19,1055,106
1379,Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,22.1,1681,68,397,1065,234,14,1681,14,9,64.3,5,35.7,923,4028,1965,18,20,1,8,23,1068,15
1380,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,11.7,710,79,342,330,42,13,710,4,3,75.0,1,25.0,327,1615,808,9,5,0,9,0,404,8
1381,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,2.3,156,14,47,71,39,1,156,4,3,75.0,1,25.0,58,382,187,7,5,1,4,3,78,9
1382,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,22,20.2,1259,8,168,579,529,34,1259,79,48,60.8,31,39.2,872,5201,2372,64,49,11,36,47,958,125
1383,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,17.9,1069,51,214,652,212,22,1069,35,23,65.7,12,34.3,557,3664,1937,41,41,3,26,31,685,29
1384,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,2.0,89,14,45,42,2,1,89,0,0,,0,,52,264,132,0,0,0,3,2,49,0
1385,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,21.5,1341,150,682,637,27,9,1341,6,6,100.0,0,0.0,797,3919,2487,6,6,0,5,3,932,2
1386,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,31,13.5,431,22,75,201,159,21,431,15,7,46.7,8,53.3,201,1162,522,21,5,6,15,13,261,55
1387,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,31.5,1188,1035,1181,7,0,0,1188,0,0,,0,,605,3693,2501,0,0,0,0,1,514,0
1388,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,31,4.7,226,0,15,69,143,8,226,5,1,20.0,4,80.0,113,459,196,12,6,2,11,8,135,45
1389,Sergio León,es ESP,"FW,MF",Betis,es La Liga,29,7.1,175,3,17,71,91,25,175,12,4,33.3,8,66.7,118,477,151,6,6,4,22,13,123,39
1390,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,12.5,527,17,100,271,158,22,527,6,4,66.7,2,33.3,213,873,418,11,8,1,5,11,296,26
1391,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,14.4,813,37,171,523,123,14,813,4,2,50.0,2,50.0,415,1654,776,18,11,4,16,8,478,22
1392,Mehdi Léris,dz ALG,"MF,DF",Chievo,it Serie A,20,17.9,1014,29,191,513,322,23,1014,44,22,50.0,22,50.0,531,2802,1187,32,26,4,51,38,629,84
1393,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,27.8,1900,137,552,1102,260,15,1900,29,20,69.0,9,31.0,1172,4977,2170,17,30,2,25,20,1166,17
1394,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,32.9,1114,18,44,436,655,246,1110,76,51,67.1,25,32.9,719,4029,1935,79,53,28,92,51,924,241
1395,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,5.0,252,34,136,100,16,1,252,1,0,0.0,1,100.0,134,659,308,4,4,0,3,0,143,2
1396,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,16.0,402,17,30,180,195,49,402,20,7,35.0,12,60.0,244,1009,363,15,14,9,47,26,319,95
1397,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,10.4,687,28,208,313,169,11,687,7,4,57.1,3,42.9,326,1770,978,24,20,1,13,13,435,48
