Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1557,Ainsley Maitland-Niles,eng ENG,"MF,DF",Arsenal,eng Premier League,22,11,5,490,5.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,12,24,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04
1558,Ainsley Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,15,14,1230,13.7,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.2,25,47,52,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
1559,Josh Maja,ng NGA,FW,Fulham,eng Premier League,21,15,9,810,9.0,3,0,3,2,1,1,0,0,4.5,3.7,0.5,4.2,5,15,33,0.33,0.00,0.33,0.22,0.22,0.50,0.05,0.55,0.41,0.47
1560,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,17,11,804,8.9,2,0,2,2,0,0,2,0,2.4,2.4,0.4,2.8,7,8,57,0.22,0.00,0.22,0.22,0.22,0.27,0.04,0.31,0.27,0.31
1561,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1562,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,fr Ligue 1,28,15,5,552,6.1,1,0,1,0,1,1,0,0,1.9,1.1,0.1,1.2,18,9,43,0.16,0.00,0.16,0.00,0.00,0.32,0.01,0.32,0.19,0.20
1563,Marco Majouga,fr FRA,"FW,MF",Nîmes,fr Ligue 1,19,8,0,124,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,5,6,8,0.00,0.00,0.00,0.00,0.00,0.12,0.47,0.58,0.12,0.58
1564,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,17,5,522,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,23,23,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
1565,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,35,34,2728,30.3,1,0,1,1,0,0,5,0,2.0,2.0,0.9,2.9,20,55,32,0.03,0.00,0.03,0.03,0.03,0.07,0.03,0.10,0.07,0.10
1566,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,17,12,1207,13.4,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,10,40,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
1567,Filip Malbašić,rs SRB,"FW,MF",Cádiz,es La Liga,27,28,8,860,9.6,0,1,1,0,0,0,2,0,0.8,0.8,0.7,1.5,19,18,41,0.00,0.10,0.10,0.00,0.10,0.08,0.08,0.16,0.08,0.16
1568,Kévin Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,5,2,207,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,12,8,9,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
1569,Kévin Malcuit,ma MAR,"FW,MF",Napoli,it Serie A,29,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1570,Daniel Maldini,it ITA,"FW,DF",Milan,it Serie A,18,5,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,3,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.24,0.24,0.24
1571,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,27,36,22,1876,20.8,8,12,20,7,1,1,3,0,5.6,4.9,10.2,15.0,90,151,178,0.38,0.58,0.96,0.34,0.91,0.27,0.49,0.76,0.23,0.72
1572,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15
1573,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,31,30,2602,28.9,3,1,4,3,0,0,8,0,2.6,2.6,3.1,5.6,55,112,153,0.10,0.03,0.14,0.10,0.14,0.09,0.11,0.19,0.09,0.19
1574,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,35,25,2338,26.0,1,0,1,1,0,0,5,0,1.6,1.6,0.6,2.2,24,137,15,0.04,0.00,0.04,0.04,0.04,0.06,0.02,0.09,0.06,0.09
1575,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,21,14,8,699,7.8,2,1,3,2,0,0,1,0,2.5,2.5,0.5,3.0,22,38,56,0.26,0.13,0.39,0.26,0.39,0.33,0.06,0.39,0.33,0.39
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1576,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,20,12,4,458,5.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,9,16,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1577,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,27,25,2309,25.7,0,0,0,0,0,0,4,0,0.2,0.2,0.9,1.1,37,123,103,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04
1578,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,33,33,2852,31.7,4,2,6,4,0,0,10,0,2.7,2.7,0.8,3.5,42,150,27,0.13,0.06,0.19,0.13,0.19,0.09,0.03,0.11,0.09,0.11
1579,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1580,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,29,24,2180,24.2,0,0,0,0,0,0,2,1,0.1,0.1,1.4,1.6,48,117,145,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.06,0.01,0.06
1581,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,28,27,2392,26.6,3,1,4,3,0,0,6,2,2.1,2.1,0.8,2.9,5,62,3,0.11,0.04,0.15,0.11,0.15,0.08,0.03,0.11,0.08,0.11
1582,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,10,3,398,4.4,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,2,19,18,0.00,0.00,0.00,0.00,0.00,0.23,0.04,0.26,0.23,0.26
1583,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,17,17,1525,16.9,3,1,4,3,0,0,5,1,2.8,2.8,0.7,3.5,8,61,28,0.18,0.06,0.24,0.18,0.24,0.17,0.04,0.21,0.17,0.21
1584,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,10,1,212,2.4,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.1,0,5,5,0.00,0.00,0.00,0.00,0.00,0.42,0.05,0.47,0.42,0.47
1585,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,35,31,2810,31.2,11,7,18,11,0,0,3,0,14.1,14.1,7.0,21.0,142,112,366,0.35,0.22,0.58,0.35,0.58,0.45,0.22,0.67,0.45,0.67
1586,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1587,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,7,4,321,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
1588,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,24,24,2109,23.4,1,3,4,1,0,0,4,0,1.2,1.2,1.5,2.7,43,116,76,0.04,0.13,0.17,0.04,0.17,0.05,0.06,0.11,0.05,0.11
1589,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,35,32,2691,29.9,3,3,6,0,3,3,3,0,3.3,0.9,3.7,4.6,22,265,36,0.10,0.10,0.20,0.00,0.10,0.11,0.12,0.23,0.03,0.15
1590,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1591,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,30,27,2298,25.5,0,0,0,0,0,0,5,0,0.9,0.9,0.3,1.1,4,73,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1592,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,13,10,825,9.2,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,13,20,29,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
1593,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,6,2,294,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,11,13,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
1594,Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,21,19,11,1077,12.0,3,1,4,3,0,0,2,0,2.2,2.2,1.9,4.1,35,20,92,0.25,0.08,0.33,0.25,0.33,0.19,0.16,0.34,0.19,0.34
1595,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,23,13,1170,13.0,0,1,1,0,0,0,4,0,1.0,1.0,0.9,1.8,43,58,60,0.00,0.08,0.08,0.00,0.08,0.07,0.07,0.14,0.07,0.14
1596,Sekou Mara,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,18,8,2,229,2.5,1,2,3,1,0,0,0,0,0.5,0.5,0.4,0.9,5,3,17,0.39,0.79,1.18,0.39,1.18,0.20,0.16,0.36,0.20,0.36
1597,Maranhão,br BRA,FW,Valladolid,es La Liga,23,23,11,1177,13.1,4,1,5,4,0,0,3,0,4.9,4.9,0.7,5.6,26,15,67,0.31,0.08,0.38,0.31,0.38,0.38,0.05,0.43,0.38,0.43
1598,Fernando Marçal,br BRA,"DF,MF",Wolves,eng Premier League,31,13,7,623,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,8,23,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
1599,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1600,Marcelo,br BRA,"DF,MF",Real Madrid,es La Liga,32,16,12,1050,11.7,0,2,2,0,0,0,3,0,0.5,0.5,1.5,2.0,24,96,92,0.00,0.17,0.17,0.00,0.17,0.04,0.13,0.17,0.04,0.17
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1601,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,34,34,2907,32.3,3,0,3,3,0,0,7,2,1.8,1.8,0.5,2.3,18,146,6,0.09,0.00,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07
1602,Solly March,eng ENG,"DF,MF",Brighton,eng Premier League,26,21,19,1672,18.6,2,1,3,2,0,0,0,0,1.7,1.7,1.5,3.2,74,79,146,0.11,0.05,0.16,0.11,0.16,0.09,0.08,0.17,0.09,0.17
1603,Federico Marchetti,it ITA,GK,Genoa,it Serie A,37,4,4,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1604,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,24,17,1561,17.3,0,2,2,0,0,0,4,0,0.4,0.4,1.6,1.9,33,45,84,0.00,0.12,0.12,0.00,0.12,0.02,0.09,0.11,0.02,0.11
1605,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,34,33,3014,33.5,0,4,4,0,0,0,7,0,2.0,2.0,1.2,3.2,38,187,18,0.00,0.12,0.12,0.00,0.12,0.06,0.04,0.10,0.06,0.10
1606,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,33,30,2645,29.4,0,0,0,0,0,0,10,1,0.1,0.1,0.6,0.7,15,103,11,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
1607,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,es La Liga,31,25,17,1520,16.9,1,2,3,1,0,0,2,0,1.8,1.8,2.0,3.8,54,49,107,0.06,0.12,0.18,0.06,0.18,0.11,0.12,0.22,0.11,0.22
1608,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,8,5,514,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,39,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1609,José Mari,es ESP,MF,Cádiz,es La Liga,32,22,18,1451,16.1,1,0,1,0,1,1,5,0,1.2,0.4,0.5,1.0,8,38,10,0.06,0.00,0.06,0.00,0.00,0.08,0.03,0.11,0.03,0.06
1610,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,10,10,900,10.0,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,4,21,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03
1611,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,21,20,1765,19.6,0,0,0,0,0,0,5,0,1.1,1.1,0.2,1.4,11,59,4,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
1612,Mariano,do DOM,FW,Real Madrid,es La Liga,26,16,5,513,5.7,1,0,1,1,0,0,0,0,1.7,1.7,0.1,1.8,7,8,30,0.18,0.00,0.18,0.18,0.18,0.29,0.02,0.31,0.29,0.31
1613,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,28,24,16,1432,15.9,0,0,0,0,0,0,2,0,0.9,0.9,0.8,1.7,6,70,24,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.11,0.05,0.11
1614,Adrián Marín,es ESP,"DF,MF",Alavés,es La Liga,23,5,1,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,6,6,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
1615,Adrián Marín,es ESP,"DF,MF",Granada,es La Liga,23,9,3,269,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.3,5,17,2,0.00,0.33,0.33,0.00,0.33,0.02,0.08,0.10,0.02,0.10
1616,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,24,37,35,2965,32.9,3,6,9,3,0,0,6,0,1.4,1.4,4.7,6.1,45,159,80,0.09,0.18,0.27,0.09,0.27,0.04,0.14,0.18,0.04,0.18
1617,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,26,28,22,2089,23.2,5,1,6,5,0,0,7,0,2.2,2.2,0.5,2.7,16,83,4,0.22,0.04,0.26,0.22,0.26,0.09,0.02,0.12,0.09,0.12
1618,Marlon,br BRA,DF,Sassuolo,it Serie A,24,24,19,1742,19.4,0,0,0,0,0,0,6,1,0.3,0.3,0.1,0.3,12,79,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
1619,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1620,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,25,24,2128,23.6,3,1,4,3,0,0,2,0,2.2,2.2,0.2,2.5,14,117,7,0.13,0.04,0.17,0.13,0.17,0.09,0.01,0.10,0.09,0.10
1621,Luca Marrone,it ITA,DF,Crotone,it Serie A,30,21,18,1588,17.6,0,0,0,0,0,0,8,0,0.4,0.4,0.0,0.4,4,33,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1622,Roger Martí,es ESP,FW,Levante,es La Liga,29,33,26,2198,24.4,12,4,16,10,2,4,4,0,9.7,6.5,2.8,9.3,12,44,155,0.49,0.16,0.66,0.41,0.57,0.40,0.12,0.51,0.27,0.38
1623,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,22,17,1480,16.4,4,3,7,4,0,0,0,1,6.5,6.5,2.0,8.5,48,46,155,0.24,0.18,0.43,0.24,0.43,0.40,0.12,0.52,0.40,0.52
1624,Aarón Martín,es ESP,DF,Celta Vigo,es La Liga,23,19,17,1540,17.1,0,3,3,0,0,0,1,0,0.2,0.2,0.8,1.0,32,42,86,0.00,0.18,0.18,0.00,0.18,0.01,0.05,0.06,0.01,0.06
1625,Aarón Martín,es ESP,"DF,FW",Mainz 05,de Bundesliga,23,5,3,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,9,18,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1626,Álex Martín,es ESP,DF,Cádiz,es La Liga,22,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1627,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,30,12,6,482,5.4,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,5,26,9,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
1628,Martinelli,br BRA,FW,Arsenal,eng Premier League,19,14,7,589,6.5,2,1,3,2,0,0,0,0,3.3,3.3,1.8,5.1,23,8,62,0.31,0.15,0.46,0.31,0.46,0.50,0.27,0.78,0.50,0.78
1629,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,27,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1630,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,29,28,28,2519,28.0,1,0,1,1,0,0,9,1,1.1,1.1,0.5,1.7,31,125,7,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06
1631,Javi Martínez,es ESP,"MF,FW",Osasuna,es La Liga,20,13,6,460,5.1,1,1,2,1,0,0,1,0,0.7,0.7,0.4,1.0,4,11,19,0.20,0.20,0.39,0.20,0.39,0.13,0.07,0.20,0.13,0.20
1632,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,31,19,4,466,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,7,36,5,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05
1633,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1634,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,22,38,30,2561,28.5,17,6,23,15,2,2,5,0,15.2,13.6,5.7,19.3,48,61,187,0.60,0.21,0.81,0.53,0.74,0.53,0.20,0.73,0.48,0.68
1635,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,7,6,540,6.0,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,6,21,0,0.00,0.17,0.17,0.00,0.17,0.00,0.01,0.01,0.00,0.01
1636,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,24,21,15,1483,16.5,1,0,1,1,0,0,4,1,1.5,1.5,0.3,1.8,31,70,9,0.06,0.00,0.06,0.06,0.06,0.09,0.02,0.11,0.09,0.11
1637,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,25,23,20,1551,17.2,3,2,5,3,0,0,3,0,2.7,2.7,3.2,5.8,57,60,191,0.17,0.12,0.29,0.17,0.29,0.15,0.18,0.34,0.15,0.34
1638,Adam Marušić,me MNE,DF,Lazio,it Serie A,27,36,33,2966,33.0,2,3,5,2,0,0,3,0,2.2,2.2,2.2,4.4,53,92,201,0.06,0.09,0.15,0.06,0.15,0.07,0.07,0.13,0.07,0.13
1639,Sylvain Marveaux,fr FRA,"MF,FW",Lorient,fr Ligue 1,34,9,2,200,2.2,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.1,9,16,5,0.00,0.00,0.00,0.00,0.00,0.41,0.06,0.47,0.41,0.47
1640,Marvin,es ESP,"DF,MF",Real Madrid,es La Liga,20,4,2,133,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,6,6,10,0.00,0.68,0.68,0.00,0.68,0.04,0.07,0.11,0.04,0.11
1641,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,24,21,1762,19.6,1,1,2,1,0,0,6,0,0.4,0.4,0.6,1.0,10,69,5,0.05,0.05,0.10,0.05,0.10,0.02,0.03,0.05,0.02,0.05
1642,Andrea Masiello,it ITA,DF,Genoa,it Serie A,34,30,30,2563,28.5,0,0,0,0,0,0,6,0,0.5,0.5,0.4,0.9,9,99,13,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
1643,Jordi Masip,es ESP,GK,Valladolid,es La Liga,31,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1644,Roberto Massimo,de GER,"DF,FW",Stuttgart,de Bundesliga,19,18,7,757,8.4,0,0,0,0,0,0,2,0,1.3,1.3,1.0,2.3,23,17,79,0.00,0.00,0.00,0.00,0.00,0.16,0.12,0.27,0.16,0.27
1645,Giuseppe Mastinu,it ITA,FW,Spezia,it Serie A,28,3,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1646,Arthur Masuaku,cd COD,"DF,MF",West Ham,eng Premier League,26,12,12,1006,11.2,0,2,2,0,0,0,2,0,0.5,0.5,2.2,2.7,45,43,54,0.00,0.18,0.18,0.00,0.18,0.04,0.20,0.24,0.04,0.24
1647,Jaime Mata,es ESP,FW,Getafe,es La Liga,31,33,23,2037,22.6,5,0,5,4,1,2,9,1,7.0,5.5,1.2,6.7,14,32,134,0.22,0.00,0.22,0.18,0.18,0.31,0.05,0.36,0.24,0.29
1648,Juan Mata,es ESP,"FW,MF",Manchester Utd,eng Premier League,32,9,6,509,5.7,1,2,3,0,1,1,0,0,1.0,0.2,0.8,1.1,13,23,32,0.18,0.35,0.53,0.00,0.35,0.18,0.15,0.33,0.04,0.19
1649,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,17,22,18,1594,17.7,3,0,3,3,0,0,5,0,1.1,1.1,0.5,1.6,44,99,29,0.17,0.00,0.17,0.17,0.17,0.06,0.03,0.09,0.06,0.09
1650,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,18,10,3,314,3.5,1,1,2,1,0,0,0,1,0.8,0.8,0.3,1.1,2,7,5,0.29,0.29,0.57,0.29,0.57,0.22,0.10,0.32,0.22,0.32
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1651,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,7,2,221,2.5,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,3,11,0.41,0.00,0.41,0.41,0.41,0.13,0.01,0.14,0.13,0.14
1652,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,15,12,997,11.1,7,1,8,6,1,1,2,0,8.6,7.8,1.4,9.2,14,10,74,0.63,0.09,0.72,0.54,0.63,0.78,0.13,0.90,0.70,0.83
1653,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,31,20,12,1106,12.3,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,40,86,12,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
1654,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,28,10,9,691,7.7,1,2,3,1,0,0,2,0,0.8,0.8,0.9,1.7,6,28,1,0.13,0.26,0.39,0.13,0.39,0.10,0.11,0.22,0.10,0.22
1655,Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,de Bundesliga,19,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,4,11,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
1656,Ryder Matos,br BRA,MF,Udinese,it Serie A,27,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31
1657,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1658,Chrislain Matsima,fr FRA,"DF,FW",Monaco,fr Ligue 1,18,9,3,352,3.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,10,34,1,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08
1659,Federico Mattiello,it ITA,DF,Spezia,it Serie A,25,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1660,Neal Maupay,fr FRA,"FW,MF",Brighton,eng Premier League,23,33,29,2512,27.9,8,2,10,5,3,4,1,1,13.2,10.1,3.9,13.9,44,61,181,0.29,0.07,0.36,0.18,0.25,0.47,0.14,0.61,0.36,0.50
1661,Tony Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,26,2,502,5.6,0,4,4,0,0,0,3,0,0.4,0.4,1.5,1.9,10,33,25,0.00,0.72,0.72,0.00,0.72,0.08,0.26,0.34,0.08,0.34
