Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,27,24,1903,21.1,1,6,7,1,0,0,5,1,1.7,1.7,5.2,6.9,35,101,105,0.05,0.28,0.33,0.05,0.33,0.08,0.25,0.33,0.08,0.33
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
628,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,3,2,208,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
629,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,26,14,1160,12.9,3,3,6,3,0,0,4,0,1.5,1.5,0.9,2.4,19,25,79,0.23,0.23,0.47,0.23,0.47,0.12,0.07,0.19,0.12,0.19
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,37,29,2354,26.2,13,2,15,13,0,0,0,0,9.1,9.1,2.6,11.7,46,47,173,0.50,0.08,0.57,0.50,0.57,0.35,0.10,0.45,0.35,0.45
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,23,22,1763,19.6,1,2,3,1,0,0,2,1,0.2,0.2,1.9,2.1,80,123,131,0.05,0.10,0.15,0.05,0.15,0.01,0.10,0.11,0.01,0.11
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,20,14,1346,15.0,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,28,51,55,0.00,0.07,0.07,0.00,0.07,0.01,0.04,0.05,0.01,0.05
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,25,17,1423,15.8,0,1,1,0,0,0,3,0,0.2,0.2,0.9,1.1,11,49,17,0.00,0.06,0.06,0.00,0.06,0.01,0.06,0.07,0.01,0.07
634,Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,15,1,277,3.1,1,1,2,1,0,0,0,0,1.5,1.5,0.6,2.1,7,6,37,0.32,0.32,0.65,0.32,0.65,0.47,0.19,0.67,0.47,0.67
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,30,22,1860,20.7,0,0,0,0,0,0,9,0,1.9,1.9,1.0,2.9,12,48,23,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,22,22,1925,21.4,3,0,3,3,0,0,5,1,1.9,1.9,0.1,1.9,2,39,1,0.14,0.00,0.14,0.14,0.14,0.09,0.00,0.09,0.09,0.09
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,25,23,1997,22.2,6,12,18,4,2,3,1,0,9.3,6.9,8.0,14.9,102,213,186,0.27,0.54,0.81,0.18,0.72,0.42,0.36,0.78,0.31,0.67
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,15,9,853,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,17,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,36,36,3201,35.6,9,9,18,6,3,3,5,2,6.2,3.8,11.2,15.1,167,308,135,0.25,0.25,0.51,0.17,0.42,0.17,0.32,0.49,0.11,0.42
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,29,14,1467,16.3,0,1,1,0,0,0,4,1,0.1,0.1,1.0,1.1,25,79,82,0.00,0.06,0.06,0.00,0.06,0.01,0.06,0.07,0.01,0.07
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,29,25,2143,23.8,2,0,2,2,0,0,4,0,2.1,2.1,0.7,2.8,28,104,52,0.08,0.00,0.08,0.08,0.08,0.09,0.03,0.12,0.09,0.12
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,8,6,496,5.5,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,23,29,30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
645,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,25,19,1754,19.5,1,2,3,1,0,0,4,1,1.2,1.2,1.5,2.7,23,76,47,0.05,0.10,0.15,0.05,0.15,0.06,0.08,0.14,0.06,0.14
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,26,25,2103,23.4,2,1,3,2,0,0,5,0,2.7,2.7,1.5,4.2,33,80,91,0.09,0.04,0.13,0.09,0.13,0.12,0.07,0.18,0.12,0.18
647,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,28,14,1336,14.8,3,3,6,3,0,0,1,0,2.1,2.1,1.0,3.2,23,51,82,0.20,0.20,0.40,0.20,0.40,0.14,0.07,0.21,0.14,0.21
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,12,4,360,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,3,12,16,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,12,7,615,6.8,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,5,14,9,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15
650,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,26,5,652,7.2,0,5,5,0,0,0,2,0,1.1,1.1,2.7,3.8,24,41,104,0.00,0.69,0.69,0.00,0.69,0.15,0.38,0.53,0.15,0.53
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
652,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,24,19,1779,19.8,3,2,5,3,0,0,4,0,1.7,1.7,1.1,2.8,98,43,113,0.15,0.10,0.25,0.15,0.25,0.09,0.06,0.14,0.09,0.14
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,20,14,1286,14.3,1,1,2,1,0,0,6,0,0.6,0.6,0.2,0.7,5,58,19,0.07,0.07,0.14,0.07,0.14,0.04,0.01,0.05,0.04,0.05
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,1,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,18,9,906,10.1,0,1,1,0,0,0,1,1,0.2,0.2,1.8,2.0,15,30,48,0.00,0.10,0.10,0.00,0.10,0.02,0.18,0.20,0.02,0.20
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,8,2,262,2.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,30,30,2482,27.6,15,9,24,15,0,1,4,0,12.8,12.0,6.3,18.3,48,70,210,0.54,0.33,0.87,0.54,0.87,0.46,0.23,0.69,0.43,0.66
659,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,8,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,11,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,5,0,100,1.1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,4,1,12,0.00,0.00,0.00,0.00,0.00,0.92,0.02,0.94,0.92,0.94
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,16,6,677,7.5,1,0,1,1,0,0,3,0,5.3,5.3,1.0,6.3,9,14,45,0.13,0.00,0.13,0.13,0.13,0.70,0.13,0.83,0.70,0.83
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,30,19,1774,19.7,6,3,9,6,0,0,2,0,5.6,5.6,4.2,9.8,140,87,288,0.30,0.15,0.46,0.30,0.46,0.28,0.21,0.50,0.28,0.50
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,15,10,940,10.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1.0,2,22,2,0.00,0.10,0.10,0.00,0.10,0.04,0.05,0.10,0.04,0.10
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,29,20,1744,19.4,4,3,7,4,0,0,2,0,3.5,3.5,3.7,7.1,41,130,74,0.21,0.15,0.36,0.21,0.36,0.18,0.19,0.37,0.18,0.37
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,30,19,1498,16.6,5,6,11,5,0,0,7,0,4.9,4.9,4.3,9.3,16,39,88,0.30,0.36,0.66,0.30,0.66,0.30,0.26,0.56,0.30,0.56
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,24,20,1590,17.7,2,3,5,2,0,0,6,0,1.2,1.2,1.9,3.1,27,117,26,0.11,0.17,0.28,0.11,0.28,0.07,0.11,0.17,0.07,0.17
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,31,31,2614,29.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,15,93,3,0.03,0.00,0.03,0.03,0.03,0.02,0.00,0.02,0.02,0.02
668,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,33,28,2503,27.8,1,0,1,1,0,0,4,0,3.1,3.1,0.7,3.9,15,88,31,0.04,0.00,0.04,0.04,0.04,0.11,0.03,0.14,0.11,0.14
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,10,6,524,5.8,1,1,2,1,0,0,3,0,2.1,2.1,0.6,2.7,6,10,37,0.17,0.17,0.34,0.17,0.34,0.36,0.10,0.46,0.36,0.46
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,9,6,474,5.3,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,11,4,44,0.00,0.19,0.19,0.00,0.19,0.12,0.03,0.15,0.12,0.15
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,5,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,15,14,1120,12.4,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,4,34,25,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,2,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,2,9,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.19,0.12,0.19
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,5,3,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,8,22,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,22,15,1356,15.1,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,4,36,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
677,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
679,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,30,23,1909,21.2,2,1,3,2,0,0,1,0,1.7,1.7,2.1,3.8,74,76,218,0.09,0.05,0.14,0.09,0.14,0.08,0.10,0.18,0.08,0.18
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,29,22,1606,17.8,11,1,12,11,0,0,5,0,6.2,6.2,0.5,6.7,22,13,76,0.62,0.06,0.67,0.62,0.67,0.35,0.03,0.38,0.35,0.38
681,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,13,7,598,6.6,1,1,2,1,0,0,0,0,1.4,1.4,1.1,2.5,34,27,73,0.15,0.15,0.30,0.15,0.30,0.21,0.17,0.38,0.21,0.38
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,27,11,874,9.7,1,3,4,1,0,0,4,0,1.5,1.5,2.4,3.8,5,27,48,0.10,0.31,0.41,0.10,0.41,0.15,0.25,0.40,0.15,0.40
683,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,2,1,79,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,5,5,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,11,6,500,5.6,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,10,7,44,0.00,0.00,0.00,0.00,0.00,0.30,0.03,0.33,0.30,0.33
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,11,6,475,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,10,21,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,36,36,3240,36.0,3,6,9,3,0,0,11,0,3.8,3.8,5.7,9.5,104,259,192,0.08,0.17,0.25,0.08,0.25,0.11,0.16,0.26,0.11,0.26
687,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,32,27,23,1853,20.6,4,9,13,4,0,0,1,0,4.7,4.7,11.2,15.9,90,159,219,0.19,0.44,0.63,0.19,0.63,0.23,0.55,0.77,0.23,0.77
688,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,it Serie A,21,4,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
689,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,it Serie A,19,16,1,292,3.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.7,9,10,15,0.00,0.00,0.00,0.00,0.00,0.20,0.01,0.21,0.20,0.21
690,Boulaye Dia,sn SEN,"FW,MF",Reims,fr Ligue 1,23,36,35,2930,32.6,14,1,15,9,5,5,2,0,12.5,8.6,1.8,10.4,68,56,163,0.43,0.03,0.46,0.28,0.31,0.39,0.06,0.44,0.26,0.32
691,Abdoulay Diaby,ml MLI,DF,Getafe,es La Liga,29,1,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,0,4,0.00,0.00,0.00,0.00,0.00,1.31,0.34,1.65,1.31,1.65
692,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,32,28,2388,26.5,4,11,15,4,0,0,5,0,4.6,4.6,6.7,11.3,142,62,270,0.15,0.41,0.57,0.15,0.57,0.17,0.25,0.43,0.17,0.43
693,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,16,14,1189,13.2,3,2,5,3,0,0,2,0,6.6,6.6,1.0,7.6,4,12,60,0.23,0.15,0.38,0.23,0.38,0.50,0.07,0.58,0.50,0.58
694,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,26,24,2079,23.1,1,0,1,1,0,0,4,1,1.2,1.2,0.0,1.2,7,47,8,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05
695,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,22,17,1490,16.6,0,1,1,0,0,0,3,2,0.2,0.2,0.5,0.7,28,76,34,0.00,0.06,0.06,0.00,0.06,0.01,0.03,0.04,0.01,0.04
696,Amad Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,3,2,166,1.8,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,9,9,7,0.00,0.54,0.54,0.00,0.54,0.02,0.27,0.29,0.02,0.29
697,Amad Diallo,ci CIV,MF,Atalanta,it Serie A,18,1,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.19,0.33,0.52,0.19,0.52
698,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,32,27,2322,25.8,9,3,12,8,1,1,2,0,7.6,6.8,2.4,9.2,20,39,159,0.35,0.12,0.47,0.31,0.43,0.29,0.09,0.39,0.26,0.36
699,Habib Diallo,sn SEN,"FW,MF",Metz,fr Ligue 1,25,4,1,143,1.6,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,2,3,11,0.00,0.00,0.00,0.00,0.00,0.26,0.25,0.51,0.26,0.51
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,21,22,10,1020,11.3,0,0,0,0,0,0,3,0,0.5,0.5,0.6,1.1,11,46,13,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
701,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,21,5,5,440,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,4,23,3,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.07
702,Amadou Diambo,gh GHA,FW,Benevento,it Serie A,19,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
703,Grady Diangana,eng ENG,"MF,FW",West Brom,eng Premier League,22,20,15,1235,13.7,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.2,25,32,84,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09
704,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,13,2,197,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,8,8,30,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.17,0.04,0.17
705,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,23,32,32,2843,31.6,1,0,1,1,0,0,4,0,1.9,1.9,0.1,2.0,38,154,5,0.03,0.00,0.03,0.03,0.03,0.06,0.00,0.06,0.06,0.06
706,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,21,12,3,389,4.3,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,16,11,44,0.23,0.00,0.23,0.23,0.23,0.10,0.02,0.11,0.10,0.11
707,Amadou Diawara,gn GUI,MF,Roma,it Serie A,23,18,7,658,7.3,1,0,1,1,0,0,4,1,0.9,0.9,0.4,1.3,7,39,7,0.14,0.00,0.14,0.14,0.14,0.14,0.06,0.20,0.14,0.20
708,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,20,27,15,1228,13.6,4,3,7,4,0,0,2,0,3.4,3.4,1.5,4.9,43,43,69,0.29,0.22,0.51,0.29,0.51,0.25,0.11,0.36,0.25,0.36
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,32,17,7,828,9.2,0,2,2,0,0,0,3,0,0.4,0.4,0.5,0.9,8,32,9,0.00,0.22,0.22,0.00,0.22,0.05,0.05,0.10,0.05,0.10
710,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,30,23,10,970,10.8,4,3,7,4,0,0,2,0,2.8,2.8,2.7,5.6,21,62,83,0.37,0.28,0.65,0.37,0.65,0.26,0.25,0.52,0.26,0.52
711,Bamba Dieng,sn SEN,"FW,DF",Marseille,fr Ligue 1,20,5,2,129,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,4,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,28,28,2520,28.0,0,0,0,0,0,0,3,0,1.2,1.2,0.3,1.4,21,65,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,7,6,471,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
714,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,30,30,2681,29.8,0,7,7,0,0,0,2,1,0.5,0.5,5.2,5.7,59,98,197,0.00,0.23,0.23,0.00,0.23,0.02,0.17,0.19,0.02,0.19
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,20,18,1481,16.5,0,0,0,0,0,0,7,1,0.1,0.1,0.2,0.3,41,59,64,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02
716,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,12,5,529,5.9,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,16,18,40,0.00,0.17,0.17,0.00,0.17,0.07,0.05,0.12,0.07,0.12
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,35,29,2613,29.0,5,3,8,5,0,0,6,0,2.8,2.8,7.8,10.6,61,172,138,0.17,0.10,0.28,0.17,0.28,0.10,0.28,0.38,0.10,0.38
718,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,30,25,2144,23.8,1,1,2,1,0,0,5,0,3.4,3.4,2.4,5.8,65,67,145,0.04,0.04,0.08,0.04,0.08,0.14,0.10,0.24,0.14,0.24
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
720,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,8,1,108,1.2,1,0,1,1,0,0,0,1,0.5,0.5,0.2,0.7,2,4,5,0.83,0.00,0.83,0.83,0.83,0.43,0.17,0.60,0.43,0.60
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,27,10,1133,12.6,0,0,0,0,0,0,3,0,1.3,1.3,0.3,1.5,8,41,9,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,36,20,1749,19.4,5,1,6,4,1,1,2,0,4.0,3.3,1.9,5.1,45,20,159,0.26,0.05,0.31,0.21,0.26,0.21,0.10,0.30,0.17,0.26
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,18,15,1381,15.3,2,0,2,2,0,0,3,0,0.5,0.5,0.0,0.5,4,30,1,0.13,0.00,0.13,0.13,0.13,0.03,0.00,0.03,0.03,0.03
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,33,28,2324,25.8,1,1,2,1,0,0,9,2,1.7,1.6,0.8,2.4,12,98,21,0.04,0.04,0.08,0.04,0.08,0.06,0.03,0.09,0.06,0.09
725,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,32,24,2023,22.5,7,1,8,7,0,0,4,0,4.8,4.8,2.8,7.6,65,127,132,0.31,0.04,0.36,0.31,0.36,0.21,0.12,0.34,0.21,0.34
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,29,24,2011,22.3,3,0,3,3,0,0,4,2,2.4,2.4,0.4,2.8,19,87,4,0.13,0.00,0.13,0.13,0.13,0.11,0.02,0.13,0.11,0.13
