Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
736,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,29.9,50,37,33,13,4,18,35,51.4,17,30,13,17,61,111,90,2
737,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,0.6,3,3,1,2,0,2,2,100.0,0,1,0,1,1,4,2,0
738,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,25.1,43,24,21,20,2,29,46,63.0,17,21,11,10,31,74,56,0
739,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,23.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,2
740,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,es La Liga,21,2.4,7,3,2,2,3,4,8,50.0,4,3,0,3,2,9,2,0
741,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
742,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,0.4,2,1,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0
743,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,9.7,18,12,5,11,2,8,14,57.1,6,11,2,9,13,31,20,0
744,Jeremy Doku,be BEL,"FW,MF",Rennes,fr Ligue 1,19,5.2,10,5,3,5,2,3,6,50.0,3,4,0,4,3,13,0,0
745,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,16.6,9,4,4,3,2,3,9,33.3,6,15,1,14,6,15,17,0
746,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
747,Brandon Domingues,fr FRA,"MF,FW",Troyes,fr Ligue 1,21,2.6,6,2,2,4,0,2,3,66.7,1,3,0,3,3,9,0,0
748,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,3.8,4,1,4,0,0,4,6,66.7,2,2,1,1,4,8,21,0
749,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
750,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,22.4,76,45,36,32,8,32,76,42.1,44,38,9,29,32,108,34,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
751,John Donald,es ESP,DF,Elche,es La Liga,20,2.0,7,4,4,2,1,5,8,62.5,3,5,3,2,3,10,3,0
752,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,de Bundesliga,24,1.3,2,1,0,2,0,1,3,33.3,2,2,0,2,2,4,1,0
753,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,24,4.1,8,7,4,2,2,2,6,33.3,4,3,0,3,0,8,1,0
754,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2
755,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,25.8,76,47,47,23,6,30,60,50.0,30,34,12,22,35,111,36,3
756,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,34.0,50,30,36,12,2,30,41,73.2,11,34,26,8,13,63,112,4
757,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,22.3,36,17,15,14,7,15,43,34.9,28,14,0,14,5,41,7,0
758,Lohann Doucet,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
759,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,28.2,75,43,30,37,8,32,71,45.1,39,33,8,25,28,103,32,0
760,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,32.7,75,43,34,34,7,35,79,44.3,44,30,7,23,68,143,24,0
761,Fodé Doucouré,ml MLI,"DF,FW",Reims,fr Ligue 1,20,1.7,12,9,9,3,0,9,11,81.8,2,1,0,1,4,16,6,0
762,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
763,Kamory Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,18,3.9,8,2,2,5,1,5,13,38.5,8,9,3,6,3,11,3,0
764,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
765,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,24,24.7,30,20,16,9,5,13,27,48.1,14,25,4,21,39,69,51,0
766,Kieran Dowell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,10.1,18,7,8,7,3,9,32,28.1,23,10,1,9,7,25,4,0
767,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,6.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,2
768,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,6.9,4,3,2,2,0,2,6,33.3,4,8,4,4,10,14,33,0
769,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,5.4,5,4,2,3,0,4,10,40.0,6,7,3,4,13,18,17,0
770,Cody Drameh,eng ENG,"DF,MF",Leeds United,eng Premier League,19,1.4,4,2,3,1,0,1,3,33.3,2,0,0,0,1,5,4,0
771,Julian Draxler,de GER,"FW,MF",Paris S-G,fr Ligue 1,27,6.1,3,2,0,3,0,0,4,0.0,4,3,0,3,5,8,3,0
772,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,16.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,0
773,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,18.7,18,14,9,9,0,6,11,54.5,5,27,20,7,22,40,82,0
774,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,19.7,18,8,12,6,0,8,23,34.8,15,18,9,9,24,42,102,0
775,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,29.1,76,47,43,27,6,43,85,50.6,42,40,6,34,57,133,82,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
776,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,19.4,43,27,22,14,7,27,46,58.7,19,27,3,24,22,65,35,1
777,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,26.0,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,8,2
778,Ondrej Duda,sk SVK,"MF,FW",Köln,de Bundesliga,26,17.9,23,16,4,12,7,6,23,26.1,17,14,2,12,17,40,9,0
779,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,de Bundesliga,25,12.6,17,6,5,8,4,3,14,21.4,11,8,0,8,10,27,4,0
780,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,16.0,15,12,12,3,0,8,14,57.1,6,24,18,6,16,31,76,1
781,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1.0,0,0,0,0,0,0,0,,0,1,0,1,4,4,4,0
782,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,22.5,32,12,9,14,9,16,32,50.0,16,15,6,9,9,41,26,0
783,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,2.2,7,3,3,4,0,5,8,62.5,3,5,0,5,3,10,5,0
784,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,21.5,34,19,13,16,5,11,32,34.4,21,32,3,29,10,44,7,0
785,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,28.6,10,8,5,5,0,5,11,45.5,6,32,28,4,27,37,113,3
786,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,5.3,13,7,6,5,2,10,13,76.9,3,8,1,7,10,23,7,0
787,Hugo Duro,es ESP,"DF,MF",Getafe,es La Liga,21,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
788,Hugo Duro,es ESP,"FW,MF",Valencia,es La Liga,21,20.4,25,19,11,13,1,15,38,39.5,23,24,2,22,4,29,20,1
789,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92,0
790,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,27,22.9,30,13,7,14,9,8,35,22.9,27,19,0,19,9,39,4,3
791,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,27.4,14,8,7,4,3,8,25,32.0,17,22,5,17,4,18,35,0
792,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0
793,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,12.6,28,12,16,8,4,10,18,55.6,8,13,3,10,16,44,38,1
794,Ederson,br BRA,GK,Manchester City,eng Premier League,27,37.0,2,1,2,0,0,0,2,0.0,2,0,0,0,0,2,12,0
795,Éderson,br BRA,MF,Salernitana,it Serie A,22,12.7,29,18,11,14,4,14,26,53.8,12,11,2,9,19,48,8,0
796,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,17.4,16,10,2,7,7,7,21,33.3,14,20,5,15,0,16,18,0
797,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
798,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,24.4,48,28,17,25,6,22,50,44.0,28,35,11,24,30,78,32,1
799,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,18,0.3,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
800,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,7.6,32,18,27,5,0,15,24,62.5,9,13,4,9,9,41,26,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
801,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,0.5,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,2,0
802,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,18.2,43,28,17,21,5,26,56,46.4,30,27,7,20,29,72,25,0
803,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,14.1,18,10,8,6,4,4,11,36.4,7,9,2,7,6,24,15,0
804,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,8.0,8,3,2,6,0,2,7,28.6,5,9,2,7,4,12,5,0
805,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27,19.1,19,12,2,12,5,7,23,30.4,16,19,5,14,9,28,6,0
806,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,13.5,26,20,12,12,2,15,29,51.7,14,17,1,16,9,35,7,0
807,Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,25,15.7,19,10,5,5,9,11,25,44.0,14,9,0,9,7,26,10,0
808,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,3.8,3,0,1,1,1,0,6,0.0,6,8,1,7,4,7,2,0
809,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,21,18.0,25,15,10,10,5,12,28,42.9,16,13,2,11,8,33,17,0
810,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,9.0,16,8,10,5,1,7,12,58.3,5,7,1,6,14,30,13,0
811,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,23.4,21,14,16,5,0,10,20,50.0,10,19,13,6,29,50,86,0
812,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,27.0,40,24,23,17,0,22,36,61.1,14,33,22,11,34,74,83,1
813,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,26,22.7,36,17,14,15,7,11,39,28.2,28,23,2,21,12,48,28,0
814,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,29,22.1,44,29,22,15,7,26,69,37.7,43,35,3,32,19,63,30,0
815,Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,24,24.1,16,11,1,12,3,3,8,37.5,5,14,2,12,6,22,7,0
816,Emerson,br BRA,"DF,MF",Tottenham,eng Premier League,22,25.4,72,47,50,16,6,36,67,53.7,31,25,2,23,22,94,92,1
817,Emerson,br BRA,DF,Barcelona,es La Liga,22,1.0,3,3,2,1,0,1,2,50.0,1,1,0,1,2,5,1,0
818,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,29,2.1,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,1,0
819,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,14.2,10,5,5,2,3,4,11,36.4,7,9,1,8,4,14,18,0
820,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,0.6,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
821,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,32.2,73,41,34,34,5,31,72,43.1,41,43,12,31,30,103,64,0
822,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,10.4,13,6,4,5,4,8,17,47.1,9,9,1,8,9,22,14,0
823,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,28.6,28,16,18,10,0,10,18,55.6,8,54,39,15,28,56,122,1
824,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,0.1,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0
825,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,14.4,30,14,9,20,1,13,34,38.2,21,27,2,25,21,51,28,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
826,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,3.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
827,Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,31,15.9,46,24,25,17,4,26,54,48.1,28,18,3,15,26,72,35,0
828,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,37.0,107,63,58,39,10,44,112,39.3,68,45,10,35,54,161,87,1
829,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
830,Estanis,es ESP,FW,Barcelona,es La Liga,17,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
831,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,20.6,27,18,22,4,1,15,27,55.6,12,31,24,7,22,49,69,1
832,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,17.5,36,22,20,11,5,17,24,70.8,7,13,5,8,25,61,29,2
833,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,4.5,11,8,7,4,0,3,8,37.5,5,3,1,2,5,16,5,0
834,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,15.0,24,14,14,8,2,14,22,63.6,8,17,13,4,20,44,59,0
835,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,23,6.7,10,6,5,2,3,6,11,54.5,5,4,1,3,5,15,1,0
836,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,6.4,17,9,9,5,3,5,8,62.5,3,3,0,3,9,26,0,0
837,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,37.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0
838,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,25.7,46,25,17,23,6,24,70,34.3,46,33,10,23,39,85,25,1
839,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,18.5,61,40,31,23,7,36,74,48.6,38,29,7,22,35,96,31,1
840,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0
841,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,37.0,40,24,30,9,1,25,33,75.8,8,47,37,10,53,93,169,2
842,Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18,1.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0
843,Romain Faivre,fr FRA,"FW,MF",Lyon,fr Ligue 1,23,9.9,10,4,2,6,2,4,13,30.8,9,4,0,4,3,13,2,0
844,Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23,19.9,30,18,12,13,5,12,30,40.0,18,11,0,11,13,43,10,0
845,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,35,9.3,2,1,0,1,1,1,4,25.0,3,4,1,3,2,4,11,0
846,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,30,0.7,2,2,2,0,0,0,0,,0,0,0,0,1,3,1,0
847,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,9.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0
848,Fali,es ESP,"DF,MF",Cádiz,es La Liga,27,20.0,32,19,24,8,0,17,32,53.1,15,26,16,10,24,56,82,0
849,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,28,0.2,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0
850,Omar Faraj,se SWE,FW,Levante,es La Liga,19,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
851,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29,28.6,62,40,38,21,3,29,62,46.8,33,38,5,33,23,85,62,1
852,Mohamed Fares,dz ALG,"DF,FW",Genoa,it Serie A,25,6.5,4,2,1,3,0,0,4,0.0,4,8,3,5,8,12,11,0
853,Diego Farias,br BRA,"MF,FW",Cagliari,it Serie A,31,0.7,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0
854,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,12.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
855,Ömer Faruk Beyaz,tr TUR,"DF,MF",Stuttgart,de Bundesliga,17,0.8,4,3,1,3,0,1,5,20.0,4,0,0,0,2,6,0,0
856,Noah Fatar,fr FRA,"DF,MF",Angers,fr Ligue 1,19,0.1,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0
857,Ansu Fati,es ESP,FW,Barcelona,es La Liga,18,3.7,3,2,0,2,1,1,1,100.0,0,4,0,4,1,4,0,0
858,Julien Faussurier,fr FRA,"MF,DF",Brest,fr Ligue 1,34,5.4,10,6,3,3,4,6,13,46.2,7,12,1,11,5,15,6,0
859,Andrea Favilli,it ITA,FW,Genoa,it Serie A,24,0.4,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
860,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,15.9,17,11,10,6,1,9,12,75.0,3,21,16,5,27,44,67,1
861,Aleix Febas,es ESP,MF,Mallorca,es La Liga,25,1.3,4,1,0,4,0,2,4,50.0,2,0,0,0,0,4,0,0
862,Adrian Fein,de GER,MF,Greuther Fürth,de Bundesliga,22,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0
863,Nabil Fekir,fr FRA,MF,Betis,es La Liga,28,31.0,43,29,5,25,13,7,36,19.4,29,14,0,14,7,50,7,0
864,Felipe,br BRA,DF,Atlético Madrid,es La Liga,32,16.7,20,15,11,8,1,8,18,44.4,10,17,11,6,28,48,77,0
865,Luiz Felipe,it ITA,DF,Lazio,it Serie A,24,27.7,41,23,21,16,4,20,34,58.8,14,40,33,7,33,74,102,1
866,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,21,14.0,5,2,1,4,0,1,5,20.0,4,4,1,3,7,12,8,0
867,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23,8.7,9,6,6,3,0,6,11,54.5,5,13,8,5,9,18,33,0
868,Kiko Femenía,es ESP,DF,Watford,eng Premier League,30,23.8,35,22,23,10,2,21,37,56.8,16,24,8,16,37,72,51,0
869,Evan Ferguson,ie IRL,MF,Brighton,eng Premier League,16,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
870,Nathan Ferguson,eng ENG,DF,Crystal Palace,eng Premier League,20,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
871,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26,34.6,54,28,26,22,6,26,91,28.6,65,36,0,36,17,71,42,2
872,Edimilson Fernandes,ch SUI,"MF,FW",Arminia,de Bundesliga,25,3.1,2,0,1,1,0,1,4,25.0,3,2,2,0,2,4,6,0
873,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,13.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,7,0
874,Álex Fernández,es ESP,MF,Cádiz,es La Liga,28,22.8,47,31,22,17,8,21,61,34.4,40,30,7,23,30,77,31,0
875,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
876,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,5.8,3,0,3,0,0,2,5,40.0,3,10,10,0,4,7,28,0
877,Fernandinho,br BRA,"MF,DF",Manchester City,eng Premier League,36,10.7,21,10,7,10,4,9,27,33.3,18,8,2,6,8,29,13,1
878,Fernando,br BRA,"MF,DF",Sevilla,es La Liga,34,20.6,24,17,14,9,1,12,33,36.4,21,21,13,8,29,53,32,2
879,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,18.3,40,22,28,9,3,19,33,57.6,14,31,22,9,39,79,63,1
880,Salvador Ferrer,es ESP,"DF,MF",Spezia,it Serie A,23,16.6,32,18,15,9,8,12,25,48.0,13,24,12,12,18,50,46,0
881,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29,32.3,55,35,28,23,4,29,87,33.3,58,21,5,16,30,85,35,0
882,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,6.9,7,5,2,2,3,2,4,50.0,2,6,5,1,7,14,12,0
883,Fidel,es ESP,MF,Elche,es La Liga,31,25.1,44,23,18,17,9,14,57,24.6,43,9,1,8,7,51,20,0
884,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,6.2,10,8,5,4,1,4,8,50.0,4,7,2,5,4,14,6,0
885,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,32,3.2,3,1,0,2,1,2,4,50.0,2,5,1,4,2,5,8,0
886,Luca Fiordilino,it ITA,MF,Venezia,it Serie A,25,7.3,21,13,11,6,4,13,27,48.1,14,14,4,10,11,32,12,0
887,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
888,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,29,11.0,23,14,5,8,10,3,16,18.8,13,20,0,20,4,27,3,0
889,Junior Firpo,es ESP,"DF,MF",Leeds United,eng Premier League,24,19.0,61,29,30,26,5,31,59,52.5,28,22,6,16,24,85,37,0
890,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,32.0,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,10,1
891,Ashley Fletcher,eng ENG,FW,Watford,eng Premier League,25,0.3,2,1,1,1,0,1,1,100.0,0,1,1,0,0,2,0,0
892,Alexis Flips,fr FRA,"MF,DF",Reims,fr Ligue 1,21,11.7,37,21,21,9,7,22,45,48.9,23,21,0,21,24,61,17,0
893,Alessandro Florenzi,it ITA,"DF,FW",Milan,it Serie A,30,12.8,28,14,14,7,7,14,32,43.8,18,9,2,7,27,55,10,1
894,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21,23.6,16,8,10,4,2,7,17,41.2,10,9,0,9,11,27,5,0
895,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,0.4,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2,0
896,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,26,37.3,27,19,11,13,3,12,58,20.7,46,24,2,22,26,53,17,1
897,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,7.0,12,8,11,1,0,7,11,63.6,4,5,2,3,12,24,26,1
898,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,22,24.3,69,43,19,41,9,29,56,51.8,27,29,7,22,32,101,22,2
899,Thomas Foket,be BEL,"DF,FW",Reims,fr Ligue 1,26,24.8,28,19,12,13,3,18,40,45.0,22,26,4,22,33,61,35,0
900,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1.9,2,0,1,0,1,0,1,0.0,1,3,3,0,2,4,4,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
901,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,3.1,5,3,3,2,0,1,5,20.0,4,3,1,2,10,15,10,0
902,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,38.0,23,12,14,7,2,11,25,44.0,14,39,32,7,44,67,159,1
903,Fernando Forestieri,it ITA,"FW,MF",Udinese,it Serie A,31,0.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
904,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,25,31.1,54,28,21,21,12,22,84,26.2,62,49,2,47,27,81,16,1
905,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,29,19.0,21,12,2,11,8,7,22,31.8,15,18,0,18,2,23,2,1
906,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,29,17.0,53,23,21,27,5,21,54,38.9,33,17,1,16,19,72,12,2
907,Marcus Forss,fi FIN,"FW,MF",Brentford,eng Premier League,22,2.3,3,3,0,2,1,2,4,50.0,2,5,0,5,1,4,0,0
908,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,19.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,23,2
909,Philipp Förster,de GER,"MF,FW",Stuttgart,de Bundesliga,26,10.7,20,13,4,12,4,11,26,42.3,15,12,1,11,3,23,2,0
910,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,4.7,3,2,0,2,1,2,5,40.0,3,1,0,1,0,3,2,0
911,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1.0,2,0,2,0,0,1,2,50.0,1,2,1,1,0,2,4,0
912,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,26.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,9,4
913,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
