Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
777,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,13,8,855,9.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,32,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
778,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,18,15,1385,15.4,4,2,6,4,0,0,2,0,5.0,5.0,0.6,5.6,26,16,86,0.26,0.13,0.39,0.26,0.39,0.32,0.04,0.36,0.32,0.36
779,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,18,7,796,8.8,4,0,4,4,0,0,1,0,3.6,3.6,0.1,3.8,11,6,50,0.45,0.00,0.45,0.45,0.45,0.41,0.02,0.43,0.41,0.43
780,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,17,15,1447,16.1,1,0,1,1,0,0,1,0,1.0,0.9,0.3,1.2,5,43,2,0.06,0.00,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.07
781,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,30,21,1865,20.7,1,4,5,1,0,0,6,0,3.0,3.0,1.8,4.8,4,30,107,0.05,0.19,0.24,0.05,0.24,0.15,0.09,0.23,0.15,0.23
782,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,20,11,815,9.1,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.2,9,19,38,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
783,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,20,10,1097,12.2,2,2,4,2,0,0,5,0,1.9,1.9,1.9,3.8,28,74,32,0.16,0.16,0.33,0.16,0.33,0.15,0.16,0.31,0.15,0.31
784,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,17,8,703,7.8,1,2,3,1,0,0,0,0,2.0,2.0,2.8,4.9,19,52,45,0.13,0.26,0.38,0.13,0.38,0.26,0.36,0.62,0.26,0.62
785,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,23,18,1674,18.6,0,1,1,0,0,0,9,1,1.7,1.7,1.1,2.8,13,68,36,0.00,0.05,0.05,0.00,0.05,0.09,0.06,0.15,0.09,0.15
786,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
787,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,11,8,773,8.6,1,0,1,1,0,0,2,0,0.3,0.3,0.7,1.0,15,38,59,0.12,0.00,0.12,0.12,0.12,0.04,0.08,0.12,0.04,0.12
788,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,26,26,2259,25.1,3,0,3,3,0,0,5,1,2.3,2.3,0.5,2.8,6,56,9,0.12,0.00,0.12,0.12,0.12,0.09,0.02,0.11,0.09,0.11
789,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,7,2,199,2.2,1,0,1,0,1,1,2,0,1.8,1.0,0.1,1.1,2,5,19,0.45,0.00,0.45,0.00,0.00,0.81,0.06,0.87,0.45,0.52
790,Vicente Esquerdo,es ESP,"MF,FW",Valencia,es La Liga,20,3,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
791,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,7,1,213,2.4,0,0,0,0,0,0,1,0,0.1,0.1,1.4,1.5,5,4,17,0.00,0.00,0.00,0.00,0.00,0.04,0.59,0.63,0.04,0.63
792,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,36,32,2979,33.1,1,5,6,1,0,0,8,0,1.6,1.6,3.6,5.2,114,132,184,0.03,0.15,0.18,0.03,0.18,0.05,0.11,0.16,0.05,0.16
793,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,10,6,572,6.4,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.4,10,20,24,0.16,0.00,0.16,0.16,0.16,0.11,0.10,0.21,0.11,0.21
794,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,11,3,394,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,2,18,3,0.00,0.00,0.00,0.00,0.00,0.03,0.17,0.20,0.03,0.20
795,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,17,16,1446,16.1,0,0,0,0,0,0,7,0,0.4,0.4,0.1,0.5,3,39,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
796,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,6,2,156,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,1,6,11,0.00,0.00,0.00,0.00,0.00,0.04,0.39,0.43,0.04,0.43
797,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,38,38,3383,37.6,1,1,2,1,0,0,8,1,3.7,3.7,0.7,4.4,31,157,4,0.03,0.03,0.05,0.03,0.05,0.10,0.02,0.12,0.10,0.12
798,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,35,24,2316,25.7,4,1,5,3,1,2,3,0,2.7,1.0,0.9,1.9,24,104,58,0.16,0.04,0.19,0.12,0.16,0.10,0.03,0.14,0.04,0.07
799,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,6,3,353,3.9,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,6,18,31,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19
800,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,27,3,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,5,5,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
801,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,25,25,2117,23.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
802,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,28,22,2079,23.1,2,3,5,2,0,0,6,0,0.4,0.4,1.6,2.1,19,129,23,0.09,0.13,0.22,0.09,0.22,0.02,0.07,0.09,0.02,0.09
803,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,10,10,834,9.3,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.4,23,36,25,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
804,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,18,12,930,10.3,0,3,3,0,0,0,1,1,0.5,0.5,2.1,2.6,11,116,57,0.00,0.29,0.29,0.00,0.29,0.05,0.20,0.25,0.05,0.25
805,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
806,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1,1,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
807,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,10,5,403,4.5,0,0,0,0,0,0,2,0,0.4,0.4,0.6,1.0,0,23,8,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.23,0.09,0.23
808,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
809,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,30,24,2014,22.4,4,6,10,4,0,0,0,0,2.8,2.8,4.5,7.3,120,139,169,0.18,0.27,0.45,0.18,0.45,0.13,0.20,0.33,0.13,0.33
810,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,1,1,73,0.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
811,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
812,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
813,Iago Falque,es ESP,"FW,MF",Torino,it Serie A,29,4,1,102,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,6,13,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19
814,Iago Falque,es ESP,MF,Genoa,it Serie A,29,10,6,519,5.8,2,1,3,0,2,3,0,0,2.9,0.6,0.7,1.3,21,32,45,0.35,0.17,0.52,0.00,0.17,0.51,0.13,0.63,0.10,0.23
815,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
816,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,7,0,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,6,6,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
817,Paolo Faragò,it ITA,"DF,MF",Cagliari,it Serie A,26,21,14,1343,14.9,1,1,2,1,0,0,3,0,1.5,1.5,0.7,2.2,34,64,58,0.07,0.07,0.13,0.07,0.13,0.10,0.05,0.15,0.10,0.15
818,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,36,36,3228,35.9,5,3,8,5,0,0,6,0,4.2,4.2,3.6,7.8,47,149,164,0.14,0.08,0.22,0.14,0.22,0.12,0.10,0.22,0.12,0.22
819,Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,23,8,5,421,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.9,1.2,8,13,19,0.00,0.00,0.00,0.00,0.00,0.05,0.20,0.25,0.05,0.25
820,Diego Farias,br BRA,"MF,FW",Lecce,it Serie A,29,18,7,824,9.2,2,0,2,2,0,0,3,1,1.7,1.7,2.0,3.7,48,40,77,0.22,0.00,0.22,0.22,0.22,0.19,0.21,0.40,0.19,0.40
821,Ansu Fati,es ESP,FW,Barcelona,es La Liga,16,24,11,1027,11.4,7,1,8,7,0,0,2,1,3.8,3.8,2.1,5.9,77,29,187,0.61,0.09,0.70,0.61,0.70,0.33,0.18,0.52,0.33,0.52
822,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,22,22,1980,22.0,2,3,5,2,0,0,1,0,0.8,0.8,1.8,2.6,36,100,142,0.09,0.14,0.23,0.09,0.23,0.04,0.08,0.12,0.04,0.12
823,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,20,7,658,7.3,0,0,0,0,0,0,4,0,1.3,1.3,0.9,2.2,14,11,56,0.00,0.00,0.00,0.00,0.00,0.18,0.13,0.30,0.18,0.30
824,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,16,14,1213,13.5,1,0,1,1,0,0,2,1,0.5,0.5,0.1,0.5,9,36,2,0.07,0.00,0.07,0.07,0.07,0.04,0.00,0.04,0.04,0.04
825,Aleix Febas,es ESP,"MF,FW",Mallorca,es La Liga,23,29,22,1690,18.8,0,3,3,0,0,0,4,0,0.4,0.4,1.6,2.0,28,74,65,0.00,0.16,0.16,0.00,0.16,0.02,0.08,0.11,0.02,0.11
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
826,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,17,16,1431,15.9,1,2,3,1,0,0,10,2,1.0,1.0,0.8,1.8,15,61,2,0.06,0.13,0.19,0.06,0.19,0.06,0.05,0.11,0.06,0.11
827,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,13,11,786,8.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
828,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,32,31,2638,29.3,7,4,11,6,1,1,10,2,6.9,6.1,2.4,8.5,105,136,180,0.24,0.14,0.38,0.20,0.34,0.23,0.08,0.32,0.21,0.29
829,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,25,23,2102,23.4,1,0,1,1,0,0,7,0,1.9,1.9,0.2,2.1,4,35,1,0.04,0.00,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09
830,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,26,24,2024,22.5,1,1,2,1,0,0,6,0,1.0,1.0,0.4,1.4,20,78,18,0.04,0.04,0.09,0.04,0.09,0.05,0.02,0.06,0.05,0.06
831,Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
832,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,27,21,1745,19.4,6,1,7,6,0,0,6,0,7.6,7.6,2.2,9.8,43,51,116,0.31,0.05,0.36,0.31,0.36,0.39,0.12,0.51,0.39,0.51
833,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,26,21,1966,21.8,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.4,9,55,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
834,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,28,26,2237,24.9,0,0,0,0,0,0,5,0,0.1,0.1,1.4,1.5,49,85,81,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.06,0.01,0.06
835,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,26,25,2246,25.0,3,4,7,3,0,0,1,0,4.1,4.1,5.6,9.8,85,82,198,0.12,0.16,0.28,0.12,0.28,0.17,0.22,0.39,0.17,0.39
836,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,14,14,1186,13.2,8,7,15,4,4,4,2,0,6.2,3.0,2.5,5.5,34,110,92,0.61,0.53,1.14,0.30,0.83,0.47,0.19,0.66,0.23,0.42
837,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,24,18,1484,16.5,1,0,1,1,0,0,7,1,0.8,0.8,0.3,1.2,12,61,29,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
838,Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,7,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,9,4,15,0.00,0.00,0.00,0.00,0.00,0.03,0.13,0.16,0.03,0.16
839,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,11,10,775,8.6,0,0,0,0,0,0,5,1,0.0,0.0,0.1,0.1,0,24,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
840,Matheus Fernandes,br BRA,"MF,FW",Valladolid,es La Liga,21,3,2,166,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,5,2,0.00,0.00,0.00,0.00,0.00,0.26,0.02,0.27,0.26,0.27
841,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
842,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.25,0.25,0.00,0.25,0.00,0.12,0.12,0.00,0.12
843,Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,34,21,2201,24.5,10,3,13,9,1,1,8,0,9.8,9.0,3.0,12.0,31,57,106,0.41,0.12,0.53,0.37,0.49,0.40,0.12,0.52,0.37,0.49
844,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,32,29,2620,29.1,2,2,4,2,0,0,8,0,1.4,1.4,1.2,2.6,4,43,13,0.07,0.07,0.14,0.07,0.14,0.05,0.04,0.09,0.05,0.09
845,Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,20,5,561,6.2,1,1,2,1,0,0,5,1,0.7,0.7,0.2,0.9,12,7,30,0.16,0.16,0.32,0.16,0.32,0.10,0.04,0.14,0.10,0.14
846,Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,20,19,1659,18.4,2,0,2,2,0,0,9,0,0.7,0.7,0.1,0.8,4,59,6,0.11,0.00,0.11,0.11,0.11,0.04,0.01,0.04,0.04,0.04
847,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,30,26,2397,26.6,0,1,1,0,0,0,9,2,1.0,1.0,0.4,1.4,51,213,7,0.00,0.04,0.04,0.00,0.04,0.04,0.01,0.05,0.04,0.05
848,Fernando,br BRA,MF,Sevilla,es La Liga,32,34,30,2659,29.5,2,3,5,2,0,0,13,0,2.6,2.6,0.4,3.0,16,101,29,0.07,0.10,0.17,0.07,0.17,0.09,0.02,0.10,0.09,0.10
849,Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,18,14,1202,13.4,1,2,3,1,0,0,0,1,2.0,2.0,1.9,3.8,29,25,94,0.07,0.15,0.22,0.07,0.22,0.15,0.14,0.29,0.15,0.29
850,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,12,11,1005,11.2,0,0,0,0,0,0,4,0,0.9,0.9,0.5,1.4,1,24,1,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
851,Facundo Ferreyra,ar ARG,"FW,MF",Espanyol,es La Liga,28,16,5,574,6.4,1,0,1,1,0,0,2,0,1.3,1.3,0.4,1.7,5,12,35,0.16,0.00,0.16,0.16,0.16,0.20,0.06,0.26,0.20,0.26
852,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,16,13,1150,12.8,0,0,0,0,0,0,1,1,0.4,0.4,1.3,1.7,32,97,50,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13
853,Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,14,8,675,7.5,0,1,1,0,0,0,2,0,0.5,0.5,0.5,0.9,9,30,43,0.00,0.13,0.13,0.00,0.13,0.06,0.06,0.12,0.06,0.12
854,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,21,10,966,10.7,3,1,4,2,1,1,1,0,4.0,3.2,2.4,5.6,6,21,49,0.28,0.09,0.37,0.19,0.28,0.37,0.23,0.60,0.30,0.52
855,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,38,34,2988,33.2,9,8,17,9,0,0,0,0,14.0,14.0,6.5,20.5,90,111,218,0.27,0.24,0.51,0.27,0.51,0.42,0.20,0.62,0.42,0.62
856,Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,17,11,1014,11.3,1,1,2,1,0,0,5,0,0.7,0.7,0.5,1.2,39,57,80,0.09,0.09,0.18,0.09,0.18,0.06,0.04,0.10,0.06,0.10
857,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,27,30,28,2516,28.0,5,2,7,5,0,0,8,0,3.1,3.1,3.4,6.5,48,139,90,0.18,0.07,0.25,0.18,0.25,0.11,0.12,0.23,0.11,0.23
858,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
859,Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,24,9,942,10.5,1,0,1,1,0,0,3,0,1.3,1.3,0.5,1.9,12,16,82,0.10,0.00,0.10,0.10,0.10,0.13,0.05,0.18,0.13,0.18
860,Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,14,12,997,11.1,0,1,1,0,0,0,5,0,0.5,0.5,1.8,2.3,31,80,52,0.00,0.09,0.09,0.00,0.09,0.04,0.17,0.21,0.04,0.21
861,Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,12,9,752,8.4,0,0,0,0,0,0,1,1,0.6,0.6,0.8,1.4,18,29,41,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17
862,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,23,9,901,10.0,5,2,7,5,0,0,0,0,3.3,3.3,1.2,4.5,36,49,102,0.50,0.20,0.70,0.50,0.70,0.33,0.12,0.45,0.33,0.45
863,Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,20,18,1587,17.6,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.8,5,29,2,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
864,Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,32,24,2249,25.0,3,7,10,3,0,0,4,0,3.4,3.4,3.7,7.0,71,102,123,0.12,0.28,0.40,0.12,0.40,0.13,0.15,0.28,0.13,0.28
865,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,14,13,1215,13.5,1,0,1,1,0,0,4,0,0.9,0.9,0.1,1.0,30,33,4,0.07,0.00,0.07,0.07,0.07,0.07,0.00,0.07,0.07,0.07
866,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,13,12,1008,11.2,1,0,1,1,0,0,0,0,0.8,0.8,0.4,1.2,28,56,43,0.09,0.00,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11
867,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,7,7,610,6.8,0,2,2,0,0,0,1,0,0.3,0.3,0.6,0.9,18,47,20,0.00,0.30,0.30,0.00,0.30,0.04,0.09,0.13,0.04,0.13
868,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,27,27,2430,27.0,0,1,1,0,0,0,3,0,0.5,0.5,1.3,1.9,69,89,110,0.00,0.04,0.04,0.00,0.04,0.02,0.05,0.07,0.02,0.07
869,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,20,15,1373,15.3,0,0,0,0,0,0,5,0,1.4,1.4,0.5,1.9,11,41,27,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.13,0.09,0.13
870,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,25,25,2205,24.5,1,1,2,1,0,0,4,0,1.6,1.6,0.7,2.3,9,82,8,0.04,0.04,0.08,0.04,0.08,0.07,0.03,0.09,0.07,0.09
871,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,36,24,2172,24.1,2,5,7,2,0,0,3,0,2.3,2.3,2.5,4.8,45,91,156,0.08,0.21,0.29,0.08,0.29,0.10,0.10,0.20,0.10,0.20
872,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,27,22,14,1141,12.7,5,2,7,3,2,2,1,0,3.6,2.0,2.9,4.9,44,74,69,0.39,0.16,0.55,0.24,0.39,0.28,0.23,0.51,0.16,0.39
873,Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,20,5,654,7.3,2,0,2,2,0,0,3,1,1.5,1.5,2.3,3.8,39,8,61,0.28,0.00,0.28,0.28,0.28,0.21,0.32,0.53,0.21,0.53
874,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
875,Lyle Foster,za RSA,FW,Monaco,fr Ligue 1,18,2,1,62,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,7,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
876,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,3,2,136,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,4,11,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.11,0.05,0.11
877,Dimitri Foulquier,fr FRA,"DF,MF",Watford,eng Premier League,26,3,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
878,Dimitri Foulquier,fr FRA,"DF,MF",Granada,es La Liga,26,17,12,1119,12.4,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.8,27,30,20,0.08,0.00,0.08,0.08,0.08,0.02,0.04,0.06,0.02,0.06
879,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,21,4,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
880,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,20,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
881,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,23,18,12,1175,13.1,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,19,41,24,0.00,0.15,0.15,0.00,0.15,0.01,0.06,0.07,0.01,0.07
882,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,34,15,10,969,10.8,0,0,0,0,0,0,5,1,0.1,0.1,0.2,0.4,5,26,16,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
