Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2596,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1,11,11,0.3,0.1,0,,0,1,11,37,3.00,0,1,-1,-8.18,-9.53,0.4,0.1,+0.4,+2.86,+1.76
2597,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,26,29,2364,82,77.3,26.3,27,87,21,2,6,2,1.41,38,37,+1,+0.04,-0.09,42.5,33.9,+8.6,+0.33,+0.16
2598,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,31,7,584,83,23.2,6.5,7,83,3,0,,0,1.71,12,8,+4,+0.62,+1.50,9.0,7.1,+1.9,+0.29,+0.87
2599,Davy Rouyard,gp GLP,GK,Bordeaux,fr Ligue 1,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
2600,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,17,2,105,53,3.1,1.2,1,76,0,1,29,11,0.00,0,3,-3,-2.57,-1.95,0.8,2.1,-1.2,-1.04,-0.76
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2601,Amir Rrahmani,xk KVX,DF,Hellas Verona,it Serie A,25,36,3228,90,94.4,35.9,36,90,35,0,,1,1.28,43,49,-6,-0.17,-1.10,47.3,50.6,-3.4,-0.09,-0.17
2602,Rubén,es ESP,GK,Osasuna,es La Liga,35,19,1583,83,46.3,17.6,18,86,17,1,35,7,1.26,22,24,-2,-0.11,+0.18,26.1,21.3,+4.8,+0.27,+0.51
2603,Waldo Rubio,es ESP,"MF,FW",Valladolid,es La Liga,23,21,878,42,25.7,9.8,9,72,2,12,19,8,1.19,9,14,-5,-0.51,-0.30,7.5,14.3,-6.8,-0.70,-0.30
2604,John Ruddy,eng ENG,GK,Wolves,eng Premier League,32,0,,,,,0,,0,0,,38,,,,,,,,,,,
2605,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,26,20,1710,86,50.0,19.0,19,88,18,1,45,3,1.65,33,24,+9,+0.47,+0.16,33.8,16.0,+17.8,+0.94,+0.27
2606,Sebastian Rudy,de GER,"MF,DF",Hoffenheim,de Bundesliga,29,32,2734,85,89.3,30.4,31,87,25,1,45,1,1.53,46,47,-1,-0.03,-0.31,47.3,52.4,-5.0,-0.17,-0.61
2607,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,22,1980,90,78.6,22.0,22,90,22,0,,0,1.00,25,40,-15,-0.68,-0.52,26.6,30.7,-4.1,-0.19,+0.36
2608,Dion Ruffo Luci,it ITA,MF,Bologna,it Serie A,18,1,1,1,0.0,0.0,0,,0,1,1,3,1.00,0,2,-2,-180.00,-179.71,0.0,0.6,-0.6,-58.33,-58.40
2609,Daniele Rugani,it ITA,DF,Juventus,it Serie A,25,10,690,69,20.2,7.7,7,90,7,3,20,27,1.60,11,15,-4,-0.52,-1.74,15.3,9.5,+5.8,+0.76,+0.09
2610,Mário Rui,pt POR,DF,Napoli,it Serie A,28,24,1966,82,57.5,21.8,22,87,18,2,28,9,1.58,39,35,+4,+0.18,-0.25,36.5,27.3,+9.2,+0.42,-0.05
2611,Aitor Ruibal,es ESP,"DF,MF",Leganés,es La Liga,23,25,1220,49,35.7,13.6,13,71,5,12,25,9,1.00,10,13,-3,-0.22,+0.52,16.5,14.9,+1.6,+0.12,+0.30
2612,Jesús Ruiz,es ESP,GK,Mallorca,es La Liga,22,0,,,,,0,,0,0,,4,,,,,,,,,,,
2613,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,23,33,2684,81,78.5,29.8,30,87,22,3,28,4,1.76,48,38,+10,+0.34,+0.21,49.8,35.0,+14.8,+0.50,+0.24
2614,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,25,2250,90,89.3,25.0,25,90,25,0,,0,1.60,35,27,+8,+0.32,+2.65,31.1,28.7,+2.4,+0.10,+0.72
2615,Lukas Rupp,de GER,"FW,MF",Norwich City,eng Premier League,28,12,695,58,20.3,7.7,8,79,1,4,15,4,0.58,2,18,-16,-2.07,-0.98,6.1,16.1,-10.0,-1.30,-0.65
2616,Lukas Rupp,de GER,MF,Hoffenheim,de Bundesliga,28,7,340,49,11.1,3.8,4,64,0,3,29,8,1.71,7,6,+1,+0.26,+0.30,5.5,5.4,+0.1,+0.03,+0.15
2617,Marco Russ,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,33,0,,,,,0,,0,0,,1,,,,,,,,,,,
2618,Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,18,0,,,,,0,,0,0,,16,,,,,,,,,,,
2619,Stefano Russo,de GER,"DF,MF",Augsburg,de Bundesliga,19,0,,,,,0,,0,0,,1,,,,,,,,,,,
2620,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,38,3420,90,100.0,38.0,38,90,38,0,,0,1.08,39,54,-15,-0.39,,45.4,55.0,-9.5,-0.25,
2621,Julian Ryerson,no NOR,"DF,MF",Union Berlin,de Bundesliga,21,14,368,26,12.0,4.1,3,90,3,11,9,10,1.43,5,8,-3,-0.73,-0.27,4.8,7.3,-2.5,-0.62,-0.28
2622,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,9,810,90,26.5,9.0,9,90,9,0,,20,1.00,16,14,+2,+0.22,+0.34,18.0,13.1,+4.9,+0.55,+0.36
2623,João Victor Santos Sá,br BRA,"MF,FW",Wolfsburg,de Bundesliga,25,32,1629,51,53.2,18.1,18,77,4,14,17,2,1.41,19,24,-5,-0.28,-0.72,24.6,23.4,+1.2,+0.07,-0.48
2624,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1,6,6,0.2,0.1,0,,0,1,5,4,0.00,0,0,0,0.00,+0.11,0.2,0.1,+0.1,+1.95,+2.00
2625,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,12,913,76,36.2,10.1,10,85,7,2,32,0,1.08,17,16,+1,+0.10,-0.18,12.7,15.4,-2.6,-0.26,-0.04
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2626,Stefano Sabelli,it ITA,DF,Brescia,it Serie A,26,36,3168,88,92.6,35.2,36,88,34,0,,1,0.69,31,68,-37,-1.05,+1.45,39.9,68.4,-28.5,-0.81,+0.14
2627,Abdelhamid Sabiri,ma MAR,MF,Paderborn 07,de Bundesliga,22,24,1048,44,34.2,11.6,9,80,5,15,22,5,0.67,15,26,-11,-0.94,+0.22,13.3,23.5,-10.2,-0.87,-0.07
2628,Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,de Bundesliga,25,32,2499,78,81.7,27.8,30,82,21,2,24,0,1.94,73,26,+47,+1.69,+2.17,57.7,29.6,+28.1,+1.01,+0.30
2629,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,22,3,145,48,5.8,1.6,2,72,1,1,2,0,2.00,4,3,+1,+0.62,+0.54,3.6,2.6,+1.1,+0.65,+1.00
2630,Alexis Saelemaekers,be BEL,"FW,DF",Milan,it Serie A,20,13,684,53,20.0,7.6,6,76,3,7,32,3,2.23,20,9,+11,+1.45,+1.25,16.0,9.0,+7.0,+0.92,+0.57
2631,Jorge Sáenz,es ESP,DF,Celta Vigo,es La Liga,22,7,371,53,10.8,4.1,5,65,3,2,23,13,0.71,4,7,-3,-0.73,-0.46,4.2,6.4,-2.1,-0.52,-0.40
2632,Modibo Sagnan,fr FRA,DF,Real Sociedad,es La Liga,20,0,,,,,0,,0,0,,3,,,,,,,,,,,
2633,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,16,1249,78,40.8,13.9,16,78,7,0,,8,0.88,20,33,-13,-0.94,-0.24,17.4,24.3,-6.9,-0.50,-0.05
2634,Wesley Saïd,fr FRA,"MF,FW",Toulouse,fr Ligue 1,24,23,1160,50,46.0,12.9,14,74,4,9,14,0,0.52,8,27,-19,-1.47,-0.35,13.4,19.8,-6.4,-0.50,0.00
2635,Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,eng Premier League,22,26,1863,72,54.5,20.7,23,79,9,3,18,1,1.46,26,22,+4,+0.19,+1.58,22.0,34.4,-12.4,-0.60,+0.42
2636,Théo Sainte-Luce,fr FRA,"MF,DF",Nîmes,fr Ligue 1,20,3,22,7,0.9,0.2,0,,0,3,6,5,0.00,0,1,-1,-4.09,-3.59,0.1,0.5,-0.4,-1.75,-1.39
2637,Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,18,19,573,30,16.8,6.4,5,66,0,14,18,17,0.74,6,9,-3,-0.47,+0.22,7.6,10.6,-3.0,-0.47,+0.02
2638,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,29,33,2705,82,79.1,30.1,31,86,28,2,22,2,1.58,41,34,+7,+0.23,-0.27,45.9,28.0,+17.8,+0.59,+0.81
2639,Bukayo Saka,eng ENG,"DF,FW",Arsenal,eng Premier League,17,26,1753,67,51.3,19.5,19,80,10,7,33,6,1.42,22,18,+4,+0.21,-0.01,20.6,26.5,-5.9,-0.30,-0.18
2640,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,21,1620,77,64.3,18.0,19,84,15,2,9,1,1.90,22,19,+3,+0.17,-0.73,24.7,21.5,+3.2,+0.18,+0.06
2641,Moïse Sakava,cm CMR,MF,Reims,fr Ligue 1,18,0,,,,,0,,0,0,,1,,,,,,,,,,,
2642,Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,29,0,,,,,0,,0,0,,1,,,,,,,,,,,
2643,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,14,931,67,27.2,10.3,11,73,8,3,42,2,1.07,7,21,-14,-1.35,-1.17,9.4,17.9,-8.6,-0.83,-0.37
2644,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,16,853,53,24.9,9.5,9,72,5,7,29,7,0.75,5,17,-12,-1.27,+0.07,10.5,14.8,-4.3,-0.46,+0.37
2645,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,34,2876,85,84.1,32.0,33,86,20,1,27,3,2.68,68,26,+42,+1.31,-0.34,58.9,31.2,+27.8,+0.87,+0.31
2646,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,7,344,49,10.1,3.8,3,90,3,4,19,18,0.29,2,10,-8,-2.09,-0.86,3.4,6.8,-3.4,-0.89,-0.17
2647,Eddie Salcedo,it ITA,"FW,MF",Hellas Verona,it Serie A,17,17,680,40,19.9,7.6,7,68,0,10,21,6,1.06,8,8,0,0.00,+0.13,9.3,12.4,-3.1,-0.41,-0.40
2648,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,12,992,83,39.4,11.0,11,90,11,1,1,1,1.25,10,15,-5,-0.45,+0.19,12.4,14.0,-1.6,-0.15,+0.20
2649,Yannis Salibur,fr FRA,"MF,FW",Mallorca,es La Liga,28,4,82,21,2.4,0.9,0,,0,4,21,7,0.25,1,3,-2,-2.20,-1.57,1.3,1.3,0.0,+0.02,+0.62
2650,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,4,360,90,14.3,4.0,4,90,4,0,,21,1.80,6,5,+1,+0.25,-0.29,5.0,6.8,-1.9,-0.46,-0.83
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2651,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,31,2725,88,79.7,30.3,30,89,28,1,59,3,1.13,24,33,-9,-0.30,-0.04,29.4,44.6,-15.2,-0.50,-0.15
2652,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,22,21,1162,55,38.0,12.9,15,68,1,6,25,11,1.14,15,17,-2,-0.15,-0.30,14.4,23.2,-8.8,-0.68,-0.25
2653,Lazar Samardzic,rs SRB,"MF,FW",Hertha BSC,de Bundesliga,17,3,34,11,1.1,0.4,0,,0,3,11,5,1.00,0,1,-1,-2.65,-2.35,0.1,2.2,-2.1,-5.66,-5.38
2654,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,21,1310,62,42.8,14.6,16,77,10,5,16,5,1.52,23,25,-2,-0.14,-0.24,25.4,31.2,-5.8,-0.40,-0.52
2655,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,14,943,67,27.6,10.5,11,79,5,3,24,0,0.71,7,18,-11,-1.05,-0.50,11.0,16.2,-5.1,-0.49,+0.18
2656,Mama Samba Baldé,gw GNB,"FW,MF",Dijon,fr Ligue 1,23,24,1676,70,66.5,18.6,20,76,9,4,40,0,1.08,21,29,-8,-0.43,-0.22,21.2,25.4,-4.2,-0.23,+0.17
2657,Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,22,17,587,35,23.3,6.5,5,72,1,12,19,4,1.71,11,12,-1,-0.15,-0.25,8.3,10.3,-2.0,-0.31,-0.43
2658,Frédéric Sammaritano,fr FRA,"MF,FW",Dijon,fr Ligue 1,33,10,518,52,20.6,5.8,6,66,0,4,31,6,1.10,8,10,-2,-0.35,+0.01,6.5,8.6,-2.2,-0.38,-0.12
2659,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,25,1751,70,51.2,19.5,20,83,14,5,19,7,1.12,14,20,-6,-0.31,-0.04,18.1,30.5,-12.4,-0.64,-0.34
2660,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,9,359,40,10.5,4.0,3,82,2,6,19,14,1.50,6,4,+2,+0.50,+0.47,4.1,4.7,-0.6,-0.15,+0.05
2661,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,24,1387,58,40.6,15.4,16,76,5,8,21,7,1.08,20,34,-14,-0.91,-0.38,18.5,24.1,-5.6,-0.36,-0.11
2662,Oihan Sancet,es ESP,"MF,FW",Athletic Club,es La Liga,19,17,741,44,21.7,8.2,9,64,0,8,21,4,1.65,11,6,+5,+0.61,+0.67,9.0,10.3,-1.3,-0.16,+0.04
2663,Renato Sanches,pt POR,"MF,FW",Lille,fr Ligue 1,21,19,1483,78,58.8,16.5,16,88,14,3,25,1,1.95,19,15,+4,+0.24,-0.10,24.4,19.2,+5.2,+0.32,0.00
2664,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1,6,6,0.2,0.1,0,,0,1,6,0,1.00,0,0,0,0.00,-2.00,0.2,0.0,+0.2,+2.55,+1.03
2665,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,22,923,42,27.0,10.3,10,74,4,12,15,4,2.05,31,9,+22,+2.15,+1.32,23.7,11.3,+12.4,+1.21,+0.62
2666,Carlos Sánchez,co COL,MF,West Ham,eng Premier League,33,6,117,20,3.4,1.3,1,61,0,5,11,12,1.67,3,2,+1,+0.77,+1.15,1.8,3.2,-1.3,-1.04,-0.66
2667,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,29,2431,84,71.1,27.0,27,88,26,2,23,6,1.55,49,37,+12,+0.44,+0.26,36.7,39.8,-3.1,-0.11,+0.18
2668,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,28,2293,82,67.0,25.5,26,87,22,2,18,1,1.61,40,30,+10,+0.39,+0.63,32.5,27.8,+4.8,+0.19,+0.38
2669,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,8,497,62,14.5,5.5,6,81,4,2,5,7,1.25,4,7,-3,-0.54,-0.30,5.5,7.2,-1.7,-0.31,+0.19
2670,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,5,325,65,9.5,3.6,4,76,2,1,22,10,2.60,5,0,+5,+1.38,+0.83,6.5,3.0,+3.5,+0.98,+0.37
2671,Víctor Sánchez,es ESP,MF,Espanyol,es La Liga,31,25,1688,68,49.4,18.8,20,80,12,5,16,7,0.77,13,31,-18,-0.96,-0.28,18.0,26.0,-8.0,-0.43,-0.20
2672,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,32,2287,71,74.7,25.4,25,84,15,7,28,1,1.97,72,31,+41,+1.61,+1.38,49.9,26.9,+23.1,+0.91,+1.25
2673,Mattia Sandri,it ITA,MF,Torino,it Serie A,18,0,,,,,0,,0,0,,2,,,,,,,,,,,
2674,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,29,2385,82,69.7,26.5,27,87,24,2,24,3,2.03,48,31,+17,+0.64,-0.75,52.0,32.8,+19.3,+0.73,+0.13
2675,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1,12,12,0.4,0.1,0,,0,1,12,2,3.00,0,0,0,0.00,-1.77,0.2,0.0,+0.2,+1.37,-0.10
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2676,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,15,1126,75,36.8,12.5,13,84,12,2,19,0,1.27,16,18,-2,-0.16,+0.68,14.7,13.7,+1.0,+0.08,+0.77
2677,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,11,372,34,10.9,4.1,5,61,0,6,12,10,2.00,3,5,-2,-0.48,-0.78,3.6,5.4,-1.8,-0.43,-0.65
2678,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,25,2175,87,86.3,24.2,25,87,23,0,,0,0.40,15,52,-37,-1.53,-1.79,27.0,40.8,-13.7,-0.57,-0.53
2679,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,29,2320,80,67.8,25.8,27,83,18,2,45,1,1.52,34,31,+3,+0.12,+1.02,38.3,31.1,+7.3,+0.28,+0.87
2680,Sam Sanna,fr FRA,MF,Toulouse,fr Ligue 1,20,0,,,,,0,,0,0,,3,,,,,,,,,,,
2681,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,15,910,61,36.1,10.1,9,80,6,6,31,5,0.27,11,24,-13,-1.29,0.00,12.4,18.2,-5.7,-0.57,-0.11
2682,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,27,2173,80,86.2,24.1,26,83,12,1,8,0,1.96,34,20,+14,+0.58,+1.10,30.9,25.1,+5.9,+0.24,+0.62
2683,Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,27,33,2269,69,66.3,25.2,26,79,15,7,31,1,1.18,34,42,-8,-0.32,+0.07,38.6,33.8,+4.8,+0.19,+0.40
2684,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,28,2505,89,99.4,27.8,28,89,27,0,,0,1.39,28,33,-5,-0.18,-0.18,29.2,28.4,+0.8,+0.03,-0.30
2685,Federico Santander,py PAR,FW,Bologna,it Serie A,28,24,770,32,22.5,8.6,5,77,3,19,20,2,1.25,13,12,+1,+0.12,+0.59,16.9,13.2,+3.7,+0.43,+0.48
2686,Davide Santon,it ITA,DF,Roma,it Serie A,28,15,619,41,18.1,6.9,7,66,2,8,19,10,1.87,12,12,0,0.00,-0.84,11.9,9.5,+2.5,+0.36,-0.33
2687,Samir Santos,br BRA,DF,Udinese,it Serie A,24,21,1546,74,45.2,17.2,16,89,15,5,24,8,1.29,14,30,-16,-0.93,-1.03,17.8,26.9,-9.1,-0.53,-0.41
2688,Riccardo Saponara,it ITA,"MF,FW",Genoa,it Serie A,27,4,168,42,4.9,1.9,2,62,0,2,22,4,0.20,3,3,0,0.00,+0.72,2.6,3.4,-0.8,-0.41,-0.11
2689,Riccardo Saponara,it ITA,"MF,FW",Lecce,it Serie A,27,13,947,73,27.7,10.5,11,81,6,2,27,3,1.23,21,25,-4,-0.38,+0.68,18.2,22.7,-4.5,-0.43,+0.53
2690,Ivan Šaponjić,rs SRB,"DF,FW",Atlético Madrid,es La Liga,21,2,6,3,0.2,0.1,0,,0,2,3,17,1.00,0,0,0,0.00,-0.63,0.4,0.0,+0.4,+6.10,+5.47
2691,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,27,21,1164,55,47.9,12.9,13,80,5,8,15,4,2.62,32,8,+24,+1.86,-0.06,31.1,9.2,+21.9,+1.69,-0.38
2692,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,4,179,45,5.8,2.0,1,90,1,3,30,7,2.50,2,3,-1,-0.50,-1.91,3.0,2.7,+0.3,+0.17,-0.83
2693,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,28,1416,51,46.3,15.7,15,77,1,13,20,2,1.11,24,23,+1,+0.06,+1.60,18.5,25.3,-6.8,-0.43,+0.08
2694,Bouna Sarr,sn SEN,"DF,FW",Marseille,fr Ligue 1,27,27,2164,80,85.9,24.0,25,85,17,2,21,0,2.04,35,24,+11,+0.46,+0.20,30.1,27.2,+2.9,+0.12,-0.28
2695,Ismaila Sarr,sn SEN,"FW,MF",Watford,eng Premier League,21,28,2028,72,59.3,22.5,22,86,14,6,24,2,0.96,24,35,-11,-0.49,+0.61,32.5,31.9,+0.6,+0.03,+0.66
2696,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,19,1454,77,57.7,16.2,16,86,13,3,28,4,1.63,25,18,+7,+0.43,+0.77,19.0,26.0,-6.9,-0.43,-0.32
2697,Mouhamadou Sarr,sn SEN,GK,Bologna,it Serie A,22,0,,,,,0,,0,0,,32,,,,,,,,,,,
2698,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,22,1165,53,46.2,12.9,12,86,10,10,13,1,0.95,15,22,-7,-0.54,-0.01,14.4,18.1,-3.8,-0.29,+0.16
2699,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,19,1360,72,39.8,15.1,16,83,12,3,12,8,0.74,13,29,-16,-1.06,-0.67,16.3,27.8,-11.5,-0.76,-0.29
2700,Razvan Sava,ro ROU,GK,Lecce,it Serie A,17,0,,,,,0,,0,0,,11,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
2701,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,19,1524,80,60.5,16.9,18,83,9,1,26,0,1.37,24,22,+2,+0.12,+0.21,20.2,22.6,-2.4,-0.14,-0.41
2702,Kike Saverio,es ESP,FW,Barcelona,es La Liga,20,0,,,,,0,,0,0,,1,,,,,,,,,,,
2703,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,22,1980,90,57.9,22.0,22,90,22,0,,3,1.77,28,15,+13,+0.59,-0.10,28.6,18.4,+10.2,+0.46,-0.43
2704,Christian Saydee,lr LBR,FW,Bournemouth,eng Premier League,17,0,,,,,0,,0,0,,1,,,,,,,,,,,
2705,Fabian Schär,ch SUI,"DF,MF",Newcastle Utd,eng Premier League,27,22,1672,76,48.9,18.6,18,89,15,4,18,10,0.82,14,37,-23,-1.24,-1.39,15.3,33.9,-18.6,-1.03,-0.45
2706,Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,9,623,69,20.4,6.9,7,82,2,2,25,6,1.11,5,10,-5,-0.72,-0.24,7.6,10.1,-2.6,-0.37,-0.30
2707,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,8,361,45,10.6,4.0,4,75,0,4,16,8,1.33,6,8,-2,-0.50,-0.12,5.2,3.4,+1.8,+0.44,+0.77
2708,Patrik Schick,cz CZE,FW,Roma,it Serie A,23,0,,,,,0,,0,0,,2,,,,,,,,,,,
2709,Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,22,1298,59,42.4,14.4,15,74,4,7,28,2,1.82,32,15,+17,+1.18,-0.20,26.9,15.7,+11.3,+0.78,-0.31
2710,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,2,43,22,1.4,0.5,0,,0,2,22,13,1.50,1,2,-1,-2.09,-1.59,0.3,0.7,-0.4,-0.81,-0.42
2711,Kingsley Schindler,gh GHA,"FW,MF",Köln,de Bundesliga,26,13,849,65,27.7,9.4,9,79,4,4,35,12,0.62,10,23,-13,-1.38,-1.17,11.6,16.8,-5.2,-0.55,-0.58
2712,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,23,1719,75,56.2,19.1,21,81,14,2,6,2,1.65,34,26,+8,+0.42,+0.82,32.8,26.2,+6.6,+0.35,+0.13
2713,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,23,1939,84,63.4,21.5,23,84,20,0,,2,1.35,25,35,-10,-0.46,+0.10,23.8,31.2,-7.4,-0.34,+0.10
2714,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,13,373,29,12.2,4.1,4,81,3,9,5,20,1.77,10,8,+2,+0.48,+0.52,7.5,10.9,-3.4,-0.82,-0.34
2715,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,eng Premier League,26,17,1036,61,30.3,11.5,11,79,5,6,28,2,1.24,11,16,-5,-0.43,+0.09,10.1,16.2,-6.1,-0.53,+0.04
2716,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,38,3420,90,100.0,38.0,38,90,38,0,,0,1.63,67,41,+26,+0.68,,62.2,45.5,+16.7,+0.44,
2717,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,7,66,9,2.2,0.7,0,,0,7,9,14,2.29,3,1,+2,+2.73,+1.49,1.3,0.9,+0.4,+0.57,-0.02
2718,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,33,2836,86,92.7,31.5,31,90,26,2,29,0,1.45,47,43,+4,+0.13,+1.33,43.7,56.6,-13.0,-0.41,+1.54
2719,Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,5,179,36,5.8,2.0,2,64,0,3,17,17,2.40,4,3,+1,+0.50,+1.07,3.1,4.2,-1.1,-0.58,-0.21
2720,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,18,1158,64,37.8,12.9,13,79,8,5,26,12,1.22,24,23,+1,+0.08,+0.98,22.5,18.0,+4.5,+0.35,+0.77
2721,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,15,1001,67,29.3,11.1,12,79,6,3,19,4,0.93,15,20,-5,-0.45,-0.19,18.7,14.0,+4.7,+0.42,+0.50
2722,Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,32,2427,76,71.0,27.0,29,81,19,3,31,4,0.88,34,46,-12,-0.44,+0.82,36.8,42.3,-5.5,-0.20,+0.32
2723,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,23,2070,90,67.6,23.0,23,90,23,0,,0,0.78,24,44,-20,-0.87,+0.68,26.8,43.5,-16.7,-0.73,+0.31
2724,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,22,1432,65,46.8,15.9,15,89,14,7,14,3,0.91,12,31,-19,-1.19,-1.14,15.7,22.4,-6.6,-0.42,-0.02
