Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
601,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,33,27.6,9,0,0,19,52,1,134,29,23,0,0,0,162,20,14,58.8
602,Cucho,co COL,"FW,MF",Watford,eng Premier League,22,12.7,3,0,0,13,12,1,52,5,5,0,0,1,65,31,51,37.8
603,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,34.3,6,0,0,28,30,3,115,30,62,0,0,0,247,40,36,52.6
604,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,23,0.3,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,
605,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,29.8,6,2,0,33,14,0,5,39,32,0,0,0,144,79,38,67.5
606,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,10.2,2,0,0,12,9,1,18,12,9,0,1,0,57,9,9,50.0
607,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
608,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2.0,0,0,0,3,1,0,2,1,3,0,0,0,12,0,2,0.0
609,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,11.8,3,0,0,22,26,1,7,6,12,2,1,0,44,21,74,22.1
610,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,0.7,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0.0
611,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,15.6,1,0,0,13,16,20,21,5,2,1,0,0,40,9,30,23.1
612,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,16.6,3,0,0,19,16,1,70,10,17,0,0,0,105,5,13,27.8
613,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,15.6,4,0,0,16,11,0,3,19,18,0,0,1,103,43,37,53.8
614,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1.5,1,0,0,5,0,0,5,3,0,0,0,0,5,0,1,0.0
615,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,11.1,2,0,0,13,5,1,7,8,15,0,0,0,63,18,16,52.9
616,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,4.4,0,0,0,3,5,0,23,1,7,0,0,0,25,6,6,50.0
617,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,20,9.3,0,0,0,6,4,1,20,1,11,0,0,0,43,7,14,33.3
618,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,12.5,5,1,1,19,4,0,1,22,9,0,1,0,54,35,16,68.6
619,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,29,14.6,5,0,0,29,19,2,4,5,10,0,0,0,65,18,25,41.9
620,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1.8,1,0,0,6,2,0,8,2,2,0,0,0,7,1,2,33.3
621,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
622,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,18.4,7,1,1,23,13,0,29,17,19,0,0,0,142,11,15,42.3
623,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,12.9,2,0,0,17,14,7,1,2,10,0,0,0,29,17,44,27.9
624,Stuart Dallas,nir NIR,"DF,MF",Leeds United,eng Premier League,30,32.4,5,0,0,33,30,2,101,57,55,0,1,0,219,32,34,48.5
625,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,20.0,4,0,0,18,4,1,58,29,41,0,0,0,151,29,17,63.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
626,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,21,6.4,1,0,0,10,8,0,5,7,13,0,0,0,41,7,5,58.3
627,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,14.4,4,0,0,17,4,1,7,14,31,0,0,0,98,21,24,46.7
628,Danilo,br BRA,"DF,MF",Juventus,it Serie A,30,21.0,6,0,0,19,11,0,13,32,26,0,0,0,121,37,24,60.7
629,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,24,16.4,1,0,0,3,18,17,27,2,6,0,0,0,31,3,8,27.3
630,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,31.0,9,2,1,43,36,1,1,40,29,1,0,0,206,72,30,70.6
631,Dante,br BRA,DF,Nice,fr Ligue 1,37,31.9,7,3,1,26,12,0,3,49,29,1,1,0,208,50,27,64.9
632,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,0.7,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,
633,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,19,8.4,2,0,0,10,6,0,8,20,4,0,0,0,33,12,11,52.2
634,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,34.7,4,0,0,28,38,0,70,26,22,0,0,0,171,12,16,42.9
635,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,19.8,6,0,0,22,33,4,64,20,18,0,0,0,137,15,31,32.6
636,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,8.0,1,0,0,1,2,0,0,0,0,0,1,0,5,2,0,100.0
637,Matteo Darmian,it ITA,DF,Inter,it Serie A,31,16.7,4,0,0,23,18,0,37,19,16,1,0,0,54,18,5,78.3
638,Josh Dasilva,eng ENG,"MF,FW",Brentford,eng Premier League,22,2.9,0,1,0,4,3,0,4,1,1,0,0,0,23,3,1,75.0
639,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,31.2,3,0,0,25,47,6,6,5,9,0,0,0,104,26,65,28.6
640,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,20,19.3,3,0,0,15,27,3,41,23,17,0,0,0,144,11,17,39.3
641,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,28.2,6,0,0,31,18,5,19,30,21,0,1,0,106,67,52,56.3
642,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,2.6,1,0,0,4,3,0,0,2,1,0,0,0,9,3,2,60.0
643,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
644,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,13.3,3,0,0,26,14,0,6,21,18,0,1,0,70,22,25,46.8
645,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,30.6,5,1,0,39,12,1,1,29,17,0,3,0,113,93,55,62.8
646,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,24.5,2,0,0,21,27,4,180,6,16,0,0,0,114,11,18,37.9
647,Konrad De La Fuente,us USA,"FW,MF",Marseille,fr Ligue 1,20,8.7,1,0,0,2,6,1,19,2,7,0,0,0,30,4,6,40.0
648,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,2.0,0,0,0,3,0,0,0,1,1,0,0,0,16,2,3,40.0
649,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,0.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100.0
650,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,23.9,7,0,0,45,59,1,92,21,30,0,0,0,159,17,21,44.7
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
651,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,13.0,2,1,0,15,7,0,52,10,12,0,1,0,75,16,8,66.7
652,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,33,25.5,7,0,0,28,28,3,57,26,14,1,0,0,97,75,46,62.0
653,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
654,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,66.7
655,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,30,15.1,3,0,0,16,18,3,1,4,9,0,0,0,43,9,36,20.0
656,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,23.7,5,0,0,45,21,1,12,26,22,0,0,0,149,40,42,48.8
657,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,25,0.3,0,0,0,0,3,0,0,1,1,0,0,0,2,0,1,0.0
658,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,25,10.8,1,1,0,16,20,0,45,7,16,1,0,0,80,4,12,25.0
659,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,25.7,4,0,0,22,14,1,111,27,35,0,0,0,137,7,20,25.9
660,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,17.2,4,1,1,26,21,1,14,13,24,0,0,0,82,55,35,61.1
661,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
662,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,
663,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,19,2.9,0,0,0,5,1,0,3,1,6,0,0,0,13,1,5,16.7
664,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,3.7,1,0,0,2,2,0,3,4,4,0,0,0,18,4,3,57.1
665,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,27.2,3,0,0,38,43,16,51,9,9,1,0,0,59,94,101,48.2
666,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,3.0,0,0,0,6,3,0,14,0,0,0,0,0,6,11,9,55.0
667,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,7.4,2,0,0,8,6,0,1,14,15,0,0,0,61,5,4,55.6
668,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,24.5,6,0,0,29,19,10,2,8,9,3,0,0,44,60,59,50.4
669,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,15.7,3,0,0,11,17,4,144,8,16,0,0,0,63,4,5,44.4
670,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2.1,0,0,0,0,4,0,2,2,1,0,0,0,9,0,0,
671,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,21.3,8,0,0,29,16,3,0,58,17,0,1,0,122,85,37,69.7
672,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,22.8,10,0,0,34,29,3,152,33,31,0,0,0,158,11,19,36.7
673,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,9.7,4,0,0,27,6,12,6,1,6,0,0,0,33,17,45,27.4
674,Diego Demme,de GER,MF,Napoli,it Serie A,29,7.7,4,0,0,28,8,0,7,9,12,0,0,0,52,4,5,44.4
675,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,11.1,2,0,0,7,5,0,1,16,4,0,1,0,46,16,22,42.1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
676,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,21.7,4,0,0,13,6,0,5,9,17,0,0,0,107,30,33,47.6
677,Emmanuel Dennis,ng NGA,"FW,MF",Watford,eng Premier League,23,28.7,9,1,1,59,40,12,39,15,35,1,0,0,125,45,78,36.6
678,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,7.8,3,0,0,20,10,4,32,8,7,0,0,0,39,9,12,42.9
679,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,24,1.2,1,0,0,8,1,0,3,1,1,0,0,0,4,1,3,25.0
680,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,0.2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
681,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,14.5,0,0,0,0,4,0,0,0,0,0,0,1,14,0,0,
682,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,20,16.8,2,0,0,17,19,1,59,2,15,0,0,0,93,7,13,35.0
683,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,19.4,4,0,0,40,31,19,2,2,4,0,0,0,30,62,110,36.0
684,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,27,29.1,9,0,0,25,31,33,166,9,6,2,0,0,93,2,17,10.5
685,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,23.4,4,0,0,20,29,0,86,21,24,0,0,0,155,16,23,41.0
686,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,0.2,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,100.0
687,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,0.4,1,0,0,1,2,0,0,0,0,0,0,0,1,1,2,33.3
688,Federico Di Francesco,it ITA,"FW,MF",Empoli,it Serie A,27,15.2,2,0,0,29,27,13,38,9,5,1,0,0,50,2,17,10.5
689,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,31.9,3,0,0,37,46,8,49,38,36,1,0,0,168,44,28,61.1
690,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,33,18.3,2,0,0,9,14,7,122,6,18,1,0,0,71,0,0,
691,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,0.7,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0.0
692,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,13.9,3,0,0,24,24,0,7,22,7,0,0,1,85,15,17,46.9
693,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,14.1,3,0,0,23,13,7,1,5,6,0,0,0,36,31,35,47.0
694,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,22,30.7,10,1,1,38,25,17,82,8,11,0,0,0,119,6,20,23.1
695,Yadaly Diaby,gn GUI,"FW,MF",Clermont Foot,fr Ligue 1,20,0.7,1,1,0,2,1,0,0,2,0,0,0,0,5,1,1,50.0
696,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,21.6,11,0,0,26,16,1,5,30,24,0,1,2,144,33,29,53.2
697,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
698,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,9.7,1,0,0,12,3,0,18,10,14,0,0,0,45,14,6,70.0
699,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,17.1,2,0,0,17,20,15,9,4,5,0,0,0,48,55,60,47.8
700,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,11.4,1,0,0,8,15,0,7,9,11,0,0,0,77,11,12,47.8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
701,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,1.2,1,0,0,2,1,0,0,0,1,0,0,0,8,2,1,66.7
702,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,22,5.8,2,0,0,6,8,2,22,7,9,1,0,0,36,2,6,25.0
703,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,26.7,5,0,0,27,9,2,3,23,19,0,0,0,108,50,37,57.5
704,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,22,3.2,0,0,0,3,8,0,3,1,2,0,0,0,13,12,4,75.0
705,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1.9,0,0,0,5,0,0,0,0,2,0,0,0,12,1,0,100.0
706,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,20.6,4,0,0,22,33,4,11,8,17,0,0,0,108,4,40,9.1
707,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
708,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,10.6,0,0,0,14,14,3,14,4,7,0,0,0,54,15,16,48.4
709,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,16.7,5,0,0,15,4,0,13,17,15,0,0,0,71,29,31,48.3
710,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,31,3.1,1,0,0,3,7,2,9,1,2,0,0,0,15,4,2,66.7
711,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,10.8,0,1,0,14,13,4,3,5,11,2,0,0,41,13,20,39.4
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,34.1,1,0,0,12,9,0,1,27,9,0,0,1,131,70,54,56.5
713,Elhadji Dieye,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,19,0.4,0,0,0,1,2,1,1,1,2,0,0,0,4,1,1,50.0
714,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,14.1,2,0,0,18,16,3,101,23,10,0,0,0,77,23,20,53.5
715,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,13.0,4,0,0,15,9,0,71,14,19,0,0,1,83,24,16,60.0
716,Mitchell Dijks,nl NED,"DF,FW",Bologna,it Serie A,28,7.7,2,0,0,10,10,0,28,3,6,0,0,0,44,9,4,69.2
717,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,19.2,3,0,0,13,30,1,69,11,4,0,0,0,68,6,14,30.0
718,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1.5,0,0,0,3,2,0,1,0,1,0,0,0,14,0,2,0.0
719,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,15.9,1,0,0,15,14,2,151,19,15,0,0,0,103,8,8,50.0
720,Landry Dimata,be BEL,"FW,MF",Espanyol,es La Liga,23,6.0,0,0,0,14,20,3,0,1,2,0,0,0,14,17,24,41.5
721,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,30.8,0,0,0,0,6,0,0,1,0,0,0,0,24,11,2,84.6
722,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,3.5,2,0,0,11,4,0,2,2,4,0,0,0,12,1,1,50.0
723,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,12.0,3,0,0,12,14,1,43,9,11,1,0,0,53,4,7,36.4
724,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,6.4,2,0,0,5,3,0,0,12,3,0,0,1,34,16,5,76.2
725,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,10.7,0,0,0,5,5,1,0,7,8,0,0,0,55,16,17,48.5
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
726,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,21.6,6,0,0,28,41,4,95,23,20,1,1,0,134,12,28,30.0
727,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,0.2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0.0
728,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,0.3,0,0,0,0,1,0,1,0,1,0,0,0,5,1,0,100.0
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,30.2,5,0,0,43,13,3,1,26,27,0,1,0,183,71,43,62.3
730,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
731,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,38.0,1,0,0,1,3,0,0,0,0,0,0,0,51,8,0,100.0
732,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,25.9,4,0,0,23,22,1,11,24,39,0,0,2,190,23,31,42.6
733,Djené,tg TOG,DF,Getafe,es La Liga,29,34.6,11,1,0,47,36,1,22,59,26,0,2,0,222,52,31,62.7
734,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,5.1,3,0,0,9,10,0,6,2,3,0,0,0,28,1,9,10.0
735,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,19.3,6,1,1,25,7,1,17,34,29,0,3,0,113,45,41,52.3
736,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,29.9,10,1,1,44,28,2,15,61,37,0,2,0,142,71,29,71.0
737,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,0.6,0,0,0,0,1,0,1,1,3,0,0,0,3,0,0,
738,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,25.1,6,0,0,21,14,1,11,31,24,0,1,1,144,57,27,67.9
739,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,23.5,1,0,0,1,4,0,0,1,0,0,1,0,35,2,2,50.0
740,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,es La Liga,21,2.4,0,0,0,3,2,1,15,2,3,0,0,0,14,2,2,50.0
741,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,6.0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0
742,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,0.4,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,0.0
743,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,9.7,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,66.7
744,Jeremy Doku,be BEL,"FW,MF",Rennes,fr Ligue 1,19,5.2,2,0,0,9,15,0,13,3,5,0,0,0,38,2,5,28.6
745,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,16.6,0,0,0,30,29,3,5,6,4,0,0,0,38,21,25,45.7
746,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,3.8,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
747,Brandon Domingues,fr FRA,"MF,FW",Troyes,fr Ligue 1,21,2.6,0,0,0,3,9,0,11,3,2,0,0,0,12,0,1,0.0
748,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,3.8,1,0,0,3,4,0,0,4,1,0,1,0,21,10,6,62.5
749,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0
750,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,22.4,8,0,0,26,39,0,14,32,45,0,0,0,158,32,29,52.5
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
751,John Donald,es ESP,DF,Elche,es La Liga,20,2.0,0,0,0,2,0,0,0,3,4,0,0,0,12,2,4,33.3
752,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,de Bundesliga,24,1.3,0,0,0,3,3,1,2,2,1,0,0,0,3,0,2,0.0
753,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,24,4.1,0,1,0,9,3,8,24,0,7,0,0,0,11,2,5,28.6
754,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,17.0,3,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0
755,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,25.8,8,0,0,53,48,0,20,35,47,0,0,0,240,16,17,48.5
756,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,34.0,8,1,1,23,38,1,1,13,30,0,0,0,178,55,39,58.5
757,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,22.3,4,0,0,25,38,15,60,5,17,1,0,0,97,7,15,31.8
758,Lohann Doucet,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
759,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,28.2,6,0,0,39,16,1,11,28,43,0,0,0,213,35,37,48.6
760,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,32.7,7,1,0,42,24,0,6,68,43,0,0,0,218,22,20,52.4
761,Fodé Doucouré,ml MLI,"DF,FW",Reims,fr Ligue 1,20,1.7,0,0,0,1,1,0,4,4,9,0,0,0,10,1,5,16.7
762,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
763,Kamory Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,18,3.9,1,0,0,1,4,1,9,3,2,0,0,0,26,3,6,33.3
764,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1.0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,4,0.0
765,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,24,24.7,10,1,0,22,25,1,69,39,20,0,2,0,127,14,16,46.7
766,Kieran Dowell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,10.1,0,0,0,19,4,0,38,7,7,0,0,0,37,8,28,22.2
767,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,6.2,0,1,0,1,0,0,0,1,0,0,0,0,9,0,0,
768,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,6.9,1,0,0,6,5,1,4,10,3,0,0,0,49,14,7,66.7
769,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,5.4,1,0,0,3,4,0,0,13,4,0,0,0,28,7,7,50.0
770,Cody Drameh,eng ENG,"DF,MF",Leeds United,eng Premier League,19,1.4,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,50.0
771,Julian Draxler,de GER,"FW,MF",Paris S-G,fr Ligue 1,27,6.1,0,0,0,4,1,1,5,5,2,0,0,0,26,1,4,20.0
772,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,16.0,0,0,0,0,2,0,0,0,1,0,0,0,11,2,0,100.0
773,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,18.7,7,1,0,24,15,0,1,22,14,0,3,0,93,39,23,62.9
774,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,19.7,5,0,0,26,4,2,0,24,8,0,0,0,98,67,35,65.7
775,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,29.1,12,1,1,45,40,2,119,57,47,1,1,0,163,54,37,59.3
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
776,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,19.4,5,0,0,18,14,1,76,22,27,1,0,0,94,21,19,52.5
777,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,26.0,1,0,0,0,6,0,0,0,1,0,0,0,19,4,1,80.0
