Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
505,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,29,12.2,3,0,0,26,14,3,50,12,15,0,0,0,53,13,16,44.8
506,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,15.4,4,0,0,19,15,1,3,27,9,1,3,1,66,26,21,55.3
507,Federico Chiesa,it ITA,DF,Fiorentina,it Serie A,22,2.7,0,0,0,2,3,2,11,1,2,0,0,0,10,1,1,50.0
508,Federico Chiesa,it ITA,"MF,DF",Juventus,it Serie A,22,24.6,3,1,0,30,36,11,70,12,26,2,0,0,104,6,28,17.6
509,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,25.4,3,0,0,23,41,8,136,24,22,0,0,0,122,38,33,53.5
510,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,20.4,6,0,0,31,14,1,4,50,23,0,0,1,135,52,45,53.6
511,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,23,25.3,4,0,0,23,16,0,4,41,8,0,0,0,150,9,23,28.1
512,Tahith Chong,nl NED,"MF,FW",Werder Bremen,de Bundesliga,20,4.3,1,0,0,13,14,0,10,5,6,0,1,0,33,1,6,14.3
513,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,18,12.9,3,0,0,14,7,1,9,11,8,0,0,0,58,10,9,52.6
514,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,22,3.5,1,0,0,6,2,0,1,4,7,0,0,0,24,6,1,85.7
515,Mounir Chouiar,fr FRA,"FW,MF",Dijon,fr Ligue 1,21,14.3,5,0,0,25,25,2,49,11,12,0,1,0,71,13,16,44.8
516,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,15.2,2,1,0,9,7,0,0,20,6,0,0,0,85,38,18,67.9
517,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,16,0.2,0,0,0,2,0,0,0,0,2,0,0,0,1,1,4,20.0
518,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,21,15.2,0,0,0,13,30,16,26,10,7,1,0,0,65,10,12,45.5
519,Darko Churlinov,mk MKD,"DF,MF",Stuttgart,de Bundesliga,20,2.4,0,0,0,3,3,2,6,0,2,0,0,0,16,2,5,28.6
520,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,1.1,0,0,0,1,0,0,0,1,1,0,0,0,7,3,2,60.0
521,Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,22,3.0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,
522,Cifu,es ESP,DF,Elche,es La Liga,29,5.0,1,0,0,6,6,0,10,8,7,0,0,0,30,5,9,35.7
523,Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,41,2.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
524,Luca Cigarini,it ITA,MF,Crotone,it Serie A,34,10.3,5,1,1,27,18,0,24,12,14,1,0,0,65,9,9,50.0
525,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,31,10.0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
526,Antonio Cioffi,it ITA,FW,Napoli,it Serie A,17,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
527,Tim Civeja,de GER,MF,Augsburg,de Bundesliga,18,0.4,0,0,0,0,0,0,0,3,0,0,0,0,4,1,0,100.0
528,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,21.0,3,0,0,16,11,1,0,29,14,0,1,1,105,69,40,63.3
529,Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,fr Ligue 1,22,21.2,2,0,0,24,54,1,57,14,19,0,0,0,95,8,19,29.6
530,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,27,28.0,2,0,0,22,14,2,216,45,20,1,2,0,151,18,26,40.9
531,Carlos Clerc,es ESP,DF,Levante,es La Liga,28,30.9,5,0,0,39,35,4,120,37,29,1,0,0,185,41,21,66.1
532,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,12.7,2,0,0,4,2,0,23,18,10,0,0,0,56,4,10,28.6
533,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,36.7,5,0,0,22,10,0,0,27,23,0,1,0,155,40,28,58.8
534,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,24,16.4,5,0,0,48,36,2,48,20,21,1,0,0,97,37,44,45.7
535,Coke,es ESP,DF,Levante,es La Liga,33,9.3,1,0,0,12,9,0,13,14,10,0,1,0,48,15,18,45.5
536,Séamus Coleman,ie IRL,"DF,MF",Everton,eng Premier League,31,17.9,0,0,0,12,17,0,35,13,26,0,0,0,124,9,11,45.0
537,Ebrima Colley,gm GAM,"MF,FW",Hellas Verona,it Serie A,20,8.2,1,0,0,13,18,7,12,6,4,0,0,0,34,2,36,5.3
538,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,28.8,6,0,0,34,23,1,5,68,16,0,0,0,151,73,39,65.2
539,Simone Colombi,it ITA,GK,Parma,it Serie A,29,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
540,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,18,1.0,0,0,0,1,0,3,1,0,1,0,0,0,7,2,4,33.3
541,Racine Coly,sn SEN,MF,Nice,fr Ligue 1,24,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
542,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,24,19.5,1,0,0,12,34,7,93,4,8,1,0,0,82,12,20,37.5
543,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,36.6,4,0,0,29,25,0,2,69,35,0,1,0,150,71,41,63.4
544,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,20,8.8,0,0,0,6,16,8,2,0,3,1,0,0,12,7,31,18.4
545,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33,37.0,1,0,0,2,5,0,0,0,2,0,0,0,45,16,2,88.9
546,Andrea Conti,it ITA,DF,Milan,it Serie A,26,0.3,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0.0
547,Andrea Conti,it ITA,DF,Parma,it Serie A,26,9.0,3,0,0,15,8,0,24,16,10,0,0,0,36,7,8,46.7
548,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,24.3,4,1,0,23,27,1,0,61,45,0,0,0,156,94,61,60.6
549,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,8.2,4,0,0,16,16,0,1,21,14,0,0,0,65,10,9,52.6
550,Theo Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,0.1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
551,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,23.0,3,0,0,21,43,0,136,38,30,0,1,0,88,24,29,45.3
552,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37,36.0,1,0,0,0,7,0,0,1,0,0,0,0,49,4,0,100.0
553,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,es La Liga,23,1.1,0,0,0,3,3,1,2,2,0,0,0,0,8,2,0,100.0
554,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,2.4,0,0,0,7,4,2,12,3,4,0,0,0,19,6,7,46.2
555,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,17.1,3,0,0,37,44,16,14,6,4,2,1,0,46,40,61,39.6
556,Sergio Córdova,ve VEN,"FW,MF",Arminia,de Bundesliga,22,12.1,0,0,0,15,22,9,10,9,8,0,0,0,51,34,59,36.6
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,15.0,2,0,0,21,12,0,5,16,10,0,0,0,89,32,28,53.3
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,21.1,4,0,0,36,48,15,6,1,4,1,0,0,47,148,83,64.1
559,Maxwel Cornet,ci CIV,"DF,FW",Lyon,fr Ligue 1,23,27.2,5,0,0,30,32,3,82,43,41,2,0,0,178,41,34,54.7
560,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25,26.6,3,0,0,37,30,13,35,22,21,0,0,0,118,10,34,22.7
561,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,21.5,3,1,1,24,52,4,19,7,12,3,0,0,50,12,20,37.5
562,Rober Correa,es ESP,DF,Eibar,es La Liga,27,12.6,3,0,0,7,19,1,47,20,9,1,0,0,77,46,25,64.8
563,Félix Correia,pt POR,MF,Juventus,it Serie A,19,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
564,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,23.7,6,1,1,34,38,2,62,42,27,0,0,0,125,31,25,55.4
565,Danny da Costa,de GER,"DF,FW",Mainz 05,de Bundesliga,27,13.4,2,0,0,5,4,1,49,17,16,0,0,0,72,13,7,65.0
566,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1.2,0,0,0,2,0,0,4,0,0,0,0,0,5,1,3,25.0
567,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,19,1.8,0,0,0,2,2,0,5,0,4,0,0,0,8,0,0,
568,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,2.3,1,0,0,7,3,5,2,0,0,1,0,0,2,9,15,37.5
569,Douglas Costa,br BRA,"MF,FW",Juventus,it Serie A,29,0.5,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0.0
570,Douglas Costa,br BRA,"FW,MF",Bayern Munich,de Bundesliga,29,3.6,0,0,0,7,2,3,28,2,1,0,0,0,19,1,5,16.7
571,Hélder Costa,ao ANG,"MF,FW",Leeds United,eng Premier League,26,12.8,0,0,0,20,18,3,21,3,11,0,0,1,66,4,23,14.8
572,Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32,3.9,1,0,0,7,9,0,7,6,6,0,0,0,21,3,7,30.0
573,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,6.0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,
574,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
575,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,38.0,0,0,0,0,3,0,0,1,1,0,0,0,48,6,0,100.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
576,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,33.9,3,0,0,29,34,0,132,41,36,0,0,0,169,50,42,54.3
577,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,10.9,2,0,0,12,7,11,2,2,1,0,0,0,18,91,82,52.6
578,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,18.7,4,1,0,26,31,0,12,33,41,0,0,0,130,28,26,51.9
579,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,2.0,0,0,0,3,1,1,3,1,8,0,0,0,13,0,7,0.0
580,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,21.5,6,1,1,18,15,0,0,30,21,0,0,0,102,43,42,50.6
581,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,de Bundesliga,19,16.7,2,0,0,32,18,10,25,10,15,0,0,0,89,16,34,32.0
582,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,38.0,0,0,0,1,3,0,0,1,0,0,1,0,50,10,0,100.0
583,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,28,7.3,0,0,0,9,13,1,24,2,6,0,0,0,24,2,8,20.0
584,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,15.2,2,0,0,16,16,1,14,26,30,0,0,0,78,15,22,40.5
585,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,34.0,1,0,0,2,5,0,0,1,0,0,2,0,36,8,0,100.0
586,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
587,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,35.2,3,0,0,13,18,0,207,32,13,0,0,0,195,35,29,54.7
588,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,19.2,6,0,0,23,26,0,27,44,22,0,1,0,110,20,26,43.5
589,Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25,23.9,8,0,0,31,13,4,12,40,20,0,0,1,141,30,30,50.0
590,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,0.3,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,
591,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,21.8,4,0,0,12,4,2,40,15,22,0,1,0,97,28,28,50.0
592,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,32,24.2,9,1,0,33,65,3,162,43,25,2,0,0,125,12,21,36.4
593,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,24.9,6,1,1,36,17,0,12,50,47,0,0,0,226,4,20,16.7
594,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
595,Cucho,co COL,"FW,MF",Getafe,es La Liga,21,16.3,5,0,0,34,32,10,41,6,10,0,0,0,78,46,68,40.4
596,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,36.0,8,0,0,69,60,9,138,40,51,0,0,0,202,69,90,43.4
597,Mickaël Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,11.4,3,0,0,33,11,1,9,3,11,0,0,0,56,10,19,34.5
598,Mickaël Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
599,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21,23.9,9,0,0,46,75,5,110,31,16,1,1,0,135,15,24,38.5
600,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,8.9,4,0,0,15,6,0,0,18,19,0,0,0,59,22,6,78.6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
601,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0
602,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,2.2,0,0,0,8,3,0,3,1,3,0,0,0,5,3,7,30.0
603,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1.2,0,0,0,2,1,1,1,1,0,0,0,0,2,0,9,0.0
604,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,4.6,2,0,0,6,7,0,19,5,4,0,0,0,26,5,1,83.3
605,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,25.1,7,0,0,26,14,2,4,53,24,0,1,0,157,64,49,56.6
606,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,13.0,2,0,0,11,4,0,27,17,10,0,0,0,55,9,18,33.3
607,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,7.8,2,0,0,11,11,0,8,4,9,0,0,0,35,10,10,50.0
608,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,29.6,7,1,0,30,22,0,9,44,13,0,1,1,162,75,38,66.4
609,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,28,11.1,2,0,0,19,24,4,8,9,3,0,0,0,45,14,23,37.8
610,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,12.4,5,0,0,17,19,1,14,13,8,0,0,0,84,52,19,73.2
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,15.1,3,0,0,20,9,3,39,16,11,0,1,0,64,2,11,15.4
612,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,3.0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,100.0
613,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,14.0,2,0,0,27,18,0,7,18,18,0,1,0,121,10,12,45.5
614,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,0.4,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0.0
615,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,37.9,7,0,0,40,51,0,82,44,45,0,0,0,256,32,40,44.4
616,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,12.1,5,0,0,25,4,2,34,25,17,0,0,0,65,21,8,72.4
617,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,19.7,3,0,0,26,28,3,61,24,21,0,1,0,108,23,25,47.9
618,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,16.4,0,0,0,12,9,0,2,14,15,0,0,0,101,16,25,39.0
619,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,32.4,6,0,0,25,20,2,39,66,31,0,0,0,213,30,20,60.0
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,15.0,1,0,0,6,5,0,0,18,4,0,0,0,73,51,29,63.8
621,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,0.8,0,0,0,0,1,0,3,0,1,0,0,0,2,0,2,0.0
622,Dante,br BRA,DF,Nice,fr Ligue 1,36,8.6,2,0,0,6,4,0,0,10,5,0,1,0,48,21,7,75.0
623,Andrea Danzi,it ITA,DF,Hellas Verona,it Serie A,21,1.2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,
624,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,3.6,2,0,0,3,3,0,0,8,2,0,0,0,40,2,4,33.3
625,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,18,9.1,0,0,0,10,4,0,24,16,10,0,0,0,38,5,12,29.4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,21.1,5,1,0,27,27,2,79,27,19,0,0,0,120,24,28,46.2
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,25.0,3,0,0,0,4,0,0,0,0,0,0,0,11,15,0,100.0
628,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,2.3,1,0,0,3,3,0,2,6,5,0,0,0,12,2,2,50.0
629,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,12.9,4,0,0,21,16,2,30,17,16,1,1,0,42,13,9,59.1
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,26.2,0,0,0,33,43,5,8,3,10,2,0,0,74,15,67,18.3
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,19.6,2,1,0,14,37,3,36,28,27,0,0,0,201,12,22,35.3
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,15.0,1,0,0,19,13,1,33,18,17,1,0,0,52,26,23,53.1
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,15.8,3,0,0,26,26,0,5,34,18,0,1,0,102,10,14,41.7
634,Keinan Davis,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,3.1,0,0,0,4,5,0,4,0,1,0,0,0,10,18,16,52.9
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,0.4,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0.0
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,20.7,9,0,0,39,8,2,9,27,28,0,0,0,120,41,51,44.6
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,21.4,5,1,1,14,12,2,0,32,8,0,0,2,92,56,25,69.1
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,22.2,1,0,0,27,31,1,146,9,21,2,0,0,116,4,10,28.6
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,9.5,1,0,0,11,3,3,1,18,10,0,0,0,61,25,18,58.1
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,35.6,5,2,1,33,125,1,262,17,24,0,1,0,208,5,11,31.3
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,16.3,4,1,0,22,10,0,33,27,17,0,0,0,107,19,12,61.3
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,23.8,4,0,0,42,18,1,43,30,24,0,0,0,97,49,35,58.3
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,5.5,3,0,0,11,6,0,11,6,6,0,1,0,32,8,10,44.4
645,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,19.5,4,1,0,36,19,3,21,20,32,0,1,0,108,36,28,56.3
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,23.4,5,0,0,40,18,4,96,45,33,0,3,0,116,70,31,69.3
647,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,14.8,1,0,0,14,20,5,6,7,8,0,0,0,41,13,21,38.2
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,4.0,1,0,0,6,5,0,8,3,3,0,0,0,21,3,4,42.9
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,6.8,2,0,0,12,3,0,7,11,5,0,0,0,44,7,3,70.0
650,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,7.2,2,0,0,12,13,2,35,3,11,0,0,0,48,11,12,47.8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
652,Thomas Delaine,fr FRA,"DF,FW",Metz,fr Ligue 1,28,19.8,4,0,0,21,17,0,85,24,18,0,0,0,85,8,19,29.6
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,14.3,6,0,0,36,26,1,7,22,30,0,0,0,85,29,11,72.5
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,10.1,1,1,0,16,7,1,30,17,5,0,0,0,61,4,8,33.3
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,0.1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,100.0
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,2.9,0,0,0,1,2,0,1,7,0,0,0,0,17,7,5,58.3
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,27.6,4,0,0,54,41,19,106,4,7,1,0,0,59,135,110,55.1
659,Fabian Delph,eng ENG,"MF,DF",Everton,eng Premier League,30,3.0,1,0,0,3,7,0,7,4,2,0,0,0,22,0,0,
660,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1.1,0,0,0,3,0,3,0,1,0,0,0,0,2,5,5,50.0
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,7.5,3,0,0,17,6,6,1,5,2,0,0,0,20,18,18,50.0
662,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23,19.7,2,0,0,15,28,11,75,9,9,0,0,0,62,9,12,42.9
663,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,10.4,1,0,0,11,1,2,1,21,9,0,1,0,32,22,11,66.7
664,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,19.4,2,0,0,44,26,0,85,8,31,0,0,0,137,11,15,42.3
665,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,16.6,7,0,0,44,15,10,9,0,9,1,0,0,47,38,84,31.1
666,Diego Demme,de GER,MF,Napoli,it Serie A,28,17.7,6,0,0,33,28,1,5,11,32,0,0,0,113,5,16,23.8
667,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,29.0,1,0,0,21,6,0,2,27,16,0,0,0,167,46,39,54.1
668,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,27.8,4,0,0,31,12,4,8,27,29,0,0,1,136,85,62,57.8
669,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,5.8,3,0,0,20,10,2,2,1,2,0,0,0,17,8,16,33.3
670,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,5.3,0,0,0,15,5,7,10,0,7,0,0,0,26,7,15,31.8
671,Stefano Denswil,nl NED,DF,Bologna,it Serie A,27,1.3,0,0,0,0,2,0,0,1,1,0,0,0,6,3,1,75.0
672,Fabio Depaoli,it ITA,DF,Benevento,it Serie A,23,12.4,2,0,0,17,8,1,23,12,13,0,0,1,45,12,14,46.2
673,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,0.9,0,0,0,5,2,2,2,1,0,0,0,0,2,0,1,0.0
674,Fabio Depaoli,it ITA,DF,Atalanta,it Serie A,23,2.1,0,0,0,5,1,0,1,3,2,0,0,0,9,2,3,40.0
675,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,15.1,3,0,0,11,8,0,0,27,4,0,2,0,82,48,28,63.2
677,Kastriot Dermaku,al ALB,"DF,MF",Parma,it Serie A,28,1.1,0,0,0,2,2,0,0,2,1,0,0,0,4,0,1,0.0
678,Kiril Despodov,bg BUL,FW,Cagliari,it Serie A,23,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
679,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,19,21.2,1,0,0,16,11,3,37,10,16,0,0,0,108,7,9,43.8
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,17.8,5,0,0,39,37,22,4,4,3,0,0,0,40,34,61,35.8
681,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,6.6,0,0,0,7,6,11,30,3,2,1,0,0,29,0,5,0.0
682,Deyverson,br BRA,FW,Alavés,es La Liga,29,9.7,4,0,0,15,24,11,8,9,4,0,0,0,47,60,49,55.0
683,Jacopo Dezi,it ITA,"FW,MF",Parma,it Serie A,28,0.9,0,0,0,1,3,0,4,0,3,0,0,0,3,0,2,0.0
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,5.6,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,54.3
685,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,5.3,1,0,0,5,15,0,3,0,2,1,0,0,12,15,15,50.0
