Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
13,Amir Abrashi,al ALB,"MF,DF",Freiburg,de Bundesliga,30,0.7,0,0,0,4,0,0,0,2,1,0,0,0,6,1,2,33.3
14,Gennaro Acampora,it ITA,"MF,FW",Spezia,it Serie A,26,4.9,2,0,0,10,12,1,7,4,4,0,0,0,31,3,5,37.5
15,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,32,31.3,9,1,1,31,24,2,32,76,32,0,0,0,227,62,25,71.3
16,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,de Bundesliga,22,1.1,1,0,0,5,1,1,1,1,0,0,0,0,3,9,7,56.3
17,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,28,25.9,5,0,0,45,32,2,119,23,42,0,2,0,160,20,33,37.7
18,Che Adams,sct SCO,FW,Southampton,eng Premier League,24,29.6,1,0,0,30,55,19,6,4,16,0,0,0,84,53,133,28.5
19,Tyler Adams,us USA,"MF,DF",RB Leipzig,de Bundesliga,21,20.6,3,0,0,29,29,2,19,29,24,0,0,0,169,21,13,61.8
20,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,27,5.3,2,0,0,5,8,3,10,6,4,0,0,0,20,11,11,50.0
21,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,32.8,1,0,0,16,6,2,2,42,19,0,1,1,143,82,38,68.3
22,Bobby Adekanye,nl NED,"FW,MF",Cádiz,es La Liga,21,0.4,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,
23,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,20,26.9,6,0,0,39,37,0,53,39,37,0,0,0,172,27,27,50.0
24,Andrea Adorante,it ITA,FW,Parma,it Serie A,20,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
25,Adrián,es ESP,GK,Liverpool,eng Premier League,33,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
26,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,24,17.3,1,0,0,23,23,1,32,27,18,0,0,0,81,19,22,46.3
27,Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,8.9,2,0,0,17,8,0,1,15,10,0,0,0,75,12,2,85.7
28,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,7.8,0,0,0,5,26,1,12,12,9,0,0,0,45,13,11,54.2
29,Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,15.1,4,0,0,20,32,2,11,10,28,0,0,0,60,16,34,32.0
30,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,35.0,6,0,0,22,29,2,1,47,30,0,1,0,197,121,71,63.0
31,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,6.2,0,0,0,2,7,1,1,2,1,0,0,0,12,2,4,33.3
32,Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,24.7,6,0,0,39,36,1,118,47,37,1,0,0,139,46,38,54.8
33,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,18,2.8,2,1,0,6,9,0,0,1,1,0,1,0,16,0,1,0.0
34,Matteo Ahlinvi,bj BEN,MF,Nîmes,fr Ligue 1,21,10.0,0,0,0,17,15,1,6,2,20,0,1,0,57,8,13,38.1
35,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,26,23.8,9,0,0,50,32,0,8,53,25,0,0,0,165,40,30,57.1
36,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,26,0.4,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,100.0
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,14.3,3,0,0,13,13,1,1,25,17,0,0,0,89,42,40,51.2
38,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,29.6,3,0,0,32,25,2,52,45,20,0,0,0,147,31,36,46.3
39,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,19,15.6,1,0,0,15,19,1,61,15,16,0,1,0,86,5,23,17.9
40,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,19,2.1,0,0,0,2,3,0,4,4,2,0,0,0,8,1,3,25.0
41,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,30.9,3,1,0,28,4,1,7,42,14,0,2,0,161,74,54,57.8
42,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,33.0,5,0,0,38,46,12,27,11,18,2,0,0,67,166,133,55.5
43,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,26.1,4,0,0,22,18,0,2,49,22,1,1,0,148,46,30,60.5
44,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,9.6,3,1,1,10,4,0,18,19,14,0,0,0,49,14,3,82.4
45,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,1.6,0,0,0,6,5,0,2,0,3,0,0,0,7,4,6,40.0
46,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,8.9,4,0,0,8,4,0,1,9,5,0,1,0,30,24,17,58.5
47,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,4.2,5,1,1,11,2,0,2,6,8,0,0,0,29,10,8,55.6
48,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,11.7,9,0,0,31,12,0,4,18,25,0,0,0,70,9,9,50.0
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,13.2,1,0,0,15,16,0,8,13,12,0,0,0,69,21,28,42.9
50,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,29.7,4,0,0,19,10,0,37,43,21,0,0,0,189,19,18,51.4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
51,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,16.7,4,0,0,25,26,1,19,21,33,1,1,0,106,7,13,35.0
52,Jony Álamo,es ESP,MF,Elche,es La Liga,18,0.8,0,0,0,0,2,0,0,1,1,0,0,0,7,0,1,0.0
53,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,13.8,2,0,0,17,17,11,0,2,2,0,0,0,29,38,69,35.5
54,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,33.6,9,0,0,20,15,10,119,49,30,0,0,1,218,4,8,33.3
55,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,29.1,5,0,0,19,36,2,150,13,24,0,0,0,209,10,12,45.5
56,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,34.6,7,0,0,13,16,1,6,22,15,0,0,0,175,65,42,60.7
57,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,19.4,2,0,0,9,19,4,118,17,19,0,0,0,138,10,36,21.7
58,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,17.2,0,0,0,7,8,17,3,9,3,0,0,0,31,13,44,22.8
59,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,10.1,2,0,0,12,4,1,0,16,4,0,0,1,34,17,26,39.5
60,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,20.6,4,0,0,48,25,0,7,30,36,0,1,0,153,31,31,50.0
61,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,24.1,10,0,0,47,44,0,10,31,29,0,0,0,153,52,46,53.1
62,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,14.4,2,0,0,22,5,0,2,21,10,0,0,0,68,32,29,52.5
63,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,24.9,2,0,0,17,3,0,1,10,22,0,1,1,117,45,35,56.3
64,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,9.2,5,0,0,29,22,4,63,3,10,0,0,0,42,13,9,59.1
65,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,0.5,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,50.0
66,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,22,15.2,1,0,0,20,26,0,60,2,10,0,0,0,75,14,34,29.2
67,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,33.7,2,0,0,21,9,5,297,49,33,0,1,0,258,8,23,25.8
69,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,0.4,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0.0
70,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,3.9,1,0,0,8,8,0,11,3,7,0,0,0,20,7,9,43.8
71,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,27.3,7,0,0,39,44,6,62,23,31,0,2,0,146,39,44,47.0
72,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
73,Alisson,br BRA,GK,Liverpool,eng Premier League,27,33.0,1,0,0,1,6,0,0,2,2,0,1,0,74,12,1,92.3
74,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,12.0,2,0,0,2,1,0,0,0,0,0,1,0,14,3,1,75.0
75,Allan,br BRA,MF,Everton,eng Premier League,29,22.8,6,0,0,37,30,0,4,19,45,0,0,0,187,4,11,26.7
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
76,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,6.9,0,0,0,10,12,1,10,7,11,0,0,0,50,8,11,42.1
77,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,27.0,3,0,0,18,39,6,39,25,29,0,0,0,163,8,17,32.0
78,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,10.7,2,0,0,13,12,2,24,12,3,0,0,0,59,23,15,60.5
79,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,17.4,3,0,0,38,16,0,9,22,25,0,0,0,103,45,45,50.0
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,21.6,6,0,0,20,15,1,5,53,12,0,0,0,126,58,45,56.3
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,18.1,3,0,0,20,9,1,8,26,10,0,0,0,74,43,5,89.6
82,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,10.0,2,0,0,20,6,1,3,8,8,0,0,0,46,7,12,36.8
83,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,16.7,6,0,0,34,5,0,4,23,26,0,0,0,98,19,17,52.8
84,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1.3,0,0,0,2,1,0,5,1,2,0,0,0,6,1,1,50.0
85,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,0.5,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,
86,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,8.0,3,0,0,3,1,0,1,12,7,0,0,0,60,19,16,54.3
87,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,9.0,3,1,0,13,14,0,10,27,9,1,0,0,46,23,11,67.6
88,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,8.4,4,0,0,22,9,3,19,2,4,0,0,0,33,21,29,42.0
89,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,21.0,5,0,0,21,26,4,68,12,7,0,0,0,109,4,21,16.0
91,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,23.2,3,0,0,25,25,1,19,49,36,0,1,1,114,52,29,64.2
92,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,27.1,7,0,0,59,44,0,16,23,22,0,0,0,188,18,26,40.9
93,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,8.9,1,0,0,13,6,0,2,14,10,1,0,0,45,22,26,45.8
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,30.3,7,1,0,39,15,1,12,44,19,0,2,0,172,98,44,69.0
95,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,2.1,1,0,0,5,2,0,0,2,1,0,0,0,10,4,0,100.0
96,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,0.8,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,
97,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
99,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,12.5,1,0,0,21,7,7,2,2,2,1,0,0,23,79,63,55.6
100,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
101,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,32.1,10,0,0,70,53,0,14,76,68,0,0,0,276,84,83,50.3
102,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,28.1,5,1,0,50,34,2,17,51,24,0,0,1,176,46,25,64.8
103,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,18.6,5,0,0,27,27,0,9,19,24,0,0,0,132,13,18,41.9
104,Ángel,es ESP,GK,Granada,es La Liga,18,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
105,José Ángel,es ESP,DF,Eibar,es La Liga,30,10.0,3,0,0,8,4,0,59,13,8,0,0,0,81,17,12,58.6
106,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1.5,0,0,0,2,1,1,0,3,0,0,0,0,10,9,8,52.9
107,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,24.0,2,0,0,22,27,7,184,30,19,0,0,0,110,12,22,35.3
108,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
109,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
110,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,21.6,1,0,0,24,22,0,177,16,33,0,1,0,99,7,14,33.3
111,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,30.1,3,0,0,24,34,1,11,47,20,0,1,0,228,50,34,59.5
112,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,21.9,3,0,0,29,40,15,31,7,4,1,0,0,51,71,88,44.7
113,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,0.3,1,0,0,2,2,0,2,0,0,0,0,0,1,2,0,100.0
114,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2.6,1,0,0,2,2,0,0,4,2,0,0,0,11,3,5,37.5
115,Houssem Aouar,fr FRA,"MF,FW",Lyon,fr Ligue 1,22,19.8,3,1,0,20,23,3,19,17,12,0,0,0,90,4,17,19.0
116,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,19.2,2,0,0,20,31,0,130,10,20,0,0,0,100,13,28,31.7
117,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,17.3,3,0,0,16,3,1,47,25,34,0,1,0,99,30,23,56.6
118,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,0.3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,50.0
119,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,33.1,11,0,0,58,73,1,123,42,39,0,0,0,204,54,53,50.5
120,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,18.5,4,0,0,31,25,0,4,33,23,0,0,0,122,10,16,38.5
121,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,16.6,5,0,0,24,18,0,27,11,25,0,0,0,88,10,20,33.3
122,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,27.0,5,0,0,30,4,0,2,43,16,0,0,0,134,61,46,57.0
123,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,16.8,3,0,0,12,17,2,0,20,11,1,1,0,104,51,22,69.9
124,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,31.2,8,0,0,36,13,0,43,69,26,0,2,0,245,68,53,56.2
125,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,36.0,2,0,0,0,5,0,0,1,0,0,0,0,36,13,1,92.9
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
126,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1.0,0,0,0,1,0,0,2,1,1,0,0,0,6,0,3,0.0
127,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,3.3,0,0,0,2,2,0,2,0,2,1,0,0,7,12,39,23.5
128,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,0.5,1,0,0,3,1,1,0,0,0,0,0,0,1,0,3,0.0
129,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
130,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,30.7,3,0,0,34,35,4,40,24,41,0,0,0,175,8,17,32.0
131,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,28.7,7,1,0,39,62,0,139,49,32,0,1,0,240,39,27,59.1
132,Toluwalase Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,1.2,0,0,0,1,1,2,1,1,1,0,0,0,9,9,13,40.9
133,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,1.5,1,0,0,1,2,2,1,4,1,0,0,0,11,2,2,50.0
134,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,6.5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
135,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,20.2,9,0,0,38,45,0,13,22,32,0,1,0,139,11,9,55.0
136,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,2.5,0,0,0,0,4,0,7,4,3,0,0,0,20,2,1,66.7
137,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,8.5,2,0,0,10,4,0,4,13,15,0,0,0,64,9,8,52.9
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,36.0,2,0,0,1,2,0,0,0,0,0,1,0,40,7,0,100.0
139,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,20.8,1,0,0,6,28,6,97,11,6,0,0,0,84,10,7,58.8
140,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,1.1,2,0,0,3,1,0,1,3,0,0,0,0,5,1,1,50.0
141,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,31.8,9,0,0,24,53,13,28,16,3,0,1,0,113,16,45,26.2
142,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,9.2,0,1,0,12,27,6,6,2,8,1,0,0,24,5,16,23.8
143,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,10.6,1,0,0,18,27,7,51,26,12,0,0,0,63,8,20,28.6
144,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,9.3,1,0,0,10,2,0,4,9,9,0,0,0,57,25,16,61.0
145,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,25.9,2,0,0,13,18,17,38,7,8,0,0,1,65,34,58,37.0
146,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,37.0,0,0,0,0,6,0,0,1,1,0,0,0,61,6,0,100.0
147,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,35.7,2,1,0,13,25,2,148,32,30,0,0,0,214,41,30,57.7
148,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
149,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,21.7,4,0,0,15,25,3,193,20,20,0,1,1,78,46,24,65.7
150,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,17.8,0,0,0,23,15,1,35,19,33,0,1,0,111,36,40,47.4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
151,Charlie Austin,eng ENG,"FW,MF",West Brom,eng Premier League,31,1.5,0,0,0,0,2,1,0,3,2,0,0,0,4,6,13,31.6
152,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,26,2.2,0,0,0,4,5,2,2,1,2,0,0,0,9,3,6,33.3
153,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,15.1,0,0,0,22,20,15,4,3,3,1,0,0,44,33,76,30.3
154,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,5.6,0,0,0,9,6,1,10,6,7,0,0,0,22,13,13,50.0
155,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,23.3,4,0,0,45,63,5,31,16,26,0,0,0,108,29,94,23.6
156,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,8.8,3,0,0,8,2,0,3,16,9,0,0,0,37,12,22,35.3
157,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,37.8,7,0,0,29,54,2,82,36,61,0,1,0,279,65,65,50.0
158,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,1.1,0,0,0,1,1,0,1,1,1,0,0,0,4,4,0,100.0
159,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,24.3,5,1,0,32,14,5,37,28,28,0,0,0,131,55,44,55.6
160,Ludovic Baal,gf GUF,"DF,MF",Brest,fr Ligue 1,34,3.3,0,0,0,3,7,0,2,5,5,0,0,0,24,8,7,53.3
161,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,8.7,1,0,0,10,6,6,7,3,5,0,0,0,19,9,13,40.9
162,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,29.0,11,1,1,44,16,1,5,74,34,0,1,0,212,112,62,64.4
163,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,26.8,7,0,0,34,32,1,15,87,27,1,0,0,228,16,12,57.1
164,Édgar Badía,es ESP,GK,Elche,es La Liga,28,30.0,0,0,0,0,3,0,0,0,0,0,0,0,50,6,2,75.0
165,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,31.9,5,0,0,32,15,2,3,58,17,0,0,0,193,108,40,73.0
166,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,1.5,0,0,0,2,4,0,4,1,3,0,0,0,3,0,2,0.0
167,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,es La Liga,20,6.0,0,0,0,5,8,2,12,3,6,0,0,0,21,8,10,44.4
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,18.0,4,0,0,31,29,17,20,9,6,0,0,0,40,26,55,32.1
169,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,22,23.8,6,0,0,24,43,15,155,9,8,0,0,0,107,18,29,38.3
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,10.2,3,0,0,10,4,0,0,13,5,0,0,0,73,24,17,58.5
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,21.8,6,1,1,36,52,1,2,36,41,1,0,0,129,44,34,56.4
173,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,18.8,1,0,0,16,9,3,51,22,30,0,0,0,124,23,13,63.9
174,Ridle Baku,de GER,"FW,DF",Wolfsburg,de Bundesliga,22,29.8,1,0,0,33,39,10,102,40,31,0,0,0,173,16,48,25.0
175,Ridle Baku,de GER,DF,Mainz 05,de Bundesliga,22,2.0,0,0,0,1,5,0,6,3,2,0,0,0,14,1,1,50.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
176,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,17,0.6,0,0,0,1,6,0,0,1,2,0,0,0,6,1,2,33.3
177,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,28,13.3,1,1,0,12,3,0,3,25,12,0,0,0,73,21,17,55.3
