Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
465,Franco Carboni,it ITA,"DF,FW",Monza,it Serie A,20-063,0.7,0,1,0,0.0,1.36,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1
466,Valentin Carboni,ar ARG,"MF,DF",Inter,it Serie A,18-093,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
467,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,30-044,24.4,0,7,1,14.3,0.29,0.04,0.00,0.00,27.9,3,0,0,0.2,0.2,0.03,-0.2,-0.2
468,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,25-302,2.6,0,4,2,50.0,1.55,0.77,0.00,0.00,13.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
469,Irvin Cardona,fr FRA,"MF,FW",Augsburg,de Bundesliga,25-302,3.5,1,9,4,44.4,2.55,1.13,0.11,0.25,13.9,0,0,0,1.9,1.9,0.21,-0.9,-0.9
470,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,26-289,5.1,0,4,1,25.0,0.79,0.20,0.00,0.00,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
471,Carlos,br BRA,DF,Monza,it Serie A,24-150,34.3,6,42,16,38.1,1.23,0.47,0.14,0.38,15.0,0,0,0,4.4,4.4,0.11,+1.6,+1.6
472,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,30-083,2.3,0,4,0,0.0,1.76,0.00,0.00,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
473,Juan Carlos,es ESP,GK,Girona,es La Liga,35-137,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
474,José Carlos Lazo,es ESP,"MF,FW",Almería,es La Liga,27-110,0.2,0,2,1,50.0,9.00,4.50,0.00,0.00,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
475,José Carlos Lazo,es ESP,"MF,FW",Espanyol,es La Liga,27-110,1.8,1,4,1,25.0,2.26,0.57,0.25,1.00,21.1,1,0,0,0.2,0.2,0.06,+0.8,+0.8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
476,Carmona,es ESP,"MF,DF",Elche,es La Liga,21-128,6.5,1,5,3,60.0,0.76,0.46,0.20,0.33,17.9,0,0,0,0.4,0.4,0.08,+0.6,+0.6
477,Carmona,es ESP,DF,Sevilla,es La Liga,21-128,5.9,2,5,2,40.0,0.85,0.34,0.40,1.00,14.3,0,0,0,0.8,0.8,0.17,+1.2,+1.2
478,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22-340,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
479,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,es La Liga,29-275,25.7,7,66,21,31.8,2.56,0.82,0.09,0.29,17.2,2,1,1,8.0,7.2,0.11,-1.0,-1.2
480,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,31-146,19.8,0,12,0,0.0,0.61,0.00,0.00,,17.5,0,0,0,0.8,0.8,0.06,-0.8,-0.8
481,Fabio Carvalho,pt POR,"MF,FW",Liverpool,eng Premier League,20-280,3.9,2,11,4,36.4,2.85,1.04,0.18,0.50,11.5,0,0,0,1.1,1.1,0.10,+0.9,+0.9
482,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,24-039,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
483,William Carvalho,pt POR,MF,Betis,es La Liga,31-060,27.1,3,26,9,34.6,0.96,0.33,0.12,0.33,16.5,0,0,0,3.1,3.1,0.12,-0.1,-0.1
484,Nicolò Casale,it ITA,DF,Lazio,it Serie A,25-112,27.1,1,8,2,25.0,0.30,0.07,0.13,0.50,10.9,0,0,0,0.6,0.6,0.08,+0.4,+0.4
485,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,31-103,23.6,4,34,11,32.4,1.44,0.47,0.12,0.36,21.6,0,0,0,3.4,3.4,0.10,+0.6,+0.6
486,Casemiro,br BRA,MF,Real Madrid,es La Liga,31-103,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
487,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,25-303,20.2,0,7,1,14.3,0.35,0.05,0.00,0.00,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
488,Tommaso Cassandro,it ITA,DF,Lecce,it Serie A,23-148,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
489,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,27-183,36.2,2,19,5,26.3,0.53,0.14,0.11,0.40,11.0,0,0,0,2.2,2.2,0.12,-0.2,-0.2
490,Michele Castagnetti,it ITA,MF,Cremonese,it Serie A,33-161,15.7,0,12,1,8.3,0.76,0.06,0.00,0.00,26.6,2,0,0,0.6,0.6,0.05,-0.6,-0.6
491,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30-346,34.0,0,1,0,0.0,0.03,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
492,Valentín Castellanos,ar ARG,FW,Girona,es La Liga,24-246,28.9,13,85,32,37.6,2.95,1.11,0.14,0.38,15.0,0,1,1,11.0,10.2,0.12,+2.0,+1.8
493,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,28-131,28.5,0,9,3,33.3,0.32,0.11,0.00,0.00,13.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7
494,Samu Castillejo,es ESP,"FW,MF",Valencia,es La Liga,28-139,15.1,4,37,10,27.0,2.44,0.66,0.11,0.40,18.5,2,0,0,2.9,2.9,0.08,+1.1,+1.1
495,Jonny Castro,es ESP,DF,Wolves,eng Premier League,29-095,14.0,1,9,2,22.2,0.64,0.14,0.11,0.50,24.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7
496,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,26-109,8.0,2,18,8,44.4,2.25,1.00,0.11,0.25,17.7,1,0,0,1.2,1.2,0.07,+0.8,+0.8
497,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,28-304,21.4,0,7,1,14.3,0.33,0.05,0.00,0.00,28.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2
498,Catena,es ESP,DF,Rayo Vallecano,es La Liga,28-221,34.5,1,14,5,35.7,0.41,0.15,0.07,0.20,8.9,0,0,0,1.4,1.4,0.10,-0.4,-0.4
499,Yoann Cathline,fr FRA,"FW,MF",Lorient,fr Ligue 1,20-319,12.1,1,26,9,34.6,2.15,0.74,0.04,0.11,20.3,0,0,0,1.5,1.5,0.06,-0.5,-0.5
500,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,26-110,24.7,1,14,6,42.9,0.57,0.24,0.07,0.17,17.9,0,0,0,0.9,0.9,0.07,+0.1,+0.1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
501,Edinson Cavani,uy URU,FW,Valencia,es La Liga,36-112,16.1,5,31,8,25.8,1.93,0.50,0.10,0.38,14.7,3,2,3,6.0,3.6,0.12,-1.0,-0.6
502,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,26-303,17.4,0,18,5,27.8,1.04,0.29,0.00,0.00,21.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9
503,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,27-167,0.5,0,2,0,0.0,4.19,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
504,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,31-026,15.8,2,7,2,28.6,0.44,0.13,0.29,1.00,15.0,0,0,0,0.8,0.8,0.11,+1.2,+1.2
505,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,29-081,20.1,6,41,10,24.4,2.04,0.50,0.12,0.50,14.7,0,1,1,5.1,4.3,0.11,+0.9,+0.7
506,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,21-276,5.7,0,10,3,30.0,1.75,0.52,0.00,0.00,15.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8
507,Zeki Çelik,tr TUR,DF,Roma,it Serie A,26-109,16.7,0,5,1,20.0,0.30,0.06,0.00,0.00,17.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3
508,Álex Centelles,es ESP,DF,Almería,es La Liga,25-210,12.5,1,5,2,40.0,0.40,0.16,0.20,0.50,21.2,0,0,0,0.4,0.4,0.08,+0.6,+0.6
509,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,27-141,18.8,0,14,0,0.0,0.75,0.00,0.00,,23.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7
510,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,24-153,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
511,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,29-011,21.0,0,23,6,26.1,1.09,0.29,0.00,0.00,19.4,0,0,0,2.3,2.3,0.10,-2.3,-2.3
512,Julio César Enciso,py PAR,"FW,MF",Brighton,eng Premier League,19-134,9.0,4,38,18,47.4,4.24,2.01,0.11,0.22,19.6,0,0,0,4.0,4.0,0.11,0.0,0.0
513,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,28-078,6.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,
514,Julian Chabot,de GER,DF,Köln,de Bundesliga,25-114,20.0,0,14,3,21.4,0.70,0.15,0.00,0.00,9.1,0,0,0,1.6,1.6,0.11,-1.6,-1.6
515,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,25-060,3.7,0,2,1,50.0,0.55,0.27,0.00,0.00,26.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
516,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,18-021,6.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
517,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,20-190,26.0,5,63,25,39.7,2.42,0.96,0.08,0.20,16.8,2,0,0,5.9,5.9,0.09,-0.9,-0.9
518,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,28-176,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,10.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
519,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23-336,17.9,0,9,2,22.2,0.50,0.11,0.00,0.00,9.6,0,0,0,0.9,0.9,0.10,-0.9,-0.9
520,Calum Chambers,eng ENG,"DF,MF",Aston Villa,eng Premier League,28-137,3.9,0,2,0,0.0,0.51,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
521,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,33-069,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
522,Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,fr Ligue 1,34-161,2.8,1,7,1,14.3,2.48,0.35,0.14,1.00,23.2,0,0,0,0.6,0.6,0.09,+0.4,+0.4
523,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28-166,27.7,0,16,3,18.8,0.58,0.11,0.00,0.00,11.1,0,0,0,1.2,1.2,0.08,-1.2,-1.2
524,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,19-213,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
525,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,32-091,27.0,4,27,11,40.7,1.00,0.41,0.15,0.36,21.5,0,0,0,1.5,1.5,0.06,+2.5,+2.5
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
526,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25-057,4.1,0,2,0,0.0,0.49,0.00,0.00,,18.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
527,Ivane Chegra,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,19-095,2.1,0,1,0,0.0,0.47,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0
528,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,25-302,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
529,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,19-293,20.8,4,61,21,34.4,2.93,1.01,0.07,0.19,18.7,3,0,0,4.9,4.9,0.08,-0.9,-0.9
530,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,28-135,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
531,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21-212,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
532,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,18-001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
533,Federico Chiesa,it ITA,"DF,MF",Juventus,it Serie A,25-224,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,18.9,1,0,0,1.5,1.5,0.06,+0.5,+0.5
534,Ben Chilwell,eng ENG,"DF,MF",Chelsea,eng Premier League,26-167,15.6,2,16,4,25.0,1.02,0.26,0.13,0.50,16.1,0,0,0,1.4,1.4,0.09,+0.6,+0.6
535,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,33-204,10.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
536,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26-014,22.5,0,16,5,31.3,0.71,0.22,0.00,0.00,22.2,0,0,0,0.8,0.8,0.05,-0.8,-0.8
537,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21-255,27.3,0,12,1,8.3,0.44,0.04,0.00,0.00,27.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
538,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,27-057,19.6,1,10,5,50.0,0.51,0.26,0.10,0.20,12.2,0,0,0,1.0,1.0,0.10,0.0,0.0
539,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,24-076,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
540,Ryan Christie,sct SCO,"MF,FW",Bournemouth,eng Premier League,28-104,20.4,1,33,9,27.3,1.62,0.44,0.03,0.11,14.0,0,0,0,2.8,2.8,0.08,-1.8,-1.8
541,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,19-229,3.9,0,5,1,20.0,1.27,0.25,0.00,0.00,17.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
542,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,24-015,26.0,6,60,17,28.3,2.31,0.65,0.10,0.35,17.4,0,0,0,6.5,6.5,0.11,-0.5,-0.5
543,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22-330,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
544,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23-093,10.7,1,2,2,100.0,0.19,0.19,0.50,0.50,7.0,0,0,0,0.9,0.9,0.47,+0.1,+0.1
545,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,31-075,7.5,0,9,3,33.3,1.21,0.40,0.00,0.00,29.4,1,0,0,0.2,0.2,0.02,-0.2,-0.2
546,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,21-135,3.1,0,6,2,33.3,1.94,0.65,0.00,0.00,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
547,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37-310,11.8,8,28,13,46.4,2.38,1.10,0.18,0.38,15.7,0,3,4,5.5,2.3,0.08,+2.5,+2.7
548,Tio Cipot,si SVN,"FW,DF",Spezia,it Serie A,20-047,1.5,0,2,1,50.0,1.29,0.65,0.00,0.00,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0
549,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,29-082,14.2,1,20,5,25.0,1.40,0.35,0.05,0.20,18.8,0,0,0,2.6,2.6,0.13,-1.6,-1.6
550,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,20-302,0.4,0,1,0,0.0,2.50,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
551,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,28-117,30.6,6,50,23,46.0,1.63,0.75,0.12,0.26,20.2,0,0,0,4.8,4.8,0.10,+1.2,+1.2
552,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18-119,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
553,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,25-000,0.7,0,2,0,0.0,2.81,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
554,Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,fr Ligue 1,25-000,6.7,5,14,9,64.3,2.09,1.34,0.36,0.56,16.6,0,0,0,2.8,2.8,0.20,+2.2,+2.2
555,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,30-254,28.8,2,48,12,25.0,1.67,0.42,0.04,0.17,17.5,0,0,0,4.2,4.2,0.09,-2.2,-2.2
556,Carlos Clerc,es ESP,"DF,MF",Elche,es La Liga,31-105,29.3,0,9,3,33.3,0.31,0.10,0.00,0.00,17.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6
557,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,32-062,18.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
558,Conor Coady,eng ENG,DF,Everton,eng Premier League,30-101,23.3,1,4,2,50.0,0.17,0.09,0.25,0.50,8.5,0,0,0,0.8,0.8,0.21,+0.2,+0.2
559,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,19-169,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
560,Marcus Coco,fr FRA,"FW,MF",Nantes,fr Ligue 1,26-347,7.1,1,7,1,14.3,0.98,0.14,0.14,1.00,13.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1
561,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,31-106,6.5,0,1,0,0.0,0.15,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
562,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,33-225,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
563,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34-238,18.4,1,7,2,28.6,0.38,0.11,0.14,0.50,21.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6
564,David Čolina,hr CRO,"DF,FW",Augsburg,de Bundesliga,22-322,1.8,1,1,1,100.0,0.54,0.54,1.00,1.00,8.4,0,0,0,0.4,0.4,0.44,+0.6,+0.6
565,Álex Collado,es ESP,MF,Elche,es La Liga,24-045,8.1,1,17,6,35.3,2.10,0.74,0.06,0.17,22.9,0,0,0,0.6,0.6,0.04,+0.4,+0.4
566,Diego Collado,es ESP,FW,Villarreal,es La Liga,22-148,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
567,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,30-225,15.4,1,6,4,66.7,0.39,0.26,0.17,0.25,9.0,0,0,0,1.2,1.2,0.20,-0.2,-0.2
568,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,22-037,20.2,0,3,0,0.0,0.15,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
569,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,21-090,16.8,5,43,11,25.6,2.55,0.65,0.09,0.36,16.8,0,1,2,6.2,4.6,0.11,-1.2,-0.6
570,Andrea Colpani,it ITA,MF,Monza,it Serie A,24-026,10.5,4,25,10,40.0,2.37,0.95,0.16,0.40,19.1,0,0,0,2.1,2.1,0.09,+1.9,+1.9
571,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,20-100,13.6,0,8,0,0.0,0.59,0.00,0.00,,7.0,0,0,0,1.4,1.4,0.18,-1.4,-1.4
572,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,26-358,15.7,8,49,17,34.7,3.13,1.09,0.16,0.47,18.6,0,0,0,4.6,4.6,0.09,+3.4,+3.4
573,Eray Cömert,ch SUI,DF,Valencia,es La Liga,25-122,18.6,1,10,6,60.0,0.54,0.32,0.10,0.17,18.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5
574,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,26-244,27.2,3,25,7,28.0,0.92,0.26,0.12,0.43,16.2,0,0,0,2.5,2.5,0.11,+0.5,+0.5
575,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36-130,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
576,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,25-074,14.6,1,4,2,50.0,0.27,0.14,0.25,0.50,15.3,0,0,0,0.6,0.6,0.14,+0.4,+0.4
577,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,29-096,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
578,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26-123,19.1,0,6,0,0.0,0.31,0.00,0.00,,28.7,2,0,0,0.2,0.2,0.04,-0.2,-0.2
579,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,32-048,10.6,0,3,0,0.0,0.28,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
580,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,31-280,15.8,1,10,2,20.0,0.63,0.13,0.10,0.50,9.5,0,0,0,1.0,1.0,0.11,0.0,0.0
581,Copete,es ESP,DF,Mallorca,es La Liga,23-239,24.5,1,6,1,16.7,0.24,0.04,0.17,1.00,7.8,0,0,0,1.0,0.5,0.09,0.0,+0.5
582,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19-160,13.1,0,3,0,0.0,0.23,0.00,0.00,,11.8,0,0,0,0.3,0.3,0.11,-0.3,-0.3
583,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32-024,8.3,1,7,1,14.3,0.84,0.12,0.14,1.00,15.5,0,0,0,1.0,1.0,0.14,0.0,0.0
584,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,32-217,8.7,0,5,2,40.0,0.57,0.23,0.00,0.00,27.4,1,0,0,0.2,0.2,0.03,-0.2,-0.2
585,Alex Cordaz,it ITA,GK,Inter,it Serie A,40-156,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
586,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,26-252,2.7,0,9,2,22.2,3.31,0.73,0.00,0.00,12.5,0,0,0,1.3,1.3,0.14,-1.3,-1.3
587,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,30-151,1.2,1,1,1,100.0,0.81,0.81,1.00,1.00,11.8,0,0,0,0.5,0.5,0.46,+0.5,+0.5
588,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28-089,16.2,9,43,18,41.9,2.66,1.11,0.21,0.50,15.3,0,0,0,7.2,7.2,0.17,+1.8,+1.8
589,Joaquín Correa,ar ARG,FW,Inter,it Serie A,28-297,10.6,3,22,8,36.4,2.08,0.76,0.14,0.38,13.6,0,0,0,3.4,3.4,0.16,-0.4,-0.4
590,Thierry Correia,pt POR,DF,Valencia,es La Liga,24-089,22.3,0,6,0,0.0,0.27,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
591,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,22-132,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
592,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29-328,13.7,0,7,1,14.3,0.51,0.07,0.00,0.00,14.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
593,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,22-152,15.6,1,26,7,26.9,1.66,0.45,0.04,0.14,17.6,3,0,0,2.8,2.8,0.11,-1.8,-1.8
594,Diego Costa,es ESP,FW,Wolves,eng Premier League,34-242,13.8,1,28,14,50.0,2.03,1.02,0.04,0.07,12.0,0,0,0,3.2,3.2,0.11,-2.2,-2.2
595,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35-080,28.9,0,11,6,54.5,0.38,0.21,0.00,0.00,15.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0
596,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22-066,4.6,0,5,2,40.0,1.08,0.43,0.00,0.00,8.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
597,Nuno da Costa,cv CPV,"FW,MF",Auxerre,fr Ligue 1,32-116,22.3,5,39,14,35.9,1.75,0.63,0.13,0.36,15.7,0,0,0,4.5,4.5,0.12,+0.5,+0.5
598,Samu Costa,pt POR,MF,Almería,es La Liga,22-191,22.1,1,20,7,35.0,0.90,0.32,0.05,0.14,20.0,2,0,0,1.7,1.7,0.08,-0.7,-0.7
599,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35-338,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
600,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30-288,23.7,0,6,0,0.0,0.25,0.00,0.00,,25.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
601,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27-057,32.1,3,16,6,37.5,0.50,0.19,0.19,0.50,20.8,0,0,0,0.8,0.8,0.05,+2.2,+2.2
602,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,19-235,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
