Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1609,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,32-105,21.3,5,42,12,28.6,1.97,0.56,0.10,0.33,17.2,7,1,1,5.5,4.7,0.11,-0.5,-0.7
1610,Arne Maier,de GER,MF,Augsburg,de Bundesliga,24-149,21.8,5,28,10,35.7,1.29,0.46,0.18,0.50,21.1,3,0,0,1.6,1.6,0.06,+3.4,+3.4
1611,Mike Maignan,fr FRA,GK,Milan,it Serie A,27-338,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1612,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,23-348,24.9,3,35,13,37.1,1.41,0.52,0.09,0.23,15.3,0,0,0,4.6,4.6,0.13,-1.6,-1.6
1613,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,18-048,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1614,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,eng Premier League,25-281,15.6,0,1,1,100.0,0.06,0.06,0.00,0.00,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0
1615,Jordan Majchrzak,pl POL,FW,Roma,it Serie A,18-241,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1616,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,25-140,18.5,2,33,11,33.3,1.78,0.59,0.03,0.09,20.4,5,1,1,3.3,2.5,0.08,-1.3,-1.5
1617,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,24-359,8.9,0,7,0,0.0,0.78,0.00,0.00,,21.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4
1618,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,24-359,11.8,0,5,2,40.0,0.42,0.17,0.00,0.00,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1619,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,20-251,2.2,0,6,1,16.7,2.73,0.45,0.00,0.00,13.9,0,0,0,0.8,0.8,0.14,-0.8,-0.8
1620,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,28-131,22.8,0,18,7,38.9,0.79,0.31,0.00,0.00,14.2,0,0,0,1.8,1.8,0.10,-1.8,-1.8
1621,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,23-293,15.5,0,5,2,40.0,0.32,0.13,0.00,0.00,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1622,Lorenzo Malagrida,it ITA,"MF,DF",Sampdoria,it Serie A,19-225,1.2,0,2,2,100.0,1.64,1.64,0.00,0.00,13.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1623,Daniel Maldini,it ITA,"FW,MF",Spezia,it Serie A,21-238,7.0,2,15,6,40.0,2.15,0.86,0.13,0.33,19.0,1,0,0,1.2,1.2,0.08,+0.8,+0.8
1624,Youssef Maleh,it ITA,MF,Fiorentina,it Serie A,24-288,3.3,0,7,0,0.0,2.12,0.00,0.00,,15.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6
1625,Youssef Maleh,it ITA,MF,Lecce,it Serie A,24-288,7.5,0,6,1,16.7,0.80,0.13,0.00,0.00,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1626,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,24-138,19.0,9,64,30,46.9,3.38,1.58,0.14,0.30,15.9,3,0,0,9.1,9.1,0.15,-0.1,-0.1
1627,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,30-033,6.1,1,19,6,31.6,3.09,0.98,0.05,0.17,25.6,0,0,0,0.6,0.6,0.03,+0.4,+0.4
1628,Ruslan Malinovskyi,ua UKR,"MF,FW",Marseille,fr Ligue 1,30-033,13.6,1,35,7,20.0,2.57,0.51,0.03,0.14,24.3,6,0,0,2.3,2.3,0.06,-1.3,-1.3
1629,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,31-349,24.0,0,19,7,36.8,0.79,0.29,0.00,0.00,13.0,0,0,0,1.4,1.4,0.07,-1.4,-1.4
1630,Mickael Malsa,mq MTQ,MF,Valladolid,es La Liga,27-237,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1631,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22-250,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1632,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,23-160,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1633,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27-050,31.8,1,22,5,22.7,0.69,0.16,0.05,0.20,13.1,0,0,0,2.3,2.3,0.10,-1.3,-1.3
1634,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38-070,33.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1635,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,29-136,20.6,0,6,0,0.0,0.29,0.00,0.00,,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
1636,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,31-227,16.2,0,2,2,100.0,0.12,0.12,0.00,0.00,19.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1637,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25-342,21.7,2,37,5,13.5,1.71,0.23,0.05,0.40,22.9,2,0,0,1.5,1.5,0.04,+0.5,+0.5
1638,Sadio Mané,sn SEN,"FW,MF",Bayern Munich,de Bundesliga,31-057,15.8,7,53,20,37.7,3.35,1.26,0.11,0.30,12.8,0,1,2,8.9,7.2,0.14,-1.9,-1.2
1639,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25-080,17.2,1,9,3,33.3,0.52,0.17,0.11,0.33,20.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4
1640,Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,36-038,14.8,1,9,0,0.0,0.61,0.00,0.00,,27.1,2,1,2,2.0,0.4,0.05,-1.0,-0.4
1641,Vito Mannone,it ITA,GK,Lorient,fr Ligue 1,35-096,17.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1642,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,29-032,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1643,Myziane Maolida,fr FRA,"MF,FW",Reims,fr Ligue 1,24-112,2.6,1,6,2,33.3,2.33,0.78,0.17,0.50,17.2,0,0,0,0.5,0.5,0.08,+0.5,+0.5
1644,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,de Bundesliga,24-112,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1645,Faitout Maouassa,fr FRA,"FW,DF",Montpellier,fr Ligue 1,24-335,21.4,5,34,12,35.3,1.59,0.56,0.15,0.42,20.1,1,0,0,3.3,3.3,0.10,+1.7,+1.7
1646,Sekou Mara,fr FRA,"FW,MF",Southampton,eng Premier League,20-311,6.2,1,17,4,23.5,2.76,0.65,0.06,0.25,16.2,0,0,0,1.0,1.0,0.06,0.0,0.0
1647,Maranhão,br BRA,"FW,MF",Valencia,es La Liga,26-229,5.0,1,17,2,11.8,3.42,0.40,0.06,0.50,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3
1648,Marcão,br BRA,DF,Sevilla,es La Liga,27-001,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1649,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,28-321,30.2,7,74,31,41.9,2.45,1.03,0.09,0.23,16.2,1,0,0,8.1,8.1,0.11,-1.1,-1.1
1650,Agustín Marchesín,ar ARG,GK,Celta Vigo,es La Liga,35-082,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1651,Federico Marchetti,it ITA,GK,Spezia,it Serie A,40-119,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1652,Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25-337,27.2,0,37,9,24.3,1.36,0.33,0.00,0.00,22.8,1,0,0,2.3,2.3,0.06,-2.3,-2.3
1653,Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,25-072,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1654,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-111,24.7,1,8,1,12.5,0.32,0.04,0.13,1.00,10.6,0,0,0,1.2,1.2,0.15,-0.2,-0.2
1655,Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,28-089,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1656,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34-053,31.3,1,4,2,50.0,0.13,0.06,0.25,0.50,20.3,0,0,0,0.4,0.4,0.10,+0.6,+0.6
1657,Alberto Marí,es ESP,"FW,MF",Valencia,es La Liga,21-330,1.0,1,2,1,50.0,2.09,1.05,0.50,1.00,10.7,0,0,0,0.2,0.2,0.12,+0.8,+0.8
1658,José Mari,es ESP,MF,Cádiz,es La Liga,35-182,4.4,0,5,2,40.0,1.13,0.45,0.00,0.00,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1659,Pablo Marí,es ESP,DF,Monza,it Serie A,29-279,27.6,1,10,2,20.0,0.36,0.07,0.10,0.50,15.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4
1660,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,28-137,26.9,2,22,8,36.4,0.82,0.30,0.09,0.25,14.1,0,0,0,2.0,2.0,0.09,0.0,0.0
1661,Mariano,do DOM,FW,Real Madrid,es La Liga,29-309,1.7,0,5,0,0.0,2.87,0.00,0.00,,10.3,0,0,0,0.6,0.6,0.11,-0.6,-0.6
1662,Pablo Marín,es ESP,"MF,FW",Real Sociedad,es La Liga,19-338,4.0,0,9,4,44.4,2.25,1.00,0.00,0.00,16.6,0,0,0,1.2,1.2,0.14,-1.2,-1.2
1663,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27-014,28.2,2,33,8,24.2,1.17,0.28,0.06,0.25,27.6,10,0,0,1.4,1.4,0.04,+0.6,+0.6
1664,Diego Mariño,es ESP,GK,Almería,es La Liga,33-028,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1665,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29-031,24.0,3,16,6,37.5,0.67,0.25,0.19,0.50,10.7,0,0,0,1.6,1.6,0.10,+1.4,+1.4
1666,Marlon,br BRA,DF,Monza,it Serie A,27-272,17.7,0,5,1,20.0,0.28,0.06,0.00,0.00,11.0,0,0,0,0.3,0.2,0.05,-0.3,-0.2
1667,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,24-119,16.4,5,48,16,33.3,2.93,0.98,0.10,0.31,15.0,1,0,0,6.1,6.1,0.13,-1.1,-1.1
1668,Marquinhos,br BRA,MF,Arsenal,eng Premier League,20-060,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1669,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29-023,30.2,2,18,4,22.2,0.60,0.13,0.11,0.50,9.2,0,0,0,2.1,2.1,0.11,-0.1,-0.1
1670,Luca Marrone,it ITA,DF,Monza,it Serie A,33-070,1.5,0,1,0,0.0,0.67,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.10,-0.1,-0.1
1671,Eric Martel,de GER,MF,Köln,de Bundesliga,21-038,22.4,1,28,8,28.6,1.25,0.36,0.04,0.13,20.6,0,0,0,1.7,1.7,0.06,-0.7,-0.7
1672,Roger Martí,es ESP,FW,Elche,es La Liga,32-154,7.3,0,6,2,33.3,0.82,0.27,0.00,0.00,15.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6
1673,Roger Martí,es ESP,FW,Cádiz,es La Liga,32-154,7.1,1,15,3,20.0,2.11,0.42,0.07,0.33,14.9,0,0,0,2.5,2.5,0.16,-1.5,-1.5
1674,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,27-183,10.9,6,26,12,46.2,2.39,1.10,0.19,0.42,13.2,0,1,1,6.2,5.5,0.21,-0.2,-0.5
1675,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,26-045,20.5,5,18,7,38.9,0.88,0.34,0.28,0.71,25.9,8,0,1,2.2,1.4,0.08,+2.8,+3.6
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1676,Ander Martin,es ESP,"MF,FW",Real Sociedad,es La Liga,22-202,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1677,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,es La Liga,23-330,2.3,0,4,2,50.0,1.76,0.88,0.00,0.00,13.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5
1678,Carlos Martín,es ESP,"FW,MF",Atlético Madrid,es La Liga,21-045,0.3,0,1,1,100.0,3.21,3.21,0.00,0.00,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1679,Iván Martín,es ESP,MF,Girona,es La Liga,24-112,17.6,3,18,8,44.4,1.02,0.45,0.17,0.38,15.7,0,0,0,2.4,2.4,0.13,+0.6,+0.6
1680,Jonas Martin,fr FRA,MF,Lille,fr Ligue 1,33-058,3.1,0,1,0,0.0,0.32,0.00,0.00,,7.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1
1681,Martinelli,br BRA,FW,Arsenal,eng Premier League,21-353,31.0,15,79,30,38.0,2.55,0.97,0.19,0.50,15.4,2,0,0,9.3,9.3,0.12,+5.7,+5.7
1682,Arnau Martinez,es ESP,DF,Girona,es La Liga,20-042,30.4,3,20,3,15.0,0.66,0.10,0.15,1.00,12.7,0,0,0,1.9,1.9,0.10,+1.1,+1.1
1683,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30-277,34.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1684,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,32-020,14.9,1,10,2,20.0,0.67,0.13,0.10,0.50,15.1,3,0,0,0.8,0.8,0.08,+0.2,+0.2
1685,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,25-288,28.6,21,125,51,40.8,4.37,1.78,0.16,0.39,15.1,0,1,2,18.1,16.5,0.14,+2.9,+3.5
1686,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,25-139,23.5,1,10,1,10.0,0.43,0.04,0.10,1.00,14.8,0,0,0,0.5,0.5,0.05,+0.5,+0.5
1687,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27-027,24.1,1,27,10,37.0,1.12,0.41,0.04,0.10,13.9,0,0,0,2.5,2.5,0.09,-1.5,-1.5
1688,Roger Martínez,es ESP,DF,Espanyol,es La Liga,19-062,0.1,0,1,0,0.0,12.86,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0
1689,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,28-026,3.8,0,12,3,25.0,3.13,0.78,0.00,0.00,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1690,Adam Marušić,me MNE,DF,Lazio,it Serie A,30-232,30.7,0,16,7,43.8,0.52,0.23,0.00,0.00,24.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7
1691,Omar Mascarell,es ESP,"MF,DF",Elche,es La Liga,30-124,27.2,0,9,3,33.3,0.33,0.11,0.00,0.00,22.1,1,0,0,0.4,0.4,0.05,-0.4,-0.4
1692,Adam Masina,ma MAR,DF,Udinese,it Serie A,29-155,8.8,2,2,2,100.0,0.23,0.23,1.00,1.00,12.3,0,0,0,0.1,0.1,0.04,+1.9,+1.9
1693,Jordi Masip,es ESP,GK,Valladolid,es La Liga,34-154,27.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1694,Erhan Mašović,rs SRB,"DF,MF",Bochum,de Bundesliga,24-196,24.2,4,17,10,58.8,0.70,0.41,0.24,0.40,14.0,1,0,0,2.6,2.6,0.15,+1.4,+1.4
1695,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,21-334,12.4,0,13,1,7.7,1.05,0.08,0.00,0.00,18.9,0,0,0,1.3,1.3,0.10,-1.3,-1.3
1696,Yanis Massolin,fr FRA,MF,Clermont Foot,fr Ligue 1,20-259,0.7,0,1,0,0.0,1.50,0.00,0.00,,21.4,0,0,0,0.0,0.0,0.05,0.0,0.0
1697,Jaime Mata,es ESP,"FW,MF",Getafe,es La Liga,34-225,4.9,1,14,5,35.7,2.88,1.03,0.07,0.20,12.0,0,0,0,1.9,1.9,0.15,-0.9,-0.9
1698,Pape Matar Sarr,sn SEN,"MF,FW",Tottenham,eng Premier League,20-265,2.4,0,2,0,0.0,0.83,0.00,0.00,,27.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1699,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,21-111,13.1,1,4,3,75.0,0.31,0.23,0.25,0.33,22.9,0,0,0,0.2,0.2,0.05,+0.8,+0.8
1700,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,25-343,8.6,2,27,7,25.9,3.16,0.82,0.07,0.29,12.2,0,0,0,3.4,3.4,0.13,-1.4,-1.4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1701,Nemanja Matić,rs SRB,MF,Roma,it Serie A,34-309,20.6,2,11,4,36.4,0.54,0.19,0.18,0.50,16.3,0,0,0,1.0,1.0,0.09,+1.0,+1.0
1702,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,31-302,12.1,1,5,3,60.0,0.41,0.25,0.20,0.33,8.3,0,0,0,0.7,0.7,0.17,+0.3,+0.3
1703,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,23-084,20.7,0,3,0,0.0,0.14,0.00,0.00,,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2
1704,Chrislain Matsima,fr FRA,"DF,MF",Lorient,fr Ligue 1,21-022,2.5,0,1,0,0.0,0.40,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
1705,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,21-022,5.0,0,3,2,66.7,0.61,0.40,0.00,0.00,8.0,0,0,0,0.7,0.7,0.22,-0.7,-0.7
1706,Jean Mattéo Bahoya,fr FRA,"FW,MF",Angers,fr Ligue 1,18-030,3.0,0,4,0,0.0,1.33,0.00,0.00,,15.4,0,0,0,0.5,0.5,0.13,-0.5,-0.5
1707,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,25-039,27.6,0,11,4,36.4,0.40,0.14,0.00,0.00,26.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
1708,Neal Maupay,fr FRA,FW,Everton,eng Premier League,26-296,12.4,1,32,13,40.6,2.58,1.05,0.03,0.08,14.3,0,0,0,4.8,4.8,0.15,-3.8,-3.8
1709,Aïman Maurer,ma MAR,MF,Clermont Foot,fr Ligue 1,18-254,5.6,0,11,5,45.5,1.98,0.90,0.00,0.00,16.4,1,0,0,1.2,1.2,0.11,-1.2,-1.2
1710,Stephy Mavididi,eng ENG,FW,Montpellier,fr Ligue 1,25-006,14.3,4,37,15,40.5,2.59,1.05,0.11,0.27,16.8,0,0,0,4.3,4.3,0.12,-0.3,-0.3
1711,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,25-177,25.4,2,48,12,25.0,1.89,0.47,0.04,0.17,15.5,0,0,0,4.0,4.0,0.08,-2.0,-2.0
1712,Christian Mawissa,fr FRA,DF,Toulouse,fr Ligue 1,18-049,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1713,Philipp Max,de GER,DF,Eint Frankfurt,de Bundesliga,29-249,7.7,0,9,3,33.3,1.17,0.39,0.00,0.00,18.3,2,0,0,0.7,0.7,0.08,-0.7,-0.7
1714,Eric Maxim Choupo-Moting,cm CMR,FW,Bayern Munich,de Bundesliga,34-075,12.4,10,30,15,50.0,2.43,1.21,0.33,0.67,12.6,0,0,1,6.1,5.3,0.18,+3.9,+4.7
1715,Luís Maximiano,pt POR,GK,Lazio,it Serie A,24-152,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1716,Keke Maximilian Topp,de GER,FW,Schalke 04,de Bundesliga,19-073,0.2,0,1,0,0.0,4.50,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.04,0.0,0.0
1717,Fernand Mayembo,cg CGO,DF,Ajaccio,fr Ligue 1,27-148,7.9,0,4,0,0.0,0.51,0.00,0.00,,6.2,0,0,0,1.2,1.2,0.29,-1.2,-1.2
1718,Borja Mayoral,es ESP,FW,Getafe,es La Liga,26-062,30.7,8,50,19,38.0,1.63,0.62,0.16,0.42,14.6,0,0,2,7.9,6.3,0.13,+0.1,+1.7
1719,Ibrahim Maza,de GER,"MF,FW",Hertha BSC,de Bundesliga,17-194,0.8,1,1,1,100.0,1.27,1.27,1.00,1.00,7.2,0,0,0,0.8,0.8,0.81,+0.2,+0.2
1720,Derek Mazou-Sacko,fr FRA,MF,Troyes,fr Ligue 1,18-243,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1721,Noussair Mazraoui,ma MAR,DF,Bayern Munich,de Bundesliga,25-204,11.9,1,8,2,25.0,0.67,0.17,0.13,0.50,18.5,0,0,0,1.1,1.1,0.14,-0.1,-0.1
1722,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,27-314,21.7,2,18,6,33.3,0.83,0.28,0.11,0.33,21.0,1,0,0,1.3,1.3,0.07,+0.7,+0.7
1723,Kevin Mbabu,ch SUI,"DF,FW",Fulham,eng Premier League,28-048,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1724,Noah Mbamba,be BEL,MF,Leverkusen,de Bundesliga,18-152,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1725,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,24-168,31.3,29,144,73,50.7,4.60,2.33,0.18,0.36,15.9,1,3,5,26.3,22.2,0.15,+2.7,+3.8
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
1726,Mamadou Mbaye,sn SEN,DF,Cádiz,es La Liga,24-343,8.4,0,1,0,0.0,0.12,0.00,0.00,,6.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1
1727,Chancel Mbemba,cd COD,DF,Marseille,fr Ligue 1,28-302,31.7,5,27,9,33.3,0.85,0.28,0.19,0.56,11.0,0,0,0,3.1,3.1,0.11,+1.9,+1.9
1728,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,23-303,32.3,9,70,32,45.7,2.17,0.99,0.11,0.25,16.3,1,1,1,9.8,9.0,0.13,-0.8,-1.0
1729,Jason Mbock,fr FRA,"MF,FW",Angers,fr Ligue 1,23-217,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1730,Jean-Manuel Mbom,de GER,MF,Werder Bremen,de Bundesliga,23-102,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1731,Nathanael Mbuku,fr FRA,"FW,MF",Reims,fr Ligue 1,21-082,0.7,0,2,0,0.0,2.73,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1732,Nathanael Mbuku,fr FRA,"MF,FW",Augsburg,de Bundesliga,21-082,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1733,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-242,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1734,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,33-185,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1735,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,28-231,29.9,1,42,11,26.2,1.40,0.37,0.02,0.09,23.6,0,0,0,2.4,2.4,0.06,-1.4,-1.4
1736,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-206,17.5,0,2,0,0.0,0.11,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
1737,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-282,16.0,0,13,2,15.4,0.81,0.13,0.00,0.00,15.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8
1738,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,24-282,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,10.1,0,0,0,0.9,0.9,0.11,+0.1,+0.1
1739,Dwight McNeil,eng ENG,"FW,MF",Everton,eng Premier League,23-196,27.8,7,46,15,32.6,1.66,0.54,0.15,0.47,20.5,1,0,0,3.5,3.5,0.08,+3.5,+3.5
1740,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-180,12.9,1,13,6,46.2,1.01,0.47,0.08,0.17,14.9,0,0,0,1.9,1.9,0.15,-0.9,-0.9
1741,Gary Medel,cl CHI,"MF,DF",Bologna,it Serie A,35-307,16.4,0,2,0,0.0,0.12,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1742,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,24-009,30.9,2,18,4,22.2,0.58,0.13,0.11,0.50,13.9,0,0,0,2.6,2.6,0.14,-0.6,-0.6
1743,Fernando Medrano,es ESP,DF,Celta Vigo,es La Liga,23-072,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
1744,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-258,36.3,3,28,7,25.0,0.77,0.19,0.11,0.43,10.3,0,0,0,3.2,3.2,0.12,-0.2,-0.2
1745,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-351,16.7,1,3,1,33.3,0.18,0.06,0.33,1.00,8.5,0,0,0,0.7,0.7,0.25,+0.3,+0.3
