Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1183,Luis Hernández,es ESP,DF,Cádiz,es La Liga,34-053,35,35,3149,35.0,0,0,0,0,0,0,8,1,0.3,0.3,0.9,1.2,10,95,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03
1184,Mario Hernández,es ESP,DF,Rayo Vallecano,es La Liga,24-132,3,1,103,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
1185,Theo Hernández,fr FRA,DF,Milan,it Serie A,25-243,32,32,2771,30.8,4,3,7,3,1,1,7,0,4.1,3.3,3.3,6.6,108,128,146,0.13,0.10,0.23,0.10,0.19,0.13,0.11,0.24,0.11,0.21
1186,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,22-098,1,1,25,0.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1187,Ander Herrera,es ESP,MF,Athletic Club,es La Liga,33-296,17,9,697,7.7,0,1,1,0,0,0,4,1,0.5,0.5,0.9,1.4,8,40,14,0.00,0.13,0.13,0.00,0.13,0.07,0.11,0.18,0.07,0.18
1188,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30-001,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1189,Yangel Herrera,ve VEN,"MF,FW",Girona,es La Liga,25-150,20,12,963,10.7,2,2,4,2,0,0,4,0,2.3,2.3,1.0,3.3,18,46,56,0.19,0.19,0.37,0.19,0.37,0.22,0.10,0.31,0.21,0.31
1190,Patrick Herrmann,de GER,"FW,MF",M'Gladbach,de Bundesliga,32-114,21,0,164,1.8,1,0,1,1,0,0,2,0,0.4,0.4,0.5,0.8,7,6,19,0.55,0.00,0.55,0.55,0.55,0.19,0.27,0.46,0.19,0.46
1191,Son Heung-min,kr KOR,"MF,FW",Tottenham,eng Premier League,30-333,36,33,2888,32.1,10,6,16,10,0,0,2,0,10.1,10.1,6.5,16.6,82,79,196,0.31,0.19,0.50,0.31,0.50,0.31,0.20,0.52,0.31,0.52
1192,Aaron Hickey,sct SCO,DF,Brentford,eng Premier League,20-361,26,23,1916,21.3,0,1,1,0,0,0,7,0,0.4,0.4,0.4,0.8,41,81,47,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.04,0.02,0.04
1193,Isak Hien,se SWE,DF,Hellas Verona,it Serie A,24-144,32,28,2607,29.0,0,0,0,0,0,0,9,0,0.3,0.3,0.1,0.4,17,54,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
1194,Omar El Hilali,ma MAR,"DF,MF",Espanyol,es La Liga,19-267,5,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1195,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,21-148,30,27,2457,27.3,1,1,2,1,0,0,13,3,1.3,1.3,1.0,2.4,46,83,42,0.04,0.04,0.07,0.04,0.07,0.05,0.04,0.09,0.05,0.09
1196,Jack Hinshelwood,eng ENG,FW,Brighton,eng Premier League,18-056,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1197,Morten Hjulmand,dk DEN,MF,Lecce,it Serie A,23-346,35,34,2962,32.9,0,4,4,0,0,0,9,1,0.6,0.6,2.1,2.7,9,159,16,0.00,0.12,0.12,0.00,0.12,0.02,0.06,0.08,0.02,0.08
1198,Adam Hložek,cz CZE,"FW,MF",Leverkusen,de Bundesliga,20-316,29,16,1286,14.3,5,3,8,5,0,0,2,0,2.7,2.7,2.5,5.3,22,32,70,0.35,0.21,0.56,0.35,0.56,0.19,0.18,0.37,0.19,0.37
1199,Joseph Hodge,ie IRL,MF,Wolves,eng Premier League,20-265,6,1,175,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,1,8,5,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.16,0.13,0.16
1200,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,33-089,32,32,2816,31.3,0,1,1,0,0,0,9,1,1.7,1.7,0.9,2.7,12,110,10,0.00,0.03,0.03,0.00,0.03,0.06,0.03,0.09,0.06,0.09
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1201,Jonas Hofmann,de GER,"FW,MF",M'Gladbach,de Bundesliga,30-327,31,30,2680,29.8,12,9,21,12,0,1,2,0,7.2,6.6,11.1,17.6,73,119,197,0.40,0.30,0.71,0.40,0.71,0.24,0.37,0.61,0.22,0.59
1202,Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,30-068,34,31,2631,29.2,8,2,10,8,0,0,5,0,8.8,8.8,2.7,11.5,7,71,117,0.27,0.07,0.34,0.27,0.34,0.30,0.09,0.39,0.30,0.39
1203,Rob Holding,eng ENG,DF,Arsenal,eng Premier League,27-259,14,6,566,6.3,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,3,24,2,0.16,0.00,0.16,0.16,0.16,0.05,0.00,0.05,0.05,0.05
1204,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,28-331,26,16,1503,16.7,5,2,7,5,0,0,1,0,3.3,3.3,1.9,5.1,19,33,87,0.30,0.12,0.42,0.30,0.42,0.19,0.11,0.31,0.19,0.31
1205,Mason Holgate,eng ENG,DF,Everton,eng Premier League,26-227,8,5,507,5.6,0,0,0,0,0,0,3,1,1.0,1.0,0.4,1.4,4,14,5,0.00,0.00,0.00,0.00,0.00,0.18,0.07,0.25,0.18,0.25
1206,Emil Holm,se SWE,DF,Spezia,it Serie A,23-024,20,17,1393,15.5,1,1,2,1,0,0,4,0,1.2,1.2,1.3,2.5,41,40,82,0.06,0.06,0.13,0.06,0.13,0.08,0.08,0.16,0.08,0.16
1207,Noah Holm,no NOR,"FW,MF",Reims,fr Ligue 1,22-014,8,2,194,2.2,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,1,2,8,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.30,0.15,0.30
1208,Gerrit Holtmann,ph PHI,"FW,MF",Bochum,de Bundesliga,28-073,23,8,945,10.5,1,1,2,1,0,0,0,0,2.4,2.4,0.8,3.1,37,8,83,0.10,0.10,0.19,0.10,0.19,0.23,0.07,0.30,0.23,0.30
1209,Martin Hongla,cm CMR,MF,Hellas Verona,it Serie A,25-082,9,6,523,5.8,0,0,0,0,0,0,4,0,0.2,0.2,0.3,0.5,6,24,10,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
1210,Martin Hongla,cm CMR,"DF,MF",Valladolid,es La Liga,25-082,16,15,1306,14.5,0,0,0,0,0,0,7,2,0.0,0.0,0.3,0.3,6,50,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
1211,Franck Honorat,fr FRA,"FW,MF",Brest,fr Ligue 1,26-299,33,29,2535,28.2,6,5,11,6,0,0,1,0,4.8,4.8,9.4,14.2,98,70,261,0.21,0.18,0.39,0.21,0.39,0.17,0.33,0.50,0.17,0.50
1212,Jannes Horn,de GER,"DF,FW",Bochum,de Bundesliga,26-120,2,1,59,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1213,Cédric Hountondji,bj BEN,DF,Angers,fr Ligue 1,29-138,36,35,3095,34.4,0,0,0,0,0,0,7,0,1.1,1.1,0.4,1.6,5,84,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05
1214,Ilyes Housni,fr FRA,FW,Paris S-G,fr Ligue 1,18-023,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1215,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33-194,33,33,2969,33.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1216,Petko Hristov,bg BUL,DF,Spezia,it Serie A,24-097,9,4,365,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,8,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1217,Ajdin Hrustic,au AUS,MF,Hellas Verona,it Serie A,26-336,6,3,226,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,7,8,12,0.00,0.00,0.00,0.00,0.00,0.13,0.24,0.37,0.13,0.37
1218,Timo Hübers,de GER,DF,Köln,de Bundesliga,26-321,29,28,2559,28.4,3,0,3,3,0,0,8,0,1.8,1.8,0.1,1.9,10,84,2,0.11,0.00,0.11,0.11,0.11,0.06,0.00,0.07,0.06,0.07
1219,Callum Hudson-Odoi,eng ENG,"FW,MF",Leverkusen,de Bundesliga,22-211,14,7,605,6.7,0,1,1,0,0,0,0,0,0.2,0.2,0.8,0.9,30,31,44,0.00,0.15,0.15,0.00,0.15,0.03,0.11,0.14,0.03,0.14
1220,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,28-050,27,7,842,9.4,1,1,2,1,0,0,4,0,0.3,0.3,0.9,1.2,14,32,23,0.11,0.11,0.21,0.11,0.21,0.04,0.10,0.13,0.04,0.13
1221,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,34-172,30,24,2018,22.4,1,0,1,1,0,0,4,0,2.2,2.2,1.1,3.3,21,114,6,0.04,0.00,0.04,0.04,0.04,0.10,0.05,0.15,0.10,0.15
1222,Adrien Hunou,fr FRA,"MF,FW",Angers,fr Ligue 1,29-138,34,28,2234,24.8,4,1,5,4,0,0,2,0,6.5,6.5,2.3,8.7,34,62,149,0.16,0.04,0.20,0.16,0.20,0.26,0.09,0.35,0.26,0.35
1223,Denis Huseinbasic,de GER,"MF,FW",Köln,de Bundesliga,21-338,24,7,791,8.8,4,1,5,4,0,0,3,0,2.4,2.4,0.3,2.7,12,34,45,0.46,0.11,0.57,0.46,0.57,0.27,0.04,0.31,0.27,0.31
1224,Omari Hutchinson,eng ENG,FW,Chelsea,eng Premier League,19-219,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1225,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,29-106,34,22,1998,22.2,1,1,2,1,0,0,3,0,0.2,0.2,1.1,1.3,36,103,60,0.05,0.05,0.09,0.05,0.09,0.01,0.05,0.06,0.01,0.06
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1226,Pierre Højbjerg,dk DEN,MF,Tottenham,eng Premier League,27-305,35,35,3131,34.8,4,5,9,4,0,0,5,0,2.0,2.0,3.1,5.1,46,235,66,0.11,0.14,0.26,0.11,0.26,0.06,0.09,0.15,0.06,0.15
1227,Rasmus Højlund,dk DEN,FW,Atalanta,it Serie A,20-122,32,20,1833,20.4,9,2,11,9,0,0,1,0,9.5,9.5,2.4,11.8,40,37,224,0.44,0.10,0.54,0.44,0.54,0.47,0.12,0.58,0.47,0.58
1228,Iago,br BRA,"DF,MF",Augsburg,de Bundesliga,26-075,22,19,1600,17.8,0,2,2,0,0,0,6,1,0.4,0.4,1.1,1.5,27,53,49,0.00,0.11,0.11,0.00,0.11,0.02,0.06,0.08,0.02,0.08
1229,Pablo Ibáñez,es ESP,MF,Osasuna,es La Liga,24-259,25,12,1064,11.8,0,1,1,0,0,0,1,0,1.3,1.3,0.8,2.0,15,59,42,0.00,0.08,0.08,0.00,0.08,0.11,0.07,0.17,0.11,0.17
1230,Roger Ibanez,br BRA,DF,Roma,it Serie A,24-195,33,32,2796,31.1,3,0,3,3,0,0,11,1,3.0,3.0,0.6,3.5,24,77,9,0.10,0.00,0.10,0.10,0.10,0.10,0.02,0.11,0.10,0.11
1231,Arijon Ibrahimović,de GER,MF,Bayern Munich,de Bundesliga,17-177,1,0,14,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,0,2,0.00,0.00,0.00,0.00,0.00,3.31,0.37,3.68,3.31,3.68
1232,Zlatan Ibrahimović,se SWE,FW,Milan,it Serie A,41-246,4,1,146,1.6,1,0,1,0,1,1,0,0,1.2,0.4,0.2,0.6,0,4,10,0.62,0.00,0.62,0.00,0.00,0.72,0.11,0.84,0.24,0.35
1233,Mounaim El Idrissy,fr FRA,FW,Ajaccio,fr Ligue 1,24-116,32,30,2497,27.7,6,0,6,6,0,0,10,0,7.2,7.2,1.0,8.2,21,40,173,0.22,0.00,0.22,0.22,0.22,0.26,0.03,0.30,0.26,0.30
1234,Antonio Iervolino,it ITA,MF,Salernitana,it Serie A,20-156,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1235,Iglesias,es ESP,"DF,MF",Getafe,es La Liga,24-338,32,21,2146,23.8,1,0,1,1,0,0,7,0,0.9,0.9,1.0,1.9,39,50,100,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08
1236,Borja Iglesias,es ESP,FW,Betis,es La Liga,30-140,35,29,2365,26.3,15,3,18,10,5,6,2,1,14.9,10.2,2.8,13.0,20,33,147,0.57,0.11,0.68,0.38,0.49,0.57,0.11,0.67,0.39,0.49
1237,Igor,br BRA,DF,Fiorentina,it Serie A,25-119,27,23,2057,22.9,0,0,0,0,0,0,10,1,0.5,0.5,0.2,0.8,19,76,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
1238,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,eng Premier League,26-246,28,11,1127,12.5,5,5,10,4,1,1,0,0,7.1,6.3,4.0,10.4,33,27,99,0.40,0.40,0.80,0.32,0.72,0.57,0.32,0.89,0.51,0.83
1239,Jonathan Ikone,fr FRA,FW,Fiorentina,it Serie A,25-035,33,24,2007,22.3,4,4,8,4,0,0,4,0,4.1,4.1,3.7,7.8,83,67,178,0.18,0.18,0.36,0.18,0.36,0.18,0.17,0.35,0.18,0.35
1240,Ivan Ilić,rs SRB,MF,Hellas Verona,it Serie A,22-081,11,10,851,9.5,0,1,1,0,0,0,1,0,0.4,0.4,1.0,1.4,18,39,20,0.00,0.11,0.11,0.00,0.11,0.04,0.10,0.14,0.04,0.14
1241,Ivan Ilić,rs SRB,MF,Torino,it Serie A,22-081,14,13,1177,13.1,2,2,4,2,0,0,3,0,0.2,0.2,1.1,1.3,29,66,28,0.15,0.15,0.31,0.15,0.31,0.02,0.08,0.10,0.02,0.10
1242,Rareş Ilie,ro ROU,"MF,FW",Nice,fr Ligue 1,20-048,4,2,148,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,7,1,6,0.00,0.00,0.00,0.00,0.00,0.18,0.14,0.32,0.18,0.32
1243,Samuel Iling-Junior,eng ENG,"DF,FW",Juventus,it Serie A,19-245,12,1,316,3.5,1,1,2,1,0,0,1,0,0.7,0.7,0.2,1.0,11,18,36,0.28,0.28,0.57,0.28,0.57,0.21,0.07,0.28,0.21,0.28
1244,Emirhan İlkhan,tr TUR,MF,Torino,it Serie A,19-005,4,1,87,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,8,3,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.14,0.05,0.14
1245,Emirhan İlkhan,tr TUR,MF,Sampdoria,it Serie A,19-005,8,0,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,8,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.08
1246,Asier Illarramendi,es ESP,MF,Real Sociedad,es La Liga,33-090,24,13,1076,12.0,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,10,48,24,0.08,0.00,0.08,0.08,0.08,0.07,0.03,0.10,0.07,0.10
1247,Ciro Immobile,it ITA,FW,Lazio,it Serie A,33-106,31,27,2221,24.7,12,5,17,8,4,5,3,0,14.2,10.3,1.9,12.2,40,43,174,0.49,0.20,0.69,0.32,0.53,0.57,0.08,0.65,0.42,0.49
1248,Danny Ings,eng ENG,FW,West Ham,eng Premier League,30-318,17,7,775,8.6,2,2,4,2,0,0,1,0,3.0,3.0,1.0,4.0,9,12,44,0.23,0.23,0.46,0.23,0.46,0.35,0.12,0.47,0.35,0.47
1249,Danny Ings,eng ENG,FW,Aston Villa,eng Premier League,30-318,18,8,824,9.2,6,0,6,4,2,2,3,0,5.3,3.8,1.2,5.0,15,12,46,0.66,0.00,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54
1250,Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,de Bundesliga,27-153,28,16,1314,14.6,10,0,10,6,4,4,2,0,8.4,5.2,0.7,5.9,16,30,81,0.68,0.00,0.68,0.41,0.41,0.57,0.05,0.62,0.36,0.41
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1251,Bonke Innocent,ng NGA,MF,Lorient,fr Ligue 1,27-137,25,14,1182,13.1,0,1,1,0,0,0,5,0,0.1,0.1,0.3,0.4,3,31,0,0.00,0.08,0.08,0.00,0.08,0.01,0.02,0.03,0.01,0.03
1252,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,23-258,22,17,1522,16.9,10,1,11,8,2,2,3,0,8.2,6.7,2.2,8.9,41,48,122,0.59,0.06,0.65,0.47,0.53,0.49,0.13,0.62,0.40,0.52
1253,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,23-258,2,2,152,1.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,3,11,0.59,0.00,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18
1254,Isco,es ESP,"MF,FW",Sevilla,es La Liga,31-046,12,10,799,8.9,0,2,2,0,0,0,5,0,0.4,0.4,1.7,2.1,16,37,36,0.00,0.23,0.23,0.00,0.23,0.05,0.19,0.24,0.05,0.24
1255,Ismaily,br BRA,DF,Lille,fr Ligue 1,33-146,23,21,1779,19.8,2,1,3,2,0,0,0,0,1.2,1.2,2.3,3.5,40,95,116,0.10,0.05,0.15,0.10,0.15,0.06,0.12,0.18,0.06,0.18
1256,Ardian Ismajli,al ALB,DF,Empoli,it Serie A,26-249,25,22,2094,23.3,0,0,0,0,0,0,3,0,0.7,0.7,0.3,1.0,10,42,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1257,Ko Itakura,jp JPN,DF,M'Gladbach,de Bundesliga,26-130,24,22,1981,22.0,0,2,2,0,0,0,1,2,0.6,0.6,0.4,1.0,19,59,4,0.00,0.09,0.09,0.00,0.09,0.03,0.02,0.05,0.03,0.05
1258,Hiroki Ito,jp JPN,DF,Stuttgart,de Bundesliga,24-025,30,29,2561,28.5,1,1,2,1,0,0,5,0,0.8,0.8,2.1,2.9,29,158,29,0.04,0.04,0.07,0.04,0.07,0.03,0.07,0.10,0.03,0.10
1259,Junya Ito,jp JPN,FW,Reims,fr Ligue 1,30-089,35,34,2916,32.4,6,5,11,6,0,0,3,1,5.7,5.7,8.0,13.7,133,141,338,0.19,0.15,0.34,0.19,0.34,0.18,0.25,0.42,0.18,0.42
1260,Diego Iturralde,es ESP,DF,Sevilla,es La Liga,20-051,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1261,Andreas Ivan,ro ROU,MF,Schalke 04,de Bundesliga,28-147,1,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
1262,Mihailo Ivanović,rs SRB,FW,Sampdoria,it Serie A,18-189,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1263,Daniel Iversen,dk DEN,GK,Leicester City,eng Premier League,25-322,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1264,Alex Iwobi,ng NGA,"MF,FW",Everton,eng Premier League,27-034,38,38,3378,37.5,2,7,9,2,0,0,2,0,2.5,2.5,6.1,8.5,90,194,145,0.05,0.19,0.24,0.05,0.24,0.07,0.16,0.23,0.07,0.23
1265,Armando Izzo,it ITA,DF,Monza,it Serie A,31-096,30,29,2467,27.4,1,0,1,1,0,0,10,0,2.1,2.1,0.9,3.1,22,96,29,0.04,0.00,0.04,0.04,0.04,0.08,0.03,0.11,0.08,0.11
1266,Nicolas Jackson,sn SEN,FW,Villarreal,es La Liga,21-351,26,16,1598,17.8,12,4,16,12,0,0,6,1,8.0,8.0,3.3,11.3,49,40,117,0.68,0.23,0.90,0.68,0.90,0.45,0.18,0.64,0.45,0.64
1267,Lee Jae-sung,kr KOR,MF,Mainz 05,de Bundesliga,30-300,34,24,1894,21.0,7,5,12,7,0,0,2,0,4.3,4.3,2.8,7.1,29,69,103,0.33,0.24,0.57,0.33,0.57,0.20,0.13,0.34,0.20,0.34
1268,Paul Jaeckel,de GER,DF,Union Berlin,de Bundesliga,24-319,16,13,1196,13.3,1,0,1,1,0,0,4,1,0.1,0.1,0.0,0.2,6,41,8,0.08,0.00,0.08,0.08,0.08,0.01,0.00,0.01,0.01,0.01
1269,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,35-012,3,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14
1270,Kristijan Jakić,hr CRO,"DF,MF",Eint Frankfurt,de Bundesliga,26-023,24,17,1460,16.2,1,0,1,1,0,0,4,0,0.7,0.7,0.7,1.5,16,59,19,0.06,0.00,0.06,0.06,0.06,0.05,0.05,0.09,0.05,0.09
1271,Jan Jakob Olschowsky,de GER,GK,M'Gladbach,de Bundesliga,21-200,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1272,Ismail Jakobs,sn SEN,"DF,FW",Monaco,fr Ligue 1,23-293,32,9,1119,12.4,0,2,2,0,0,0,3,0,1.0,1.0,1.5,2.5,39,46,109,0.00,0.16,0.16,0.00,0.16,0.08,0.12,0.20,0.08,0.20
1273,Marin Jakoliš,hr CRO,FW,Angers,fr Ligue 1,26-162,1,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,3,2,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39
1274,Daniel James,wls WAL,FW,Leeds United,eng Premier League,25-208,4,2,198,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,6,3,9,0.00,0.00,0.00,0.00,0.00,0.12,0.15,0.27,0.12,0.27
1275,Daniel James,wls WAL,FW,Fulham,eng Premier League,25-208,20,5,621,6.9,2,1,3,2,0,0,0,0,1.7,1.7,0.7,2.5,24,15,48,0.29,0.14,0.43,0.29,0.43,0.25,0.11,0.36,0.25,0.36
Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1276,Reece James,eng ENG,"DF,MF",Chelsea,eng Premier League,23-180,16,14,1244,13.8,1,1,2,1,0,0,4,0,1.0,1.0,3.0,4.0,52,90,115,0.07,0.07,0.14,0.07,0.14,0.07,0.22,0.29,0.07,0.29
1277,Vitaly Janelt,de GER,"MF,DF",Brentford,eng Premier League,25-027,35,24,2208,24.5,3,1,4,3,0,0,3,0,2.4,2.4,1.4,3.8,14,82,28,0.12,0.04,0.16,0.12,0.16,0.10,0.06,0.15,0.10,0.15
1278,Saidy Janko,gm GAM,DF,Bochum,de Bundesliga,27-227,20,12,1134,12.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,23,29,27,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1279,Pontus Jansson,se SWE,DF,Brentford,eng Premier League,32-113,12,9,724,8.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,14,0,0.12,0.00,0.12,0.12,0.12,0.04,0.00,0.04,0.04,0.04
1280,Tony Jantschke,de GER,"DF,MF",M'Gladbach,de Bundesliga,33-060,8,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1281,Adnan Januzaj,be BEL,FW,Sevilla,es La Liga,28-121,2,1,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1282,Javi,es ESP,DF,Girona,es La Liga,25-035,25,13,1116,12.4,1,2,3,1,0,0,3,0,1.3,1.3,0.9,2.2,41,78,25,0.08,0.16,0.24,0.08,0.24,0.10,0.07,0.18,0.10,0.18
1283,Luis Javier Suárez,co COL,FW,Almería,es La Liga,25-186,21,18,1490,16.6,4,4,8,4,0,0,4,1,4.4,4.4,2.1,6.5,29,26,87,0.24,0.24,0.48,0.24,0.48,0.26,0.13,0.39,0.26,0.39
1284,Luis Javier Suárez,co COL,FW,Marseille,fr Ligue 1,25-186,7,2,293,3.3,3,1,4,3,0,0,1,0,2.4,2.4,0.4,2.8,5,11,17,0.92,0.31,1.23,0.92,1.23,0.74,0.11,0.85,0.74,0.85
1285,Dany Jean,ht HAI,"DF,MF",Strasbourg,fr Ligue 1,20-190,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32
