Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1310,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,33.0,55,35,34,14,7,32,65,49.2,33,27,12,15,23,78,94,4
1311,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,8.8,10,8,6,3,1,5,6,83.3,1,11,3,8,11,21,42,0
1312,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,27,26.6,9,4,1,5,3,4,26,15.4,22,15,3,12,8,17,13,0
1313,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,12.6,41,22,17,23,1,15,40,37.5,25,19,4,15,21,62,23,0
1314,Vasyl Kravets,ua UKR,"DF,FW",Leganés,es La Liga,20,5.3,16,11,8,6,2,6,13,46.2,7,5,1,4,4,20,10,1
1315,Ladislav Krejčí,cz CZE,"DF,MF",Bologna,it Serie A,26,11.8,16,12,6,9,1,7,12,58.3,5,8,2,6,6,22,18,0
1316,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,11.7,22,14,7,12,3,11,19,57.9,8,7,4,3,21,43,32,0
1317,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,24.7,51,35,18,24,9,14,57,24.6,43,25,4,21,14,65,13,1
1318,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,30.8,38,23,21,14,3,14,41,34.1,27,35,12,23,24,62,32,0
1319,Max Kruse,de GER,"FW,MF",Werder Bremen,de Bundesliga,30,31.5,17,5,2,13,2,6,38,15.8,32,16,1,15,8,25,6,2
1320,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,25,13.2,35,22,23,12,0,16,26,61.5,10,15,5,10,30,65,50,1
1321,Yuya Kubo,jp JPN,"FW,MF",Nürnberg,de Bundesliga,24,15.1,21,11,6,10,5,12,33,36.4,21,11,0,11,10,31,6,0
1322,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,17.1,51,32,17,29,5,19,53,35.8,34,27,7,20,17,68,37,1
1323,Dejan Kulusevski,se SWE,MF,Atalanta,it Serie A,18,1.2,3,3,0,2,1,1,3,33.3,2,1,0,1,0,3,0,0
1324,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,21.2,48,29,20,26,2,16,27,59.3,11,34,14,20,24,72,49,1
1325,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,28.4,35,20,19,13,3,13,41,31.7,28,30,3,27,20,55,52,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1326,Layvin Kurzawa,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,25,11.2,19,11,6,5,8,6,16,37.5,10,10,2,8,10,29,16,0
1327,Rafał Kurzawa,pl POL,FW,Amiens,fr Ligue 1,25,2.7,8,3,6,2,0,2,6,33.3,4,1,0,1,3,11,3,0
1328,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,18,4.7,8,3,3,4,1,1,3,33.3,2,2,1,1,0,8,0,0
1329,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,22.7,65,41,34,27,4,33,70,47.1,37,28,4,24,78,143,56,0
1330,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1331,Antonino La Gumina,it ITA,"FW,MF",Empoli,it Serie A,22,12.1,5,4,1,2,2,2,6,33.3,4,8,2,6,6,11,5,0
1332,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,eng Premier League,27,4.5,8,5,1,7,0,1,6,16.7,5,0,0,0,4,12,3,1
1333,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1.0,4,3,0,1,3,2,4,50.0,2,0,0,0,0,4,0,0
1334,Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24,32.2,36,15,6,15,15,11,27,40.7,16,18,2,16,6,42,27,0
1335,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,27.8,35,16,6,19,10,5,28,17.9,23,27,1,26,15,50,31,0
1336,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,33.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,4
1337,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,36.0,47,34,37,10,0,24,33,72.7,9,42,19,23,53,100,232,0
1338,Abdou Lahat Diakhate,sn SEN,MF,Parma,it Serie A,19,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1339,Konrad Laimer,at AUT,"MF,DF",RB Leipzig,de Bundesliga,21,20.8,72,38,21,34,17,20,71,28.2,51,67,2,65,32,104,23,0
1340,Diego Lainez,mx MEX,"FW,MF",Betis,es La Liga,18,3.9,4,4,0,3,1,1,1,100.0,0,2,0,2,1,5,2,0
1341,Kenny Lala,fr FRA,"DF,FW",Strasbourg,fr Ligue 1,26,34.0,78,45,48,23,7,30,53,56.6,23,26,9,17,28,106,62,2
1342,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,30,5.2,16,9,6,7,3,5,12,41.7,7,10,1,9,5,21,4,0
1343,Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,26,10.8,17,13,6,7,4,5,14,35.7,9,14,0,14,7,24,1,0
1344,Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,1.8,1,1,0,1,0,1,1,100.0,0,2,0,2,2,3,0,0
1345,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,17.7,31,21,23,8,0,14,22,63.6,8,16,11,5,38,69,83,1
1346,Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,13.9,14,9,7,6,1,6,16,37.5,10,14,3,11,16,30,42,1
1347,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,15.7,24,15,18,6,0,7,14,50.0,7,17,11,6,20,44,79,1
1348,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,7.6,12,7,5,6,1,5,18,27.8,13,3,1,2,9,21,7,1
1349,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,28,4.5,2,1,2,0,0,1,5,20.0,4,2,0,2,1,3,2,0
1350,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,34.0,42,20,27,14,1,22,34,64.7,12,16,9,7,39,81,98,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1351,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,34.2,40,26,29,11,0,20,30,66.7,10,52,39,13,37,77,182,3
1352,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1.0,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,1,1
1353,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,27.3,6,1,0,3,3,2,12,16.7,10,20,2,18,8,14,35,0
1354,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,30.5,32,21,25,5,2,11,14,78.6,3,43,28,15,39,71,218,3
1355,Paul Lasne,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,19.9,53,33,32,16,5,24,43,55.8,19,22,2,20,22,75,23,1
1356,Toni Lato,es ESP,DF,Valencia,es La Liga,20,3.0,6,4,4,1,1,1,5,20.0,4,9,3,6,6,12,13,0
1357,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,20.7,41,22,16,23,2,20,61,32.8,41,49,10,39,20,61,31,0
1358,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,2.9,11,6,9,2,0,6,8,75.0,2,2,0,2,4,15,10,0
1359,Armand Lauriente,fr FRA,MF,Rennes,fr Ligue 1,19,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1360,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,10.2,13,5,6,5,2,6,10,60.0,4,11,5,6,13,26,30,0
1361,Wesley Lautoa,nc NCL,"DF,MF",Dijon,fr Ligue 1,30,33.6,81,55,46,31,4,34,75,45.3,41,37,14,23,87,168,110,1
1362,Diego Laxalt,uy URU,"DF,MF",Milan,it Serie A,25,7.2,26,13,14,7,5,13,22,59.1,9,23,3,20,8,34,12,0
1363,Miguel Layún,mx MEX,"MF,DF",Villarreal,es La Liga,30,5.6,8,2,0,7,1,2,6,33.3,4,8,2,6,1,9,10,0
1364,Valentino Lazaro,at AUT,"DF,FW",Hertha BSC,de Bundesliga,22,30.5,46,31,23,17,6,21,53,39.6,32,52,12,40,44,90,65,0
1365,Darko Lazović,rs SRB,"DF,FW",Genoa,it Serie A,27,28.2,28,17,13,8,7,14,31,45.2,17,21,6,15,20,48,33,0
1366,Manuel Lazzari,it ITA,DF,SPAL,it Serie A,24,31.5,29,17,16,10,3,13,24,54.2,11,26,5,21,20,49,51,1
1367,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,2.3,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,1,0
1368,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,25.0,56,36,45,11,0,23,47,48.9,24,30,16,14,54,110,129,2
1369,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,3.2,5,2,2,3,0,1,3,33.3,2,3,0,3,4,9,13,1
1370,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,31.2,95,58,42,43,10,33,89,37.1,56,35,8,27,59,154,50,0
1371,James Lea Siliki,cm CMR,"MF,FW",Rennes,fr Ligue 1,22,13.6,26,17,13,10,3,12,35,34.3,23,14,1,13,10,36,7,1
1372,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,14.3,5,2,0,4,1,2,15,13.3,13,13,4,9,4,9,12,0
1373,Mathew Leckie,au AUS,"FW,MF",Hertha BSC,de Bundesliga,27,10.5,20,13,5,10,5,7,16,43.8,9,10,1,9,13,33,16,0
1374,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,37.0,1,0,1,0,0,1,3,33.3,2,0,0,0,5,6,24,3
1375,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,26.6,74,46,31,36,7,25,62,40.3,37,44,8,36,36,110,37,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1376,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,24,20.0,33,18,23,6,4,16,25,64.0,9,11,8,3,46,79,107,0
1377,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,26,11.8,13,6,5,6,2,5,16,31.3,11,9,0,9,7,20,7,0
1378,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,30.7,62,42,45,16,1,33,71,46.5,38,23,3,20,38,100,57,0
1379,Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,22.1,91,54,40,46,5,38,79,48.1,41,27,11,16,52,143,43,3
1380,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,11.7,25,15,17,7,1,11,24,45.8,13,16,5,11,21,46,49,0
1381,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,2.3,5,2,3,2,0,2,7,28.6,5,4,0,4,4,9,11,0
1382,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,22,20.2,38,21,23,11,4,19,42,45.2,23,26,1,25,22,60,7,1
1383,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,17.9,49,32,23,23,3,15,34,44.1,19,27,3,24,43,92,31,1
1384,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,2.0,2,1,2,0,0,1,2,50.0,1,2,1,1,3,5,10,1
1385,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,21.5,47,29,26,19,2,22,36,61.1,14,30,20,10,21,68,70,0
1386,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,31,13.5,26,16,11,12,3,6,14,42.9,8,24,0,24,10,36,18,0
1387,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,31.5,0,0,0,0,0,0,3,0.0,3,0,0,0,4,4,16,6
1388,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,31,4.7,7,4,2,2,3,4,7,57.1,3,10,0,10,4,11,2,0
1389,Sergio León,es ESP,"FW,MF",Betis,es La Liga,29,7.1,4,2,2,1,1,2,8,25.0,6,4,0,4,2,6,6,0
1390,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,12.5,34,18,12,20,2,13,42,31.0,29,11,1,10,18,52,12,0
1391,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,14.4,38,21,14,23,1,18,43,41.9,25,22,10,12,32,70,26,1
1392,Mehdi Léris,dz ALG,"MF,DF",Chievo,it Serie A,20,17.9,53,33,19,24,10,24,54,44.4,30,34,1,33,28,81,24,1
1393,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,27.8,45,31,20,20,5,14,54,25.9,40,35,19,16,54,99,88,1
1394,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,32.9,12,9,0,8,4,3,11,27.3,8,11,1,10,7,19,15,0
1395,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,5.0,12,7,8,2,2,1,4,25.0,3,2,2,0,4,16,27,0
1396,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,16.0,6,4,1,4,1,1,4,25.0,3,5,3,2,1,7,10,0
1397,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,10.4,15,9,5,4,6,9,16,56.3,7,11,4,7,9,24,25,1
1398,Dimitri Liénard,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,30,14.3,33,18,20,9,4,21,45,46.7,24,11,2,9,18,51,22,0
1399,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,6.8,6,6,4,2,0,3,6,50.0,3,9,7,2,11,17,42,0
1400,Lucas Lima,br BRA,"DF,FW",Nantes,fr Ligue 1,26,27.7,49,28,26,15,8,20,53,37.7,33,39,3,36,29,78,62,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1401,Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,13.7,12,10,4,6,2,7,16,43.8,9,5,0,5,8,20,10,0
1402,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,28.9,40,27,28,12,0,13,23,56.5,10,21,12,9,24,64,121,3
1403,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,27.9,72,48,26,32,14,15,69,21.7,54,39,4,35,25,97,17,0
1404,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,25,18.5,29,18,8,11,10,7,28,25.0,21,18,2,16,10,39,9,1
1405,Pol Lirola,es ESP,"DF,MF",Sassuolo,it Serie A,20,33.1,35,22,19,11,5,21,34,61.8,13,25,5,20,32,67,89,0
1406,Adem Ljajić,rs SRB,MF,Torino,it Serie A,26,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1407,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,19.5,26,15,16,8,2,17,29,58.6,12,27,15,12,26,52,83,2
1408,Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,7.7,4,2,3,0,1,2,3,66.7,1,7,2,5,1,5,10,0
1409,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,6.0,16,12,7,7,2,8,18,44.4,10,8,0,8,7,23,12,0
1410,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,33.0,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,13,5
1411,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,22,26.6,52,31,16,28,8,9,35,25.7,26,24,1,23,17,69,8,0
1412,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,0.1,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
1413,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,27.7,30,19,10,17,3,9,32,28.1,23,15,1,14,26,56,18,1
1414,Jürgen Locadia,nl NED,"FW,MF",Brighton,eng Premier League,24,13.7,15,10,5,8,2,3,7,42.9,4,8,0,8,9,24,13,0
1415,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,20,20.5,44,28,19,15,10,13,29,44.8,16,21,3,18,27,71,33,1
1416,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,22,11.1,18,12,7,7,4,3,12,25.0,9,10,4,6,11,29,5,0
1417,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,17,9.4,25,14,8,15,2,10,21,47.6,11,7,0,7,11,36,7,0
1418,Kevin Long,ie IRL,DF,Burnley,eng Premier League,27,5.7,18,10,13,5,0,7,17,41.2,10,7,5,2,7,25,35,1
1419,Shane Long,ie IRL,"FW,MF",Southampton,eng Premier League,31,14.1,15,8,4,5,6,3,16,18.8,13,10,1,9,7,22,18,0
1420,Samuele Longo,it ITA,FW,Huesca,es La Liga,26,6.2,4,3,2,2,0,0,6,0.0,6,4,0,4,1,5,7,0
1421,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,7.6,17,13,6,11,0,9,24,37.5,15,19,4,15,10,27,7,0
1422,Ademola Lookman,ng NGA,"FW,MF",Everton,eng Premier League,20,6.9,15,7,7,5,3,4,6,66.7,2,10,0,10,7,22,2,0
1423,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,27,34.0,1,0,1,0,0,1,3,33.3,2,3,0,3,2,3,16,3
1424,Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,22,20.5,33,22,10,17,6,9,22,40.9,13,17,1,16,8,41,10,0
1425,Alejandro López,es ESP,MF,Espanyol,es La Liga,21,1.2,3,1,1,2,0,2,3,66.7,1,0,0,0,3,6,1,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1426,Cristian López,es ESP,FW,Angers,fr Ligue 1,29,4.1,6,3,1,2,3,1,8,12.5,7,4,0,4,1,7,2,0
1427,David López,es ESP,DF,Espanyol,es La Liga,28,20.2,27,18,15,10,2,10,22,45.5,12,18,12,6,28,55,65,2
1428,Diego López,es ESP,GK,Espanyol,es La Liga,36,38.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,3
1429,Javi López,es ESP,DF,Espanyol,es La Liga,32,21.6,63,40,37,22,4,28,60,46.7,32,27,5,22,40,103,90,0
1430,Lluis López,es ESP,DF,Espanyol,es La Liga,21,5.8,5,3,4,1,0,3,6,50.0,3,6,2,4,7,12,21,0
1431,Maxime Lopez,fr FRA,MF,Marseille,fr Ligue 1,20,24.2,46,24,17,23,6,19,53,35.8,34,10,2,8,20,66,8,0
1432,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,34,5.2,5,3,5,0,0,3,7,42.9,4,8,3,5,8,13,7,0
1433,Pau López,es ESP,GK,Betis,es La Liga,23,33.0,0,0,0,0,0,0,2,0.0,2,1,0,1,2,2,17,2
1434,Roberto López,es ESP,MF,Real Sociedad,es La Liga,18,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
1435,Unai López,es ESP,MF,Athletic Club,es La Liga,22,3.6,7,5,3,2,2,2,12,16.7,10,10,3,7,1,8,2,0
1436,Jonas Lössl,dk DEN,GK,Huddersfield,eng Premier League,29,30.9,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,12,2
1437,Albert Lottin,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,16,0.2,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
1438,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,19,1.0,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,1,0
1439,Davor Lovren,hr CRO,MF,Düsseldorf,de Bundesliga,19,0.5,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0
1440,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,29,11.0,15,9,10,5,0,7,15,46.7,8,11,7,4,11,26,51,2
1441,Chris Löwe,de GER,"DF,MF",Huddersfield,eng Premier League,29,22.9,34,18,17,15,2,12,33,36.4,21,21,3,18,23,57,56,0
1442,Eduard Löwen,de GER,"MF,FW",Nürnberg,de Bundesliga,21,18.0,30,22,14,13,3,11,34,32.4,23,15,2,13,8,38,23,0
1443,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,29,19.4,56,35,21,31,4,32,60,53.3,28,29,7,22,30,86,80,1
1444,Anthony Lozano,hn HON,"FW,MF",Girona,es La Liga,25,8.1,6,5,3,3,0,0,6,0.0,6,7,1,6,0,6,6,0
1445,Derrick Luckassen,nl NED,DF,Hertha BSC,de Bundesliga,23,2.8,4,2,4,0,0,1,3,33.3,2,1,0,1,0,4,13,0
1446,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,32,22.6,66,36,33,25,8,32,58,55.2,26,18,3,15,44,110,47,0
1447,José Luis Gayà,es ESP,DF,Valencia,es La Liga,23,34.9,83,59,56,20,7,46,80,57.5,34,48,6,42,43,126,105,1
1448,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,31,35.5,21,15,6,10,5,8,49,16.3,41,22,1,21,12,33,17,0
1449,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,28,25.1,49,31,31,15,3,23,38,60.5,15,34,17,17,68,117,79,0
1450,Luisinho,pt POR,DF,Huesca,es La Liga,33,5.6,14,10,9,5,0,10,17,58.8,7,6,1,5,16,30,17,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1451,David Luiz,br BRA,DF,Chelsea,eng Premier League,31,36.0,41,31,27,13,1,21,28,75.0,7,33,18,15,35,76,149,1
1452,Douglas Luiz,br BRA,MF,Girona,es La Liga,20,16.6,34,19,13,20,1,9,38,23.7,29,19,7,12,21,55,26,0
1453,Everton Luiz,br BRA,MF,SPAL,it Serie A,30,3.5,11,6,5,5,1,4,7,57.1,3,9,1,8,3,14,7,2
1454,Jordan Lukaku,be BEL,"DF,MF",Lazio,it Serie A,24,1.9,4,3,2,1,1,3,5,60.0,2,3,0,3,5,9,2,0
1455,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,25,23.7,8,4,0,6,2,2,10,20.0,8,12,1,11,2,10,19,0
1456,Dodi Lukebakio,be BEL,"FW,MF",Düsseldorf,de Bundesliga,20,21.9,25,17,11,6,8,8,15,53.3,7,13,0,13,9,34,19,0
1457,Saša Lukić,rs SRB,MF,Torino,it Serie A,21,11.0,21,11,5,11,5,5,16,31.3,11,13,4,9,12,33,11,0
1458,Senad Lulić,ba BIH,"DF,FW",Lazio,it Serie A,32,32.5,71,43,37,27,7,32,76,42.1,44,27,3,24,49,120,58,1
1459,Antonio Luna,es ESP,"DF,FW",Levante,es La Liga,27,14.0,14,10,6,7,1,6,23,26.1,17,22,7,15,15,29,48,1
1460,Andriy Lunin,ua UKR,GK,Leganés,es La Liga,19,4.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1461,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,21,8.1,8,6,5,2,1,2,5,40.0,3,7,3,4,13,21,30,0
1462,Fabian Lustenberger,ch SUI,"DF,MF",Hertha BSC,de Bundesliga,30,24.1,45,30,23,21,1,15,33,45.5,18,39,18,21,39,84,108,2
1463,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,14.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
1464,Lyanco,br BRA,DF,Torino,it Serie A,21,1.0,1,1,1,0,0,0,0,,0,1,1,0,4,5,5,0
1465,Lyanco,br BRA,DF,Bologna,it Serie A,21,12.4,29,18,19,10,0,13,18,72.2,5,24,16,8,22,51,64,0
1466,Hervé Lybohy,ne NIG,DF,Nîmes,fr Ligue 1,35,16.4,22,13,13,9,0,11,16,68.8,5,17,11,6,14,36,70,0
1467,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,24,9.2,14,8,8,3,3,6,11,54.5,5,18,3,15,19,33,33,0
1468,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,36.2,72,40,22,48,2,29,72,40.3,43,42,12,30,74,146,86,5
1469,Darwin Machís,ve VEN,"FW,MF",Udinese,it Serie A,25,5.1,7,6,4,3,0,0,4,0.0,4,6,0,6,2,9,8,0
1470,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,21,31.5,48,32,20,25,3,14,58,24.1,44,20,4,16,12,60,10,1
1471,Gary Madine,eng ENG,"FW,MF",Cardiff City,eng Premier League,27,0.4,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
1472,Pablo Maffeo,es ESP,"DF,MF",Stuttgart,de Bundesliga,21,6.6,15,13,10,5,0,6,13,46.2,7,8,4,4,13,28,17,0
1473,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,33,20.7,52,33,29,22,1,22,49,44.9,27,18,5,13,24,76,38,2
1474,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,22,16.8,11,9,9,2,0,6,15,40.0,9,17,13,4,16,27,99,1
1475,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,25,28.8,31,17,21,9,1,11,17,64.7,6,32,18,14,36,67,155,4
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
1476,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,27,14.9,14,7,3,7,4,6,18,33.3,12,18,1,17,9,23,3,1
1477,Thiago Maia,br BRA,MF,Lille,fr Ligue 1,21,11.3,32,19,17,13,2,13,33,39.4,20,14,5,9,23,55,23,0
1478,Raffaele Maiello,it ITA,MF,Frosinone,it Serie A,27,22.7,42,27,30,8,4,16,27,59.3,11,23,10,13,30,72,41,0
1479,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,19,22.9,31,16,12,19,0,6,25,24.0,19,32,9,23,28,59,35,0
1480,Domenico Maietta,it ITA,DF,Empoli,it Serie A,35,19.0,33,15,22,10,1,16,36,44.4,20,19,14,5,24,57,78,2
1481,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,38.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,12,1
1482,Linton Maina,de GER,"FW,MF",Hannover 96,de Bundesliga,19,15.7,28,14,13,10,5,12,23,52.2,11,20,0,20,14,42,4,0
1483,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,20,11.0,33,22,19,12,2,14,28,50.0,14,22,4,18,19,52,15,2
1484,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,19,2.2,2,1,1,1,0,0,1,0.0,1,1,0,1,0,2,0,0
