Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,26,28.0,24,0.86,21,0,0,2,1,0,0,0.00,0,0,0,0,0,0
713,Daan Dierckx,be BEL,DF,Parma,it Serie A,17,5.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
714,Lucas Digne,fr FRA,"DF,MF",Everton,eng Premier League,27,29.8,76,2.55,52,18,0,5,1,0,12,0.40,7,3,0,2,0,0
715,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,27,16.5,19,1.15,14,2,0,0,1,2,0,0.00,0,0,0,0,0,0
716,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,22,5.9,12,2.04,6,1,4,0,0,1,1,0.17,1,0,0,0,0,0
717,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,29.0,117,4.17,51,54,3,5,4,0,6,0.21,5,1,0,0,0,0
718,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,fr Ligue 1,19,23.8,65,2.73,49,0,8,5,3,0,3,0.13,2,0,0,1,0,0
719,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,29,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
720,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,de Bundesliga,18,1.2,3,2.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,12.6,8,0.64,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
722,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,27,19.4,34,1.75,23,0,2,5,4,0,2,0.10,1,0,0,0,1,0
723,Issa Diop,fr FRA,DF,West Ham,eng Premier League,23,15.3,4,0.26,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
724,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,34,25.8,31,1.20,25,1,0,3,1,1,1,0.04,1,0,0,0,0,0
725,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,22.5,68,3.03,51,3,4,5,2,3,11,0.49,6,0,1,2,0,2
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
726,Andy Diouf,fr FRA,FW,Rennes,fr Ligue 1,17,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
727,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
728,Assane Dioussé,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
729,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,22.3,8,0.36,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
730,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,20,9.7,11,1.14,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
731,Djené,tg TOG,DF,Getafe,es La Liga,28,32.7,16,0.49,12,0,1,0,2,1,3,0.09,1,0,1,0,1,0
732,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,22,13.8,31,2.25,19,0,6,1,4,1,4,0.29,2,0,1,0,1,0
733,Koffi Djidji,ci CIV,DF,Crotone,it Serie A,27,16.9,9,0.53,9,0,0,0,0,0,1,0.06,1,0,0,0,0,0
734,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,25,28.4,22,0.78,15,0,0,5,1,1,0,0.00,0,0,0,0,0,0
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,27,29.2,40,1.37,32,2,1,5,0,0,7,0.24,4,1,0,2,0,0
736,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,28,34.7,11,0.32,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0
737,Ritsu Doan,jp JPN,"MF,FW",Arminia,de Bundesliga,22,30.8,99,3.22,42,23,20,7,6,1,7,0.23,4,0,2,1,0,0
738,Mihai Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,5.9,13,2.20,7,0,1,2,1,2,1,0.17,0,0,0,0,0,1
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,28,13.8,21,1.53,18,0,1,0,2,0,2,0.15,2,0,0,0,0,0
740,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,18,25.7,108,4.20,79,0,12,4,12,1,10,0.39,9,0,0,0,0,1
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,21.4,35,1.63,22,0,3,4,6,0,4,0.19,2,0,1,0,1,0
742,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,5.0,14,2.79,10,4,0,0,0,0,0,0.00,0,0,0,0,0,0
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,29,28.0,2,0.07,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
745,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,22,13.9,48,3.44,34,1,3,3,3,4,0,0.00,0,0,0,0,0,0
746,John Donald,es ESP,"DF,MF",Elche,es La Liga,19,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
747,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,0.7,2,2.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
748,Anastasios Donis,gr GRE,MF,Reims,fr Ligue 1,23,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
749,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,21,37.0,8,0.22,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
750,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,22,22.2,13,0.59,8,1,1,3,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
751,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,9.1,20,2.20,18,0,0,2,0,0,3,0.33,3,0,0,0,0,0
752,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,27,27.1,50,1.84,42,1,2,2,0,3,7,0.26,7,0,0,0,0,0
753,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20,29.2,70,2.40,59,0,7,3,1,0,7,0.24,7,0,0,0,0,0
754,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,19,3.7,9,2.43,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
755,Mahamadou Doucouré,ml MLI,"FW,MF",Nîmes,fr Ligue 1,20,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
756,Cheick Doukouré,ci CIV,"MF,FW",Levante,es La Liga,27,1.1,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
757,Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22,8.7,8,0.92,6,0,0,0,0,2,0,0.00,0,0,0,0,0,0
758,Moussa Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,25,10.0,35,3.50,27,2,1,3,2,0,4,0.40,3,1,0,0,0,0
759,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,24.7,36,1.46,31,1,2,0,2,0,3,0.12,2,0,0,0,1,0
760,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,29,12.6,20,1.59,16,2,1,1,0,0,1,0.08,1,0,0,0,0,0
761,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,22,35.0,4,0.11,2,2,0,0,0,0,2,0.06,1,1,0,0,0,0
762,Denis Drăguș,ro ROU,"FW,MF",Crotone,it Serie A,21,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0
763,Radu Drăgușin,ro ROU,DF,Juventus,it Serie A,18,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
764,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1.9,4,2.08,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
765,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,26,11.8,47,3.98,36,8,0,1,1,1,5,0.42,4,1,0,0,0,0
766,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,30,13.7,34,2.48,31,0,1,1,1,0,1,0.07,0,0,0,1,0,0
767,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,15.0,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
768,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,26.3,16,0.61,14,0,0,2,0,0,0,0.00,0,0,0,0,0,0
769,Léo Duarte,br BRA,DF,Milan,it Serie A,24,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,22.9,13,0.57,10,1,0,2,0,0,1,0.04,1,0,0,0,0,0
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,28.3,62,2.19,39,20,0,1,1,1,3,0.11,3,0,0,0,0,0
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,32.3,126,3.91,70,40,5,4,7,0,10,0.31,4,2,1,1,2,0
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
774,Ondrej Duda,sk SVK,"FW,MF",Köln,de Bundesliga,25,28.2,94,3.33,49,24,9,7,5,0,8,0.28,5,2,0,0,1,0
775,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
776,Haris Duljević,ba BIH,"MF,FW",Nîmes,fr Ligue 1,26,8.6,25,2.91,21,0,1,2,0,1,1,0.12,1,0,0,0,0,0
777,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,13.9,8,0.57,6,1,0,1,0,0,1,0.07,1,0,0,0,0,0
778,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1.8,6,3.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
779,Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27,11.9,20,1.69,16,2,1,1,0,0,2,0.17,2,0,0,0,0,0
780,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,32.6,26,0.80,20,1,0,5,0,0,0,0.00,0,0,0,0,0,0
781,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,16.4,29,1.76,20,1,2,6,0,0,6,0.37,2,0,1,3,0,0
783,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
784,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,22.5,14,0.62,12,0,2,0,0,0,3,0.13,3,0,0,0,0,0
785,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,12.6,70,5.56,42,13,6,5,4,0,3,0.24,2,0,0,1,0,0
786,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,20.3,64,3.16,46,0,4,7,6,1,8,0.39,6,0,1,0,1,0
787,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,0.6,1,1.73,0,0,0,0,0,1,1,1.73,0,0,0,0,0,1
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
789,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,38.0,11,0.29,9,1,0,1,0,0,1,0.03,1,0,0,0,0,0
790,Simone Edera,it ITA,"DF,MF",Torino,it Serie A,23,0.6,3,5.19,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
791,Ederson,br BRA,GK,Manchester City,eng Premier League,26,36.0,6,0.17,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0
792,Kyle Edwards,eng ENG,"MF,FW",West Brom,eng Premier League,22,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
793,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,29.2,16,0.55,15,0,0,0,0,1,1,0.03,1,0,0,0,0,0
794,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,22,0.4,2,5.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
795,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,32.7,79,2.42,66,1,0,3,5,4,8,0.24,8,0,0,0,0,0
796,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
797,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,12.6,20,1.59,14,1,2,1,2,0,3,0.24,1,0,1,1,0,0
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,25.5,26,1.02,19,0,2,2,1,2,1,0.04,1,0,0,0,0,0
799,Hugo Ekitike,fr FRA,"FW,MF",Reims,fr Ligue 1,18,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
800,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,1.7,2,1.16,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
801,Niclas Eliasson,se SWE,"MF,FW",Nîmes,fr Ligue 1,24,20.0,58,2.90,26,23,4,1,3,1,3,0.15,2,1,0,0,0,0
802,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,20,8.2,23,2.80,18,0,3,1,1,0,6,0.73,2,0,3,1,0,0
803,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,9.3,27,2.90,22,2,0,1,0,2,1,0.11,0,1,0,0,0,0
804,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,17.2,19,1.11,16,1,0,2,0,0,1,0.06,1,0,0,0,0,0
805,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,20.9,14,0.67,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0
806,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,28.2,12,0.43,9,0,0,2,0,1,3,0.11,2,0,0,1,0,0
807,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,5.2,4,0.77,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
808,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,23,16.0,54,3.38,33,0,4,10,6,1,10,0.63,4,0,0,3,3,0
809,Emerson,br BRA,DF,Betis,es La Liga,21,33.2,70,2.11,57,7,1,0,4,1,4,0.12,3,0,0,0,1,0
810,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,28,3.9,7,1.78,1,0,0,2,4,0,1,0.25,0,0,0,0,1,0
811,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,2.4,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
812,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,25.7,36,1.40,19,0,4,6,4,3,8,0.31,1,0,4,1,2,0
813,Keita Endo,jp JPN,"MF,FW",Union Berlin,de Bundesliga,22,5.1,16,3.16,8,0,1,1,4,2,0,0.00,0,0,0,0,0,0
814,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,32.8,74,2.25,62,1,0,2,4,5,6,0.18,5,0,0,0,1,0
815,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,15.6,45,2.89,32,0,0,9,2,2,3,0.19,2,0,0,1,0,0
816,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,15.4,59,3.83,34,21,0,4,0,0,2,0.13,2,0,0,0,0,0
817,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,20.0,7,0.35,7,0,0,0,0,0,2,0.10,2,0,0,0,0,0
818,Patrick Erras,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
819,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,8.1,14,1.72,11,0,0,1,1,1,3,0.37,2,0,0,1,0,0
820,Aarón Escandell,es ESP,GK,Granada,es La Liga,24,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
821,Dani Escriche,es ESP,"FW,MF",Huesca,es La Liga,22,9.5,25,2.63,20,0,0,1,3,1,2,0.21,2,0,0,0,0,0
822,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,6.3,11,1.76,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0
823,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,28.9,23,0.80,19,4,0,0,0,0,4,0.14,4,0,0,0,0,0
824,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,2.6,2,0.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
825,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,19.6,55,2.80,39,10,0,6,0,0,9,0.46,4,2,0,3,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
826,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,13.0,32,2.47,27,0,0,1,3,1,2,0.15,1,0,0,0,1,0
827,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
828,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,9.8,3,0.31,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
829,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,27.5,19,0.69,19,0,0,0,0,0,4,0.15,4,0,0,0,0,0
830,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,27.3,88,3.23,56,18,4,3,6,1,5,0.18,4,0,0,1,0,0
831,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,it Serie A,28,8.1,20,2.46,15,2,0,2,1,0,1,0.12,0,0,0,1,0,0
832,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,28.4,95,3.34,60,15,11,2,6,1,12,0.42,5,2,3,1,1,0
833,Jokin Ezkieta,es ESP,GK,Athletic Club,es La Liga,23,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
834,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,35,35.0,4,0.11,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
835,Fabinho,br BRA,"DF,MF",Liverpool,eng Premier League,26,28.5,30,1.05,26,0,1,0,2,1,6,0.21,5,0,0,0,1,0
836,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,16.7,27,1.61,22,3,0,0,2,0,3,0.18,2,0,0,0,1,0
837,Cesc Fàbregas,es ESP,"MF,FW",Monaco,fr Ligue 1,33,9.7,59,6.05,35,18,3,0,2,1,6,0.62,6,0,0,0,0,0
838,Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,0.7,2,2.81,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0
839,Bandiougou Fadiga,fr FRA,"MF,FW",Brest,fr Ligue 1,19,0.5,2,4.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
840,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,32.2,10,0.31,8,0,0,1,0,1,1,0.03,0,0,0,1,0,0
841,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,0.2,2,8.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
842,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,31,20.8,6,0.29,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
843,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,22,32.1,152,4.73,74,40,9,10,17,2,15,0.47,7,4,0,2,2,0
844,Fali,es ESP,"DF,MF",Cádiz,es La Liga,26,29.3,21,0.72,17,0,1,1,1,1,2,0.07,1,0,0,1,0,0
845,Iago Falque,es ESP,"MF,FW",Benevento,it Serie A,30,4.0,28,7.04,21,2,3,2,0,0,1,0.25,1,0,0,0,0,0
846,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2.4,4,1.65,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
847,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,0.3,2,7.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
848,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,27,4.1,10,2.44,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
849,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,32.1,49,1.57,37,3,5,1,2,1,8,0.26,6,1,1,0,0,0
850,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,12.7,32,2.53,26,2,2,1,0,1,3,0.24,2,0,0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
851,Diego Farias,br BRA,FW,Spezia,it Serie A,30,16.8,59,3.50,46,0,5,4,3,1,4,0.24,2,0,0,2,0,0
852,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,22,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
853,Noah Fatar,fr FRA,"FW,MF",Angers,fr Ligue 1,18,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
854,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,4.8,21,4.37,13,1,2,0,5,0,4,0.83,2,0,1,0,1,0
855,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,10.6,31,2.92,27,3,0,0,0,1,6,0.56,6,0,0,0,0,0
856,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,3.8,7,1.86,6,0,1,0,0,0,1,0.27,1,0,0,0,0,0
857,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,4.5,3,0.67,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0
858,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,27,29.1,148,5.08,85,19,20,9,12,3,19,0.65,11,3,2,0,2,1
859,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,22.9,11,0.48,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
860,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,10.1,9,0.89,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
861,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,20,17.5,46,2.63,32,0,5,5,4,0,11,0.63,8,0,1,1,1,0
862,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,29.0,16,0.55,13,1,0,1,0,1,2,0.07,2,0,0,0,0,0
863,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,27,32.9,111,3.38,73,9,14,4,10,1,20,0.61,14,0,2,1,3,0
864,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,34.4,184,5.34,136,21,3,14,9,1,25,0.73,22,1,0,2,0,0
865,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,de Bundesliga,24,9.3,20,2.14,14,5,0,1,0,0,1,0.11,0,1,0,0,0,0
866,Aitor Fernández,es ESP,GK,Levante,es La Liga,29,29.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
867,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,21.6,51,2.36,27,23,0,0,1,0,5,0.23,3,2,0,0,0,0
868,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22,22.0,6,0.27,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
869,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
870,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,4.1,5,1.22,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0
871,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,24,1.6,4,2.52,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0
872,Carlos Fernández,es ESP,"FW,MF",Real Sociedad,es La Liga,24,4.3,10,2.30,8,0,1,0,1,0,2,0.46,2,0,0,0,0,0
873,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,23.1,15,0.65,11,4,0,0,0,0,1,0.04,1,0,0,0,0,0
874,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,23.0,15,0.65,11,0,0,2,1,1,2,0.09,1,0,0,0,1,0
875,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,13.2,31,2.35,26,0,3,0,0,2,3,0.23,2,0,0,0,0,1
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
876,Fernando,br BRA,MF,Sevilla,es La Liga,33,28.3,37,1.31,34,1,2,0,0,0,9,0.32,8,0,1,0,0,0
877,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,9.8,9,0.92,7,0,0,0,2,0,1,0.10,1,0,0,0,0,0
878,David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,32,28.1,121,4.31,73,32,7,4,4,1,10,0.36,7,1,0,1,0,1
879,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,13.2,27,2.04,24,2,0,0,0,1,3,0.23,2,1,0,0,0,0
880,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,3.3,2,0.60,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0
881,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,28.6,65,2.27,60,0,0,1,1,3,6,0.21,6,0,0,0,0,0
882,Marco Festa,it ITA,GK,Crotone,it Serie A,28,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
883,Fidel,es ESP,"MF,DF",Elche,es La Liga,30,26.6,79,2.97,42,28,4,1,4,0,7,0.26,4,3,0,0,0,0
884,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
885,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,6.0,20,3.30,15,0,2,2,1,0,2,0.33,2,0,0,0,0,0
886,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,31.5,111,3.52,84,1,13,11,2,0,11,0.35,10,0,0,1,0,0
