Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
28,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,7.8,8,1.03,4,1,1,0,2,0,0,0.00,0,0,0,0,0,0
29,Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,15.1,38,2.52,19,1,3,8,4,3,7,0.46,5,1,0,1,0,0
30,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,35.0,20,0.57,17,0,0,3,0,0,1,0.03,1,0,0,0,0,0
31,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,6.2,18,2.90,13,0,3,1,0,1,3,0.48,2,0,1,0,0,0
32,Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,24.7,78,3.15,56,10,2,1,7,2,7,0.28,4,1,1,0,1,0
33,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,18,2.8,2,0.71,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
34,Matteo Ahlinvi,bj BEN,MF,Nîmes,fr Ligue 1,21,10.0,12,1.20,9,0,0,0,2,1,0,0.00,0,0,0,0,0,0
35,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,26,23.8,33,1.38,25,0,1,2,3,2,4,0.17,2,0,0,1,0,1
36,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,26,0.4,1,2.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,14.3,10,0.70,7,0,1,2,0,0,2,0.14,2,0,0,0,0,0
38,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,29.6,27,0.91,23,3,0,0,1,0,4,0.14,4,0,0,0,0,0
39,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,19,15.6,32,2.05,21,4,6,0,1,0,1,0.06,1,0,0,0,0,0
40,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,19,2.1,10,4.84,8,0,2,0,0,0,2,0.97,1,0,1,0,0,0
41,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,30.9,14,0.45,13,0,1,0,0,0,2,0.06,2,0,0,0,0,0
42,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,33.0,77,2.34,55,0,1,12,9,0,8,0.24,4,0,1,1,2,0
43,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,26.1,22,0.84,16,1,0,3,1,1,2,0.08,2,0,0,0,0,0
44,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,9.6,7,0.73,4,2,1,0,0,0,0,0.00,0,0,0,0,0,0
45,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,1.6,2,1.23,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0
46,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,8.9,5,0.56,4,0,0,0,1,0,1,0.11,1,0,0,0,0,0
47,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,4.2,6,1.43,5,0,0,0,0,1,1,0.24,1,0,0,0,0,0
48,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,11.7,19,1.62,16,0,1,0,0,2,1,0.09,1,0,0,0,0,0
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,13.2,7,0.53,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
50,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,29.7,60,2.02,55,1,0,3,0,1,7,0.24,6,1,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
51,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,16.7,21,1.25,14,2,2,0,3,0,3,0.18,2,0,0,0,1,0
52,Jony Álamo,es ESP,MF,Elche,es La Liga,18,0.8,1,1.23,1,0,0,0,0,0,1,1.23,1,0,0,0,0,0
53,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,13.8,30,2.17,22,0,2,3,3,0,3,0.22,2,0,0,1,0,0
54,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,33.6,96,2.86,93,2,1,0,0,0,9,0.27,8,0,1,0,0,0
55,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,29.1,157,5.40,118,25,7,4,2,1,7,0.24,6,0,1,0,0,0
56,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,34.6,18,0.52,18,0,0,0,0,0,1,0.03,1,0,0,0,0,0
57,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,19.4,77,3.97,59,5,5,2,3,3,12,0.62,8,2,0,1,0,1
58,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,17.2,27,1.57,20,1,3,2,1,0,9,0.52,6,0,2,1,0,0
59,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,10.1,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
60,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,20.6,81,3.93,69,2,2,3,3,2,3,0.15,2,0,0,1,0,0
61,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,24.1,28,1.16,23,0,0,1,3,1,2,0.08,2,0,0,0,0,0
62,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,14.4,7,0.48,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
63,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,24.9,22,0.88,19,0,0,3,0,0,3,0.12,3,0,0,0,0,0
64,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,9.2,21,2.29,17,1,1,1,1,0,2,0.22,1,0,0,1,0,0
65,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
66,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,22,15.2,66,4.35,31,15,6,8,6,0,3,0.20,2,0,1,0,0,0
67,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,33.7,131,3.89,84,34,6,7,0,0,13,0.39,8,2,1,2,0,0
69,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
70,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,3.9,4,1.04,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
71,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,27.3,71,2.60,57,5,0,5,3,1,5,0.18,3,1,0,1,0,0
72,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
73,Alisson,br BRA,GK,Liverpool,eng Premier League,27,33.0,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
75,Allan,br BRA,MF,Everton,eng Premier League,29,22.8,39,1.71,33,1,4,1,0,0,2,0.09,2,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
76,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,6.9,22,3.19,19,0,0,1,1,1,0,0.00,0,0,0,0,0,0
77,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,27.0,76,2.82,54,3,8,4,5,2,6,0.22,4,0,0,1,0,1
78,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,10.7,36,3.38,29,2,0,5,0,0,3,0.28,2,0,0,1,0,0
79,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,17.4,19,1.09,18,0,0,0,1,0,0,0.00,0,0,0,0,0,0
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,21.6,12,0.55,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,18.1,9,0.50,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0
82,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,10.0,24,2.41,20,0,1,3,0,0,1,0.10,1,0,0,0,0,0
83,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,16.7,25,1.50,22,0,0,2,0,1,4,0.24,3,0,0,1,0,0
84,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
85,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,8.0,5,0.62,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
87,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,9.0,17,1.88,8,1,1,1,6,0,4,0.44,2,0,0,0,2,0
88,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,8.4,25,2.98,19,1,2,1,2,0,2,0.24,2,0,0,0,0,0
89,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
90,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,21.0,80,3.81,57,13,4,6,0,0,10,0.48,8,1,1,0,0,0
91,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,23.2,20,0.86,17,2,0,0,1,0,0,0.00,0,0,0,0,0,0
92,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,27.1,36,1.33,35,0,0,1,0,0,1,0.04,1,0,0,0,0,0
93,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,8.9,10,1.13,9,0,0,0,1,0,2,0.23,1,0,0,0,1,0
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,30.3,30,0.99,28,0,0,1,1,0,3,0.10,3,0,0,0,0,0
95,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
96,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
97,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,12.5,14,1.12,10,0,0,3,1,0,3,0.24,1,0,0,1,1,0
100,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
101,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,32.1,64,2.00,55,0,3,2,4,0,5,0.16,4,0,0,0,1,0
102,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,28.1,56,2.00,48,0,3,2,2,1,7,0.25,6,0,0,0,1,0
103,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,18.6,25,1.35,22,1,0,0,2,0,1,0.05,1,0,0,0,0,0
104,Ángel,es ESP,GK,Granada,es La Liga,18,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
105,José Ángel,es ESP,DF,Eibar,es La Liga,30,10.0,20,2.00,16,3,1,0,0,0,0,0.00,0,0,0,0,0,0
106,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,24.0,96,4.00,65,14,6,6,3,2,9,0.37,5,1,1,1,1,0
108,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
109,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,21.6,72,3.33,43,15,5,4,3,2,8,0.37,7,0,1,0,0,0
111,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,30.1,31,1.03,26,0,0,2,1,2,5,0.17,4,0,0,0,1,0
112,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,21.9,76,3.47,41,1,10,8,16,0,11,0.50,5,1,0,2,3,0
113,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
114,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
115,Houssem Aouar,fr FRA,"MF,FW",Lyon,fr Ligue 1,22,19.8,105,5.30,73,2,13,7,7,3,12,0.61,7,0,1,3,1,0
116,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,19.2,95,4.93,51,33,1,2,8,0,8,0.42,5,3,0,0,0,0
117,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,17.3,32,1.85,28,0,1,0,0,3,5,0.29,5,0,0,0,0,0
118,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
119,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,33.1,63,1.90,36,11,4,5,7,0,3,0.09,2,0,0,1,0,0
120,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,18.5,36,1.94,33,0,1,0,0,2,1,0.05,1,0,0,0,0,0
121,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,16.6,54,3.25,40,0,9,4,1,0,4,0.24,4,0,0,0,0,0
122,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,27.0,10,0.37,10,0,0,0,0,0,1,0.04,1,0,0,0,0,0
123,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,16.8,9,0.54,5,0,1,1,1,1,1,0.06,0,0,0,1,0,0
124,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,31.2,44,1.41,31,3,4,2,2,2,4,0.13,2,0,1,1,0,0
125,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,36.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
126,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
127,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,3.3,6,1.83,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
128,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,0.5,1,1.91,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
129,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,30.7,91,2.96,64,3,7,6,8,3,15,0.49,7,0,2,3,2,1
131,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,28.7,108,3.76,48,42,2,6,10,0,12,0.42,5,4,1,0,2,0
132,Toluwalase Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,1.2,4,3.21,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,1.5,4,2.67,4,0,0,0,0,0,2,1.33,2,0,0,0,0,0
134,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,6.5,3,0.46,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,20.2,35,1.73,26,1,2,1,4,1,2,0.10,1,0,1,0,0,0
136,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,2.5,3,1.20,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
137,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,8.5,14,1.66,10,0,1,1,1,1,1,0.12,0,0,0,1,0,0
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,36.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0
139,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,20.8,67,3.23,48,9,4,3,3,0,8,0.39,5,1,1,1,0,0
140,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
141,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,31.8,119,3.74,92,4,12,7,4,0,26,0.82,19,1,4,1,1,0
142,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,9.2,9,0.98,4,0,2,1,2,0,3,0.33,1,0,0,1,1,0
143,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,10.6,23,2.17,16,1,4,0,2,0,1,0.09,1,0,0,0,0,0
144,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,9.3,6,0.64,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
145,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,25.9,48,1.85,40,0,3,2,3,0,7,0.27,6,0,1,0,0,0
146,Emil Audero,it ITA,GK,Sampdoria,it Serie A,23,37.0,6,0.16,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0
147,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,35.7,56,1.57,49,3,3,1,0,0,5,0.14,5,0,0,0,0,0
148,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
149,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,21.7,68,3.13,37,26,1,2,1,1,7,0.32,3,4,0,0,0,0
150,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,27,17.8,38,2.13,26,1,4,4,1,2,5,0.28,3,1,1,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
151,Charlie Austin,eng ENG,"FW,MF",West Brom,eng Premier League,31,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
152,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,26,2.2,3,1.34,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
153,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,15.1,36,2.39,26,1,2,2,5,0,7,0.46,3,1,1,0,2,0
154,Mehmet Aydin,de GER,DF,Schalke 04,de Bundesliga,18,5.6,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
155,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,28,23.3,39,1.67,26,0,2,5,6,0,7,0.30,5,0,0,1,1,0
156,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,8.8,4,0.45,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
157,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,28,37.8,52,1.38,43,2,3,1,3,0,4,0.11,4,0,0,0,0,0
158,Ramon Azeez,ng NGA,MF,Granada,es La Liga,27,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
159,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,24.3,50,2.06,45,2,0,1,1,1,6,0.25,5,0,0,1,0,0
160,Ludovic Baal,gf GUF,"DF,MF",Brest,fr Ligue 1,34,3.3,5,1.53,5,0,0,0,0,0,1,0.31,1,0,0,0,0,0
161,Carlos Bacca,co COL,FW,Villarreal,es La Liga,33,8.7,14,1.60,9,0,3,1,0,1,2,0.23,1,0,1,0,0,0
162,Loïc Bade,fr FRA,DF,Lens,fr Ligue 1,20,29.0,23,0.79,20,0,2,1,0,0,1,0.03,1,0,0,0,0,0
163,Milan Badelj,hr CRO,MF,Genoa,it Serie A,31,26.8,62,2.32,55,1,0,1,3,2,8,0.30,7,0,0,0,1,0
164,Édgar Badía,es ESP,GK,Elche,es La Liga,28,30.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
165,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,19,31.9,32,1.00,28,0,0,3,0,1,4,0.13,4,0,0,0,0,0
166,Alex Baena,es ESP,MF,Villarreal,es La Liga,19,1.5,3,1.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
167,Miguel Baeza,es ESP,"MF,FW",Celta Vigo,es La Liga,20,6.0,15,2.49,8,2,1,2,1,1,1,0.17,0,0,0,1,0,0
168,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,18.0,22,1.23,15,0,4,2,1,0,3,0.17,2,0,1,0,0,0
169,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,22,23.8,100,4.20,57,16,12,7,8,0,13,0.55,7,4,1,1,0,0
170,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,10.2,4,0.39,4,0,0,0,0,0,1,0.10,1,0,0,0,0,0
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
172,Tiemoué Bakayoko,fr FRA,MF,Napoli,it Serie A,25,21.8,34,1.56,27,0,0,2,3,2,4,0.18,2,0,0,0,1,1
173,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,18.8,38,2.02,37,1,0,0,0,0,4,0.21,3,1,0,0,0,0
