Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
26,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,30.4,15,0.49,10,0,0,4,1,0,4,0.13,3,0,0,0,1,0
27,Sergio Agüero,ar ARG,FW,Barcelona,es La Liga,33,1.7,3,1.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,23.8,32,1.35,25,3,1,1,2,0,4,0.17,3,1,0,0,0,0
29,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,es La Liga,21,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
30,Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,de Bundesliga,19,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
31,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,fr Ligue 1,22,15.0,20,1.33,16,1,0,2,0,1,2,0.13,2,0,0,0,0,0
32,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,27,11.2,23,2.06,19,0,1,1,1,1,3,0.27,3,0,0,0,0,0
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,29.3,16,0.55,15,0,0,1,0,0,2,0.07,2,0,0,0,0,0
34,Ola Aina,ng NGA,DF,Torino,it Serie A,24,16.0,37,2.32,29,2,3,0,3,0,1,0.06,1,0,0,0,0,0
35,Rayan Aït Nouri,dz ALG,"DF,MF",Wolves,eng Premier League,20,20.3,45,2.22,30,8,4,0,2,1,6,0.30,4,1,0,0,1,0
36,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,22.2,33,1.50,22,6,2,1,1,1,7,0.32,3,1,2,0,1,0
37,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,27,30.4,84,2.76,63,0,2,9,9,1,10,0.33,6,0,0,2,2,0
38,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,25.1,16,0.64,12,2,1,1,0,0,1,0.04,1,0,0,0,0,0
39,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,20.5,26,1.27,17,4,1,1,3,0,1,0.05,1,0,0,0,0,0
40,Marley Aké,fr FRA,"FW,MF",Juventus,it Serie A,20,0.9,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
41,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,10.3,5,0.49,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
42,Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,1.4,9,6.53,5,0,1,1,2,0,0,0.00,0,0,0,0,0,0
43,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,19,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
44,Paul Akouokou,ci CIV,MF,Betis,es La Liga,23,5.7,7,1.22,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,3.5,3,0.86,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
46,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,de Bundesliga,26,17.0,32,1.89,23,1,3,3,2,0,2,0.12,1,0,0,1,0,0
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,29.4,45,1.53,37,2,1,4,0,1,8,0.27,7,0,0,1,0,0
48,Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1.8,4,2.28,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0
49,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,15.8,28,1.77,14,12,1,0,0,1,2,0.13,0,2,0,0,0,0
50,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,7.3,27,3.69,17,0,6,2,2,0,4,0.55,3,0,1,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,29.4,89,3.03,82,3,0,2,2,0,14,0.48,13,0,0,1,0,0
52,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
53,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,26.1,120,4.59,83,26,3,3,5,0,16,0.61,6,7,1,2,0,0
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,27.4,10,0.37,9,0,0,1,0,0,2,0.07,1,0,0,1,0,0
55,Marc Albrighton,eng ENG,"FW,DF",Leicester City,eng Premier League,31,12.6,19,1.51,12,4,0,0,3,0,2,0.16,2,0,0,0,0,0
56,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,8.7,15,1.71,12,0,1,2,0,0,6,0.69,5,0,1,0,0,0
57,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,17.0,67,3.93,57,0,1,7,1,1,6,0.35,6,0,0,0,0,0
58,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,12.3,39,3.18,28,5,1,2,3,0,1,0.08,1,0,0,0,0,0
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,26.7,17,0.64,14,1,1,0,0,1,2,0.07,2,0,0,0,0,0
60,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,26,11.8,38,3.21,33,1,3,1,0,0,4,0.34,3,0,1,0,0,0
61,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,12.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0
62,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,25.8,64,2.48,50,2,2,4,6,0,4,0.16,4,0,0,0,0,0
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,31.7,160,5.05,96,53,3,7,1,0,18,0.57,13,4,0,1,0,0
64,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,20.4,42,2.06,23,0,11,2,5,1,7,0.34,4,0,0,2,1,0
65,Alisson,br BRA,GK,Liverpool,eng Premier League,28,36.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
66,Allan,br BRA,MF,Everton,eng Premier League,30,24.3,38,1.57,35,0,1,0,1,1,7,0.29,5,0,1,0,1,0
67,Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,16.5,53,3.21,32,4,9,6,1,1,3,0.18,2,0,0,1,0,0
68,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,7.3,7,0.96,4,0,0,0,3,0,1,0.14,0,0,0,0,1,0
69,Dele Alli,eng ENG,"MF,FW",Everton,eng Premier League,25,3.8,13,3.46,12,1,0,0,0,0,1,0.27,1,0,0,0,0,0
70,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,27,19.1,49,2.57,36,0,3,8,2,0,4,0.21,3,0,1,0,0,0
71,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,24.1,93,3.86,66,16,3,6,2,0,10,0.42,7,2,0,1,0,0
72,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,16.3,27,1.66,16,3,1,7,0,0,0,0.00,0,0,0,0,0,0
73,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,18,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,20.7,17,0.82,16,1,0,0,0,0,1,0.05,1,0,0,0,0,0
75,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,12.2,34,2.79,26,7,0,0,1,0,4,0.33,4,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
76,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,4.5,6,1.34,6,0,0,0,0,0,1,0.22,1,0,0,0,0,0
77,Ibrahim Amadou,fr FRA,"DF,MF",Metz,fr Ligue 1,28,9.0,9,1.00,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
78,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,0.9,1,1.14,0,1,0,0,0,0,1,1.14,0,1,0,0,0,0
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,23.6,18,0.76,18,0,0,0,0,0,1,0.04,1,0,0,0,0,0
80,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,25,9.8,23,2.34,11,1,2,4,4,1,3,0.31,1,0,0,2,0,0
81,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,4.6,6,1.31,4,0,0,0,2,0,1,0.22,0,0,0,0,1,0
82,Jordan Amavi,fr FRA,"DF,FW",Marseille,fr Ligue 1,27,1.4,2,1.41,2,0,0,0,0,0,1,0.70,1,0,0,0,0,0
83,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
84,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,29.4,33,1.12,22,3,3,3,2,0,1,0.03,1,0,0,0,0,0
85,Nadiem Amiri,de GER,"MF,FW",Genoa,it Serie A,24,7.6,30,3.96,24,4,1,0,1,0,1,0.13,1,0,0,0,0,0
86,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,24,4.1,7,1.71,5,1,0,0,1,0,1,0.24,0,0,0,0,1,0
87,Ethan Ampadu,wls WAL,"MF,DF",Venezia,it Serie A,20,25.4,45,1.77,39,4,1,0,0,1,6,0.24,5,1,0,0,0,0
88,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,10.5,18,1.72,16,0,1,0,1,0,0,0.00,0,0,0,0,0,0
89,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,32.4,33,1.02,30,1,0,1,0,1,4,0.12,3,0,0,1,0,0
90,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,32.1,115,3.59,87,3,10,5,9,1,19,0.59,13,0,4,2,0,0
91,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,30,14.0,20,1.43,16,0,0,1,2,1,4,0.29,3,0,0,0,1,0
92,Florin Andone,ro ROU,FW,Cádiz,es La Liga,28,2.0,4,2.05,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
93,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,11.6,7,0.60,6,0,0,1,0,0,1,0.09,1,0,0,0,0,0
94,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,30.6,56,1.83,46,2,2,3,1,2,5,0.16,4,0,0,1,0,0
95,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,3.9,10,2.55,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0
96,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,20.2,38,1.88,27,0,2,5,3,1,6,0.30,3,0,0,3,0,0
97,José Ángel,es ESP,DF,Osasuna,es La Liga,31,12.0,20,1.66,14,1,3,1,1,0,2,0.17,1,0,0,1,0,0
98,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,25.5,83,3.25,53,22,3,4,1,0,8,0.31,5,3,0,0,0,0
99,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
100,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,7.7,29,3.79,22,3,2,2,0,0,6,0.78,5,0,0,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
101,Janis Antiste,fr FRA,FW,Spezia,it Serie A,18,8.8,14,1.58,12,0,1,1,0,0,0,0.00,0,0,0,0,0,0
102,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,28.8,37,1.28,31,0,1,2,2,1,2,0.07,2,0,0,0,0,0
103,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
104,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,31,33.0,97,2.94,65,1,11,11,9,0,17,0.51,10,0,1,4,2,0
105,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,27,12.6,26,2.25,15,1,1,3,6,0,2,0.17,1,0,0,0,1,0
106,Houssem Aouar,fr FRA,"MF,FW",Lyon,fr Ligue 1,23,27.8,101,3.63,77,3,6,9,4,2,6,0.22,5,0,0,1,0,0
107,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,19,12.0,38,3.17,21,10,1,1,5,0,5,0.42,3,2,0,0,0,0
108,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,23.3,15,0.64,13,1,1,0,0,0,0,0.00,0,0,0,0,0,0
109,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,29.6,75,2.53,35,31,2,2,3,2,10,0.34,4,4,1,0,0,1
110,Mattia Aramu,it ITA,"MF,FW",Venezia,it Serie A,26,23.3,75,3.21,31,22,2,5,15,0,11,0.47,7,1,0,0,3,0
111,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,17.5,41,2.34,35,3,1,1,1,0,6,0.34,5,0,1,0,0,0
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,29.1,14,0.48,12,0,1,1,0,0,2,0.07,2,0,0,0,0,0
113,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,25.2,15,0.59,12,0,0,2,1,0,0,0.00,0,0,0,0,0,0
114,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,20,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
115,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
116,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,2.1,4,1.91,1,2,0,0,1,0,0,0.00,0,0,0,0,0,0
117,Matias Arezo,uy URU,"FW,MF",Granada,es La Liga,18,1.8,6,3.33,5,0,0,1,0,0,1,0.56,0,0,0,1,0,0
118,Santiago Arias,co COL,DF,Granada,es La Liga,29,4.9,9,1.84,6,1,1,0,1,0,0,0.00,0,0,0,0,0,0
119,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,15.7,36,2.29,22,0,5,6,3,0,3,0.19,2,0,0,0,1,0
120,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,16.4,54,3.30,42,2,2,3,4,1,3,0.18,1,0,1,0,1,0
121,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,29.9,89,2.97,71,0,7,9,2,0,7,0.23,5,0,1,1,0,0
122,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,33.3,106,3.19,56,45,2,0,3,0,4,0.12,2,1,0,0,1,0
123,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
124,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,18.4,48,2.60,30,5,1,4,7,1,8,0.43,3,0,0,2,3,0
125,Arthur,br BRA,FW,Fiorentina,it Serie A,23,8.3,17,2.05,10,0,3,1,2,1,5,0.60,3,0,1,1,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
126,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,5.2,5,0.96,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
127,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,26,17.9,49,2.74,35,0,4,6,3,1,7,0.39,6,0,0,0,1,0
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,26.4,39,1.48,32,1,1,1,2,2,1,0.04,1,0,0,0,0,0
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Alejandro Asensio,es ESP,FW,Rayo Vallecano,es La Liga,20,0.1,2,13.85,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
131,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,25,19.2,70,3.64,42,12,5,9,2,0,6,0.31,3,0,1,2,0,0
132,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
133,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,8.4,7,0.84,5,0,2,0,0,0,1,0.12,1,0,0,0,0,0
134,Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,de Bundesliga,18,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,15.0,30,2.00,22,3,0,3,2,0,3,0.20,3,0,0,0,0,0
136,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,34.3,120,3.50,90,7,6,11,6,0,15,0.44,9,0,1,5,0,0
137,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,6.8,18,2.63,13,0,0,3,2,0,1,0.15,1,0,0,0,0,0
138,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,8.7,11,1.26,8,3,0,0,0,0,1,0.11,0,1,0,0,0,0
139,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,12.7,31,2.45,22,0,3,1,4,1,3,0.24,2,0,0,0,1,0
140,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,11.5,22,1.91,14,0,2,4,2,0,3,0.26,2,0,0,1,0,0
141,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,12.0,15,1.25,13,0,0,2,0,0,3,0.25,3,0,0,0,0,0
142,Emil Audero,it ITA,GK,Sampdoria,it Serie A,24,28.4,5,0.18,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
143,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,26.6,49,1.84,34,4,5,1,3,2,2,0.08,2,0,0,0,0,0
144,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,fr Ligue 1,24,0.9,1,1.07,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
145,Ludwig Augustinsson,se SWE,"DF,FW",Sevilla,es La Liga,27,8.8,13,1.48,9,3,0,0,0,1,1,0.11,0,1,0,0,0,0
146,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,11.2,16,1.43,13,1,0,2,0,0,1,0.09,1,0,0,0,0,0
147,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,27,20.8,47,2.26,26,4,4,6,7,0,4,0.19,2,1,0,0,1,0
148,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,24.2,68,2.82,46,0,8,11,3,0,6,0.25,2,0,2,1,1,0
149,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
150,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,29,22.4,61,2.72,41,1,2,3,13,1,6,0.27,5,0,0,0,1,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
151,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,15.0,8,0.53,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
152,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,25.2,33,1.31,24,1,0,7,0,1,5,0.20,1,0,0,3,0,1
153,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
154,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,26,4.0,13,3.26,12,0,0,1,0,0,1,0.25,1,0,0,0,0,0
155,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,23.0,48,2.09,43,0,2,3,0,0,8,0.35,6,0,1,1,0,0
156,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,25,21.5,26,1.21,20,0,1,4,0,1,3,0.14,1,0,0,2,0,0
157,Carlos Bacca,co COL,FW,Granada,es La Liga,34,5.7,13,2.27,9,0,0,2,2,0,2,0.35,1,0,0,0,1,0
158,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
159,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,10.9,5,0.46,3,0,0,2,0,0,1,0.09,0,0,0,1,0,0
160,Milan Badelj,hr CRO,MF,Genoa,it Serie A,32,31.6,72,2.28,64,0,1,1,2,4,2,0.06,0,0,1,0,1,0
161,Édgar Badía,es ESP,GK,Elche,es La Liga,29,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
162,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,20,20.4,15,0.73,11,0,0,3,0,1,1,0.05,0,0,0,1,0,0
163,Youssouph Badji,sn SEN,"FW,MF",Brest,fr Ligue 1,19,1.5,3,1.99,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
164,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
165,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
166,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
167,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,12.2,15,1.23,13,0,0,1,1,0,1,0.08,1,0,0,0,0,0
168,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,23,8.5,20,2.37,15,0,1,2,2,0,1,0.12,1,0,0,0,0,0
169,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
170,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
171,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,5.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
172,Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,22,22.8,104,4.55,66,21,8,5,1,3,7,0.31,5,1,0,1,0,0
173,Cédric Bakambu,cd COD,FW,Marseille,fr Ligue 1,30,4.0,13,3.30,11,0,1,1,0,0,3,0.76,3,0,0,0,0,0
174,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,3.4,3,0.88,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
