Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
669,Deyverson,br BRA,FW,Getafe,es La Liga,28,2.3,5,2.21,4,0,0,1,0,0,2,0.88,1,0,0,1,0,0
670,Samuel Di Carmine,it ITA,"FW,MF",Hellas Verona,it Serie A,30,14.4,23,1.60,14,0,0,4,4,1,2,0.14,1,0,0,0,1,0
671,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,12.0,50,4.16,28,6,5,2,7,2,4,0.33,2,1,0,0,1,0
672,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,33.0,76,2.30,66,4,2,1,2,1,5,0.15,5,0,0,0,0,0
673,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,31,22.2,143,6.44,101,23,12,4,3,0,24,1.08,17,4,2,1,0,0
674,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,22,20.1,46,2.28,35,0,4,4,3,0,4,0.20,2,0,1,0,1,0
675,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,13.2,24,1.82,20,0,3,0,1,0,4,0.30,3,0,1,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
676,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,19.7,72,3.66,51,3,14,2,2,0,10,0.51,7,0,2,0,1,0
677,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,16.0,7,0.44,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0
678,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,15.2,9,0.59,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0
679,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,13.3,11,0.82,8,1,0,2,0,0,1,0.07,1,0,0,0,0,0
680,Amad Diallo,ci CIV,FW,Atalanta,it Serie A,17,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
681,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,24.4,54,2.21,34,0,8,7,5,0,9,0.37,5,0,3,1,0,0
682,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,17.3,19,1.10,18,0,1,0,0,0,3,0.17,3,0,0,0,0,0
683,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
684,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,3.5,1,0.28,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
685,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,16.9,41,2.43,39,0,0,1,1,0,3,0.18,3,0,0,0,0,0
686,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,19,0.7,1,1.38,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
687,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,32.0,52,1.62,36,15,0,1,0,0,6,0.19,4,1,0,1,0,0
688,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,20.8,7,0.34,4,0,1,0,1,1,0,0.00,0,0,0,0,0,0
689,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,14.9,13,0.87,11,0,0,1,0,1,1,0.07,1,0,0,0,0,0
690,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,33.7,125,3.71,74,41,2,3,4,1,10,0.30,8,2,0,0,0,0
691,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,11.2,19,1.70,17,1,1,0,0,0,0,0.00,0,0,0,0,0,0
692,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,14.5,25,1.72,18,1,3,0,3,0,5,0.34,3,0,2,0,0,0
693,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,5.8,19,3.28,12,6,0,1,0,0,4,0.69,3,1,0,0,0,0
694,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
695,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,9.9,30,3.03,25,3,0,1,1,0,3,0.30,3,0,0,0,0,0
696,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,7.4,12,1.62,10,0,0,0,2,0,0,0.00,0,0,0,0,0,0
697,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,30.7,10,0.33,7,1,0,2,0,0,1,0.03,1,0,0,0,0,0
698,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,25.0,33,1.32,26,1,0,2,0,4,1,0.04,1,0,0,0,0,0
699,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1.3,3,2.25,3,0,0,0,0,0,1,0.75,1,0,0,0,0,0
700,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,27.0,22,0.81,22,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
701,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,7.3,4,0.54,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
702,Djené,tg TOG,DF,Getafe,es La Liga,27,34.0,13,0.38,9,2,0,2,0,0,1,0.03,0,0,0,1,0,0
703,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,10.3,39,3.78,16,0,12,1,9,1,6,0.58,2,0,4,0,0,0
704,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,9.5,4,0.42,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0
705,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,22.9,19,0.83,17,0,0,0,1,1,1,0.04,1,0,0,0,0,0
706,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,30.9,31,1.00,28,0,0,3,0,0,1,0.03,0,0,0,1,0,0
707,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,0.3,2,5.81,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
708,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,35.0,10,0.29,4,5,0,1,0,0,0,0.00,0,0,0,0,0,0
709,Matt Doherty,ie IRL,"MF,DF",Wolves,eng Premier League,27,31.5,63,2.00,44,1,6,10,2,0,14,0.44,6,0,3,4,1,0
710,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,21.0,27,1.29,15,0,2,6,4,0,4,0.19,3,0,0,1,0,0
711,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1.6,8,4.86,6,1,0,0,0,1,0,0.00,0,0,0,0,0,0
712,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,14.7,2,0.14,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
713,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,7.8,21,2.71,19,0,1,0,0,1,1,0.13,1,0,0,0,0,0
714,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,19.6,43,2.20,35,3,1,2,2,0,6,0.31,4,0,0,1,1,0
715,Ji Dong-won,kr KOR,"FW,MF",Mainz 05,de Bundesliga,28,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
716,Anastasios Donis,gr GRE,FW,Reims,fr Ligue 1,22,6.8,12,1.77,5,1,3,3,0,0,0,0.00,0,0,0,0,0,0
717,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,18.7,48,2.56,34,0,3,3,5,3,5,0.27,4,0,0,0,1,0
718,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,35.6,5,0.14,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0
719,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,23.2,18,0.78,13,1,1,1,1,1,1,0.04,1,0,0,0,0,0
720,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,19.5,80,4.11,41,29,7,2,1,0,4,0.21,3,0,1,0,0,0
721,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,16.4,42,2.56,35,0,1,3,3,0,7,0.43,6,0,0,1,0,0
722,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,35.1,95,2.71,69,1,11,9,2,3,8,0.23,6,0,0,2,0,0
723,Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
724,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,19.1,71,3.72,50,2,7,6,6,0,3,0.16,2,0,0,0,1,0
725,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,5.0,9,1.80,6,1,2,0,0,0,2,0.40,2,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
726,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
727,Thomas Doyle,eng ENG,MF,Manchester City,eng Premier League,17,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
728,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,16.2,30,1.86,20,5,1,2,2,0,5,0.31,4,0,0,1,0,0
729,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,11.4,13,1.14,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0
730,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,31.0,8,0.26,7,1,0,0,0,0,2,0.06,2,0,0,0,0,0
731,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,7.6,22,2.89,17,2,1,1,1,0,8,1.05,5,1,1,1,0,0
732,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,17.6,66,3.74,47,5,3,3,6,2,7,0.40,6,0,0,0,1,0
733,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,2.9,4,1.39,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
734,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
735,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,7.2,10,1.39,7,0,1,2,0,0,0,0.00,0,0,0,0,0,0
736,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,34.3,12,0.35,10,1,0,0,1,0,1,0.03,1,0,0,0,0,0
737,Léo Duarte,br BRA,DF,Milan,it Serie A,23,4.5,1,0.22,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
738,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,5.4,4,0.74,3,0,0,1,0,0,1,0.19,1,0,0,0,0,0
739,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,29.6,40,1.35,23,6,0,4,6,1,7,0.24,2,2,0,1,2,0
740,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
741,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,15.0,27,1.82,22,2,2,0,1,0,1,0.07,1,0,0,0,0,0
742,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
743,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,8.0,30,3.73,17,8,1,3,1,0,2,0.25,1,0,0,1,0,0
744,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,5.0,17,3.42,9,0,4,2,1,1,2,0.40,2,0,0,0,0,0
745,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,13.8,7,0.51,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0
746,Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,5.8,27,4.68,20,1,2,2,1,1,6,1.04,5,0,1,0,0,0
747,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,27,13.6,7,0.51,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0
748,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,9.9,20,2.03,17,1,1,0,1,0,2,0.20,1,0,0,0,1,0
749,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,9.4,31,3.31,28,0,1,2,0,0,5,0.53,5,0,0,0,0,0
750,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,35.9,34,0.95,28,2,0,2,1,1,3,0.08,3,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
751,Erik Durm,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,27,5.7,13,2.29,8,2,1,2,0,0,1,0.18,1,0,0,0,0,0
752,Riza Durmisi,dk DEN,"DF,MF",Nice,fr Ligue 1,25,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
753,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,4.2,7,1.67,2,0,0,0,5,0,1,0.24,0,0,0,0,1,0
754,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,13.1,11,0.84,9,0,1,0,0,1,0,0.00,0,0,0,0,0,0
755,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,23.9,162,6.77,104,16,18,9,13,2,24,1.00,11,2,5,2,3,1
756,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,31.7,116,3.66,79,1,10,15,10,1,21,0.66,12,0,2,3,4,0
757,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,7.8,33,4.26,28,1,1,0,2,1,2,0.26,2,0,0,0,0,0
758,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,28.0,14,0.50,10,0,0,4,0,0,1,0.04,0,0,0,1,0,0
759,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,4.4,22,4.96,7,7,3,3,2,0,2,0.45,1,0,0,1,0,0
760,Ederson,br BRA,GK,Manchester City,eng Premier League,25,34.1,6,0.18,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0
761,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,35.4,11,0.31,6,0,0,5,0,0,1,0.03,0,0,0,1,0,0
762,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,5.7,15,2.64,9,1,1,3,1,0,0,0.00,0,0,0,0,0,0
763,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,22,31.7,83,2.62,65,0,4,9,2,3,6,0.19,4,0,0,1,0,1
764,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,25.9,38,1.47,27,2,5,1,3,0,4,0.15,3,0,1,0,0,0
765,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,26.5,63,2.38,52,0,2,4,5,0,6,0.23,3,0,0,0,3,0
766,Harvey Elliott,eng ENG,DF,Liverpool,eng Premier League,16,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
767,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,12.6,45,3.57,30,0,8,2,3,2,3,0.24,2,0,0,0,0,1
768,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
769,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,11.5,36,3.14,33,3,0,0,0,0,1,0.09,1,0,0,0,0,0
770,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,16.8,15,0.90,12,1,0,1,1,0,3,0.18,2,0,0,1,0,0
771,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,22,29.1,9,0.31,8,0,0,1,0,0,1,0.03,1,0,0,0,0,0
772,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,23.6,3,0.13,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
773,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,15.2,42,2.76,23,6,4,2,7,0,3,0.20,3,0,0,0,0,0
774,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,22,17.2,53,3.08,34,0,6,6,7,0,9,0.52,6,0,0,1,2,0
775,Emerson,br BRA,DF,Betis,es La Liga,20,31.5,59,1.87,47,2,1,3,5,1,7,0.22,5,0,0,1,1,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
776,Renaud Emond,be BEL,FW,Nantes,fr Ligue 1,27,3.2,6,1.85,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0
777,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,9.5,5,0.53,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
778,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,15.4,30,1.95,16,0,4,5,3,2,6,0.39,3,0,1,1,0,1
779,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,8.8,6,0.68,4,0,0,0,1,1,0,0.00,0,0,0,0,0,0
780,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,16.1,11,0.68,10,0,0,1,0,0,1,0.06,1,0,0,0,0,0
781,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,20.7,30,1.45,19,0,2,5,4,0,6,0.29,4,0,0,1,1,0
782,Javier Eraso,es ESP,MF,Leganés,es La Liga,29,9.1,17,1.88,14,2,0,0,1,0,0,0.00,0,0,0,0,0,0
783,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,12.2,44,3.61,32,11,0,0,0,1,3,0.25,2,1,0,0,0,0
784,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,7.8,41,5.25,28,9,1,2,1,0,7,0.90,6,0,0,1,0,0
785,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,18.6,28,1.51,18,0,3,1,4,2,4,0.22,2,0,0,0,2,0
786,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
787,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,8.6,12,1.40,9,0,1,2,0,0,1,0.12,0,0,0,1,0,0
788,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,25.1,6,0.24,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
789,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2.2,9,4.07,5,1,0,2,0,1,0,0.00,0,0,0,0,0,0
790,Vicente Esquerdo,es ESP,"MF,FW",Valencia,es La Liga,20,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
791,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,2.4,5,2.11,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
792,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,33.1,84,2.54,66,9,6,2,0,1,8,0.24,6,1,0,1,0,0
793,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,6.4,8,1.26,7,0,0,1,0,0,1,0.16,1,0,0,0,0,0
794,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,4.4,14,3.20,5,9,0,0,0,0,1,0.23,1,0,0,0,0,0
795,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,16.1,7,0.44,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0
796,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1.7,7,4.06,3,4,0,0,0,0,0,0.00,0,0,0,0,0,0
797,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,37.6,35,0.93,28,0,1,4,2,0,6,0.16,4,0,0,1,1,0
798,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,25.7,52,2.02,40,0,2,6,2,2,3,0.12,2,0,0,1,0,0
799,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,3.9,19,4.84,15,3,1,0,0,0,2,0.51,2,0,0,0,0,0
800,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,it Serie A,27,0.5,4,8.57,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
801,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,34,23.5,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
802,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,23.1,50,2.16,45,0,1,1,1,2,5,0.22,5,0,0,0,0,0
803,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,9.3,16,1.73,13,0,0,2,0,1,0,0.00,0,0,0,0,0,0
804,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,10.3,47,4.55,38,7,1,1,0,0,9,0.87,8,1,0,0,0,0
805,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
806,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
807,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,4.5,20,4.47,12,8,0,0,0,0,0,0.00,0,0,0,0,0,0
808,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
809,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,22.4,140,6.26,89,22,16,8,5,0,14,0.63,6,5,1,2,0,0
810,Eliseo Falcon,es ESP,DF,Levante,es La Liga,22,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
811,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
812,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1.0,4,4.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
813,Iago Falque,es ESP,"FW,MF",Torino,it Serie A,29,1.1,3,2.65,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
814,Iago Falque,es ESP,MF,Genoa,it Serie A,29,5.8,22,3.82,17,2,2,1,0,0,2,0.35,2,0,0,0,0,0
815,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
816,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,1.6,3,1.89,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
817,Paolo Faragò,it ITA,"DF,MF",Cagliari,it Serie A,26,14.9,31,2.08,26,3,1,0,0,1,4,0.27,3,0,0,0,0,1
818,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,35.9,67,1.87,48,9,3,5,2,0,4,0.11,3,1,0,0,0,0
819,Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,23,4.7,6,1.29,6,0,0,0,0,0,1,0.21,1,0,0,0,0,0
820,Diego Farias,br BRA,"MF,FW",Lecce,it Serie A,29,9.2,36,3.93,26,3,3,1,3,0,4,0.44,1,0,1,0,2,0
821,Ansu Fati,es ESP,FW,Barcelona,es La Liga,16,11.4,39,3.42,26,2,6,2,3,0,3,0.26,1,0,2,0,0,0
822,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,22.0,66,3.00,52,8,0,2,2,2,9,0.41,5,2,0,1,0,1
823,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,7.3,16,2.19,12,0,0,1,2,1,0,0.00,0,0,0,0,0,0
824,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,13.5,8,0.59,7,1,0,0,0,0,3,0.22,2,1,0,0,0,0
825,Aleix Febas,es ESP,"MF,FW",Mallorca,es La Liga,23,18.8,49,2.61,40,1,2,0,6,0,5,0.27,4,0,0,0,1,0
Rk,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
826,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,15.9,15,0.94,13,0,0,2,0,0,4,0.25,3,0,0,1,0,0
827,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,8.7,4,0.46,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
828,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,29.3,132,4.50,70,4,29,12,13,4,10,0.34,5,0,1,1,3,0
829,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,23.4,14,0.60,9,0,0,5,0,0,2,0.09,0,0,0,2,0,0
830,Luiz Felipe,it ITA,DF,Lazio,it Serie A,22,22.5,17,0.76,15,0,1,0,0,1,6,0.27,5,0,1,0,0,0
831,Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
832,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,19.4,55,2.85,35,2,4,6,8,0,4,0.21,2,1,0,0,1,0
833,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,21.8,11,0.50,7,3,0,0,1,0,0,0.00,0,0,0,0,0,0
834,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,24.9,37,1.49,29,5,2,0,1,0,4,0.16,0,2,1,0,1,0
835,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,25.0,99,3.97,55,18,13,4,8,1,6,0.24,4,0,1,1,0,0
836,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,13.2,53,4.02,36,10,1,3,3,0,12,0.91,6,3,0,0,3,0
837,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,16.5,32,1.94,26,0,2,2,1,1,1,0.06,1,0,0,0,0,0
838,Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,0.8,3,3.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
839,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,8.6,6,0.70,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
840,Matheus Fernandes,br BRA,"MF,FW",Valladolid,es La Liga,21,1.8,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
841,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,36.0,6,0.17,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0
842,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0
843,Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,24.5,52,2.13,32,1,3,6,6,4,10,0.41,4,0,0,1,3,2
